Bats,xMLBAMID,Name,Team,Season,Age,AgeR,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,CFraming,Defense,Offense,RAR,WAR,WAROld,Dollars,BaseRunning,Spd,wRC+,wBsR,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB%1,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,C+SwStr%,Pull,Cent,Oppo,Soft,Med,Hard,bipCount,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,UBR,GDPRuns,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD%+,GB%+,FB%+,HRFB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,xwOBA,xAVG,xSLG,XBR,PPTV,CPTV,BPTV,DSV,DGV,BTV,rPPTV,rCPTV,rBPTV,rDSV,rDGV,rBTV,EBV,ESV,rFTeamV,rBTeamV,rTV,BReview,BOverturned,BCorrect%,wBReview,PReview,POverturned,PCorrect%,wPReview,CReview,COverturned,CCorrect%,wCReview,AsCReview,AsCOverturned,AsCCorrect%,wAsCReview,pfxFA%,pfxFT%,pfxFC%,pfxFS%,pfxFO%,pfxSI%,pfxSL%,pfxCU%,pfxKC%,pfxEP%,pfxCH%,pfxSC%,pfxKN%,pfxUN%,pfxSLO%,pfxST%,pfxCUO%,pfxCV%,pfxvFA,pfxvFT,pfxvFC,pfxvFS,pfxvFO,pfxvSI,pfxvSL,pfxvCU,pfxvKC,pfxvEP,pfxvCH,pfxvSC,pfxvKN,pfxvSLO,pfxvST,pfxvCUO,pfxvCV,pfxFA-X,pfxFT-X,pfxFC-X,pfxFS-X,pfxFO-X,pfxSI-X,pfxSL-X,pfxCU-X,pfxKC-X,pfxEP-X,pfxCH-X,pfxSC-X,pfxKN-X,pfxSLO-X,pfxST-X,pfxCUO-X,pfxCV-X,pfxFA-Z,pfxFT-Z,pfxFC-Z,pfxFS-Z,pfxFO-Z,pfxSI-Z,pfxSL-Z,pfxCU-Z,pfxKC-Z,pfxEP-Z,pfxCH-Z,pfxSC-Z,pfxKN-Z,pfxSLO-Z,pfxST-Z,pfxCUO-Z,pfxCV-Z,pfxwFA,pfxwFT,pfxwFC,pfxwFS,pfxwFO,pfxwSI,pfxwSL,pfxwCU,pfxwKC,pfxwEP,pfxwCH,pfxwSC,pfxwKN,pfxwSLO,pfxwST,pfxwCUO,pfxwCV,pfxwFA/C,pfxwFT/C,pfxwFC/C,pfxwFS/C,pfxwFO/C,pfxwSI/C,pfxwSL/C,pfxwCU/C,pfxwKC/C,pfxwEP/C,pfxwCH/C,pfxwSC/C,pfxwKN/C,pfxwSLO/C,pfxwST/C,pfxwCUO/C,pfxwCV/C,pfxaaFA,pfxaaFT,pfxaaFC,pfxaaFS,pfxaaFO,pfxaaSI,pfxaaSL,pfxaaCU,pfxaaKC,pfxaaEP,pfxaaCH,pfxaaSC,pfxaaKN,pfxaaSLO,pfxaaST,pfxaaCUO,pfxaaCV,pfxspFA,pfxspFT,pfxspFC,pfxspFS,pfxspFO,pfxspSI,pfxspSL,pfxspCU,pfxspKC,pfxspEP,pfxspCH,pfxspSC,pfxspKN,pfxspSLO,pfxspST,pfxspCUO,pfxspCV,pfxO-Swing%,pfxZ-Swing%,pfxSwing%,pfxO-Contact%,pfxZ-Contact%,pfxContact%,pfxZone%,pfxPace,AvgBatSpeed,FastSwing%,SwingLength,SquaredUpContact%,SquaredUpSwing%,BlastContact%,BlastSwing%,Swords,CompetitiveSwings,Tilt,AttackAngle,AttackDirection,IdealAttackAngle%,DepthInBox,DistanceOffPlate,scH-Swing%,scH-Contact%,scH-Zone%,scS-Swing%,scS-Contact%,scS-Zone%,scC-Swing%,scC-Contact%,scC-Zone%,scW-Swing%,scW-Contact%,scW-Zone%,scSI-Swing%,scSI-Contact%,scSI-Zone%,scSO-Swing%,scSO-Contact%,scSO-Zone%,scO-Swing%,scO-Contact%,scO-Zone%,scZ-Swing%,scZ-Contact%,scZ-Zone%,piCH%,piCS%,piCU%,piFA%,piFC%,piFS%,piKN%,piSB%,piSI%,piSL%,piXX%,pivCH,pivCS,pivCU,pivFA,pivFC,pivFS,pivKN,pivSB,pivSI,pivSL,pivXX,piCH-X,piCS-X,piCU-X,piFA-X,piFC-X,piFS-X,piKN-X,piSB-X,piSI-X,piSL-X,piXX-X,piCH-Z,piCS-Z,piCU-Z,piFA-Z,piFC-Z,piFS-Z,piKN-Z,piSB-Z,piSI-Z,piSL-Z,piXX-Z,piwCH,piwCS,piwCU,piwFA,piwFC,piwFS,piwKN,piwSB,piwSI,piwSL,piwXX,piwCH/C,piwCS/C,piwCU/C,piwFA/C,piwFC/C,piwFS/C,piwKN/C,piwSB/C,piwSI/C,piwSL/C,piwXX/C,piO-Swing%,piZ-Swing%,piSwing%,piO-Contact%,piZ-Contact%,piContact%,piZone%,piPace,Events,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Q,TG,TPA,PlayerNameRoute,PlayerName,positionDB,position,playerid,TeamName,TeamNameAbb,teamid,playerTeamId,Pos,EV90,IDfg
L,670541,"<a href=""statss.aspx?playerid=19556&position=DH/OF"">Yordan Alvarez</a>","<a href=""leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2026&month=0&season1=2026&ind=0&team=21&rost=0&age=0"">HOU</a>",2026,29.0,29 - 29,2026,2026,29.0,106.0,129.0,38.0,18.0,9.0,0.0,11.0,22.0,26.0,19.0,5.0,11.0,3.0,1.0,0.0,1.0,1.0,0.0,0.358490566,26.0,50.0,20.0,2.0,489.0,202.0,287.0,1.0,0.0,0.0,0.147286821,0.085271317,1.727272727,0.465116279,0.754716981,1.21983326,0.396226415,0.317647058,0.52,0.208333333,0.270833333,0.520833333,0.04,0.22,0.038461538,0.0,0.31782946,0.50539310949464,19.093823980332015,34.44467055404245,19.071502815724013,-0.7523630857467651,3.9280331153422594,-2.669752836227417,0.6914625051431358,,-3.422115921974182,19.148726107344626,20.34610580585584,2.0574363640387006,2.1013875075129054,16.459490912309604,0.07722329162061214,2.740137586315241,223.41796637129812,0.004070287570357323,1.3372834920883179,-1.7280486822128296,3.0653321743011475,17.253999710083008,1.8378443717956543,1.0362255573272705,,0.0,1.8202022314071655,-0.5296690240062942,0.43852459,95.0,0.23770492,84.80172414,0.09016393,89.75,0.09221311,80.31111111,0.11270492,86.96363636,0.02868852,88.0,,,0.0408998,,10.11763858795166,2.9366164207458496,2.2154688835144043,3.695657730102539,0.8473516702651978,-0.06823711842298508,,4.727868499042832,2.5315658799533187,5.035156553441828,8.212572733561197,1.5406394004821777,-0.48740798873560764,,0.29934211,0.63387978,0.42505133,0.7032967,0.93965517,0.83574879,0.37577002,0.53488372,0.06952965,0.16359918,0.23312883,49.0,29.0,18.0,7.0,41.0,48.0,96.0,0.51041667,0.30208333,0.1875,0.07291667,0.42708333,0.5,,,149.6908149926979,146.0372769657367,38.008819936894554,143.57632947670288,192.27566909346135,258.91934396921596,110.63284351702643,107.91906680519429,65.63904375085939,132.07588560935062,196.1551400552967,121.81691034421434,86.5110839374661,80.88438498125305,45.16529291790143,83.75898201232044,152.13270494578623,0.5408282126149824,0.3772641307902786,0.8371509336075693,0.07315300405025482,1.0,0.0,0.0,0.0,0.0,0.0,0.06500156223773956,,,,,,1.0,0.0,0.06500156223773956,0.0,0.06500156223773956,1.0,1.0,1.0,0.11753946542739868,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.25409836,,0.1045082,0.02663934,,0.17827869,0.2295082,0.08401639,0.01229508,,0.11065574,,,,0.14139344,0.08811475,0.07581967,0.00819672,95.13548229586694,,89.80195886948529,87.86153470552884,,94.6804620150862,84.74018205915179,79.48292802019817,81.65000406901042,,87.33518699363425,,,86.42028985507247,82.04418377543605,79.44865128800676,79.80000305175781,-1.4575646923434349,,0.20973693623262293,-3.3924701397235575,,-0.3994336621514682,0.19993526594979422,1.7491996579053926,4.454149881998698,,-7.452081750940393,,,0.6729531771894814,-0.5590935640556868,2.5562667846679688,-5.7161712646484375,8.900867092993952,,4.207431868010876,2.51519775390625,,5.020495535313398,0.14824729306357248,-5.0961125071455795,-8.218533198038736,,2.5760201348198786,,,0.46879030310589337,-0.3661123985467955,-5.881190944362331,2.165860652923584,6.711921215057373,,2.0395381450653076,-0.18003281950950623,,3.0247597694396973,0.6003234386444092,6.549868583679199,0.12119568884372711,,0.37290412187576294,,,1.3081718683242798,-0.707848310470581,5.0048651695251465,1.5450035333633423,5.412839689562397,,3.999094402088838,-1.384867842380817,,3.4767353671720658,0.5360030702182225,15.97528922848585,2.0199281473954516,,0.6905631886588203,,,1.8959012584409851,-1.6461588615594906,13.526662620338234,38.62508833408356,37.308896956905244,,37.076650582107845,40.09024282602164,,35.037145855783045,34.01191275460379,44.87667921112805,44.23954772949219,,33.38478370949074,,,36.36044001924819,30.243345748546513,45.508142419763516,39.0356330871582,2295.983870967742,,2366.1960784313724,1227.2307692307693,,2233.4597701149423,2507.5089285714284,2457.9268292682927,2437.8333333333335,,1817.4814814814815,,,2433.391304347826,2626.4418604651164,2473.7837837837837,2311.25,0.26953125,0.59482759,0.42418033,0.68115942,0.91304348,0.83574879,0.47540984,18.89415042,75.30383762668919,0.54054054,7.684296479096284,0.34210526,0.28108108,0.23026316,0.18918919,2.0,185.0,36.03728357263513,10.532645560599661,7.702016469594595,0.51351351,26.059084670608108,29.25153346706081,0.67307692,0.9,0.21311475,0.49758454,0.88349515,0.42418033,0.26495726,0.61290323,0.2397541,0.05,0.0,0.12295082,0.57142857,1.0,0.2295082,0.41052632,0.69230769,0.19467213,0.26838235,0.63013699,0.55737705,0.62037037,0.94776119,0.44262295,0.12295082,,0.08196721,0.25819672,0.09016393,0.01844262,,,0.17622951,0.25204918,,87.12698567708334,,79.71885986328125,95.15557570684524,90.13241854580966,87.33388943142361,,,94.70410724018895,84.64619061229675,,-6.4687255859375,,4.105384063720703,-1.2604500906808036,0.13022328506816516,-4.670003255208333,,,-0.1855405984922897,0.1820354461669922,,1.0573450724283855,,-8.52251968383789,7.646478562127976,3.152791803533381,-1.3957397672865126,,,3.538239235101744,-1.2559852910235645,,0.9355457425117493,,4.250297546386719,6.586496353149414,1.0429911613464355,-0.25132250785827637,,,3.0657236576080322,3.5672497749328613,,1.5592429041862488,,10.625743865966797,5.22737805805509,2.3704344576055356,-2.792472309536404,,,3.564794950707014,2.9002030690511065,,0.26984127,0.58898305,0.42418033,0.70588235,0.89928058,0.83574879,0.48360656,18.89415042,96.0,94.03125,19.979166666666668,18.0,0.1875,117.8,48.0,0.5,4.44827586,29.0,129.0,Yordan Alvarez,Yordan Alvarez,DH/OF,DH/OF,19556,HOU,HOU,21,21,0.75862069,110.8,19556
L,700250,"<a href=""statss.aspx?playerid=29576&position=1B"">Ben Rice</a>","<a href=""leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2026&month=0&season1=2026&ind=0&team=9&rost=0&age=0"">NYY</a>",2026,27.0,27 - 27,2026,2026,28.0,90.0,114.0,29.0,11.0,8.0,0.0,10.0,26.0,23.0,21.0,2.0,30.0,1.0,2.0,0.0,1.0,1.0,0.0,0.322222222,26.0,24.0,12.0,1.0,489.0,209.0,280.0,2.0,0.0,0.0,0.184210526,0.263157894,0.7,0.447368421,0.744444444,1.191812865,0.422222222,0.365384615,1.083333333,0.193548387,0.419354838,0.387096774,0.041666666,0.416666666,0.076923076,0.0,0.53508772,0.4916543263409819,15.622165017382551,29.188029431359222,15.677256607071806,-0.22335155308246613,3.471285078674555,-1.984453558921814,0.611059888266027,,-2.20780511200428,14.842942974151422,16.71748282908772,1.690503205672819,1.7847603257301525,13.524025645382553,-0.8343136329203844,3.8754440527914835,214.80172019106894,0.0264622550457716,1.369263768196106,-1.392274022102356,2.761537790298462,18.862001419067383,2.0086803436279297,0.9358620643615723,0.6543999910354614,4.0,1.8462811708450317,-0.3831769161275458,0.32719836,94.56875,0.28629857,84.15,0.09815951,89.58333333,0.09815951,79.20833333,0.15337423,85.37333333,0.03680982,84.0,,,0.01635992,,7.992094039916992,3.7374532222747803,-0.32763710618019104,1.4525808095932007,4.979503631591797,-0.32020077109336853,,4.99505877494812,2.669609444481986,-0.6825773045420647,3.026210019985835,6.6393381754557295,-1.7788931727409363,,0.21107266,0.6,0.37014315,0.62295082,0.85,0.77348066,0.40899796,0.56140351,0.08384458,0.20245399,0.28629857,30.0,22.0,10.0,4.0,33.0,25.0,62.0,0.48387097,0.35483871,0.16129032,0.06451613,0.53225806,0.40322581,,,134.54665643820044,182.6477306171612,117.29994750776964,138.09775901429654,189.65858351742827,275.90664476386473,127.25928956919208,100.26029443253132,101.63464834151914,98.16220660856328,371.50594648001606,115.48146863450437,101.61924868116144,69.57796532479077,39.961918503159694,104.38570218915216,122.68766514144971,0.45628200258527485,0.30374444325764977,0.638977771335178,-0.860775887966156,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.25,0.11773696541786194,1.0,1.0,1.0,-0.3274505138397217,8.0,6.0,0.75,-0.6992144584655762,0.0,0.0,,,0.200409,,0.09406953,0.04498978,,0.12474438,0.29447853,0.07361963,0.02249489,,0.14519427,,,,0.1799591,0.11451943,0.07361963,,94.79591836734694,,89.80434782608695,84.67727383700284,,94.01967533299181,84.15416802300348,77.81666395399306,83.15454656427556,,85.15351975132042,,,85.18863747336648,82.52857317243304,77.81666395399306,,-1.8232730164819835,,0.7221494757610819,-5.397859053178267,,-1.6889984881291624,2.597762849595812,3.6561796400282116,2.1970481872558594,,-7.885637310189261,,,1.2874311967329546,4.65685544695173,3.6561796400282116,,10.402517513352997,,4.593420277471128,0.77545166015625,,4.543941310194672,0.8662861188252767,-7.089481777615017,-6.027100302956321,,2.3649416641450265,,,0.5286086255853827,1.3969221115112305,-7.089481777615017,,7.251083850860596,,-0.715414822101593,-0.5754139423370361,,-0.16620467603206635,4.138366222381592,0.5691030025482178,0.7749796509742737,,4.119833469390869,,,2.3580007553100586,1.7803657054901123,0.5691030025482178,,7.399065153939384,,-1.5552496132643325,-2.6155179197138003,,-0.2724666820197809,2.873865432209439,1.5808416737450495,7.045269554311578,,5.802582351254745,,,2.6795463128523394,3.1792244740894864,1.5808416737450495,,40.588814871651785,,35.56179942255435,39.81079656427557,,33.16792872694672,32.930094401041664,42.903652615017364,40.26553067294034,,35.463664310079224,,,35.29938853870738,29.206920078822545,42.903652615017364,,2370.295918367347,,2441.3695652173915,1210.5454545454545,,2175.7868852459014,2497.590277777778,2609.3611111111113,2454.818181818182,,1633.0281690140846,,,2479.1704545454545,2526.535714285714,2609.3611111111113,,0.1969112,0.56521739,0.37014315,0.58823529,0.83846154,0.7679558,0.47034765,19.75733333,72.32245135161043,0.2208589,7.486820150738113,0.4,0.30674847,0.248,0.19018405,3.0,163.0,31.81884765625,11.858945132764571,5.474699991612346,0.54601227,33.76776085601994,27.65031273964724,0.59649123,0.91176471,0.23312883,0.43809524,0.75,0.42944785,0.17117117,0.42105263,0.22699387,0.03703704,0.0,0.11042945,0.55555556,0.81666667,0.2208589,0.31372549,0.625,0.20858896,0.19850187,0.52830189,0.54601227,0.57657658,0.8671875,0.45398773,0.15746421,,0.1002045,0.200409,0.08588957,0.03271984,,,0.12474438,0.29856851,,85.55811815137987,,79.44060407366071,95.14564732142857,89.3914562406994,83.90462493896484,,,94.37832191342213,84.71394745291096,,-7.4139015891335225,,3.668773417570153,-1.725783834652025,1.2483316149030412,-4.432051658630371,,,-1.6325851190285605,2.71725965526006,,0.520828593860973,,-8.429257762675382,8.986211037149234,3.885016668410528,-0.7871397733688354,,,3.187005965436091,-0.7449840911447185,,3.929621934890747,,1.3565462827682495,7.266872882843018,-0.6399999856948853,-0.3852023482322693,,,-0.16620472073554993,4.034698486328125,,5.103405110247723,,2.768461801567856,7.415176411064303,-1.5238094897497267,-2.407514676451683,,,-0.2724667553041802,2.7634921139233732,,0.1969112,0.56521739,0.37014315,0.62745098,0.82307692,0.7679558,0.47034765,19.75733333,62.0,95.74354996219758,12.596774193548388,14.0,0.22580645,110.9,40.0,0.64516129,3.93103448,29.0,114.0,Ben Rice,Ben Rice,1B,1B,29576,NYY,NYY,9,9,0.11111111,106.5,29576
R,663538,"<a href=""statss.aspx?playerid=21479&position=2B/SS"">Nico Hoerner</a>","<a href=""leaders.aspx?pos=all&stats=bat&lg=all&qual=0&type=strType&season=2026&month=0&season1=2026&ind=0&team=17&rost=0&age=0"">CHC</a>",2026,29.0,29 - 29,2026,2026,29.0,118.0,136.0,35.0,24.0,7.0,0.0,4.0,16.0,24.0,13.0,0.0,14.0,3.0,2.0,0.0,1.0,7.0,0.0,0.296610169,38.0,39.0,29.0,4.0,491.0,178.0,313.0,5.0,0.0,0.0,0.095588235,0.102941176,0.928571428,0.375,0.457627118,0.832627118,0.161016949,0.303921568,0.974358974,0.273584905,0.358490566,0.367924528,0.102564102,0.102564102,0.131578947,0.0,0.22794118,0.36994483935482364,5.41114789703485,21.594986145287717,5.869359736233916,4.2389068603515625,4.1411821991205215,0.462962806224823,0.21186288818717003,,4.7018696665763855,7.054198101997342,16.10911285588142,1.628983693408037,1.622251547154707,13.031869547264296,1.1848383657634258,5.105019554933147,136.51813156523303,1.176080346107483,0.552708089351654,-2.279438018798828,2.832146167755127,7.185499668121338,0.7215811610221863,1.0438263416290283,,0.0,0.8408000469207764,-0.3112980911748806,0.51934827,94.25490196,0.20366599,85.77,0.07739308,88.78947368,0.07942974,80.79487179,0.0814664,85.575,0.03869654,87.52631579,,,,,1.8454746007919312,6.550566673278809,0.0884801596403122,1.0586215257644653,-2.343783378601074,-0.3217664957046509,,0.7237155297223259,6.550566673278809,0.23284252536924263,2.714414168626834,-5.8594584465026855,-1.6935078721297414,,0.34563758,0.52331606,0.41547862,0.83495146,0.98019802,0.90686275,0.39307536,0.61029412,0.03869654,0.21995927,0.2586558,44.0,38.0,24.0,20.0,55.0,31.0,106.0,0.41509434,0.35849057,0.22641509,0.18867925,0.51886792,0.29245283,,,121.219248028388,104.0107853672052,47.02151056302328,116.89855005950878,116.40950264047906,108.48054389468223,103.8927671350306,145.84025147868354,82.42699549365491,97.46630644859908,93.5412013773743,102.5505203494079,101.38157607860106,93.70547983964363,121.62282158772275,102.26530525805082,86.65503032583041,0.3482204266448519,0.3027068828714305,0.40206896025558997,0.008758019655942917,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.16429577767848969,,0.0,0.0,0.16429577767848969,0.0,0.16429577767848969,5.0,1.0,0.2,0.0798877701163292,0.0,0.0,,,5.0,3.0,0.6,-0.28172793984413147,0.0,0.0,,,0.30753564,,0.09368635,0.03462322,,0.20773931,0.19551935,0.04887984,0.02647658,,0.08553971,,,,0.10794297,0.08757637,0.04887984,,94.22847682119205,,88.90652067764945,87.72353228400735,,94.22941559436275,85.38229370117188,79.7999979654948,81.3230731670673,,85.85714285714286,,,86.51132259728773,83.99069994549419,79.7999979654948,,-1.1594167545141763,,0.5119081580120585,-6.213694404153263,,-3.2653500426049327,2.2334394454956055,0.958514134089152,6.905350318321815,,2.0206224350702193,,,0.5767928429369656,4.275353010310683,0.958514134089152,,9.689888859426738,,5.013485784115999,0.01765591256758746,,4.4546532724417895,1.1230870087941487,-5.951922098795573,-5.80941655085637,,1.3091894785563152,,,1.5073082402067364,0.6495119139205577,-5.951922098795573,,-1.9059967994689941,,0.35631558299064636,0.05220846086740494,,3.595283031463623,6.2742414474487305,1.5463120937347412,-0.6205173134803772,,-2.5870981216430664,,,0.7329698204994202,5.541271686553955,1.5463120937347412,,-1.2622495360721817,,0.7745990934579269,0.3071085933376761,,3.52478728574865,6.535668174425761,6.442967057228088,-4.7732101036952095,,-6.159757432483491,,,1.382961925470604,12.886678340823151,6.442967057228088,,38.317699710264904,,32.35524053158967,36.88314280790441,,27.97881242340686,35.4737803141276,43.80419921875,31.9752690241887,,33.9769781203497,,,38.98107679834906,31.15083348473837,43.80419921875,,2305.1655629139073,,2355.2608695652175,1290.5294117647059,,2135.4901960784314,2477.5520833333335,2566.4583333333335,2423.5384615384614,,1799.3095238095239,,,2376.6603773584907,2601.906976744186,2566.4583333333335,,0.29795918,0.53252033,0.41547862,0.78082192,0.97709924,0.90686275,0.50101833,18.16713881,68.08320634443682,0.02197802,7.347116994333791,0.38095238,0.35164835,0.06547619,0.06043956,4.0,182.0,32.46746222527472,6.300186324905563,-2.936495602785886,0.49450549,28.302449991414836,28.527413504464285,0.6,1.0,0.24439919,0.48341232,0.92156863,0.42973523,0.22857143,0.66666667,0.21384929,0.10909091,0.5,0.11201629,0.4245283,0.95555556,0.21588595,0.54285714,0.89473684,0.21384929,0.32830189,0.8045977,0.53971487,0.51769912,0.98290598,0.46028513,0.09572301,,0.07535642,0.30753564,0.08350305,0.02443992,,,0.20773931,0.20570265,,85.68573907081117,,80.68317145270271,94.48958117756622,89.27944574123475,88.8744608561198,,,94.38325291053921,85.65808709777228,,1.1525474710667387,,3.807661726668074,-1.0676776810197641,1.0046761675578793,-4.840818405151367,,,-3.1267535639744177,2.4685510314337096,,-0.3457614411699011,,-7.423602954761402,8.393577323054636,4.154151358255526,-2.502814292907715,,,3.0985900280522367,-0.3516989226388459,,-2.8382089138031006,,1.262668251991272,-1.8492435216903687,-0.3283185064792633,0.13495226204395294,,,3.6226327419281006,6.706265926361084,,-6.03874236979383,,3.4126168972737085,-1.2246645839009065,-0.8007768450713739,1.1246021836996078,,,3.5516007273804906,6.639867253822855,,0.29338843,0.53413655,0.41547862,0.78873239,0.96992481,0.90686275,0.50712831,18.16713881,106.0,86.19134990985577,14.75,3.0,0.02830189,105.8,29.0,0.27358491,4.68965517,29.0,136.0,Nico Hoerner,Nico Hoerner,2B/SS,2B/SS,21479,CHC,CHC,17,17,0.0,100.4,21479
