teamid,loaddate,type,role,position,jnum,player,notes,handed,age,acquired,options,servicetime,signyear,signround,signpick,retrodate,injurynotes,injurydate,mlbamid,age1,jnum1,roster40,bats,throws,position1,platoon,draftyear,draftround,draftpick,school,originalteam,servicetime1,projectedlevel,acquired1,country,acquiredcode,options1,eta,isNRI,isCV19,isAFL,playerid,mlbamid1,mlbauto,minorbamid,minormasterid,playerid1,csid,mlbamid2,acquiredrecent,oPlayerId,season,playerid2,prht,prht7,PA,prht1h,prht2h,dbTeam,playerNameDisplay,playerNameRoute,UPURL,mlevel,proj_PT,proj_WAR,proj_bat_K%,proj_bat_BB%,proj_bat_HR,proj_bat_SB,proj_bat_AVG,proj_bat_OBP,proj_bat_SLG,proj_bat_OPS,proj_bat_wRC+,proj_bat_WAR,actual_PT,actual_WAR,actual_bat_K%,actual_bat_BB%,actual_bat_HR,actual_bat_SB,actual_bat_AVG,actual_bat_OBP,actual_bat_SLG,actual_bat_OPS,actual_bat_wRC+,actual_bat_WAR,actual_bat_PA,actualz_PT,actualz_WAR,actualz_bat_K%,actualz_bat_HR,actualz_bat_SB,actualz_bat_AVG,actualz_bat_OBP,actualz_bat_SLG,actualz_bat_OPS,actualz_bat_WRC+,actual_bat_Events,actual_bat_EV,actual_bat_Barrel%,actual_bat_HardHit%,actual_bat_BB%1,actual_bat_K%1,actual_bat_pivFA,actual_bat_piFA%,actual_bat_piSL%,actual_bat_piFC%,actual_bat_piCU%,actual_bat_piCH%,actualz_bat_Events,actualz_bat_EV,actualz_bat_Barrel%,actualz_bat_HardHit%,actualz_bat_BB%,actualz_bat_K%1,actualz_bat_pivFA,actualz_bat_piFA%,actualz_bat_piSL%,actualz_bat_piFC%,actualz_bat_piCU%,actualz_bat_piCH%,dbid,retroid,statsid1,Pts,IP_minor,P_Pts,RP_Pts,PA1,AAA_PA,AA_PA,A_PA,Hit_Pts,AAA_Hit_Pts,AA_Hit_Pts,A_Hit_Pts,AAA_Hit_Rank,AA_Hit_Rank,A_Hit_Rank,Overall_Rank,Overall_7_Rank,Overall_14_Rank,Overall_21_Rank,Overall_1H_Rank,Overall_2H_Rank,Org_Rank,prrp,IP,prrp1h,prrp2h,actual_pit_GS,actual_pit_SV,actual_pit_H,actual_pit_SO,actual_pit_BB,actual_pit_ERA,actual_pit_IP,actual_pit_BB/9,actual_pit_K/9,actual_pit_WAR,actualz_pit_GS,actualz_pit_SV,actualz_pit_H,actualz_pit_SO,actualz_pit_BB,actualz_pit_ERA,actual_pit_Events,actual_pit_EV,actual_pit_Barrel%,actual_pit_HardHit%,actual_pit_BB%,actual_pit_K%,actual_pit_pivFA,actual_pit_piFA%,actualz_pit_pivFA,actualz_pit_Events,actualz_pit_EV,actualz_pit_Barrel%,actualz_pit_HardHit%,actualz_pit_BB%,actualz_pit_K%,actual_pit_pivFA1,actualz_pit_piFA%,actual_pit_piCU%,prsp,prsp14,prsp1h,prsp2h,proj_pit_GS,proj_pit_SV,proj_pit_H,proj_pit_SO,proj_pit_BB,proj_pit_ERA,proj_pit_IP,proj_pit_BB/9,proj_pit_K/9,proj_pit_WAR,actual_pit_piSL%,actual_pit_piCH%,actualz_pit_piSL%,actualz_pit_piCU%,actualz_pit_piCH%,AAA_SP_IP,AAA_RP_IP,AA_SP_IP,AA_RP_IP,A_IP,AAA_SP_Pts,AA_SP_Pts,A_P_Pts,AAA_SP_Rank,AA_SP_Rank,A_P_Rank,actual_pit_piFC%,actualz_pit_piFC%,npbbisid,Rk_IP,SS_IP,Rk_P_Pts,Rk_P_Rank,SS_P_Rank,prrp14,AAA_RP_Pts,AAA_RP_Rank,AA_RP_Pts,AA_RP_Rank,Rk_PA,SS_PA,Rk_Hit_Pts,Rk_Hit_Rank,SS_Hit_Rank,Ovr_Rank,Ovr_Rank_Next,Org_Rank_Next,Ap_PA,Ap_Hit_Pts,Ap_Hit_Rank,kboid,kbobisid,Ap_IP,Ap_P_Pts,Ap_P_Rank,Rk2_PA,Rk2_Hit_Pts,Rk2_Hit_Rank,Rk2_IP,Rk2_P_Pts,Rk2_P_Rank,altmmid,refid,statsid
5,2026-09-20T11:03:16,la-pp,,1B/C/LF,,Pedro Dalmagro,,L,20.8,Amateur FA (VEN) Jan'23,Dec'27,,JAN 2023,,,,,,808116,20.8,,N,L,R,1B/C/LF,,JAN 2023,,,Venezuela,CLE,,,Amateur FA (VEN) Jan'23,VEN,HG,Dec'27,,0,0,0,,,3021601.0,808116.0,sa3021601,,,808116,0,sa3021601,,,,,,,,CLE,Pedro Dalmagro,Pedro Dalmagro,/players/pedro-dalmagro/sa3021601/stats/batting,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6966,0.0,0.0,0.0,239.0,,,79.0,15.6966,,,5.16064,,,656.0,3158.0,6386.0,7289.0,1366.0,3146.0,3007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,160.0,10.536,281.0,823.0,,,,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,la-pp,,2B/3B,,Alejandro Garza,,R,21.3,Drafted 15th Rd '26,Dec'29,,2026,15,453,,,,835211,21.3,,N,R,R,2B/3B,,2026,15,453,Cal Poly San Luis Obispo,CLE,,,Drafted 15th Rd '26,USA,HG,Dec'29,,0,0,0,,,3032018.0,835211.0,sa3032018,,garzaal51,835211,1,sa3032018,,,,,,,,CLE,Alejandro Garza,Alejandro Garza,/players/alejandro-garza/sa3032018/stats/batting,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3237,0.0,0.0,0.0,84.0,,,84.0,21.3237,,,21.3237,,,359.0,2644.0,6094.0,725.0,436.0,5423.0,1434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,la-pp,,2B/CF/SS,,Jonathan Martinez,,S,20.1,Amateur FA (DOM) Jan'23,Dec'27,,JAN 2023,,,,,,808159,20.1,,N,S,R,2B/CF/SS,,JAN 2023,,,Dominican Republic,CLE,,,Amateur FA (DOM) Jan'23,USA,HG,Dec'27,,0,0,0,,,3021197.0,808159.0,sa3021197,,,808159,0,sa3021197,,,,,,,,CLE,Jonathan Martinez,Jonathan Martinez,/players/jonathan-martinez/sa3021197/stats/batting,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4311,0.0,0.0,0.0,253.0,,,253.0,45.4311,,,45.4311,,,168.0,1209.0,6975.0,4389.0,4893.0,3010.0,516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,la-pp,,SS/2B/3B,,Johan A. Rodriguez,,R,19.1,Amateur FA (Cuba) Jan'24,Dec'28,,JAN 2024,,,,,,821759,19.1,,N,R,R,SS/2B/3B,,JAN 2024,,,Cuba,CLE,,,Amateur FA (Cuba) Jan'24,Cuba,HG,Dec'28,,0,0,0,,,3024364.0,821759.0,sa3024364,,,821759,0,sa3024364,,,,,,,,CLE,Johan Rodriguez,Johan Rodriguez,/players/johan-rodriguez/sa3024364/stats/batting,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7494,0.0,0.0,0.0,309.0,,,208.0,37.7494,,,17.7855,,,409.0,1560.0,5618.0,7450.0,7702.0,2961.0,887.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,101.0,19.9638,131.0,507.0,,,,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,la-pp,,CF/RF,,Robert Arias,,L,20.0,Amateur FA (DOM) Jan'24,Dec'28,,JAN 2024,,,,,,815897,20.0,,N,L,L,CF/RF,,JAN 2024,,,Dominican Republic,CLE,,,Amateur FA (DOM) Jan'24,DOM,HG,Dec'28,,0,0,0,,,3024304.0,815897.0,sa3024304,,,815897,0,sa3024304,,,,,,,,CLE,Robert Arias,Robert Arias,/players/robert-arias/sa3024304/stats/batting,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8397,0.0,0.0,0.0,190.0,,,190.0,48.8397,,,48.8397,,,144.0,1063.0,6841.0,6931.0,6923.0,164.0,5839.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,la-pp,,CF/LF/RF,,Tre Broussard,,L,21.0,Drafted 3rd Rd (95) '26,Dec'29,,2026,3,95,,,,821507,21.0,,N,L,L,CF/LF/RF,,2026,3,95,Houston,CLE,,,Drafted 3rd Rd (95) '26,USA,HG,Dec'29,,0,0,0,,,3058738.0,821507.0,sa3058738,,broustr43,821507,1,sa3058738,,,,,,,,CLE,Tre Broussard,Charles Broussard,/players/charles-broussard/sa3058738/stats/batting,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.69122,0.0,0.0,0.0,14.0,,,14.0,7.69122,,,7.69122,,,593.0,4112.0,6195.0,423.0,501.0,5483.0,3053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,la-pp,,LF/RF,,Yeiferth Castillo,,L,19.8,Amateur FA (VEN) Jan'24,Dec'28,,JAN 2024,,,,,,821151,19.8,,N,L,L,LF/RF,,JAN 2024,,,Venezuela,CLE,,,Amateur FA (VEN) Jan'24,VEN,HG,Dec'28,,0,0,0,,,3023931.0,821151.0,sa3023931,,,821151,0,sa3023931,,,,,,,,CLE,Yeiferth Castillo,Yeiferth Castillo,/players/yeiferth-castillo/sa3023931/stats/batting,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.4949,0.0,0.0,0.0,455.0,,,455.0,61.4949,,,61.4949,,,75.0,674.0,7415.0,2653.0,2829.0,504.0,1115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,la-pp,,LF/2B/CF,,Alejandro Blasco,,S,19.5,Amateur FA (VEN) Jan'24,Dec'28,,JAN 2024,,,,,,821246,19.5,,N,S,R,LF/2B/CF,,JAN 2024,,,Venezuela,CLE,,,Amateur FA (VEN) Jan'24,VEN,HG,Dec'28,,0,0,0,,,3023938.0,821246.0,sa3023938,,,821246,0,sa3023938,,,,,,,,CLE,Alejandro Blasco,Alejandro Blasco,/players/alejandro-blasco/sa3023938/stats/batting,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8794,0.0,0.0,0.0,205.0,,,105.0,50.8794,,,16.2108,,,438.0,1003.0,6617.0,2023.0,2449.0,1913.0,626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,34.6686,39.0,159.0,,,,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,la-pp,,CF,,Lucas Moore,,L,21.4,Drafted 5th Rd '26,Dec'29,,2026,5,155,,,,806169,21.4,,N,L,R,CF,,2026,5,155,Louisville,CLE,,,Drafted 5th Rd '26,USA,HG,Dec'29,,0,0,0,,,3038303.0,806169.0,sa3038303,,moorelu46,806169,1,sa3038303,,,,,,,,CLE,Lucas Moore,Lucas Moore,/players/lucas-moore/sa3038303/stats/batting,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82423,0.0,0.0,0.0,57.0,,,57.0,9.82423,,,9.82423,,,541.0,3798.0,1534.0,1332.0,1353.0,6231.0,2675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,la-pp,,CF/SS/2B,,Angel Abreu,,R,18.1,Amateur FA (VEN) May'25,Dec'29,,MAY 2025,,,,,,834685,18.1,,N,R,R,CF/SS/2B,,MAY 2025,,,Venezuela,CLE,,,Amateur FA (VEN) May'25,VEN,HG,Dec'29,,0,0,0,,,3067887.0,834685.0,sa3067887,,,834685,0,sa3067887,,,,,,,,CLE,Angel Abreu,Angel Abreu,/players/angel-abreu/sa3067887/stats/batting,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.076,0.0,0.0,0.0,240.0,,,28.0,44.076,,,4.10646,,,687.0,1280.0,3084.0,1474.0,2070.0,1629.0,1154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,212.0,39.9695,17.0,88.0,,,,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,la-pt,,SP,,Will Hynes,,R,19.2,Drafted 2nd Rd (70) '25,Dec'29,,2025,2,70,,,,807077,19.2,,N,R,R,SP,,2025,2,70,Lorne Park Secondary (CAN),CLE,,,Drafted 2nd Rd (70) '25,CAN,HG,Dec'29,,0,0,0,,,3069263.0,807077.0,sa3069263,,,807077,0,sa3069263,,,,,,,,CLE,Will Hynes,William Hynes,/players/william-hynes/sa3069263/stats/pitching,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.77625,57.0,-3.77625,0.0,0.0,,,,0.0,,,,,,,7542.0,3194.0,1952.0,5491.0,2763.0,7861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,-10.0501,,,1299.0,,,,38.0,38.0,6.27381,211.0,494.0,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,la-pt,,SP/RP,,Chase Mobley,,R,20.3,Drafted 10th Rd '24,Dec'28,,2024,10,295,,,,813949,20.3,,N,R,R,SP/RP,,2024,10,295,Durant HS (FL),CLE,,,Drafted 10th Rd '24,USA,HG,Dec'28,,0,0,0,,,3067542.0,813949.0,sa3067542,,,813949,0,sa3067542,,,,,,,,CLE,Chase Mobley,Chase Mobley,/players/chase-mobley/sa3067542/stats/pitching,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.1255,32.0,-31.1255,0.0,0.0,,,,0.0,,,,,,,7892.0,3228.0,2405.0,6538.0,7867.0,7882.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,-31.1255,,,1331.0,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,la-pt,,SP,,Erigaldi Perez,,R,20.7,Amateur FA (DOM) Jan'23,Dec'27,,JAN 2023,,,,,,808122,20.7,,N,R,R,SP,,JAN 2023,,,Dominican Republic,CLE,,,Amateur FA (DOM) Jan'23,DOM,HG,Dec'27,,0,0,0,,,3023812.0,808122.0,sa3023812,,,808122,0,sa3023812,,,,,,,,CLE,Erigaldi Perez,Erigaldi Perez,/players/erigaldi-perez/sa3023812/stats/pitching,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4145,83.6667,37.4145,0.0,0.0,,,,0.0,,,,,,,1574.0,3621.0,2709.0,990.0,1909.0,1456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3333,,,20.2901,,,272.0,,,,32.3333,32.3333,17.1244,38.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,la-pt,,SP/RP,,Ryan Prager,,L,23.9,Drafted 9th Rd '25,Dec'28,,2025,9,282,,,,696492,23.9,,N,L,L,SP/RP,,2025,9,282,Texas A&M,CLE,,,Drafted 9th Rd '25,USA,HG,Dec'28,,0,0,0,,,3040167.0,696492.0,sa3040167,,pragery42,696492,0,sa3040167,,,,,,,,CLE,Ryan Prager,Ryan Prager,/players/ryan-prager/sa3040167/stats/pitching,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4828,71.0,42.4828,0.0,0.0,,,,0.0,,,,,,,1361.0,7466.0,5834.0,1222.0,1215.0,1633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,41.0809,,,69.0,,,,4.0,4.0,1.40187,547.0,1038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,la-pt,,SP,,Ryan DeSanto,,L,23.0,Drafted 12th Rd '25,Dec'28,,2025,12,372,,,,823756,23.0,,N,L,L,SP,,2025,12,372,Penn State,CLE,,,Drafted 12th Rd '25,USA,HG,Dec'28,,0,0,0,,,3030191.0,823756.0,sa3030191,,desanry42,823756,0,sa3030191,,,,,,,,CLE,Ryan DeSanto,Ryan DeSanto,/players/ryan-desanto/sa3030191/stats/pitching,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0789,82.6667,38.0789,0.0,0.0,,,,0.0,,,,,,,1547.0,2234.0,1808.0,2254.0,2010.0,1347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6667,,,27.4451,,,163.0,,,,17.0,17.0,10.6338,105.0,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,la-pt,,RP,,Keegan Zinn,,R,21.5,Drafted 12th Rd '23,Dec'27,,2023,12,368,,,,815111,21.5,,N,R,R,RP,,2023,12,368,Lake Minneola HS (FL),CLE,,,Drafted 12th Rd '23,USA,HG,Dec'27,,0,0,0,,,3023088.0,815111.0,sa3023088,,,815111,0,sa3023088,,,,,,,,CLE,Keegan Zinn,Keegan Zinn,/players/keegan-zinn/sa3023088/stats/pitching,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9836,60.0,18.9836,0.0,0.0,,,,0.0,,,,,,,2848.0,5880.0,2534.0,7641.0,2212.0,3562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,18.9836,,,289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,la-pt,,RP,,Ryan Bilka,,R,22.9,Drafted 10th Rd '26,Dec'29,,2026,10,303,,,,833416,22.9,,N,R,R,RP,,2026,10,303,Miami,CLE,,,Drafted 10th Rd '26,USA,HG,Dec'29,,0,0,0,,,3027152.0,833416.0,sa3027152,,bilkary42,833416,1,sa3027152,,,,,,,,CLE,Ryan Bilka,Ryan Bilka,/players/ryan-bilka/sa3027152/stats/pitching,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.45065,9.33333,-1.45065,0.0,0.0,,,,0.0,,,,,,,7343.0,7280.0,2961.0,2498.0,6544.0,7328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33333,,,-1.45065,,,1105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,la-pt,,RP,,Angel G. Perez,,R,22.3,Amateur FA (VEN) Apr'24,Dec'27,,APR 2024,,,,,,823862,22.3,,N,R,R,RP,,APR 2024,,,Venezuela,CLE,,,Amateur FA (VEN) Apr'24,VEN,HG,Dec'27,,0,0,0,,,3024276.0,823862.0,sa3024276,,,823862,0,sa3024276,,,,,,,,CLE,Angel Perez,Angel Perez,/players/angel-perez/sa3024276/stats/pitching,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.07701,49.6666,-5.07701,0.0,0.0,,,,0.0,,,,,,,7616.0,5691.0,4432.0,2821.0,2899.0,7865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6666,,,-5.07701,,,1239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,ss-pp,,C/1B,,Gustavo Baptista,,L,18.6,Amateur FA (VEN) Jan'25,Dec'29,,JAN 2025,,,,,,830000,18.6,,N,L,R,C/1B,,JAN 2025,,,Venezuela,CLE,,,Amateur FA (VEN) Jan'25,VEN,HG,Dec'29,,0,0,0,,,3067824.0,830000.0,sa3067824,,,830000,0,sa3067824,,,,,,,,CLE,Gustavo Baptista,Gustavo Baptista,/players/gustavo-baptista/sa3067824/stats/batting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5886,0.0,0.0,0.0,161.0,,,,27.5886,,,,,,,2170.0,1571.0,4887.0,4199.0,1755.0,2694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0,161.0,27.5886,71.0,306.0,,,,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,ss-pp,,1B,,Kade Lewis,,L,21.3,Drafted 4th Rd '26,Dec'29,,2026,4,123,,,,832392,21.3,,N,L,R,1B,,2026,4,123,Wake Forest,CLE,,,Drafted 4th Rd '26,USA,HG,Dec'29,,0,0,0,,,3036307.0,832392.0,sa3036307,,lewiska51,832392,1,sa3036307,,,,,,,,CLE,Kade Lewis,Kade Lewis,/players/kade-lewis/sa3036307/stats/batting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,ss-pp,,1B/3B,,Randy Martinez,,S,19.4,Amateur FA (VEN) Jan'24,Dec'28,,JAN 2024,,,,,,821690,19.4,,N,S,R,1B/3B,,JAN 2024,,,Venezuela,CLE,,,Amateur FA (VEN) Jan'24,VEN,HG,Dec'28,,0,0,0,,,3024358.0,821690.0,sa3024358,,,821690,0,sa3024358,,,,,,,,CLE,Randy Martinez,Randy Martinez,/players/randy-martinez/sa3024358/stats/batting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6403,0.0,0.0,0.0,196.0,,,,11.6403,,,,,,,3579.0,4734.0,4580.0,5075.0,3443.0,3476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,196.0,11.6403,249.0,768.0,,,,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,ss-pp,,2B/SS/CF,,Ricardo Romero,,L,18.6,Amateur FA (VEN) Jan'25,Dec'29,,JAN 2025,,,,,,829997,18.6,,N,L,R,2B/SS/CF,,JAN 2025,,,Venezuela,CLE,,,Amateur FA (VEN) Jan'25,VEN,HG,Dec'29,,0,0,0,,,3068225.0,829997.0,sa3068225,,,829997,0,sa3068225,,,,,,,,CLE,Ricardo Romero,Ricardo Romero,/players/ricardo-romero/sa3068225/stats/batting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7263,0.0,0.0,0.0,200.0,,,,33.7263,,,,,,,1785.0,6095.0,3848.0,3371.0,1134.0,2774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,200.0,33.7263,42.0,178.0,,,,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,ss-pp,,3B/SS/2B,,Rodny Rosario,,S,18.8,Amateur FA (VEN) Jan'25,Dec'29,,JAN 2025,,,,,,829993,18.8,,N,S,R,3B/SS/2B,,JAN 2025,,,Venezuela,CLE,,,Amateur FA (VEN) Jan'25,VEN,HG,Dec'29,,0,0,0,,,3067822.0,829993.0,sa3067822,,,829993,0,sa3067822,,,,,,,,CLE,Rodny Rosario,Rodny Rosario,/players/rodny-rosario/sa3067822/stats/batting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.17264,0.0,0.0,0.0,128.0,,,,7.17264,,,,,,,4194.0,6530.0,3525.0,3140.0,3831.0,3943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,128.0,7.17264,353.0,970.0,,,,,,,,,,,,,,,,,,,,
5,2026-09-20T11:03:16,ss-pp,,LF/2B/RF,,Carlos Garces,,S,20.0,Amateur FA (VEN) Jan'24,Dec'28,,JAN 2024,,,,,,823727,20.0,,N,S,R,LF/2B/RF,,JAN 2024,,,Venezuela,CLE,,,Amateur FA (VEN) Jan'24,VEN,HG,Dec'28,,0,0,0,,,3024380.0,823727.0,sa3024380,,,823727,0,sa3024380,,,,,,,,CLE,Carlos  Garces,Carlos  Garces,/players/carlos--garces/sa3024380/stats/batting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5085,0.0,0.0,0.0,172.0,,,,28.5085,,,,,,,2111.0,7404.0,6712.0,6737.0,1772.0,2547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,172.0,28.5085,67.0,287.0,,,,,,,,,,,,,,,,,,,,
