teamid,loaddate,type,role,position,jnum,player,notes,handed,age,acquired,options,servicetime,signyear,signround,signpick,retrodate,injurynotes,injurydate,mlbamid,age1,jnum1,roster40,bats,throws,position1,platoon,draftyear,draftround,draftpick,school,originalteam,servicetime1,projectedlevel,acquired1,country,acquiredcode,options1,eta,isNRI,isCV19,isAFL,playerid,mlbamid1,mlbauto,minorbamid,minormasterid,playerid1,csid,mlbamid2,acquiredrecent,oPlayerId,season,playerid2,prht,prht7,PA,prht1h,prht2h,dbTeam,playerNameDisplay,playerNameRoute,UPURL,mlevel,proj_PT,proj_WAR,proj_bat_K%,proj_bat_BB%,proj_bat_HR,proj_bat_SB,proj_bat_AVG,proj_bat_OBP,proj_bat_SLG,proj_bat_OPS,proj_bat_wRC+,proj_bat_WAR,actual_PT,actual_WAR,actual_bat_K%,actual_bat_BB%,actual_bat_HR,actual_bat_SB,actual_bat_AVG,actual_bat_OBP,actual_bat_SLG,actual_bat_OPS,actual_bat_wRC+,actual_bat_WAR,actual_bat_PA,actualz_PT,actualz_WAR,actualz_bat_K%,actualz_bat_HR,actualz_bat_SB,actualz_bat_AVG,actualz_bat_OBP,actualz_bat_SLG,actualz_bat_OPS,actualz_bat_WRC+,actual_bat_Events,actual_bat_EV,actual_bat_Barrel%,actual_bat_HardHit%,actual_bat_BB%1,actual_bat_K%1,actual_bat_pivFA,actual_bat_piFA%,actual_bat_piSL%,actual_bat_piFC%,actual_bat_piCU%,actual_bat_piCH%,actualz_bat_Events,actualz_bat_EV,actualz_bat_Barrel%,actualz_bat_HardHit%,actualz_bat_BB%,actualz_bat_K%1,actualz_bat_pivFA,actualz_bat_piFA%,actualz_bat_piSL%,actualz_bat_piFC%,actualz_bat_piCU%,actualz_bat_piCH%,dbid,retroid,statsid1,Pts,IP_minor,P_Pts,RP_Pts,PA1,AAA_PA,AA_PA,A_PA,Hit_Pts,AAA_Hit_Pts,AA_Hit_Pts,A_Hit_Pts,AAA_Hit_Rank,AA_Hit_Rank,A_Hit_Rank,Overall_Rank,Overall_7_Rank,Overall_14_Rank,Overall_21_Rank,Overall_1H_Rank,Overall_2H_Rank,Org_Rank,prrp,IP,prrp1h,prrp2h,actual_pit_GS,actual_pit_SV,actual_pit_H,actual_pit_SO,actual_pit_BB,actual_pit_ERA,actual_pit_IP,actual_pit_BB/9,actual_pit_K/9,actual_pit_WAR,actualz_pit_GS,actualz_pit_SV,actualz_pit_H,actualz_pit_SO,actualz_pit_BB,actualz_pit_ERA,actual_pit_Events,actual_pit_EV,actual_pit_Barrel%,actual_pit_HardHit%,actual_pit_BB%,actual_pit_K%,actual_pit_pivFA,actual_pit_piFA%,actualz_pit_pivFA,actualz_pit_Events,actualz_pit_EV,actualz_pit_Barrel%,actualz_pit_HardHit%,actualz_pit_BB%,actualz_pit_K%,actual_pit_pivFA1,actualz_pit_piFA%,actual_pit_piCU%,prsp,prsp14,prsp1h,prsp2h,proj_pit_GS,proj_pit_SV,proj_pit_H,proj_pit_SO,proj_pit_BB,proj_pit_ERA,proj_pit_IP,proj_pit_BB/9,proj_pit_K/9,proj_pit_WAR,actual_pit_piSL%,actual_pit_piCH%,actualz_pit_piSL%,actualz_pit_piCU%,actualz_pit_piCH%,AAA_SP_IP,AAA_RP_IP,AA_SP_IP,AA_RP_IP,A_IP,AAA_SP_Pts,AA_SP_Pts,A_P_Pts,AAA_SP_Rank,AA_SP_Rank,A_P_Rank,actual_pit_piFC%,actualz_pit_piFC%,npbbisid,Rk_IP,SS_IP,Rk_P_Pts,Rk_P_Rank,SS_P_Rank,prrp14,AAA_RP_Pts,AAA_RP_Rank,AA_RP_Pts,AA_RP_Rank,Rk_PA,SS_PA,Rk_Hit_Pts,Rk_Hit_Rank,SS_Hit_Rank,Ovr_Rank,Ovr_Rank_Next,Org_Rank_Next,Ap_PA,Ap_Hit_Pts,Ap_Hit_Rank,kboid,kbobisid,Ap_IP,Ap_P_Pts,Ap_P_Rank,Rk2_PA,Rk2_Hit_Pts,Rk2_Hit_Rank,Rk2_IP,Rk2_P_Pts,Rk2_P_Rank,altmmid,refid,statsid
11,2026-09-20T11:03:16,aaa-pp,,LF/1B,93,Spencer Packard,,L,28.9,Drafted 9th Rd '21,R5,,2021,9,264,,,,689070,28.9,93,N,L,R,LF/1B,,2021,9,264,Campbell (NC),SEA,,,Drafted 9th Rd '21,USA,HG,R5,,0,0,0,,,3016803.0,689070.0,sa3016803,,packasp42,689070,0,sa3016803,,,,,,,,SEA,Spencer Packard,Spencer Packard,/players/spencer-packard/sa3016803/stats/batting,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.58,0.0,0.0,0.0,219.0,196.0,,,34.58,30.0847,,,343.0,,,1752.0,6906.0,2565.0,6786.0,1306.0,2348.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,4.26052,451.0,1121.0,,,,3.0,0.234816,758.0,,,,,,,,,,,,,,
11,2026-09-20T11:03:16,aaa-sp,,SP/RP,--,Troy Watson,,R,29.3,Waivers (DET) Aug'26,3,0.000,2018,15,446,,,,681890,29.3,--,Y,R,R,SP/RP,,2018,15,446,Northern Colorado,TOR,0.000,,Waivers (DET) Aug'26,USA,W,3,,0,0,0,,,3007249.0,681890.0,sa3007249,,,681890,1,sa3007249,,,,,,,,TOR,Troy Watson,Troy Watson,/players/troy-watson/sa3007249/stats/pitching,AAA,1.0,-0.0012964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sa1119413,27.8356,80.3333,27.8356,8.39139,0.0,,,,0.0,,,,,,,2161.0,7854.0,1744.0,1307.0,2399.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,4.22127,1.0,3.24,7.0425,-0.0012964,,,,,,70.0,70.0,,,1.33333,14.8626,,1.60933,118.0,,835.0,,,,,,,,,,8.39139,346.0,,,,,,,,,,,,,,,,9.0,2.97223,676.0,,,,,,,,,
11,2026-09-20T11:03:16,aaa-sp,,SP,,Lael Lockhart,,L,28.7,Free Agent (DET) Aug'26,R5,,2021,9,282,,,,679712,28.7,,N,S,L,SP,,2021,9,282,Arkansas,LAD,,,Free Agent (DET) Aug'26,USA,FA,R5,,0,0,0,,,3017502.0,679712.0,sa3017502,,lockhla42,679712,1,sa3017502,,,,,,,,LAD,Lael Lockhart,Lael Lockhart,/players/lael-lockhart/sa3017502/stats/pitching,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8413,100.0,25.8413,18.6153,0.0,,,,0.0,,,,,,,2306.0,5267.0,734.0,938.0,3061.0,1772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.66666793823242,39.66666793823242,60.33332824707031,60.33332824707031,,-3.99261,11.2185,,603.0,190.0,,,,,,,,,,,1.46139,653.0,17.154,206.0,,,,,,,,,,,,,,,,,,,,,,,,,
11,2026-09-20T11:03:16,aaa-sp,,SP/RP,--,Carson Fulmer,,R,32.8,Purchased (PIT) Jun'26,0,4.018,2015,1,8,,,,608334,32.8,--,N,R,R,SP/RP,,2015,1,8,Vanderbilt,CWS,4.018,0.000,Purchased (PIT) Jun'26,USA,T,0,,0,0,0,18311.0,608334.0,658272.0,608334.0,sa658272,18311.0,,608334,1,18311,,,,,,,,CHW,Carson Fulmer,Carson Fulmer,/players/carson-fulmer/18311/stats/pitching,MLB,,,,,,,,,,,,,,,,,,,,,,,,,,29.1,-0.026377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,fulmc001,sa658272,5.62499,121.667,5.62499,-1.73824,0.0,,,,0.0,,,,,,,4404.0,338.0,317.0,349.0,4656.0,3479.0,,,,,,,,,,,,,,,,0.0,0.0,25.0,26.0,11.0,5.82955,,,,,,,,,92.7065,86.0,88.8929,0.116279,0.395349,0.0894309,0.211382,92.7065,0.251627,,,,,,,,,,,,,,,,,,0.177874,0.0607375,0.281996,121.66666984558105,121.66666984558105,,,,7.36323,,,204.0,,,,,,,,,,,,-1.73824,885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2026-09-20T11:03:16,aaa-sp,,SP,74,Jhonathan Diaz,,L,30.0,Free Agent (LAA) Feb'24,1,0.128,JUL 2013,,,,,,646242,30.0,74,N,L,L,SP,,JUL 2013,,,Venezuela,BOS,0.128,,Free Agent (LAA) Feb'24,VEN,FA,1,,0,0,0,20298.0,646242.0,828483.0,646242.0,sa828483,20298.0,,646242,0,20298,2026.0,20298.0,1312.0,,0.0,,802.0,BOS,Jhonathan Díaz,Jhonathan Diaz,/players/jhonathan-diaz/20298/stats/pitching,MLB,1.0,0.000812957,,,,,,,,,,,1.1,-0.0592209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,1.1,0.0204432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,diazj007,sa828483,3.44737,136.667,3.44737,0.948787,0.0,,,,0.0,,,,,,,4740.0,7847.0,1412.0,923.0,7244.0,3791.0,,503.0,1.33333,,413.0,0.0,0.0,2.0,1.0,0.0,6.75,1.1,0.0,6.75,-0.0592209,0.0,0.0,1.0,1.0,0.0,0.0,5.0,87.88,0.2,0.2,0.0,0.166667,,,90.0181,4.0,84.525,0.0,0.25,0.0,0.2,90.0181,0.115385,0.04,,,,,0.0,0.0,1.0,1.0,0.0,4.01318,1.0,2.37425,6.77551,0.000812957,0.28,0.08,0.461538,0.115385,0.192308,136.66665649414062,136.66665649414062,,,,2.49858,,,324.0,,,,,,,,,,,,0.948787,695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2026-09-20T11:03:16,aaa-sp,,SP,--,Simeon Woods Richardson,,R,26.0,Free Agent (TOR) Sep'26,0,1.153,2018,2,48,,,,680573,26.0,--,N,R,R,SP,,2018,2,48,Kempner HS (TX),NYM,1.153,,Free Agent (TOR) Sep'26,USA,FA,0,,0,0,0,24494.0,680573.0,3008423.0,680573.0,sa3008423,24494.0,,680573,1,24494,2026.0,24494.0,1305.0,,0.0,1033.0,896.0,NYM,Simeon Woods Richardson,Simeon Woods Richardson,/players/simeon-woods-richardson/24494/stats/pitching,MLB,,,,,,,,,,,,,66.0,-0.488561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,111.1,1.08859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,woods002,sa1118813,8.51218,33.6667,8.51218,2.88492,0.0,,,,0.0,,,,,,,4001.0,7592.0,834.0,1551.0,5375.0,2894.0,,510.0,66.0,190.0,445.0,10.0,0.0,79.0,40.0,37.0,6.68182,66.0,5.04545,5.45455,-0.488561,22.0,0.0,96.0,107.0,46.0,4.04192,224.0,89.9886,0.0848214,0.441964,0.122112,0.132013,92.951,0.43497,93.2095,315.0,90.2318,0.114286,0.415873,0.0976645,0.227176,93.2095,0.455804,0.0964686,354.0,,297.0,,,,,,,,,,,,0.221361,,0.271033,0.130458,0.0425985,33.666669845581055,33.666669845581055,,,,5.62726,,,235.0,,,,,,,,,,,,2.88492,562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2026-09-20T11:03:16,aaa-sp,,SP,27,Dane Dunning,,R,31.8,Free Agent (ATL) Jan'26,0,4.138,2016,1,29,,,,641540,31.8,27,N,R,R,SP,,2016,1,29,Florida,WSH,4.138,0.000,Free Agent (ATL) Jan'26,USA,FA,0,,0,0,0,19409.0,641540.0,738926.0,641540.0,sa738926,19409.0,,641540,1,19409,,,,,,,,WSN,Dane Dunning,Dane Dunning,/players/dane-dunning/19409/stats/pitching,MLB,,,,,,,,,,,,,,,,,,,,,,,,,,20.2,-0.0952467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,dunnd001,sa738926,0.41652,41.6667,0.41652,0.0,0.0,,,,0.0,,,,,,,5314.0,4772.0,7644.0,7456.0,4306.0,7293.0,,,,,,,,,,,,,,,,0.0,2.0,24.0,21.0,7.0,6.96774,,,,,,,,,88.9206,64.0,88.3375,0.109375,0.46875,0.0736842,0.221053,88.9206,0.00268817,,,,,,,,,,,,,,,,,,0.0913979,0.0295699,0.180108,40.33332824707031,40.33332824707031,1.3333300352096558,1.3333300352096558,,1.69664,-1.28012,,366.0,412.0,,,0.395161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2026-09-20T11:03:16,aaa-sp,,SP,--,Nolan Kingham,,R,30.1,Waivers (TEX) Aug'26,3,0.000,2018,12,352,,,,663884,30.1,--,N,R,R,SP,,2018,12,352,Texas,ATL,0.000,,Waivers (TEX) Aug'26,USA,W,3,,0,0,0,21573.0,663884.0,3008224.0,663884.0,sa3008224,21573.0,,663884,1,21573,2026.0,21573.0,882.0,,0.0,,811.0,ATL,Nolan Kingham,Nolan Kingham,/players/nolan-kingham/21573/stats/pitching,MLB,,,,,,,,,,,,,1.0,-0.0169459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,sa876322,11.6382,77.3334,11.6382,-2.68464,0.0,,,,0.0,,,,,,,3581.0,219.0,353.0,2166.0,7305.0,2332.0,,550.0,1.0,,449.0,0.0,0.0,1.0,1.0,2.0,9.0,1.0,18.0,9.0,-0.0169459,,,,,,,3.0,83.7667,0.0,0.0,0.333333,0.166667,95.4483,0.590909,,,,,,,,,,0.181818,,,,,,,,,,,,,,,,,,,,77.33334946632385,77.33334946632385,,,,14.3228,,,121.0,,,,,,,,,,,,-2.68464,928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2026-09-20T11:03:16,aaa-sp,,SP,73,Gabe Mosser,,R,30.3,Free Agent (PHI) Jan'26,R5,,2018,27,801,,,,682077,30.3,73,N,R,R,SP,,2018,27,801,Shippensburg (PA),SD,,,Free Agent (PHI) Jan'26,USA,FA,R5,,0,0,0,,,3006834.0,682077.0,sa3006834,,,682077,1,sa3006834,,,,,,,,SDP,Gabe Mosser,Gabe Mosser,/players/gabe-mosser/sa3006834/stats/pitching,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sa913074,23.9362,138.333,23.9362,0.742474,0.0,,,,0.0,,,,,,,2439.0,143.0,448.0,640.0,1867.0,3170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.33334350585938,138.33334350585938,,,,23.1938,,,61.0,,,,,,,,,,,,0.742474,705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2026-09-20T11:03:16,aaa-rp,,RP,49,Robinson Ortiz,,L,26.7,Trade (LAD) Nov'25,3,0.000,JUN 2017,,,,,,673662,26.7,49,Y,L,L,RP,,JUN 2017,,,Dominican Republic,LAD,0.000,,Trade (LAD) Nov'25,DOM,T,3,,0,0,0,,,3004006.0,673662.0,sa3004006,,,673662,1,sa3004006,,,,,,,,LAD,Robinson Ortiz,Robinson Ortiz,/players/robinson-ortiz/sa3004006/stats/pitching,AAA,2.0,-0.00244998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sa1057126,21.2692,49.0,21.2692,21.2692,0.0,,,,0.0,,,,,,,2653.0,850.0,729.0,1102.0,2863.0,2392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,2.0,1.0,4.02282,2.0,4.79309,8.30273,-0.00244998,,,,,,49.00001907348633,49.00001907348633,,,,,,,,,,,,,,,,,,,21.2692,130.0,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,
11,2026-09-20T11:03:16,aaa-rp,,RP,59,Troy Taylor,,R,25.0,Drafted 12th Rd '22,2,0.094,2022,12,366,,,,700187,25.0,59,Y,R,R,RP,,2022,12,366,UC Irvine,SEA,0.094,,Drafted 12th Rd '22,USA,HG,2,,0,0,0,31883.0,700187.0,3020705.0,700187.0,sa3020705,31883.0,taylotr53,700187,0,31883,,,,,,,,SEA,Troy Taylor,Troy Taylor,/players/troy-taylor/31883/stats/pitching,MLB,2.0,-0.00230272,,,,,,,,,,,,,,,,,,,,,,,,6.2,-0.172269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,26.2311,57.0,26.2311,26.2311,0.0,,,,0.0,,,,,,,2281.0,7619.0,1133.0,2072.0,1620.0,3188.0,,,,,,,,,,,,,,,,0.0,0.0,14.0,2.0,3.0,12.15,,,,,,,,,96.8635,31.0,89.1,0.0967742,0.322581,0.0810811,0.0540541,96.8635,0.470588,,,,,,0.0,0.0,2.0,1.0,1.0,4.23892,2.0,4.52308,7.82968,-0.00230272,,,0.375,,0.0147059,56.99998092651367,56.99998092651367,,,,,,,,,,,,,,,,,,,26.2311,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2026-09-20T11:03:16,aaa-rp,,RP,37,Josh Simpson,,L,29.1,Purchased (MIA) Feb'26,1,1.108,2019,32,951,,,,681006,29.1,37,Y,L,L,RP,,2019,32,951,Columbia,MIA,1.108,,Purchased (MIA) Feb'26,USA,T,1,,0,0,0,25957.0,681006.0,1053035.0,681006.0,sa1053035,25957.0,,681006,1,25957,2026.0,25957.0,1424.0,,0.0,1186.0,1185.0,MIA,Josh Simpson,Josh Simpson,/players/josh-simpson/25957/stats/pitching,MLB,1.0,-0.00136166,,,,,,,,,,,7.1,-0.396224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,30.2,-0.425613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,sa1053035,24.9827,35.6667,24.9827,24.9827,0.0,,,,0.0,,,,,,,2363.0,869.0,1055.0,2048.0,1991.0,2761.0,,615.0,7.33333,503.0,472.0,0.0,0.0,11.0,10.0,4.0,9.81818,7.1,4.90909,12.2727,-0.396224,0.0,0.0,34.0,36.0,22.0,7.33696,23.0,92.2609,0.173913,0.434783,0.105263,0.263158,92.6174,0.0573248,94.4143,90.0,90.0753,0.0666667,0.444444,0.145695,0.238411,94.4143,0.111475,0.248408,,,,,0.0,0.0,1.0,1.0,1.0,4.41667,1.0,4.54534,9.37107,-0.00136166,0.267516,0.0382166,0.314754,0.237705,0.109836,35.66667175292969,35.66667175292969,,,,,,,,,,,,,,,,,,,24.9827,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2026-09-20T11:03:16,aaa-rp,,RP,,Peyton Alford,,L,29.1,Non-Drafted FA Jun'21,R5,,JUN 2021,,,,,,688230,29.1,,N,L,L,RP,,JUN 2021,,,Virginia Tech,SEA,,,Non-Drafted FA Jun'21,USA,HG,R5,,0,0,0,,,3016843.0,688230.0,sa3016843,,,688230,0,sa3016843,,,,,,,,SEA,Peyton Alford,Peyton Alford,/players/peyton-alford/sa3016843/stats/pitching,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2146,61.3333,44.2146,43.6789,0.0,,,,0.0,,,,,,,1269.0,289.0,745.0,592.0,683.0,2315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.33333969116211,42.33333969116211,19.0,19.0,,0.535755,,,443.0,,,,,,,,,,,,19.6214,142.0,24.0574,137.0,,,,,,,,,,,,,,,,,,,,,,,,,
11,2026-09-20T11:03:16,aaa-rp,,RP,,Reid VanScoter,,L,27.8,Drafted 5th Rd '22,R5,,2022,5,156,,,,804577,27.8,,N,L,L,RP,,2022,5,156,Coastal Carolina,SEA,,,Drafted 5th Rd '22,USA,HG,R5,,0,0,0,,,3020839.0,804577.0,sa3020839,,vanscre42,804577,0,sa3020839,,,,,,,,SEA,Reid VanScoter,Reid VanScoter,/players/reid-vanscoter/sa3020839/stats/pitching,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.522,51.6666,27.522,27.522,0.0,,,,0.0,,,,,,,2174.0,7837.0,7704.0,2227.0,1231.0,3708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.66666030883789,18.66666030883789,32.9999885559082,32.9999885559082,,,,,,,,,,,,,,,,,-0.856135,829.0,28.3781,104.0,,,,,,,,,,,,,,,,,,,,,,,,,
11,2026-09-20T11:03:16,aaa-rp,,RP,,Nick Garcia,,R,27.4,Free Agent (SFG) Feb'26,R5,,2020,3,79,,,,694356,27.4,,N,L,R,RP,,2020,3,79,Chapman (CA),PIT,,,Free Agent (SFG) Feb'26,USA,FA,R5,,0,0,0,,,3014501.0,694356.0,sa3014501,,,694356,1,sa3014501,,,,,,,,PIT,Nick Garcia,Nicholas Garcia,/players/nicholas-garcia/sa3014501/stats/pitching,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.127,58.0,43.127,40.916,0.0,,,,0.0,,,,,,,1330.0,223.0,479.0,871.0,2981.0,624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.99997878074646,54.99997878074646,3.0,3.0,,2.21102,,,341.0,,,,,,,,,,,,38.1826,18.0,2.7334,493.0,,,,,,,,,,,,,,,,,,,,,,,,,
11,2026-09-20T11:03:16,aaa-rp,,RP,,Houston Roth,,R,28.5,Free Agent (BAL) Feb'26,3,0.000,2019,29,858,,,,674175,28.5,,N,R,R,RP,,2019,29,858,Mississippi,BAL,0.000,,Free Agent (BAL) Feb'26,USA,FA,3,,0,0,0,,,3011527.0,674175.0,sa3011527,,,674175,1,sa3011527,,,,,,,,BAL,Houston Roth,Houston Roth,/players/houston-roth/sa3011527/stats/pitching,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9184,56.6667,26.9184,19.2271,0.0,,,,0.0,,,,,,,2223.0,6109.0,1629.0,2667.0,1789.0,2749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.66668128967285,56.66668128967285,,,,7.69131,,,200.0,,,,,,,,,,,,19.2271,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2026-09-20T11:03:16,aaa-rp,,RP,46,Domingo Gonzalez,,R,27.0,Waivers (ATL) Aug'25,2,0.000,JUN 2018,,,,,,682445,27.0,46,N,R,R,RP,,JUN 2018,,,Dominican Republic,PIT,0.000,,Waivers (ATL) Aug'25,DOM,W,2,,0,0,0,25241.0,682445.0,3007495.0,682445.0,sa3007495,25241.0,,682445,0,25241,2026.0,25241.0,1260.0,,0.0,1112.0,,PIT,Domingo Gonzalez,Domingo Gonzalez,/players/domingo-gonzalez/25241/stats/pitching,MLB,,,,,,,,,,,,,7.2,-0.0568476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,sa1121266,21.8889,59.0,21.8889,21.8889,0.0,,,,0.0,,,,,,,2596.0,7869.0,7878.0,7843.0,1970.0,3391.0,,553.0,7.66667,403.0,,0.0,0.0,9.0,5.0,5.0,4.69565,7.2,5.86957,5.86957,-0.0568476,,,,,,,26.0,92.924,0.115385,0.5,0.138889,0.138889,92.8548,0.387597,,,,,,,,,,,,,,,,,,,,,,,,,0.356589,0.0155039,,,,59.0,59.0,,,,,,,,,,,,,,,,,,,21.8889,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2026-09-20T11:03:16,aaa-rp,,RP,86,Charlie Beilenson,,R,26.8,Drafted 5th Rd '24,Dec'27,,2024,5,154,,,,810897,26.8,86,N,R,R,RP,,2024,5,154,Duke,SEA,,,Drafted 5th Rd '24,USA,HG,Dec'27,,0,0,0,,,3025590.0,810897.0,sa3025590,,beilech42,810897,0,sa3025590,,,,,,,,SEA,Charlie Beilenson,Charles Beilenson,/players/charles-beilenson/sa3025590/stats/pitching,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.933,55.0,37.933,37.933,0.0,,,,0.0,,,,,,,1554.0,365.0,940.0,1890.0,634.0,3542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,40.0000114440918,40.0000114440918,,,,,,,,,,,,,,,,,-5.03783,993.0,42.9708,26.0,,,,,,,,,,,,,,,,,,,,,,,,,
11,2026-09-20T11:03:16,aaa-rp,,RP,--,Scott Effross,,R,32.7,Free Agent (DET) Aug'26,1,3.063,2015,15,443,,,,664123,32.7,--,N,R,R,RP,,2015,15,443,Indiana,CHC,3.063,,Free Agent (DET) Aug'26,USA,FA,1,,0,0,0,18384.0,664123.0,857667.0,664123.0,sa857667,18384.0,,664123,1,18384,,,,,,,,CHC,Scott Effross,Scott Effross,/players/scott-effross/18384/stats/pitching,MLB,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,0.0252424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,effrs001,sa857667,4.82718,54.0,4.82718,2.37145,0.0,,,,0.0,,,,,,,4510.0,7841.0,7558.0,7339.0,3532.0,7226.0,,,,,,,,,,,,,,,,0.0,0.0,16.0,6.0,3.0,8.4375,,,,,,,,,89.2534,42.0,86.3667,0.047619,0.452381,0.0588235,0.117647,89.2534,0.0384615,,,,,,,,,,,,,,,,,,0.333333,,0.121795,51.66667175292969,51.66667175292969,,,2.33333,0.476326,,1.9794,450.0,,803.0,,,,,,,,,,2.37145,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2026-09-20T11:03:16,aaa-rp,,RP,,Seth Shuman,,R,28.8,Free Agent (WSN) Aug'26,R5,,2019,6,194,,,,670234,28.8,,N,R,R,RP,,2019,6,194,Georgia Southern,OAK,,,Free Agent (WSN) Aug'26,USA,FA,R5,,0,0,0,,,3011187.0,670234.0,sa3011187,,,670234,1,sa3011187,,,,,,,,OAK,Seth Shuman,Griffin Shuman,/players/griffin-shuman/sa3011187/stats/pitching,AAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3688,62.0,26.3688,26.3688,0.0,,,,0.0,,,,,,,2272.0,699.0,1563.0,2536.0,2331.0,2218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.666648864746094,49.666648864746094,12.333330154418945,12.333330154418945,,,,,,,,,,,,,,,,,22.0203,122.0,4.34854,436.0,,,,,,,,,,,,,,,,,,,,,,,,,
