Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,InterSD,InterSK,IntraSD,QS,Vol,Skew,Dim,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
DET,Tigers,3.72279,3.26834,6.15532,32.3552,0.0,3.06277,0.0,63.7214,266.156,59.1925,30.4318,27.9973,8.51057,56.3258,20.0913,0.417254,1.58824,3.95433,1.24422,7.95544,2.83769,2.80349,1.20203,0.211627,0.075487,0.13614028692245483,,0.24212,0.282131,0.72514,4.1242,267.5,4.1796875,261.0,4.078125,0.603581,0.658937,2.97321,1.29869,0.638837,3.04581,2.97321,-1.29869,4.14822,580.7999877929688,6,AL,Troy Melton,675512,31807,31807
HOU,Astros,4.3441,4.55582,8.95751,31.0451,0.0,0.788502,0.0,75.1538,322.518,70.0612,39.3097,36.1649,10.0556,73.1063,29.5603,1.05714,4.19928,4.33091,1.32557,8.7548,3.53997,2.47312,1.2042,0.226673,0.0916545,0.13501859456300735,,0.242629,0.29186,0.705041,4.27665,298.0,3.973333333333333,293.0,3.9066666666666667,0.602302,0.445053,1.52249,0.00436167,0.193682,3.66457,1.52249,-0.00436167,4.74176,999.0,21,AL,Ryan Weiss,680802,sa3007778,sa3007778
BAL,Orioles,3.93087,3.513,0.0,60.0519,28.6059,1.67338,6.86414,62.5708,260.542,53.15,26.7224,24.5846,7.1029,70.4831,23.3548,1.84837,1.95625,3.53618,1.22269,10.1381,3.35929,3.01792,1.02166,0.270525,0.0896394,0.180885449051857,,0.225948,0.292094,0.747925,3.57152,460.3,7.306349206349206,442.0,7.015873015873016,0.596796,0.52542,2.44229,-2.63151,1.9058,0.0,2.44229,2.63151,2.45893,84.18000030517578,2,AL,Ryan Helsley,664854,18138,18138
BOS,Red Sox,4.74953,4.57926,6.12243,41.7266,0.0,2.31066,0.0,77.2237,319.751,70.2145,39.7474,36.5676,11.9333,75.5095,21.817,0.599503,2.99841,4.26176,1.19175,8.80023,2.54266,3.46104,1.39076,0.236151,0.0682314,0.16791977733373642,,0.238067,0.280884,0.694114,4.15244,325.20000000000005,4.223376623376624,314.0,4.077922077922078,0.592074,0.48249,1.74244,-0.561991,0.473637,4.14893,1.74244,0.561991,4.36848,744.3900146484375,3,AL,Kutter Crawford,676710,20531,20531
LAD,Dodgers,3.92218,3.08014,0.0,60.9339,2.10109,21.9147,3.00675,60.6771,251.079,47.1245,26.0756,23.9895,8.18029,75.4571,24.5236,1.95184,2.86085,3.55828,1.18081,11.1923,3.63749,3.07692,1.21335,0.300531,0.0976728,0.20285850763320923,,0.210664,0.278059,0.757072,3.75453,394.8000000000001,6.472131147540986,365.0,5.983606557377049,0.58815,0.603651,1.4981,0.580474,0.719909,0.0,1.4981,-0.580474,4.04012,999.0,22,NL,Alex Vesia,681911,25007,25007
ATL,Braves,3.64381,2.79997,0.128234,57.1026,0.171915,8.94034,1.16161,60.719,259.789,56.6371,27.1415,24.9702,4.45896,61.6526,21.8935,2.14398,4.5661,3.70118,1.29334,9.13837,3.24513,2.81602,0.660924,0.237318,0.0842741,0.15304367244243622,,0.242734,0.312037,0.710893,3.36637,333.0000000000001,5.459016393442625,332.0,5.442622950819672,0.58807,0.545813,1.62099,-0.962331,0.659642,0.0,1.62099,0.962331,4.12048,999.0,16,NL,Aaron Bummer,607481,16258,16258
STL,Cardinals,4.51298,6.83384,17.7734,27.9145,0.0,0.653546,0.0,103.457,442.11,103.488,55.3268,50.9006,15.2092,79.3904,33.3213,0.764458,4.24055,4.42798,1.32238,6.90638,2.89871,2.38257,1.32309,0.179572,0.0753689,0.1042027622461319,,0.255811,0.284817,0.705376,4.60072,360.90000000000003,3.5038834951456312,371.0,3.6019417475728157,0.585916,0.809206,1.65546,-0.639614,0.25932,5.41439,1.65546,0.639614,4.65424,737.9199829101562,28,NL,Richard Fitts,690916,30160,30160
LAD,Dodgers,4.22749,3.66775,0.0,61.6299,5.00456,18.8982,6.13679,63.1514,265.142,52.6644,27.0391,24.876,6.86676,70.8788,25.605,1.76275,3.10262,3.54519,1.23939,10.1013,3.64909,2.76817,0.978614,0.267323,0.0965706,0.17075280845165253,,0.222744,0.288599,0.746189,3.66771,398.3,6.322222222222222,380.0,6.031746031746032,0.583971,0.608218,1.90582,-0.148324,0.710095,0.0,1.90582,0.148324,4.05321,707.8499755859375,22,NL,Tanner Scott,656945,17586,17586
MIN,Twins,5.16037,6.12649,15.7104,31.8048,0.0,0.695234,2.84897,98.4244,429.181,94.1834,55.6441,51.1926,13.1723,89.5617,44.3248,0.519474,4.25736,4.68109,1.40725,8.18959,4.05309,2.02058,1.20449,0.208681,0.103278,0.10540314763784409,,0.247461,0.291549,0.690149,4.53584,360.9000000000001,3.6826530612244905,361.0,3.683673469387755,0.578944,0.303992,1.51086,-1.41974,0.655789,5.25603,1.51086,1.41974,4.12561,558.7000122070312,8,AL,Mick Abel,690953,27756,27756
KCR,Royals,4.00465,3.49292,8.02762,31.3958,0.0,1.45151,0.391965,70.007,302.142,72.2903,36.101,33.2129,7.16402,50.6366,21.9542,0.862772,4.17706,4.26981,1.34622,6.50978,2.8224,2.30647,0.920996,0.167592,0.072662,0.09493029862642288,,0.261911,0.298457,0.690419,4.13865,272.7,3.8957142857142855,287.0,4.1,0.572781,0.503557,0.85447,1.12785,0.447952,3.41026,0.85447,-1.12785,4.40273,999.0,7,AL,Stephen Kolek,663568,21487,21487
COL,Rockies,6.15269,8.17255,20.3054,20.3054,0.0,0.0,0.0,114.923,500.474,132.912,73.3411,67.4738,21.9639,73.4099,28.0821,1.05324,5.05448,5.28412,1.4009,5.74899,2.19921,2.61411,1.72007,0.146681,0.0561111,0.09056972712278366,,0.284404,0.298278,0.672988,5.20715,281.59999999999997,2.448695652173913,336.0,2.9217391304347826,0.569898,0.813593,6.00532,-0.0419319,1.31114,6.25728,6.00532,0.0419319,3.25181,999.0,19,NL,Tomoyuki Sugano,608372,35321,35321
NYY,Yankees,3.40375,3.5858,0.0651817,56.7472,1.41172,18.2849,1.85454,57.8862,242.802,45.1134,25.5236,23.4817,7.07184,77.5626,26.4684,0.992829,2.77164,3.65087,1.2366,12.0592,4.11524,2.93038,1.09951,0.319448,0.109012,0.21043545752763748,,0.211242,0.295061,0.746714,3.55888,372.1,6.415517241379311,345.0,5.948275862068965,0.561912,0.441857,2.84464,-0.932208,0.657604,0.0,2.84464,0.932208,4.12319,999.0,9,AL,Fernando Cruz,518585,7048,7048
TOR,Blue Jays,3.57483,3.19853,0.348223,57.8154,3.49774,14.6041,1.04184,64.881,270.352,59.9713,29.5428,27.1794,8.04862,65.0912,19.0618,1.04616,2.46601,3.7702,1.21812,9.02916,2.64416,3.41475,1.11647,0.240765,0.0705073,0.17025770246982574,,0.241019,0.295546,0.730322,3.73674,368.6,5.670769230769231,363.0,5.584615384615384,0.559761,0.342597,3.28393,-0.628911,0.717709,0.254638,3.28393,0.628911,4.04306,729.97998046875,14,AL,Louis Varland,686973,27691,27691
CHC,Cubs,4.8445,4.60124,8.90659,35.4528,0.112159,0.718255,0.0,82.0624,347.831,81.9449,43.0987,39.6508,12.1951,66.4594,23.3527,0.774003,3.73179,4.34861,1.28314,7.28878,2.56115,2.8459,1.33746,0.191068,0.067138,0.12393015623092651,,0.255482,0.288113,0.705007,4.43744,301.00000000000006,3.6707317073170738,309.0,3.768292682926829,0.556837,0.504734,1.75191,0.525711,0.285106,3.58389,1.75191,-0.525711,4.61986,999.0,17,NL,Colin Rea,607067,12317,12317
CHC,Cubs,3.30405,3.40864,0.0,61.9173,28.6916,3.2666,3.79194,64.2363,270.541,54.1838,28.8131,26.508,6.78217,71.0733,26.1198,1.03979,3.38223,3.71398,1.25013,9.95792,3.65959,2.72105,0.950235,0.262708,0.0965468,0.1661616414785385,,0.224793,0.290482,0.727179,3.67265,459.1,7.1734375,441.0,6.890625,0.552331,0.455577,2.30899,-0.605014,1.95668,0.0,2.30899,0.605014,2.39109,114.79000091552734,17,NL,Daniel Palencia,694037,27914,27914
BOS,Red Sox,2.84105,2.78573,5.73829,26.985,0.0,0.9157,0.0,53.5108,223.752,48.224,26.5235,24.4016,7.76847,54.346,17.9767,0.316004,1.83537,4.10412,1.23715,9.14048,3.02351,3.02313,1.30658,0.242885,0.080342,0.1625427007675171,,0.236461,0.285248,0.717167,4.10194,228.40000000000003,4.22962962962963,218.0,4.037037037037037,0.547954,0.515041,2.55274,-0.0685482,0.715258,2.45767,2.55274,0.0685482,4.04632,663.1799926757812,3,AL,Payton Tolle,801139,35466,35466
HOU,Astros,3.8173,3.09809,0.0,62.2563,0.570607,19.5403,1.72456,63.4014,262.909,56.9895,27.6592,25.4465,7.32078,62.8012,17.9518,0.784982,3.46998,3.6122,1.18202,8.91481,2.54831,3.49832,1.03921,0.23887,0.0682815,0.17058876901865005,,0.235994,0.289841,0.730878,3.66877,379.90000000000003,6.030158730158731,372.0,5.904761904761905,0.54588,0.445447,1.49886,1.10842,0.795263,0.0,1.49886,-1.10842,3.93965,999.0,21,AL,Bryan King,687911,25890,25890
ATL,Braves,3.94992,3.46516,0.0,61.9663,26.2266,4.06759,3.98238,63.4263,258.828,55.9286,27.8669,25.6376,7.88623,67.1102,16.753,1.45185,2.19229,3.63789,1.14592,9.52273,2.3772,4.00586,1.11903,0.259284,0.0647263,0.19455816596746445,,0.233149,0.291366,0.727029,3.53145,445.20000000000005,7.066666666666667,434.0,6.888888888888889,0.543521,0.551861,1.97621,1.11575,1.77609,0.0,1.97621,-1.11575,2.63188,98.26000213623047,16,NL,Raisel Iglesias,628452,17130,17130
,,3.15096,3.23795,9.14265,10.9051,0.0,0.0,1.0618,52.1599,222.175,51.6648,29.2725,26.9307,8.12619,44.6532,16.8947,0.30989,1.82986,4.64679,1.31441,7.70474,2.91511,2.64303,1.40214,0.200982,0.0760423,0.1249399408698082,,0.253943,0.288965,0.687042,4.52524,184.2,3.542307692307692,189.0,3.6346153846153846,0.542721,0.316622,2.82296,-1.18337,0.575468,2.88336,2.82296,1.18337,4.23271,999.0,-1,,Jon Gray,592351,14916,14916
HOU,Astros,4.7558,6.73409,14.6838,25.1041,0.0,0.627702,0.0,90.2529,389.176,82.3,50.0061,46.0056,13.4686,89.4575,39.1229,0.660514,5.1175,4.58767,1.34536,8.92068,3.90133,2.28657,1.34309,0.229864,0.100528,0.12933608144521713,,0.238595,0.284416,0.696295,4.56332,342.90000000000003,3.8100000000000005,331.0,3.6777777777777776,0.537937,0.400298,2.81291,3.66977,0.33803,5.128,2.81291,-3.66977,4.54929,657.3099975585938,21,AL,Spencer Arrighetti,681293,29921,29921
TBR,Rays,4.51055,3.286,0.0,60.5992,11.7716,15.8149,1.81247,65.9798,273.776,53.6599,29.42,27.0664,8.42606,78.3271,23.9085,1.8994,4.17509,3.692,1.17564,10.6842,3.26125,3.27612,1.14936,0.2861,0.0873289,0.19877088069915771,,0.218403,0.284599,0.732051,3.69797,445.60000000000014,6.751515151515154,422.0,6.393939393939394,0.535855,0.563456,0.918922,-0.086156,0.879542,0.0,0.918922,0.086156,3.82728,415.3399963378906,12,AL,Edwin Uceta,670955,20539,20539
ATL,Braves,3.17555,3.01559,0.0,63.2107,1.64699,16.9484,3.44387,64.8661,264.51,57.1392,28.1615,25.9086,8.98246,71.0634,17.7479,1.50679,1.33718,3.59475,1.15449,9.85985,2.46248,4.00404,1.24629,0.268661,0.0670975,0.20156322419643402,,0.232817,0.29119,0.749869,3.62693,385.09999999999997,5.924615384615384,371.0,5.707692307692308,0.53082,0.660358,0.965289,1.43774,0.849178,0.0,0.965289,-1.43774,3.86776,999.0,16,NL,Dylan Lee,669276,19996,19996
KCR,Royals,4.48156,4.61172,0.0,58.9559,3.64273,18.548,4.27068,61.5373,260.681,55.5086,27.5365,25.3336,5.4878,59.0661,22.2841,1.62617,3.81445,3.7051,1.26416,8.63858,3.25911,2.65059,0.802605,0.226584,0.0854843,0.14109978824853897,,0.236628,0.294191,0.716822,3.6471,387.69999999999993,6.253225806451612,381.0,6.145161290322581,0.529456,0.451031,1.19213,1.26977,0.688121,0.0,1.19213,-1.26977,4.0825,697.969970703125,7,AL,Lucas Erceg,668674,19360,19360
NYM,Mets,2.21469,2.27685,4.83946,12.1137,0.0,0.662494,0.0,31.6919,132.964,26.2393,14.5653,13.4,3.44626,35.4563,13.4238,0.30373,1.07786,3.8054,1.25152,10.069,3.81215,2.6413,0.978684,0.26666,0.100958,0.16570228338241577,,0.221498,0.286488,0.720408,3.68398,164.3,5.134375,153.0,4.78125,0.519468,0.426753,2.18619,-0.502394,1.00286,1.55369,2.18619,0.502394,3.66285,572.4299926757812,25,NL,Jonah Tong,804636,32157,32157
CHC,Cubs,3.58591,3.34423,0.0,62.6537,1.54931,18.8745,1.63114,60.3836,248.816,52.3875,27.2477,25.0679,7.66442,62.1922,19.2864,1.11079,1.42549,3.73629,1.18698,9.26957,2.87458,3.22467,1.14236,0.249953,0.0775128,0.17244024574756622,,0.229665,0.282615,0.728972,3.75432,360.40000000000003,6.006666666666667,346.0,5.766666666666667,0.516861,0.446339,1.66082,-1.59883,0.768984,0.0,1.66082,1.59883,3.97469,999.0,17,NL,Caleb Thielbar,573204,10078,10078
MIL,Brewers,4.72084,3.46524,0.201225,60.0887,1.53081,18.3321,2.22312,62.7061,262.762,55.8875,26.6385,24.5074,6.64439,63.348,21.3207,1.49378,3.07902,3.51746,1.23127,9.09212,3.06008,2.9712,0.953646,0.241085,0.0811405,0.15994451940059662,,0.234464,0.29247,0.744701,3.65949,370.5,5.880952380952381,360.0,5.714285714285714,0.514438,0.619904,1.34499,-0.894603,0.712177,0.0,1.34499,0.894603,4.05043,999.0,23,NL,Jared Koenig,657649,27517,27517
NYY,Yankees,4.06197,3.44991,0.0,61.0585,4.74688,15.5587,4.53448,62.1032,265.612,51.5426,27.3311,25.1446,5.27952,69.1148,30.0906,1.57629,3.25808,3.64396,1.31448,10.0161,4.36073,2.29689,0.765109,0.26021,0.113288,0.1469220444560051,,0.221915,0.293048,0.731422,3.62545,390.09999999999997,6.291935483870967,373.0,6.016129032258065,0.514379,0.554235,1.84077,-2.54571,0.676748,0.0,1.84077,2.54571,4.09767,730.3900146484375,9,AL,Camilo Doval,666808,21992,21992
MIL,Brewers,3.58317,3.37118,0.407052,55.7938,0.722889,11.6318,1.22839,67.116,288.118,59.0671,29.1468,26.815,5.40592,69.4463,30.2033,0.737758,3.54012,3.5958,1.33009,9.31249,4.05015,2.29929,0.724914,0.241034,0.10483,0.13620463013648987,,0.232205,0.298911,0.735888,3.62108,369.9,5.520895522388059,359.0,5.358208955223881,0.513928,0.630044,2.82002,0.099355,0.667615,0.0,2.82002,-0.099355,4.10985,999.0,23,NL,Aaron Ashby,676879,23550,23550
ARI,Diamondbacks,2.29863,1.75997,5.84315,5.97664,0.0,0.0,0.0,35.0762,145.818,31.1229,15.2478,14.0279,3.88761,33.7806,11.1747,0.225065,1.44916,3.59935,1.20588,8.66758,2.86726,3.02294,0.997501,0.231662,0.0766346,0.15502745658159256,,0.233665,0.285108,0.733955,3.72954,161.20000000000002,4.605714285714286,155.0,4.428571428571429,0.513075,0.73069,1.20833,-0.536233,1.07744,3.0415,1.20833,0.536233,3.56341,730.5700073242188,15,NL,Corbin Burnes,669203,19361,19361
,,2.58064,1.89736,6.27442,7.74354,0.0,0.082177,0.0,36.2191,154.372,36.1512,17.5034,16.1031,3.92966,29.4077,11.5823,0.166278,1.24059,4.00143,1.31791,7.30747,2.87807,2.53902,0.976472,0.1905,0.0750289,0.11547083407640457,,0.255398,0.297765,0.715811,3.98383,142.60000000000005,3.9611111111111126,147.0,4.083333333333333,0.508097,0.420423,2.36003,1.48466,0.934702,2.27883,2.36003,-1.48466,3.75373,999.0,-1,,Alex Cobb,502171,6562,6562
TEX,Rangers,2.82218,3.12154,7.66603,16.0416,0.00120114,0.482496,0.0,51.9903,222.849,53.058,28.2681,26.0067,6.73336,40.6104,16.7255,0.449607,1.77365,4.50199,1.34224,7.03002,2.89534,2.42805,1.1656,0.182233,0.0750531,0.10717958956956863,,0.259643,0.29505,0.687832,4.32402,185.90000000000003,3.5750000000000006,194.0,3.730769230769231,0.506449,0.271219,1.85167,-1.22283,0.621917,3.01403,1.85167,1.22283,4.17078,999.0,13,AL,Jordan Montgomery,656756,16511,16511
STL,Cardinals,3.25484,3.03212,0.0,57.9305,4.96184,12.1899,1.3466,64.6714,273.502,59.2878,28.6614,26.3685,5.79293,60.4543,23.4121,1.0132,3.59744,3.66957,1.27877,8.41313,3.25814,2.58219,0.806173,0.221038,0.0856012,0.13543691486120224,,0.240526,0.29679,0.724476,3.68295,365.80000000000007,5.627692307692309,359.0,5.523076923076923,0.506086,0.509582,5.48923,3.18462,0.801446,0.0,5.48923,-3.18462,3.93141,657.739990234375,28,NL,Matt Svanson,694335,29629,29629
SFG,Giants,2.87889,3.10623,8.02437,18.8615,0.0,0.746612,0.0,56.1162,242.007,55.6266,28.3674,26.098,6.25923,44.5833,19.8189,0.52743,3.2632,4.18564,1.34445,7.15033,3.17859,2.24953,1.00386,0.184223,0.081894,0.10232918709516525,,0.25409,0.29371,0.706003,4.23018,220.00000000000003,3.9285714285714293,227.0,4.053571428571429,0.505108,0.568204,3.82296,-1.61392,0.638494,3.13346,3.82296,1.61392,4.14867,744.5700073242188,30,NL,Trevor McDonald,686790,26448,26448
TEX,Rangers,3.41885,4.1775,0.0,61.5789,17.2769,8.55715,4.75844,60.6776,253.221,53.2046,26.7607,24.6198,6.84198,65.271,21.5434,1.56621,2.04912,3.65174,1.23189,9.68131,3.19543,3.02974,1.01484,0.257763,0.0850777,0.17268554866313934,,0.231699,0.294338,0.736349,3.61606,406.50000000000006,6.663934426229509,393.0,6.442622950819672,0.504387,0.419184,2.27858,-0.0885785,1.31507,0.0,2.27858,0.0885785,3.24658,242.9199981689453,13,AL,Robert Garcia,676395,23363,23363
MIN,Twins,3.64669,3.25728,0.204857,61.7817,3.27845,12.8691,1.94753,65.9495,276.404,61.1457,31.8256,29.2796,7.56922,64.2827,20.088,1.23778,3.55987,3.99573,1.23176,8.77253,2.74137,3.20006,1.03296,0.232568,0.0726762,0.15989170968532562,,0.241916,0.29616,0.699466,3.75346,354.4000000000001,5.369696969696971,349.0,5.287878787878788,0.491152,0.232344,1.36439,-3.37634,0.631484,0.0,1.36439,3.37634,4.15802,737.3300170898438,8,AL,Cole Sands,663485,21461,21461
SFG,Giants,1.58462,1.62853,0.0,44.4666,0.0278115,4.30506,1.26388,44.5851,186.685,40.5153,19.1782,17.6439,4.21007,45.0481,15.0125,0.808599,1.41477,3.56162,1.24543,9.09346,3.03043,3.00072,0.849848,0.241305,0.0804159,0.1608894169330597,,0.237964,0.300044,0.732357,3.44726,235.20000000000002,5.2266666666666675,231.0,5.133333333333334,0.489404,0.464039,1.68967,0.26037,1.03483,0.0,1.68967,-0.26037,3.62023,999.0,30,NL,Sam Hentges,656529,18548,18548
PIT,Pirates,2.50121,3.36803,0.0,60.8446,4.00813,17.1553,2.14603,58.9156,252.82,53.0103,27.3057,25.1213,5.15999,62.8413,23.6057,1.20521,4.75921,3.83755,1.30044,9.59969,3.60603,2.66212,0.788245,0.248562,0.0933698,0.15519201010465622,,0.236174,0.305844,0.710604,3.5848,364.3,6.1745762711864405,357.0,6.0508474576271185,0.483251,0.475789,2.82517,-2.37001,0.769541,0.0,2.82517,2.37001,3.97395,744.3599853515625,27,NL,Gregory Soto,642397,19677,19677
DET,Tigers,4.0396,3.52197,0.542397,62.3493,1.11422,14.8404,1.7183,68.6729,281.049,62.4796,29.902,27.5099,8.31049,57.3042,16.6211,1.06378,2.11015,3.60534,1.15185,7.51006,2.1783,3.44767,1.08914,0.203894,0.0591397,0.14475424587726593,,0.238183,0.275385,0.729236,3.85772,373.00000000000006,5.405797101449276,363.0,5.260869565217392,0.474605,0.63603,2.48129,1.36539,0.879913,0.0,2.48129,-1.36539,3.82678,999.0,6,AL,Tyler Holton,663947,26231,26231
ATL,Braves,3.70545,3.57076,10.5579,10.9036,0.0,0.0,0.0,58.419,254.924,55.5788,31.2128,28.7158,6.53312,50.5557,26.6872,0.545674,2.65872,4.42394,1.4082,7.78858,4.11141,1.89438,1.00649,0.198317,0.104687,0.09363009035587311,,0.246384,0.291091,0.698214,4.36516,209.50000000000003,3.612068965517242,211.0,3.6379310344827585,0.474097,0.559268,2.05104,-1.87759,0.441512,4.02551,2.05104,1.87759,4.41132,612.4600219726562,16,NL,Hurston Waldrep,694462,33527,33527
CIN,Reds,3.04808,3.49967,0.0708,63.186,26.0095,4.40525,4.7773,65.0992,268.616,55.8412,31.8759,29.3258,10.4346,71.0305,21.8046,0.77252,2.13138,4.0543,1.19273,9.82001,3.0145,3.25759,1.44259,0.264431,0.0811739,0.18325744569301605,,0.228221,0.278201,0.726077,4.13971,428.4,6.59076923076923,411.0,6.323076923076923,0.470519,0.390183,1.55007,1.32681,1.81448,0.0,1.55007,-1.32681,2.5807,110.66000366210938,18,NL,Emilio Pagán,641941,14771,14771
TOR,Blue Jays,2.18782,3.04114,0.0,53.2188,0.302428,8.1691,1.01818,56.304,236.982,53.198,25.748,23.6882,5.68712,52.836,17.1452,1.29718,2.79459,3.78648,1.24935,8.44566,2.74059,3.08169,0.909066,0.222953,0.0723478,0.15060563385486603,,0.245104,0.299717,0.714881,3.63385,280.80000000000007,5.014285714285715,280.0,5.0,0.470346,0.279069,3.28173,-2.47094,0.853095,0.0,3.28173,2.47094,3.86254,999.0,14,AL,Tommy Nance,667297,19178,19178
ARI,Diamondbacks,3.8374,4.00397,0.0,58.5583,15.3472,11.1433,4.06367,60.2783,254.508,54.901,28.6876,26.3926,6.06006,61.6191,21.3397,0.832922,2.88086,3.94061,1.26481,9.20018,3.18618,2.88753,0.904813,0.242111,0.083847,0.15826373547315598,,0.238402,0.30036,0.701822,3.60304,398.20000000000005,6.636666666666668,393.0,6.55,0.467088,0.302937,1.97492,-1.59278,1.17749,0.0,1.97492,1.59278,3.43001,537.6599731445312,15,NL,Kevin Ginkel,656464,19876,19876
TOR,Blue Jays,3.87875,3.53066,0.0,66.8827,2.38028,22.8209,2.69946,67.4007,280.084,67.6904,30.0583,27.6536,6.62569,45.9976,13.2503,0.925199,3.00691,3.69258,1.20089,6.14205,1.76931,3.47144,0.884726,0.164228,0.0473084,0.11691980436444283,,0.256572,0.289128,0.710007,3.77178,378.8999999999999,5.655223880597013,390.0,5.82089552238806,0.461412,0.449565,2.58953,-0.114215,0.881602,0.0,2.58953,0.114215,3.82453,737.4099731445312,14,AL,Tyler Rogers,643511,15541,15541
MIN,Twins,3.28842,3.53887,4.63233,36.6247,0.0,1.77951,0.0,58.0889,251.535,56.7579,29.2149,26.8777,6.656,53.7763,22.6848,0.948035,3.05394,4.1643,1.36761,8.33183,3.51467,2.37059,1.03125,0.213792,0.0901853,0.12360697239637375,,0.251368,0.302979,0.716268,4.10247,232.90000000000003,4.015517241379311,237.0,4.086206896551724,0.459092,0.368382,1.82653,-1.08783,0.523464,1.62717,1.82653,1.08783,4.30205,999.0,8,AL,Connor Prielipp,687570,sa3020808,sa3020808
SDP,Padres,3.95868,2.90972,0.0,50.9381,1.63195,20.7338,2.90216,52.4403,217.328,42.8904,21.6364,19.9055,5.62715,55.9884,18.4407,1.44603,3.39603,3.41626,1.16954,9.60893,3.16486,3.03613,0.965751,0.257621,0.0848517,0.17276933044195175,,0.219397,0.278341,0.742607,3.64403,342.2,6.5807692307692305,325.0,6.25,0.456978,0.531611,2.40866,1.69584,0.899729,0.0,2.40866,-1.69584,3.80036,999.0,29,NL,Jason Adam,592094,11861,11861
MIA,Marlins,2.9616,2.84544,0.0,52.2177,0.592514,8.64163,2.85569,51.5741,215.961,43.6249,23.6828,21.7882,6.28013,61.7315,20.2303,1.0539,2.02508,3.80218,1.23813,10.7725,3.53032,3.05143,1.09592,0.285846,0.0936759,0.1921699196100235,,0.225213,0.297109,0.729571,3.61881,295.6,5.684615384615385,281.0,5.403846153846154,0.456529,0.385918,2.09394,-1.96691,0.740941,0.0,2.09394,1.96691,4.01208,999.0,20,NL,Andrew Nardi,677053,25942,25942
CHW,White Sox,2.57829,3.15967,2.84359,54.2557,0.954499,5.70078,0.0,73.421,316.143,68.0535,35.4679,32.6304,7.94214,69.7938,30.7519,1.78549,3.68289,3.99987,1.34574,8.55539,3.7696,2.26958,0.973554,0.220766,0.0972721,0.12349437177181244,,0.241574,0.294703,0.722319,4.0472,329.00000000000006,4.506849315068494,325.0,4.4520547945205475,0.454758,0.487904,1.91034,-0.485319,0.550696,0.903496,1.91034,0.485319,4.26574,999.0,4,AL,Sean Newcomb,656794,16943,16943
COL,Rockies,2.3129,2.77797,0.578951,62.3461,2.36815,9.32841,1.75448,70.8867,304.024,71.2537,38.4552,35.3788,10.1451,65.2716,22.572,1.69927,3.91802,4.4918,1.3236,8.28708,2.86581,2.89171,1.28805,0.214692,0.074244,0.1404481679201126,,0.256738,0.302342,0.695411,4.27516,312.79999999999995,4.405633802816901,320.0,4.507042253521127,0.454231,0.47071,1.77992,0.0877039,0.530152,0.423358,1.77992,-0.0877039,4.29313,999.0,19,NL,Jimmy Herget,623474,17556,17556
BAL,Orioles,3.78583,3.76,4.76079,40.8323,0.0,3.00527,0.313652,68.9929,284.134,64.147,35.6309,32.7804,11.5972,62.4542,17.4001,0.31675,1.81715,4.27615,1.18196,8.14703,2.26982,3.58929,1.51283,0.219806,0.0612393,0.15856624394655228,,0.242141,0.275325,0.703039,4.3455,275.6,3.994202898550725,268.0,3.8840579710144927,0.452958,0.183505,2.26937,0.372114,0.640256,3.43748,2.26937,-0.372114,4.14633,744.52001953125,2,AL,Tyler Wells,669330,20000,20000
STL,Cardinals,3.98562,3.6751,0.0,61.6286,13.1891,18.5769,3.38869,61.7135,261.731,56.048,26.6136,24.4845,5.53764,57.6765,24.0336,2.03699,2.54232,3.5707,1.29763,8.41125,3.50494,2.39983,0.807582,0.220365,0.0918255,0.12853972613811493,,0.238345,0.293765,0.739234,3.72438,415.4,6.699999999999999,408.0,6.580645161290323,0.451457,0.5542,2.40732,-0.206244,1.12969,0.0,2.40732,0.206244,3.49375,479.20001220703125,28,NL,JoJo Romero,668941,19574,19574
CHC,Cubs,3.78083,3.24454,0.0,63.1063,5.99248,19.3056,3.2558,63.4069,266.15,53.054,28.3319,26.0654,6.67604,68.2925,23.3215,1.36026,5.26056,3.69973,1.20453,9.69346,3.31026,2.92831,0.947599,0.256594,0.0876252,0.16896850615739822,,0.223321,0.285228,0.716757,3.7021,400.3,6.3539682539682545,382.0,6.063492063492063,0.451005,0.50483,1.91736,-0.0868552,0.770444,0.0,1.91736,0.0868552,3.97274,724.280029296875,17,NL,Phil Maton,664208,18064,18064
NYM,Mets,3.03807,2.61088,0.0,47.4503,1.35743,17.1312,2.56955,48.018,197.843,39.7629,19.8459,18.2582,5.21241,53.1921,16.9921,0.803553,1.35594,3.42213,1.18195,9.96979,3.18483,3.1304,0.97696,0.26886,0.0858867,0.182973250746727,,0.221526,0.285327,0.746278,3.47712,314.70000000000005,6.556250000000001,300.0,6.25,0.450391,0.52261,1.88983,-0.827516,0.9617,0.0,1.88983,0.827516,3.71773,999.0,25,NL,A.J. Minter,621345,18655,18655
