Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,InterSD,InterSK,IntraSD,QS,Vol,Skew,Dim,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
PIT,Pirates,0.282088,0.438633,0.0,5.05643,0.0,0.0,0.0,6.69451,28.6604,6.8486,3.64325,3.35179,0.905803,4.64187,2.07019,0.142774,0.260624,4.5061,1.33225,6.24047,2.78313,2.24225,1.21775,0.161961,0.0722316,0.08972948789596558,,0.26011,0.28596,0.689553,4.55184,25.3,3.6142857142857143,26.0,3.7142857142857144,-0.0226063,-0.0229738,1.72223,-2.24985,1.39616,0.0,1.72223,2.24985,3.13845,999.0,27,NL,Joe La Sorsa,686747,25481,25481
COL,Rockies,2.25914,3.82867,0.0,48.1565,0.0,6.38301,0.0,49.0385,216.278,51.4912,28.2709,26.0092,7.35092,43.0688,19.1447,1.26832,2.94023,4.77345,1.44042,7.90439,3.51361,2.24965,1.34911,0.199136,0.0885188,0.11061743646860123,,0.265154,0.307013,0.702051,4.67839,187.9,3.8346938775510204,198.0,4.040816326530612,-0.0228134,0.128573,1.39128,1.00489,0.539516,0.0,1.39128,-1.00489,4.28065,999.0,19,NL,RJ Petit,696275,sa3017848,sa3017848
LAA,Angels,0.544203,0.688556,0.0,13.9787,0.0,0.801305,0.0,14.5328,63.7295,12.5962,7.6975,7.0817,1.88561,15.4854,7.59976,0.342761,1.24314,4.38563,1.38968,9.58993,4.70645,2.03761,1.16774,0.242986,0.11925,0.12373559176921844,,0.229495,0.285497,0.711915,4.51621,59.60000000000001,3.973333333333334,56.0,3.7333333333333334,-0.0232253,-0.0182497,1.09745,-1.44324,1.22948,0.0,1.09745,1.44324,3.3607,999.0,1,AL,Angel Perdomo,622780,17759,17759
TBR,Rays,1.05552,1.29658,0.455642,22.9611,0.0185278,0.867907,0.0,30.0278,127.768,29.3877,15.9962,14.7165,4.47788,27.057,9.94211,0.525225,1.05699,4.41086,1.30978,8.10958,2.97987,2.72145,1.34212,0.211767,0.077814,0.13395298272371292,,0.251675,0.292253,0.70578,4.37052,122.4,4.08,123.0,4.1,-0.0237281,-0.0329075,1.8867,-0.814205,1.03627,0.106821,1.8867,0.814205,3.6183,999.0,12,AL,Jesse Scholtens,669947,19205,19205
,,1.65552,2.00786,0.0,38.0662,0.631213,1.47852,0.8037,39.4487,167.768,38.6152,21.7998,20.0558,6.60313,34.4906,12.9189,1.22334,1.43771,4.57563,1.30636,7.86882,2.94738,2.66977,1.50647,0.205585,0.0770049,0.12858042865991592,,0.251711,0.285015,0.703109,4.65431,136.10000000000002,3.4897435897435902,139.0,3.5641025641025643,-0.0238136,-0.164735,1.26837,0.670087,0.867926,0.0,1.26837,-0.670087,3.84276,999.0,-1,,Chad Green,643338,15552,15552
TOR,Blue Jays,0.729966,1.01311,0.0449333,15.2152,0.0,0.717958,0.441598,19.9397,85.3125,19.6777,10.7456,9.88599,3.16864,18.4876,6.38537,0.313183,1.22506,4.46216,1.30709,8.3446,2.88211,2.89531,1.4302,0.216705,0.0748468,0.14185776561498642,,0.253245,0.294563,0.708255,4.49164,78.1,3.905,80.0,4.0,-0.0240046,-0.0778881,3.12729,-1.88154,1.18108,0.0328575,3.12729,1.88154,3.42523,999.0,14,AL,Lazaro Estrada,681751,24914,24914
BAL,Orioles,1.30668,1.08082,0.282335,20.2329,0.0,0.685993,0.6722,24.335,104.747,24.72,12.8361,11.8092,3.34983,20.5089,8.11988,0.862248,1.09214,4.3675,1.34949,7.58495,3.00304,2.52576,1.23889,0.195795,0.0775191,0.1182754635810852,,0.258754,0.298149,0.71061,4.37476,94.70000000000002,3.945833333333334,100.0,4.166666666666667,-0.0244768,-0.084354,1.63712,-0.107036,1.0816,0.15386,1.63712,0.107036,3.55786,999.0,2,AL,Albert Suárez,544150,6175,6175
BAL,Orioles,0.612394,1.44179,0.567655,11.2741,0.0,0.606781,0.0,15.0202,67.1294,13.8941,8.58979,7.9026,2.13526,15.1469,8.72361,0.222647,0.802797,4.73518,1.50582,9.07589,5.22712,1.73631,1.27943,0.225637,0.129952,0.09568469226360321,,0.241205,0.291633,0.714677,4.86906,54.00000000000001,3.6000000000000005,53.0,3.533333333333333,-0.0245391,-0.0927555,3.18279,-1.99814,1.16212,0.185617,3.18279,1.99814,3.45051,999.0,2,AL,Chayce McDermott,694646,29866,29866
CIN,Reds,0.0902591,0.542108,0.0,5.6935,0.0,0.673034,0.0,5.9073,26.3415,5.96236,3.6809,3.38642,0.892205,5.0447,2.95865,0.132742,0.230229,5.15935,1.51017,7.68579,4.50762,1.70507,1.35931,0.191512,0.112319,0.07919260114431381,,0.257524,0.294508,0.683025,5.01009,21.500000000000007,3.5833333333333344,22.0,3.6666666666666665,-0.0248695,-0.0646492,1.0842,-0.535875,1.37226,0.0,1.0842,0.535875,3.17031,999.0,18,NL,Kevin Abel,674265,sa3017879,sa3017879
MIA,Marlins,0.693672,0.804136,0.0,24.36,0.0,1.71825,0.891904,26.2267,113.583,25.4785,14.2758,13.1338,3.78281,24.3633,10.5407,1.21915,1.24416,4.507,1.37338,8.36057,3.61717,2.31136,1.29811,0.214498,0.0928018,0.12169627845287323,,0.250284,0.29457,0.707716,4.50033,98.19999999999999,3.7769230769230764,98.0,3.769230769230769,-0.0264686,-0.00803308,1.58086,-1.80076,1.06116,0.0,1.58086,1.80076,3.58512,999.0,20,NL,Michael Petersen,656848,20827,20827
SEA,Mariners,0.456723,0.744693,0.0,11.3171,0.0,0.708723,0.0,12.014,52.8262,11.6322,6.17287,5.67904,1.33224,10.3538,5.73516,0.30612,0.498191,4.25433,1.4456,7.75633,4.29637,1.80532,0.998021,0.195997,0.108567,0.08743079006671906,,0.249657,0.295071,0.722122,4.40962,51.30000000000001,4.275000000000001,53.0,4.416666666666667,-0.0279151,-0.0240637,0.713577,-1.54227,1.28753,0.0,0.713577,1.54227,3.28329,999.0,11,AL,Alex Hoppe,695380,sa3020836,sa3020836
WSN,Nationals,0.581457,1.27579,0.0,23.2045,0.0976416,2.39016,0.333959,23.4116,101.227,21.6884,12.5702,11.5646,3.48125,23.5914,10.364,0.488949,1.04712,4.4457,1.36908,9.06911,3.9842,2.27627,1.33828,0.233053,0.102384,0.13066953420639038,,0.241475,0.290184,0.716821,4.51509,99.10000000000001,4.308695652173913,99.0,4.304347826086956,-0.0289616,-0.0861991,1.17154,-0.90852,1.10773,0.0,1.17154,0.90852,3.52303,999.0,24,NL,Drew Smith,622098,17755,17755
HOU,Astros,0.888721,0.79318,0.4332,13.5136,0.0,0.871674,0.0,16.2661,70.0512,15.5743,8.70739,8.0108,2.21892,14.4253,6.71635,0.221578,0.426235,4.43236,1.37037,7.98147,3.71615,2.14778,1.22773,0.205924,0.0958778,0.11004670709371567,,0.24757,0.288674,0.708045,4.45219,63.20000000000001,3.9500000000000006,65.0,4.0625,-0.0289845,-0.0826788,0.813629,-1.62718,1.20055,0.0,0.813629,1.62718,3.39927,999.0,21,AL,J.P. France,641585,21212,21212
MIN,Twins,1.28307,0.911226,0.0,25.5837,0.0244927,0.75845,1.33548,27.9413,120.042,26.5617,15.1136,13.9045,3.96493,25.5346,9.86522,0.474506,2.30616,4.4787,1.3037,8.22481,3.17763,2.58835,1.27712,0.212714,0.0821813,0.13053250312805176,,0.246236,0.28833,0.690287,4.45895,107.80000000000005,3.850000000000002,108.0,3.857142857142857,-0.0290969,-0.0375472,0.618504,0.373705,1.0363,0.0,0.618504,-0.373705,3.61826,999.0,8,AL,Michael Tonkin,543859,10315,10315
SEA,Mariners,0.85399,0.850378,0.0,15.8319,0.0,1.00655,0.0,16.4011,70.8586,14.9026,8.52858,7.84629,2.03255,15.4551,7.28458,0.371824,0.944242,4.3056,1.35278,8.48087,3.99737,2.12161,1.11535,0.218111,0.102804,0.11530695855617523,,0.237947,0.285099,0.706177,4.36673,64.80000000000001,4.050000000000001,64.0,4.0,-0.0291827,-0.141349,1.00137,1.20661,1.21022,0.0,1.00137,-1.20661,3.38637,999.0,11,AL,Domingo Gonzalez,682445,sa3007495,sa3007495
TBR,Rays,1.34382,1.84756,0.000787158,43.4859,0.0239116,4.3976,1.67437,46.0055,196.723,41.7042,23.0974,21.2496,6.64436,46.0272,19.0867,0.657725,2.05601,4.15703,1.32138,9.00424,3.73391,2.41148,1.29983,0.23397,0.0970233,0.13694622367620468,,0.237522,0.285251,0.732072,4.39043,190.10000000000008,4.132608695652175,184.0,4.0,-0.0295189,0.105953,2.37508,2.18322,0.835051,0.0,2.37508,-2.18322,3.8866,999.0,12,AL,Hunter Bigge,685801,26259,26259
SDP,Padres,0.10474,0.351075,0.768022,2.82383,0.0,0.0,0.0,6.30491,27.6681,5.76032,4.01057,3.68973,1.1436,5.64963,3.35724,0.0276437,0.203274,5.26693,1.4461,8.06461,4.79231,1.68282,1.63244,0.204193,0.121339,0.08285325765609741,,0.238942,0.26664,0.679435,5.39513,19.500000000000007,3.2500000000000013,20.0,3.3333333333333335,-0.0297711,-0.0431364,1.71759,-1.61258,1.36703,0.129187,1.71759,1.61258,3.17729,999.0,29,NL,Triston McKenzie,663474,18000,18000
MIA,Marlins,0.672663,0.643743,0.0,8.67759,0.0,0.872837,0.0,8.96939,40.2453,8.59324,4.83888,4.45177,1.0113,7.96672,4.95964,0.235068,0.591474,4.46697,1.51101,7.99391,4.97656,1.60631,1.01475,0.197954,0.123235,0.0747189074754715,,0.247686,0.294832,0.717965,4.68114,32.90000000000001,3.655555555555557,34.0,3.7777777777777777,-0.0298201,-0.0181367,0.44842,1.08861,1.29186,0.0,0.44842,-1.08861,3.27752,999.0,20,NL,Dale Stanavich,689359,sa3019833,sa3019833
CLE,Guardians,1.11599,0.970402,0.0,25.0653,0.0,1.07463,0.0,25.2474,108.163,21.6621,12.7295,11.7111,3.61048,27.5267,12.0719,0.237884,0.958952,4.17469,1.33614,9.81253,4.30331,2.28023,1.28704,0.254493,0.111609,0.14288456737995148,,0.227706,0.28208,0.732393,4.36201,99.60000000000001,3.9840000000000004,94.0,3.76,-0.0305092,-0.0280474,0.577932,0.980507,1.06797,0.0,0.577932,-0.980507,3.57604,999.0,5,AL,Andrew Walters,689958,33834,33834
ARI,Diamondbacks,0.954951,1.12165,0.0,12.7181,0.169031,0.0,1.30583,21.6534,94.6895,21.0075,10.7646,9.90345,2.60465,19.3159,9.8793,0.378791,0.791284,4.11626,1.42642,8.02846,4.10622,1.95519,1.0826,0.203992,0.104334,0.09965872764587402,,0.250033,0.29635,0.738692,4.39316,76.30000000000001,3.4681818181818187,76.0,3.4545454545454546,-0.0309023,0.0740746,1.5398,-0.368056,1.13223,0.0,1.5398,0.368056,3.49035,999.0,15,NL,Taylor Rashi,688497,26344,26344
CHW,White Sox,0.096352,0.157871,0.0,5.9899,0.0,0.703203,0.192507,6.25696,27.145,6.51291,3.66758,3.37417,1.06218,5.14346,2.1952,0.106599,0.22911,4.8534,1.39175,7.39834,3.15757,2.34305,1.52784,0.189481,0.0808695,0.108611561357975,,0.26346,0.294395,0.698033,4.86032,21.90000000000001,3.6500000000000017,25.0,4.166666666666667,-0.0311159,-0.0872269,1.0573,-0.803957,1.39156,0.0,1.0573,0.803957,3.14459,999.0,4,AL,Austin Voth,608723,15047,15047
PIT,Pirates,0.492636,0.837668,0.0728179,12.5206,0.0,0.911525,1.34207,13.5983,58.4028,14.0619,7.55735,6.95277,2.04567,11.2287,4.2678,0.160107,0.502105,4.60168,1.34795,7.43172,2.82464,2.63103,1.35393,0.192263,0.0730753,0.11918821185827255,,0.262189,0.297738,0.696529,4.49163,53.6,3.8285714285714287,55.0,3.9285714285714284,-0.0320678,-0.0460468,0.766454,-0.634428,1.27172,0.0,0.766454,0.634428,3.30438,999.0,27,NL,Chris Devenski,606965,12763,12763
SDP,Padres,0.725514,0.466294,0.0,5.07573,0.0,0.735954,0.0,5.37956,23.8775,5.23412,2.99644,2.75673,0.739588,4.35304,2.76474,0.0,0.224148,4.612,1.4869,7.28263,4.62541,1.57449,1.23733,0.182307,0.115788,0.06651870906352997,,0.250572,0.284536,0.718383,4.97083,14.7,2.94,15.0,3.0,-0.0321292,-0.0392633,0.498785,0.107683,1.3531,0.0,0.498785,-0.107683,3.19587,999.0,29,NL,Francis Peña,800212,sa3019374,sa3019374
PHI,Phillies,0.445138,0.584095,0.0,17.0116,0.0044101,1.01687,0.642381,17.5363,76.1571,17.0832,9.74813,8.96828,2.61383,15.5768,7.19519,0.486681,0.847998,4.6027,1.38446,7.99431,3.69272,2.16488,1.34147,0.204534,0.0944783,0.11005620658397675,,0.250804,0.289832,0.704702,4.67228,64.10000000000001,3.561111111111112,63.0,3.5,-0.0325044,-0.0336003,1.07217,-0.666199,1.19948,0.0,1.07217,0.666199,3.40069,999.0,26,NL,Génesis Cabrera,650893,17490,17490
CIN,Reds,0.32905,0.427168,0.0,7.39552,0.0,0.440434,0.253814,7.73149,34.1679,7.88412,4.58832,4.22126,1.09613,6.50527,3.37926,0.157262,0.405842,4.91384,1.45682,7.57259,3.9337,1.92505,1.27597,0.190391,0.0989018,0.0914895310997963,,0.259493,0.297962,0.686113,4.76412,31.100000000000005,3.8875000000000006,32.0,4.0,-0.0327961,-0.0828068,1.23468,-1.2136,1.33507,0.0,1.23468,1.2136,3.2199,999.0,18,NL,Yunior Marte,628708,14416,14416
ATH,Athletics,2.58808,2.29426,0.0,41.7277,0.44242,5.78473,1.95587,44.1174,192.726,39.2359,23.1568,21.3043,5.35424,43.7018,22.0359,1.15208,3.07261,4.34609,1.38883,8.91522,4.49534,1.98321,1.09227,0.226756,0.114338,0.11241848766803741,,0.23408,0.285773,0.708774,4.43909,199.70000000000002,4.538636363636364,192.0,4.363636363636363,-0.0330059,-0.000807737,2.23788,0.472291,0.665714,0.0,2.23788,-0.472291,4.11238,999.0,10,AL,Tyler Ferguson,621053,19481,19481
MIN,Twins,0.181237,0.387961,0.0,8.67959,0.0,3.09351,0.187274,8.57022,38.4694,8.90464,5.54208,5.09871,1.15519,7.95483,4.1543,0.335903,0.471107,5.3544,1.52376,8.35375,4.36262,1.91485,1.21312,0.206783,0.10799,0.09879380464553833,,0.263108,0.313312,0.656972,4.65015,46.90000000000001,5.211111111111112,48.0,5.333333333333333,-0.0330636,-0.134115,5.70189,-1.03373,1.29665,0.0,5.70189,1.03373,3.27113,999.0,8,AL,Julian Merryweather,657240,16703,16703
TEX,Rangers,2.28257,2.65086,0.0,55.0455,3.45954,8.32438,0.0,62.4295,270.704,58.0461,33.0351,30.3923,7.36013,54.2928,27.8143,1.59014,3.70643,4.38144,1.37532,7.827,4.00979,1.95197,1.06106,0.200561,0.102748,0.09781314432621002,,0.242684,0.285505,0.699152,4.44315,280.8999999999999,4.530645161290321,278.0,4.483870967741935,-0.0337035,-0.156064,2.43444,2.17643,0.653558,0.0,2.43444,-2.17643,4.12859,999.0,13,AL,Cole Winn,668390,22113,22113
SEA,Mariners,2.74542,3.06389,0.0266584,47.9662,0.0260758,4.53679,1.03213,50.6459,217.217,47.1026,26.1101,24.0213,6.70756,47.9024,20.2312,1.16449,2.50349,4.2687,1.3295,8.51248,3.59517,2.36775,1.19196,0.220528,0.0931382,0.12739001959562302,,0.242195,0.2888,0.711449,4.31188,216.10000000000008,4.237254901960786,211.0,4.137254901960785,-0.0337086,-0.157126,2.22577,-0.85634,0.636465,0.0,2.22577,0.85634,4.15138,999.0,11,AL,Casey Legumina,668984,25921,25921
DET,Tigers,0.366191,0.399502,0.0,12.6731,0.00874464,0.897396,0.210114,13.0366,57.3468,11.6749,7.19936,6.62341,1.70461,12.6802,6.97283,0.175137,0.762736,4.57258,1.43042,8.75396,4.8138,1.81851,1.1768,0.221114,0.12159,0.09952321648597717,,0.235327,0.283033,0.704026,4.66976,46.39999999999999,3.5692307692307685,45.0,3.4615384615384617,-0.0342369,-0.0291446,1.08264,-1.65819,1.25353,0.0,1.08264,1.65819,3.32863,999.0,6,AL,Tanner Rainey,663432,17610,17610
SEA,Mariners,0.0911633,0.370745,0.0,5.59609,0.00542609,0.666999,0.0,5.85555,25.4704,5.51271,3.1787,2.9244,0.8298,5.18898,2.49777,0.184915,0.420315,4.49482,1.36801,7.97549,3.83908,2.07745,1.27541,0.203726,0.0980653,0.10566048324108124,,0.244441,0.283236,0.705497,4.70009,24.500000000000007,4.083333333333335,25.0,4.166666666666667,-0.0343978,-0.0120388,1.00231,0.312866,1.40837,0.0,1.00231,-0.312866,3.12218,999.0,11,AL,Guillo Zuñiga,670871,19588,19588
WSN,Nationals,0.791188,0.729875,0.389284,11.7807,0.0,0.793884,0.0,13.8503,60.7571,13.0545,7.67508,7.06107,1.95641,13.5035,6.54859,0.164335,0.849747,4.58833,1.41536,8.77465,4.25532,2.06204,1.27129,0.222253,0.107783,0.1144702136516571,,0.244656,0.292835,0.707302,4.62402,53.20000000000003,3.800000000000002,52.0,3.7142857142857144,-0.0347609,-0.0611535,1.4068,-0.814981,1.20904,0.118107,1.4068,0.814981,3.38794,999.0,24,NL,Ken Waldichuk,686610,27681,27681
CHC,Cubs,0.156725,0.461017,0.0419105,7.10091,0.0443598,0.808173,0.0,7.64263,33.7559,7.38234,4.33116,3.98466,1.02165,6.83654,3.82206,0.123234,0.311449,4.69236,1.46604,8.05074,4.50088,1.78871,1.2031,0.202529,0.113226,0.08930234611034393,,0.249215,0.292254,0.703211,4.70644,34.7,4.3375,33.0,4.125,-0.0355991,0.0184266,1.07976,-0.582083,1.35418,0.0,1.07976,0.582083,3.19443,999.0,17,NL,Corbin Martin,656686,19884,19884
ARI,Diamondbacks,1.81459,1.71908,0.0,30.623,0.0,3.29043,4.1439,33.041,142.641,32.3078,17.1653,15.7921,4.0864,29.9698,12.9267,0.594397,1.25757,4.30158,1.36904,8.16343,3.52108,2.31845,1.11309,0.210106,0.0906236,0.11948239058256149,,0.251506,0.298952,0.710369,4.21671,141.80000000000007,4.296969696969699,143.0,4.333333333333333,-0.0358259,0.0607279,1.40248,-1.50937,0.911527,0.0,1.40248,1.50937,3.78463,999.0,15,NL,Andrew Hoffmann,694851,29633,29633
CLE,Guardians,0.818806,0.810864,0.0,9.52983,0.0,0.906972,0.0,9.88,42.9997,10.2667,5.53582,5.09296,1.37903,7.3185,3.77962,0.242822,0.202525,4.63933,1.42169,6.66665,3.44297,1.93631,1.25621,0.170199,0.0878988,0.08230026811361313,,0.263131,0.293129,0.702437,4.67733,41.7,4.17,43.0,4.3,-0.036736,-0.0939211,0.455571,0.510436,1.28764,0.0,0.455571,-0.510436,3.28314,999.0,5,AL,Jake Miller,681313,sa3018171,sa3018171
COL,Rockies,0.616664,1.67864,1.23274,17.3268,0.0,1.00819,0.0,24.0947,107.431,24.0727,15.431,14.1965,4.10298,22.9344,11.7103,0.391139,1.53282,5.30278,1.4851,8.5666,4.37411,1.95848,1.53257,0.21348,0.109003,0.10447688400745392,,0.255581,0.297386,0.677522,5.09404,74.00000000000003,3.0833333333333344,76.0,3.1666666666666665,-0.0368037,0.00568654,2.11656,-2.67094,0.957986,0.322904,2.11656,2.67094,3.72268,999.0,19,NL,Carson Palmquist,687223,31612,31612
SEA,Mariners,0.692172,1.13887,0.0,17.5486,0.0,1.44039,0.0,18.9419,82.0265,18.7262,9.92615,9.13206,2.13951,15.3399,7.38364,0.312465,0.795583,4.33897,1.37841,7.28852,3.50823,2.07755,1.01656,0.187011,0.0900153,0.09699565917253494,,0.25358,0.294258,0.700153,4.27924,76.6,4.031578947368421,79.0,4.157894736842105,-0.0374306,-0.0928697,1.26692,-1.01282,1.19508,0.0,1.26692,1.01282,3.40656,999.0,11,AL,Cole Wilcox,677961,27481,27481
WSN,Nationals,0.992061,1.63378,0.044695,19.485,0.0,1.26454,0.0,24.1413,105.342,24.0661,13.4217,12.348,3.38029,19.9149,9.26786,0.666991,1.7563,4.60337,1.38078,7.42436,3.4551,2.14881,1.26019,0.189051,0.0879792,0.1010715514421463,,0.255161,0.291258,0.696195,4.6755,89.30000000000001,3.7208333333333337,92.0,3.8333333333333335,-0.0379491,-0.032832,6.7257,-2.47045,1.07015,0.0326832,6.7257,2.47045,3.57314,999.0,24,NL,Jake Eder,671109,27590,27590
SFG,Giants,3.06228,2.65999,0.0,59.4875,3.50332,11.5899,0.985231,63.0648,276.033,62.976,33.0107,30.3698,7.0364,51.7603,26.8277,1.79756,2.80894,4.33409,1.42399,7.38673,3.82859,1.92936,1.00417,0.187514,0.09719,0.0903245136141777,,0.255588,0.298185,0.710332,4.35392,298.3,4.734920634920635,306.0,4.857142857142857,-0.0381682,-0.00810344,3.57808,2.79164,0.639285,0.0,3.57808,-2.79164,4.14762,999.0,30,NL,Joel Peguero,666711,21951,21951
ARI,Diamondbacks,1.19063,1.12022,0.0,25.2554,0.0,2.47177,1.49421,26.5224,116.471,26.553,14.5485,13.3846,3.20476,22.4743,11.142,0.926744,1.5954,4.54187,1.42125,7.62633,3.78088,2.01708,1.08749,0.192961,0.0956638,0.09729725867509842,,0.255974,0.299128,0.69701,4.45197,105.7,3.914814814814815,109.0,4.037037037037037,-0.0387678,-0.0596951,1.45423,-1.62501,1.00205,0.0,1.45423,1.62501,3.66393,999.0,15,NL,Juan Burgos,686228,27271,27271
MIA,Marlins,0.496288,0.985251,0.0,12.3022,0.0,0.977613,0.0,13.0301,57.7785,12.603,7.2752,6.69318,1.61559,11.4918,5.98988,0.337785,1.26796,4.62303,1.42692,7.93748,4.13726,1.91854,1.1159,0.198894,0.10367,0.09522458910942078,,0.249462,0.293677,0.693016,4.65412,42.8,3.292307692307692,44.0,3.3846153846153846,-0.0390811,-0.00401654,0.537096,-0.221188,1.24978,0.0,0.537096,0.221188,3.33362,999.0,20,NL,Josh Ekness,694795,sa3023204,sa3023204
BAL,Orioles,0.810493,1.44702,0.0,19.3903,0.0,1.03259,0.0,20.7839,89.8627,20.6426,11.3596,10.4508,3.03925,18.1703,7.99473,0.527556,0.74424,4.5255,1.37786,7.86825,3.46194,2.27279,1.31608,0.202201,0.0889661,0.11323495954275131,,0.254458,0.293809,0.708615,4.54905,76.9,3.661904761904762,79.0,3.761904761904762,-0.0391197,-0.0348608,0.43785,-0.997931,1.13348,0.0,0.43785,0.997931,3.4887,999.0,2,AL,Cameron Foster,671382,sa3020735,sa3020735
COL,Rockies,0.159175,0.872067,0.485002,11.8556,0.0,0.993337,0.0305542,14.8754,64.733,16.4774,9.24248,8.50308,2.74144,10.7646,4.49421,0.257455,0.47399,5.14458,1.40982,6.51283,2.71911,2.39521,1.65864,0.166292,0.0694268,0.09686476737260818,,0.275704,0.296937,0.684569,5.08562,46.49999999999999,3.0999999999999996,50.0,3.3333333333333335,-0.0403186,0.00111836,0.913969,0.88316,1.23755,0.00630497,0.913969,-0.88316,3.34994,999.0,19,NL,Valente Bellozo,678368,23899,23899
NYY,Yankees,0.3925,0.377571,0.0,4.95838,0.0,0.463617,0.106577,5.03849,23.0251,4.41696,2.93862,2.70353,0.625738,4.92254,3.544,0.113194,0.402164,4.82918,1.58003,8.79288,6.33047,1.38898,1.11772,0.21379,0.153919,0.05987103283405304,,0.231509,0.280194,0.708877,5.14526,12.299999999999999,2.46,10.0,2.0,-0.0418907,-0.0392633,1.2227,-0.229052,1.3614,0.0,1.2227,0.229052,3.1848,999.0,9,AL,Dylan Coleman,669395,22276,22276
SDP,Padres,0.941477,1.51584,0.0,26.8491,0.0,2.28895,0.63386,29.9566,130.435,28.7959,16.7465,15.4068,4.32958,26.036,12.1966,0.457646,2.26846,4.62872,1.3684,7.82211,3.66427,2.1347,1.30075,0.199609,0.0935071,0.10610216110944748,,0.248306,0.285808,0.69411,4.72436,115.4,3.8466666666666667,116.0,3.8666666666666667,-0.0420255,-0.134428,1.84245,0.618181,0.987249,0.0,1.84245,-0.618181,3.68367,999.0,29,NL,Alek Jacob,689690,29628,29628
HOU,Astros,0.786991,1.05691,0.113734,27.2869,0.0120238,2.98647,0.27491,29.2381,126.978,28.1251,15.6063,14.3578,3.66799,24.5472,12.1214,0.456837,1.64839,4.41958,1.37651,7.55605,3.73117,2.02512,1.12907,0.193319,0.0954606,0.09785820543766022,,0.248438,0.287755,0.701774,4.49975,112.60000000000004,3.8827586206896565,113.0,3.896551724137931,-0.0423955,-0.117819,2.29884,-0.649872,1.03992,0.0,2.29884,0.649872,3.61344,999.0,21,AL,Jayden Murray,681151,26482,26482
STL,Cardinals,1.89687,1.67853,0.0,36.7312,0.0592222,3.18163,1.26161,42.6142,185.067,41.0863,23.1423,21.2909,5.55505,39.1278,17.369,1.05534,2.60434,4.49659,1.37173,8.26369,3.66829,2.25274,1.17321,0.211425,0.0938526,0.11757273226976395,,0.248867,0.295084,0.696807,4.39951,167.79999999999998,3.9023255813953486,167.0,3.883720930232558,-0.0430518,-0.0539966,3.46539,-3.15226,0.736933,0.0,3.46539,3.15226,4.01742,999.0,28,NL,George Soriano,666277,21863,21863
CHC,Cubs,0.744741,1.00178,0.0,14.599,0.0,1.00573,0.530646,16.0002,70.5522,14.741,8.60868,7.91999,2.04026,15.8835,8.39552,0.296963,0.855076,4.45494,1.44602,8.93435,4.72242,1.8919,1.14763,0.225131,0.118997,0.10613352805376053,,0.240468,0.292794,0.716358,4.54188,63.80000000000001,3.9875000000000007,63.0,3.9375,-0.0436297,-0.064967,2.10879,-0.57496,1.17552,0.0,2.10879,0.57496,3.43263,999.0,17,NL,Gavin Hollowell,668970,25427,25427
MIA,Marlins,0.676703,1.83309,0.0,19.088,0.0,1.13546,0.0,20.0244,88.8347,18.9797,11.3827,10.4721,2.5038,19.1561,10.196,0.519079,1.38801,4.7067,1.45701,8.60976,4.58262,1.87879,1.12534,0.215638,0.114775,0.10086295753717422,,0.24569,0.296379,0.693134,4.58283,70.69999999999999,3.5349999999999993,70.0,3.5,-0.0440469,-0.0292152,0.896111,-1.64618,1.09364,0.0,0.896111,1.64618,3.54181,999.0,20,NL,William Kempner,687531,sa3020527,sa3020527
CIN,Reds,1.1075,1.5208,0.0,36.0085,0.0,1.58015,0.0,38.5268,168.959,35.5246,21.2606,19.5598,5.55422,39.2672,19.8724,0.703365,1.44863,4.56924,1.43788,9.17297,4.64227,1.97597,1.29749,0.232407,0.117617,0.11479027569293976,,0.24062,0.291495,0.716833,4.63107,144.20000000000002,3.697435897435898,140.0,3.58974358974359,-0.0445601,0.0592827,1.52145,0.630558,0.781215,0.0,1.52145,-0.630558,3.95838,999.0,18,NL,Zach Maxwell,687209,31610,31610
CIN,Reds,1.68511,1.51979,0.0,30.0845,0.285024,2.29218,1.67703,30.3568,136.592,28.1814,17.0253,15.6633,3.71458,28.2412,18.2875,0.54892,1.78448,4.64374,1.53076,8.37277,5.42177,1.54429,1.10127,0.206756,0.133885,0.07287159562110901,,0.24186,0.289329,0.713466,4.84886,104.00000000000001,3.4666666666666672,102.0,3.4,-0.044679,-0.0361331,1.48203,-0.0540714,0.831665,0.0,1.48203,0.0540714,3.89111,999.0,18,NL,Luis Mey,682825,25620,25620
BOS,Red Sox,0.0914394,0.537724,0.0,5.60401,0.0,0.670548,0.0,5.85555,26.2373,6.18068,3.58999,3.30279,0.908362,4.66134,2.82395,0.156246,0.193015,5.07641,1.5378,7.1645,4.34042,1.65065,1.39616,0.177661,0.107631,0.07002991437911987,,0.266176,0.298705,0.700206,5.10539,21.500000000000007,3.5833333333333344,22.0,3.6666666666666665,-0.0452769,-0.0762381,0.904083,0.506776,1.37449,0.0,0.904083,-0.506776,3.16735,999.0,3,AL,Hobie Harris,665048,18615,18615
