Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,positionDB,teamid,playerTeamId,League,PlayerName,xMLBAMID,playerids,playerid
SDP,Padres,40.0,145.104,161.895,36.1388,23.54,6.20877,0.228019,6.162,19.571,21.2661,13.9382,0.111822,32.4648,1.42879,1.16972,0.253669,3.40529,0.276214,0.0868542,0.249054,0.318643,0.422383,0.741026,0.324519,0.0860942,0.20053,0.429333,0.173329,2.29556,0.278472,,,20.3157,0.996451,0.0,-0.190637,-0.190637,0.942418,1.3354459255933762,2.7097718715667725,107.794,175.4,4.385,175.4,4.385,999.0,0.26470588,C,/players/luis-campusano/22217/stats/batting,C,29.0,29.0,NL,Luis Campusano,669134,22217,22217
HOU,Astros,50.0,198.008,221.714,48.2102,30.883,8.6654,1.39299,7.26887,29.3957,24.4948,19.4222,0.382224,55.7935,2.62846,1.33871,0.316993,3.66404,4.708,1.31574,0.243476,0.317352,0.411439,0.728792,0.319806,0.0876003,0.251646,0.348109,0.167963,5.52949,0.300412,,,26.9743,0.516676,2.49,0.111529,0.111529,0.937362,1.133621871471405,0.21579599380493164,103.918,241.1,4.822,241.1,4.822,341.8699951171875,0.00434783,OF,/players/cam-smith/35108/stats/batting,OF,21.0,21.0,AL,Cam Smith,701358,35108,35108
CLE,Guardians,42.0,148.046,163.838,33.0886,22.8022,6.35947,0.348632,3.5783,16.3477,16.4335,12.366,0.13505,40.8573,1.13509,1.25405,1.03747,2.7398,0.846314,0.274837,0.223503,0.286176,0.34368,0.629856,0.279955,0.0754771,0.249376,0.302664,0.120177,3.1645,0.281415,,,14.6346,-4.91651,4.63,-0.140389,-0.140389,0.926337,-4.564604684710503,7.87074089050293,77.0517,132.7,3.159523809,132.7,3.159523809,747.8900146484375,0.0,C,/players/patrick-bailey/27478/stats/batting,C,5.0,5.0,AL,Patrick Bailey,672275,27478,27478
PHI,Phillies,58.0,229.001,254.265,58.1384,40.1981,11.012,0.728452,6.19989,31.9106,26.8291,21.0287,0.337272,43.9782,1.46795,1.97158,0.795779,3.99141,9.6759,2.27455,0.253878,0.318126,0.389548,0.707674,0.312062,0.0827041,0.172962,0.478163,0.13567,5.5745,0.287279,,,29.3366,-1.00534,1.08,0.654316,0.654316,0.925127,-1.1472326517105103,2.0162140130996704,94.1418,269.2,4.64137931,269.2,4.64137931,181.44000244140625,0.0,2B,/players/bryson-stott/26294/stats/batting,2B,26.0,26.0,NL,Bryson Stott,681082,26294,26294
DET,Tigers,50.0,193.848,215.514,48.9132,26.9131,8.68441,0.658032,12.6576,29.9847,34.5812,15.7304,0.405571,55.5211,3.53491,1.65783,0.206342,3.18442,0.752753,0.317816,0.252327,0.317447,0.499806,0.817253,0.350209,0.0729903,0.257622,0.283323,0.247479,3.32684,0.284743,,,31.537,5.81929,-0.53,-0.228883,-0.228883,0.92194,5.869764745235443,-4.451444149017334,124.048,296.3,5.926,296.3,5.926,236.22000122070312,0.36868687,DH/OF,/players/kerry-carpenter/25961/stats/batting,DH/OF,6.0,6.0,AL,Kerry Carpenter,681481,25961,25961
CHW,White Sox,59.0,220.458,249.825,56.021,42.2398,8.81776,0.671906,4.2915,28.878,22.1027,23.6308,0.0,47.2015,2.97258,1.32818,1.43498,6.23438,3.68344,1.30249,0.254112,0.33264,0.358604,0.691244,0.310845,0.0945897,0.188939,0.500637,0.104492,4.26832,0.303767,,,28.5776,-1.23445,0.13,-0.176012,-0.176012,0.903978,-1.088537111878395,1.104763925075531,96.8959,248.8,4.216949152,248.8,4.216949152,646.8699951171875,0.0,2B/SS,/players/chase-meidroth/31580/stats/batting,2B/SS,4.0,4.0,AL,Chase Meidroth,805367,31580,31580
PIT,Pirates,42.0,156.558,177.646,38.3707,21.3764,7.0627,0.814398,9.11721,28.0134,24.1875,18.5313,0.85616,55.6259,1.43539,0.970995,0.150394,2.32922,8.46186,2.07919,0.245089,0.328668,0.47531,0.803979,0.346653,0.104315,0.313127,0.333141,0.230222,6.63838,0.315278,,,25.4831,4.28416,-1.61,0.610851,0.610851,0.903846,4.280676186084747,-1.1291159391403198,117.08,236.0,5.619047619,236.0,5.619047619,92.93000030517578,0.04210526,SS/OF,/players/oneil-cruz/21711/stats/batting,SS/OF,27.0,27.0,NL,Oneil Cruz,665833,21711,21711
MIN,Twins,35.0,120.804,136.833,30.1856,21.2589,4.49651,0.078114,4.352,15.9024,16.1079,11.3054,0.348454,25.6921,2.84111,1.26374,0.170916,3.2927,0.237562,0.0930431,0.249873,0.32546,0.396464,0.721924,0.318868,0.0826224,0.187763,0.440036,0.146591,2.07025,0.280729,,,16.5432,0.214646,2.83,-0.180714,-0.180714,0.902954,0.12869396805763245,3.9102468490600586,101.922,138.2,3.948571428,138.2,3.948571428,681.02001953125,0.19753086,C,/players/victor-caratini/14968/stats/batting,C,8.0,8.0,AL,Victor Caratini,605170,14968,14968
ATH,Athletics,47.0,185.903,204.291,47.7451,31.9602,8.67872,1.40689,5.69931,29.4735,20.6505,14.3646,0.123604,61.5363,2.79794,0.852849,0.372778,3.7141,8.99495,2.24356,0.256828,0.318302,0.41062,0.728923,0.320146,0.0703145,0.301219,0.233433,0.153792,6.94474,0.351788,,,24.9109,0.532386,0.0,0.60324,0.60324,0.885528,0.7758066356182098,0.6832617521286011,100.718,233.5,4.968085106,233.5,4.968085106,999.0,0.0,OF,/players/henry-bolte/31448/stats/batting,OF,10.0,10.0,AL,Henry Bolte,703607,31448,31448
MIN,Twins,52.0,193.492,219.32,53.065,37.0875,10.378,1.11562,4.48386,29.1274,22.1675,19.4941,0.548572,34.66,4.0116,2.01906,0.302953,3.7758,6.8312,1.7189,0.274248,0.34961,0.408935,0.758545,0.334942,0.0888841,0.158034,0.562437,0.134686,5.59409,0.310685,,,29.3768,3.20487,-1.81,0.32839,0.32839,0.88197,3.685144752264023,-2.7976542711257935,113.007,252.8,4.861538461,252.8,4.861538461,114.8499984741211,0.05714286,2B,/players/luke-keaschall/33321/stats/batting,2B,8.0,8.0,AL,Luke Keaschall,807712,33321,33321
KCR,Royals,49.0,175.825,197.027,42.6119,24.6897,9.87374,0.713517,7.33499,24.5638,26.3453,18.5078,0.560187,51.9394,1.06604,1.34937,0.278505,2.73989,1.53851,0.515648,0.242354,0.316067,0.431779,0.747846,0.325414,0.0939354,0.263616,0.356334,0.189425,4.05473,0.29921,,,24.8674,1.35578,0.34,-0.142605,-0.142605,0.871993,0.8198783099651337,0.764699786901474,104.151,226.3,4.618367346,226.3,4.618367346,999.0,0.38888889,C/DH,/players/carter-jensen/29478/stats/batting,C/DH,7.0,7.0,AL,Carter Jensen,695600,29478,29478
MIN,Twins,46.0,175.999,194.089,41.4274,22.869,8.38649,0.800132,9.37179,25.2263,26.8625,13.9561,0.404487,45.1661,1.80799,1.6218,0.704132,2.76461,2.26424,0.777977,0.235385,0.29574,0.451876,0.747616,0.321877,0.0719059,0.232709,0.308995,0.216491,4.60291,0.26044,,,23.9394,0.77837,0.61,-0.0766687,-0.0766687,0.865067,0.8361166715621948,0.784897118806839,103.997,216.1,4.697826086,216.1,4.697826086,700.7000122070312,0.00416667,1B,/players/kody-clemens/20572/stats/batting,1B,8.0,8.0,AL,Kody Clemens,665019,20572,20572
DET,Tigers,50.0,194.381,215.514,51.4635,33.194,10.0739,0.879058,7.31665,27.8684,27.026,17.7616,0.456706,43.3749,1.58145,1.58361,0.206094,3.6558,1.90675,0.647452,0.264756,0.328862,0.438548,0.76741,0.334256,0.082415,0.201263,0.40949,0.173792,4.19339,0.303889,,,28.7469,3.0292,0.07,-0.168945,-0.168945,0.862544,3.1396183222532272,-2.3082343861460686,113.046,253.1,5.062,253.1,5.062,502.489990234375,0.37850467,2B/DH,/players/colt-keith/27899/stats/batting,2B/DH,6.0,6.0,AL,Colt Keith,690993,27899,27899
KCR,Royals,58.0,220.824,248.254,57.7518,34.5176,12.5144,0.455326,10.2646,31.2415,36.1148,22.2109,1.43151,37.5536,2.27998,2.56015,0.379288,4.21297,0.891843,0.249872,0.261529,0.331791,0.461773,0.793565,0.34227,0.0894684,0.151271,0.591446,0.200244,2.90401,0.270481,,,34.7286,5.10397,-0.12,-0.23673,-0.23673,0.853211,4.3716893047094345,-4.801069848239422,115.776,309.4,5.334482758,309.4,5.334482758,77.0999984741211,0.15283843,1B,/players/vinnie-pasquantino/27676/stats/batting,1B,7.0,7.0,AL,Vinnie Pasquantino,686469,27676,27676
TBR,Rays,51.0,192.802,217.632,43.9586,26.1984,8.46834,0.953564,8.33832,29.2072,24.9842,19.4398,0.206925,46.8939,2.08681,1.48059,1.59329,2.09603,9.98716,2.1861,0.227998,0.30344,0.411556,0.714996,0.313025,0.089324,0.215473,0.414548,0.183558,6.35236,0.256168,,,25.2801,-0.690429,-0.39,0.83353,0.83353,0.852715,0.2616227865219116,0.3970370292663574,97.7668,233.9,4.586274509,233.9,4.586274509,321.5,0.00943396,OF,/players/cedric-mullins/17929/stats/batting,OF,12.0,12.0,AL,Cedric Mullins,656775,17929,17929
HOU,Astros,39.0,147.617,157.346,39.1908,26.2046,6.5407,0.541659,5.90385,19.0142,20.7261,7.15279,0.267203,27.5112,1.00827,1.33361,0.234354,3.55582,0.43904,0.135836,0.265491,0.301391,0.437122,0.738512,0.318937,0.0454591,0.174846,0.259996,0.171631,3.16255,0.288111,,,19.032,0.255671,-0.59,-0.152986,-0.152986,0.83505,0.4613686501979828,2.174438178539276,103.318,176.8,4.533333333,176.8,4.533333333,113.04000091552734,0.16483516,C,/players/yainer-diaz/23003/stats/batting,C,21.0,21.0,AL,Yainer Diaz,673237,23003,23003
CHC,Cubs,40.0,140.236,159.663,34.3181,23.2865,5.33664,0.421923,5.27297,19.1241,19.5815,15.5465,0.105879,29.013,1.71078,1.3944,0.295612,3.20122,0.520174,0.14787,0.244716,0.324602,0.401591,0.726193,0.320707,0.0973708,0.181714,0.535846,0.156874,3.13972,0.270578,,,19.5416,0.488713,0.0,-0.176042,-0.176042,0.834077,0.463018074631691,2.5842225551605225,103.309,167.8,4.195,167.8,4.195,591.9099731445312,0.04519774,C,/players/carson-kelly/13620/stats/batting,C,17.0,17.0,NL,Carson Kelly,608348,13620,13620
SEA,Mariners,54.0,208.96,233.523,50.3549,33.4651,10.2549,0.642749,5.9922,27.08,24.5165,19.1008,0.307428,42.5072,2.97214,1.52463,0.965406,4.20349,3.17735,1.02016,0.240979,0.311441,0.382236,0.693677,0.306818,0.0817943,0.182026,0.449355,0.141257,4.34952,0.273869,,,25.9496,-1.91715,-1.15,-0.0864806,-0.0864806,0.830064,0.1843298003077507,-0.3166666626930237,100.986,231.0,4.277777777,231.0,4.277777777,704.2899780273438,0.0,2B,/players/cole-young/31680/stats/batting,2B,11.0,11.0,AL,Cole Young,702284,31680,31680
NYY,Yankees,44.0,163.901,186.683,35.8508,21.0282,6.73059,0.143967,7.94805,22.6333,24.0051,20.2922,0.385987,57.7625,1.03496,1.20366,0.251097,2.99552,1.33271,0.480275,0.218735,0.306697,0.407036,0.713732,0.313453,0.108699,0.309415,0.351304,0.188301,3.11658,0.280729,,,21.7498,-0.527446,0.99,-0.159712,-0.159712,0.829136,-0.13873814791440964,1.6690123081207275,100.095,198.0,4.5,198.0,4.5,732.8599853515625,0.00429185,3B,/players/ryan-mcmahon/15112/stats/batting,3B,9.0,9.0,AL,Ryan McMahon,641857,15112,15112
CIN,Reds,43.0,150.524,170.842,36.4636,23.1668,6.52548,0.495602,6.27576,20.8106,21.0743,17.1134,0.257391,45.532,1.67201,1.19226,0.226046,2.97101,0.504684,0.196207,0.242245,0.324038,0.41726,0.741298,0.325645,0.10017,0.266515,0.375854,0.175015,3.03865,0.302156,,,21.5946,1.20763,-0.03,-0.20599,-0.20599,0.823639,-0.20195545302703977,2.782316179946065,100.02,186.2,4.330232558,186.2,4.330232558,294.75,0.10759494,C,/players/tyler-stephenson/17988/stats/batting,C,18.0,18.0,NL,Tyler Stephenson,663886,17988,17988
PIT,Pirates,56.0,212.09,238.163,57.2858,37.1992,9.88535,0.458073,9.7432,30.9302,32.8879,21.5753,0.913566,47.7755,2.28848,1.88647,0.32344,4.85539,1.11436,0.365465,0.270102,0.341194,0.458848,0.800042,0.347318,0.0905902,0.2006,0.451597,0.188746,3.06417,0.303869,,,34.2926,5.87202,-0.1,-0.254093,-0.254093,0.821952,4.794308215379715,-4.420987702906132,117.526,304.1,5.430357142,304.1,5.430357142,285.44000244140625,0.25726141,1B,/players/ryan-ohearn/16442/stats/batting,1B,27.0,27.0,NL,Ryan O'Hearn,656811,16442,16442
COL,Rockies,59.0,238.975,258.691,62.6345,39.4427,13.3248,1.54816,8.31886,32.327,32.9752,13.5242,0.0224156,61.8476,1.53931,2.27623,2.37584,3.5981,3.73504,1.05899,0.262096,0.303135,0.435242,0.738377,0.319533,0.0522794,0.239079,0.21867,0.173146,5.12971,0.317477,,,31.4155,0.545391,0.94,0.0129915,0.0129915,0.820477,-3.980610027909279,3.6714815497398376,87.236,290.9,4.930508474,290.9,4.930508474,209.22999572753906,0.0,SS,/players/ezequiel-tovar/24064/stats/batting,SS,19.0,19.0,NL,Ezequiel Tovar,678662,24064,24064
STL,Cardinals,51.0,189.006,218.754,46.6807,30.3902,9.37978,0.514706,6.39599,27.3695,25.2115,26.1516,0.84457,43.0211,1.48706,1.53991,0.568936,4.377,2.19632,0.814674,0.24698,0.340626,0.403574,0.744199,0.32902,0.119548,0.196665,0.607879,0.156594,3.6293,0.285446,,,28.2496,2.14527,0.99,-0.208009,-0.208009,0.807828,2.236393317580223,-1.3711111545562744,109.239,244.4,4.792156862,244.4,4.792156862,745.989990234375,0.01666667,OF,/players/lars-nootbaar/21454/stats/batting,OF,28.0,28.0,NL,Lars Nootbaar,663457,21454,21454
MIL,Brewers,50.0,187.05,213.136,42.7963,26.7444,8.58082,0.974038,6.49696,27.0308,23.1323,21.9575,0.497971,70.5095,2.10526,0.860516,1.16296,3.50511,5.89514,1.56526,0.228796,0.315413,0.389287,0.704699,0.311897,0.103021,0.330819,0.311412,0.160491,5.72472,0.327304,,,24.5627,-0.871342,0.95,0.257573,0.257573,0.8074,-0.677795022726059,1.7216048836708069,96.3715,219.8,4.396,219.8,4.396,691.1699829101562,0.01834862,OF,/players/garrett-mitchell/27555/stats/batting,OF,23.0,23.0,NL,Garrett Mitchell,669003,27555,27555
BAL,Orioles,48.0,181.549,200.049,45.0661,26.8322,8.24485,0.278965,9.71012,25.5561,28.7745,15.6283,0.950897,48.0475,1.22106,1.32948,0.321404,3.71727,0.880176,0.316626,0.248231,0.31,0.457173,0.767173,0.330439,0.0781223,0.240178,0.325268,0.208942,2.83006,0.282575,,,26.0645,2.19226,-0.53,-0.186449,-0.186449,0.803645,2.6687819808721542,-1.8674485683441162,112.129,240.1,5.002083333,240.1,5.002083333,160.94000244140625,0.33035714,C/DH,/players/samuel-basallo/28824/stats/batting,C/DH,2.0,2.0,AL,Samuel Basallo,694212,28824,28824
TEX,Rangers,33.0,115.23,127.02,25.6103,15.5892,4.53824,0.207422,5.2755,14.2456,16.204,9.22241,0.0436872,31.5135,0.689814,0.866093,0.430311,1.77274,0.665465,0.202836,0.222254,0.281907,0.402586,0.684493,0.298574,0.0726061,0.248099,0.292649,0.180332,3.20679,0.256407,,,13.2651,-1.89247,2.66,-0.0887552,-0.0887552,0.801385,-1.5661674663424492,4.951666831970215,90.1154,124.0,3.757575757,124.0,3.757575757,999.0,0.17931034,C,/players/kyle-higashioka/5517/stats/batting,C,13.0,13.0,AL,Kyle Higashioka,543309,5517,5517
PIT,Pirates,54.0,208.785,229.379,56.7835,39.8853,11.4092,1.43352,4.05546,27.216,24.2513,15.2441,0.194015,43.7423,3.02888,1.80129,0.518898,4.94897,1.98235,0.734432,0.271971,0.327959,0.39862,0.726579,0.31992,0.0664584,0.190699,0.348499,0.12665,4.4487,0.323904,,,27.928,0.55573,-0.06,-0.221736,-0.221736,0.79125,-0.45924384891986847,0.8149999417364597,99.1439,240.4,4.451851851,240.4,4.451851851,999.0,0.0,2B,/players/nick-gonzales/27490/stats/batting,2B,27.0,27.0,NL,Nick Gonzales,693304,27490,27490
SEA,Mariners,33.0,125.602,142.932,34.0736,23.372,6.54694,0.177148,3.97753,17.9305,16.4507,13.2331,0.404619,19.9211,2.65576,1.07286,0.36871,3.23694,1.33494,0.456526,0.271283,0.350457,0.421231,0.771689,0.340124,0.0925828,0.139375,0.664273,0.149949,3.39044,0.292832,,,19.746,2.68963,-0.56,-0.132574,-0.132574,0.774991,3.8962347507476807,-1.3394784927368164,123.954,172.2,5.218181818,172.2,5.218181818,268.5799865722656,0.01333333,2B/OF,/players/brendan-donovan/24679/stats/batting,2B/OF,11.0,11.0,AL,Brendan Donovan,680977,24679,24679
TOR,Blue Jays,48.0,179.895,205.629,45.7674,28.7155,7.34274,0.990434,8.71873,29.3116,25.9341,20.8456,0.251283,39.3404,2.13336,1.41105,0.285073,3.85005,4.08795,0.95355,0.254412,0.336522,0.451637,0.788158,0.343728,0.101375,0.191317,0.529877,0.197225,5.17518,0.278045,,,29.0091,4.4709,-0.02,0.14376,0.14376,0.77392,5.0903414487838745,-4.781904716044664,120.443,262.0,5.458333333,262.0,5.458333333,94.37999725341797,0.68837209,OF,/players/george-springer/12856/stats/batting,OF,14.0,14.0,AL,George Springer,543807,12856,12856
TEX,Rangers,43.0,156.093,182.16,37.7798,21.291,6.26406,0.468213,9.75652,25.2667,26.5322,20.6965,0.713957,40.033,3.28836,1.52751,0.309125,3.12193,1.16751,0.338108,0.242034,0.340104,0.475677,0.815781,0.353084,0.113617,0.219768,0.516987,0.233643,3.65305,0.259882,,,27.0812,5.34363,0.0,-0.1478,-0.1478,0.773913,5.791064009070396,-4.645061492919922,127.706,242.1,5.630232558,242.1,5.630232558,999.0,0.93678161,DH/OF,/players/joc-pederson/11899/stats/batting,DH/OF,13.0,13.0,AL,Joc Pederson,592626,11899,11899
TEX,Rangers,52.0,205.521,222.531,50.5519,33.6813,10.6636,0.892218,5.31482,26.6127,22.5233,13.0784,0.222891,51.1329,1.90952,1.23908,0.78286,3.42398,5.88923,1.56634,0.24597,0.29556,0.384119,0.679679,0.298181,0.0587711,0.229779,0.255772,0.138149,5.56662,0.300954,,,23.1685,-3.3866,1.7,0.266023,0.266023,0.770493,-2.3934233486652374,2.0647587180137634,89.8438,215.0,4.134615384,215.0,4.134615384,999.0,0.01449275,3B,/players/ezequiel-duran/23733/stats/batting,3B,13.0,13.0,AL,Ezequiel Duran,677649,23733,23733
CHW,White Sox,53.0,198.485,227.113,52.5273,37.896,10.3215,0.929013,3.38079,28.5279,19.6242,18.0853,0.740559,37.7553,7.18239,1.53341,1.82712,4.94097,7.68284,2.38646,0.264641,0.345316,0.377102,0.722419,0.32273,0.0796312,0.16624,0.479014,0.112461,5.69404,0.309326,,,28.1701,1.06817,0.0,0.208926,0.208926,0.769549,1.569751724600792,-2.0713083744049072,105.092,246.3,4.647169811,246.3,4.647169811,999.0,0.0,OF,/players/samuel-antonacci/35101/stats/batting,OF,4.0,4.0,AL,Sam Antonacci,803011,35101,35101
SEA,Mariners,47.0,184.911,204.333,45.4376,26.5294,8.5832,0.211117,10.1139,26.1232,29.6073,16.3627,0.581224,46.3626,1.51212,1.31255,0.234245,3.78639,1.69353,0.542063,0.245727,0.310206,0.458517,0.768723,0.331868,0.0800787,0.226898,0.352929,0.21279,3.31509,0.272251,,,26.8596,2.4762,0.06,-0.123207,-0.123207,0.767012,4.267453201115131,-3.981005135923624,118.261,242.1,5.151063829,242.1,5.151063829,477.1600036621094,0.47096774,DH/OF,/players/dominic-canzone/26438/stats/batting,DH/OF,11.0,11.0,AL,Dominic Canzone,686527,26438,26438
CLE,Guardians,50.0,193.285,213.789,50.6843,32.8947,10.6211,0.346767,6.82179,25.8602,26.9526,17.7001,0.41964,33.2726,1.08557,1.43808,0.279674,4.34119,1.45758,0.532376,0.262225,0.325372,0.426645,0.752017,0.328505,0.0827925,0.155633,0.531972,0.16442,3.08328,0.283663,,,27.5193,2.00738,0.0,-0.20661,-0.20661,0.759842,2.4431586265563965,-2.5650651454925537,110.533,246.4,4.928,246.4,4.928,999.0,0.41558442,DH/OF,/players/chase-delauter/32127/stats/batting,DH/OF,5.0,5.0,AL,Chase DeLauter,800050,32127,32127
TEX,Rangers,62.0,241.012,262.901,58.8022,34.5052,10.2978,0.553787,13.4455,33.1588,38.2882,16.5593,0.257204,65.1257,3.46751,1.55568,0.306771,4.67553,1.08617,0.35693,0.24398,0.300193,0.458666,0.758859,0.327584,0.0629867,0.247719,0.254266,0.214686,3.12665,0.276571,,,33.6446,2.27199,0.02,-0.224414,-0.224414,0.7531,2.9066502451896667,-4.848063927143812,110.121,308.2,4.970967741,308.2,4.970967741,236.72000122070312,0.05699482,1B/3B,/players/jake-burger/22275/stats/batting,1B/3B,13.0,13.0,AL,Jake Burger,669394,22275,22275
CIN,Reds,56.0,207.976,237.994,49.9366,26.7896,10.7614,0.436049,11.9495,31.8055,33.8373,26.7502,0.598144,52.1153,1.35675,1.63295,0.278512,3.04419,2.24701,0.775752,0.240108,0.328306,0.468413,0.79672,0.344794,0.112399,0.218977,0.513289,0.228306,3.60382,0.261001,,,33.7809,5.38052,-1.23,-0.166116,-0.166116,0.74615,3.5377197563648224,-3.907945394515991,112.867,301.7,5.3875,301.7,5.3875,748.5800170898438,0.03821656,OF,/players/jj-bleday/26368/stats/batting,OF,18.0,18.0,NL,JJ Bleday,668709,26368,26368
PHI,Phillies,54.0,213.569,234.085,57.3206,39.9939,9.65475,0.90421,6.7678,27.7645,28.9419,15.6993,0.274491,35.9015,2.07305,2.46846,0.27536,5.35814,0.951181,0.309258,0.268394,0.321171,0.417136,0.738307,0.322445,0.0670667,0.153369,0.437289,0.148742,3.30074,0.291592,,,28.9806,1.04671,-0.84,-0.249037,-0.249037,0.744989,0.06466153264045715,-0.3191666603088379,101.108,261.6,4.844444444,261.6,4.844444444,239.8699951171875,0.0,3B,/players/alec-bohm/21618/stats/batting,3B,26.0,26.0,NL,Alec Bohm,664761,21618,21618
CLE,Guardians,52.0,198.63,225.777,47.6911,26.8524,9.65363,0.284378,10.9007,28.2291,33.4956,22.1172,0.532041,55.6746,2.66844,2.18407,0.177042,3.0178,0.532668,0.161934,0.2401,0.321262,0.456202,0.777464,0.336785,0.0979604,0.246591,0.397258,0.216102,2.3847,0.274066,,,30.5793,3.63686,-0.19,-0.237083,-0.237083,0.740446,4.078181356191635,-4.819629609584808,116.243,279.1,5.367307692,279.1,5.367307692,253.4600067138672,0.44144144,1B/DH,/players/kyle-manzardo/29794/stats/batting,1B/DH,5.0,5.0,AL,Kyle Manzardo,700932,29794,29794
MIN,Twins,58.0,221.642,241.64,55.3773,36.5632,9.92207,0.552468,8.3396,28.4284,29.6268,16.1114,0.353452,41.5511,1.39344,2.07125,0.42227,4.49505,1.89489,0.727414,0.24985,0.302142,0.412481,0.714623,0.311266,0.0666753,0.171954,0.38775,0.162631,3.51144,0.270608,,,27.7238,-1.11162,-1.27,-0.21333,-0.21333,0.73875,-1.1576004028320312,-0.166784405708313,96.6791,247.9,4.274137931,247.9,4.274137931,542.5700073242188,0.00398406,3B/SS,/players/brooks-lee/31595/stats/batting,3B/SS,8.0,8.0,AL,Brooks Lee,686797,31595,31595
COL,Rockies,40.0,155.371,175.145,42.7931,28.4469,8.97965,0.865376,4.50115,22.5254,21.535,16.7159,0.904952,37.268,1.6936,1.13142,0.23266,3.47569,1.18698,0.439242,0.275425,0.349905,0.43127,0.781175,0.34182,0.0954403,0.212784,0.448532,0.155845,3.91117,0.333747,,,24.4373,3.53687,0.75,-0.193375,-0.193375,0.736264,0.2704038470983505,1.3065674901008606,102.189,223.5,5.5875,223.5,5.5875,999.0,0.00746269,3B,/players/kyle-karros/33252/stats/batting,3B,19.0,19.0,NL,Kyle Karros,691720,33252,33252
BAL,Orioles,40.0,149.234,170.191,35.5704,20.1381,5.92367,0.46364,9.04504,23.4466,24.6342,17.5655,0.452801,46.179,1.95879,1.21852,0.213852,2.35909,1.57661,0.403111,0.238353,0.32413,0.466089,0.790219,0.342011,0.10321,0.271336,0.380378,0.227736,4.04587,0.278544,,,23.7725,3.46324,-0.64,-0.0639924,-0.0639924,0.733967,3.963269382715225,-2.784800171852112,120.11,218.4,5.46,218.4,5.46,477.6400146484375,0.15740741,OF,/players/tyler-oneill/15711/stats/batting,OF,2.0,2.0,AL,Tyler O'Neill,641933,15711,15711
CIN,Reds,57.0,216.389,243.92,50.7292,26.0862,8.95727,0.296759,15.389,32.9002,40.0331,21.1335,0.149249,73.8656,3.80597,2.07452,0.262267,2.96472,1.04369,0.302538,0.234435,0.310878,0.491924,0.802803,0.344645,0.0866413,0.302828,0.286108,0.257489,3.11558,0.273513,,,34.5924,5.48496,-0.17,-0.191964,-0.191964,0.732606,3.574565142393112,-4.2714056223630905,112.767,313.6,5.501754385,313.6,5.501754385,97.91999816894531,0.19736842,3B,/players/eugenio-suarez/12552/stats/batting,3B,18.0,18.0,NL,Eugenio Suárez,553993,12552,12552
TBR,Rays,36.0,126.146,141.806,27.0747,18.1332,5.79744,0.292333,2.85164,13.9165,14.2634,13.5649,0.154406,37.3943,0.746221,0.885997,0.462417,2.39493,0.351997,0.138392,0.21463,0.292804,0.33304,0.625844,0.280784,0.0956587,0.263701,0.362754,0.118411,2.62281,0.279112,,,12.7619,-4.16001,3.61,-0.161672,-0.161672,0.729083,-4.24445740878582,6.38777756690979,75.5323,115.8,3.216666666,115.8,3.216666666,999.0,0.02272727,C,/players/hunter-feduccia/23372/stats/batting,C,12.0,12.0,AL,Hunter Feduccia,676439,23372,23372
WSN,Nationals,49.0,183.928,204.645,45.7934,34.0201,7.45444,1.20599,3.11286,24.7269,16.5112,12.7934,0.266898,37.4956,2.62467,1.23436,4.06483,4.00115,8.99082,2.3124,0.248975,0.305172,0.353391,0.658563,0.292585,0.0625151,0.183223,0.341197,0.104416,6.47231,0.295257,,,20.377,-4.04373,3.45,0.572926,0.572926,0.723799,-3.712201178073883,4.206172823905945,82.6873,187.3,3.822448979,187.3,3.822448979,746.0700073242188,0.00510204,OF,/players/jacob-young/29931/stats/batting,OF,24.0,24.0,NL,Jacob Young,696285,29931,29931
SEA,Mariners,42.0,159.388,180.175,37.0482,20.9431,6.64976,0.356417,9.09886,24.1607,24.6017,12.8052,0.332044,56.21,5.86435,0.946702,1.17034,3.04926,2.44626,0.674801,0.23244,0.311264,0.449891,0.761155,0.33109,0.0710711,0.311974,0.227811,0.217451,4.4751,0.294122,,,23.5703,2.06965,-0.8,-0.00315301,-0.00315301,0.708565,3.754618718288839,-3.183512508869171,117.724,211.1,5.026190476,211.1,5.026190476,748.25,0.04938272,OF,/players/luke-raley/19354/stats/batting,OF,11.0,11.0,AL,Luke Raley,670042,19354,19354
NYM,Mets,38.0,144.954,161.132,36.0675,22.5277,6.59183,0.276895,6.67109,23.3355,19.5381,12.8326,0.553674,41.4211,1.6955,1.10082,0.297522,1.86743,8.56986,1.97618,0.248821,0.315076,0.436184,0.75126,0.326389,0.0796404,0.257063,0.309809,0.187363,6.06436,0.300079,,,20.4645,1.23625,-1.17,0.696738,0.696738,0.703424,2.3757259249687195,-0.6673544645309448,108.615,199.2,5.242105263,199.2,5.242105263,105.63999938964844,0.03007519,OF,/players/luis-robert-jr/20043/stats/batting,OF,25.0,25.0,NL,Luis Robert Jr.,673357,20043,20043
