Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,positionDB,teamid,playerTeamId,League,PlayerName,xMLBAMID,playerids,playerid
ATH,Athletics,31.0,122.24,132.839,29.9224,17.0676,6.48622,0.504874,5.86375,17.7593,17.7484,7.51312,0.0256965,37.5609,1.69989,0.960349,0.426562,1.73396,2.08905,0.581075,0.244785,0.295556,0.450015,0.745571,0.32185,0.0565579,0.282754,0.200025,0.20523,5.16916,0.30158,,,16.3819,0.529911,-0.04,0.0347427,0.0347427,0.320945,0.33068202063441277,-1.9004252329468727,101.893,156.5,5.048387096,156.5,5.048387096,748.5900268554688,0.0212766,OF,/players/colby-thomas/31855/stats/batting,OF,10.0,10.0,AL,Colby Thomas,687515,31855,31855
HOU,Astros,28.0,100.701,112.39,22.8279,16.8103,3.63922,0.0663388,2.31199,11.3159,10.6422,7.52797,0.216606,21.2464,0.710594,0.829555,1.30325,2.22267,1.07501,0.346184,0.22669,0.283017,0.333023,0.61604,0.27382,0.066981,0.189042,0.354317,0.106333,3.24014,0.263119,,,9.47953,-3.93217,0.72,-0.0629284,-0.0629284,0.31907,-3.738893039524555,2.8804938793182373,72.2045,87.1,3.110714285,87.1,3.110714285,999.0,0.03252033,C,/players/christian-vazquez/9774/stats/batting,C,21.0,21.0,AL,Christian Vázquez,543877,9774,9774
DET,Tigers,33.0,131.218,145.019,32.2641,22.0584,5.10814,1.5539,3.54368,18.0156,14.6895,11.0454,0.0814454,27.6355,1.18428,1.19859,0.372207,2.38883,1.79236,0.610458,0.245882,0.307604,0.389512,0.697116,0.306436,0.0761652,0.190565,0.399681,0.143631,5.43578,0.283693,,,16.0699,-1.23546,-0.12,-0.0797963,-0.0797963,0.318687,-1.127271607518196,-0.8994784876704216,93.8617,148.7,4.506060606,148.7,4.506060606,999.0,0.01626016,OF,/players/matt-vierling/21558/stats/batting,OF,6.0,6.0,AL,Matt Vierling,663837,21558,21558
ARI,Diamondbacks,33.0,127.236,142.21,31.0997,20.8315,6.38833,1.04478,2.83504,17.5425,14.5794,11.6842,0.178058,36.8564,1.99142,0.904059,0.393978,1.95976,3.23246,0.979964,0.244425,0.315729,0.377901,0.69363,0.307338,0.0821617,0.259169,0.31702,0.133477,5.81962,0.319559,,,15.8628,-1.10742,0.0,0.0542786,0.0542786,0.314501,-1.3918514177203178,-0.12731483578681946,91.5922,142.8,4.327272727,142.8,4.327272727,999.0,0.02083333,OF,/players/ryan-waldschmidt/35061/stats/batting,OF,15.0,15.0,NL,Ryan Waldschmidt,814439,35061,35061
CHW,White Sox,48.0,185.927,206.377,46.33,29.9458,8.40422,0.276193,7.70377,23.8572,25.947,16.9617,0.494186,39.5621,1.04522,2.02757,0.41486,3.45835,1.04546,0.35423,0.249183,0.312373,0.421659,0.734031,0.319641,0.0821878,0.191698,0.428735,0.172475,2.78616,0.27455,,,25.0807,0.453294,-0.03,-0.194565,-0.194565,0.313572,0.5246652811765671,-4.791904715821147,102.962,225.9,4.70625,225.9,4.70625,735.8099975585938,0.58638743,OF,/players/andrew-benintendi/17901/stats/batting,OF,4.0,4.0,AL,Andrew Benintendi,643217,17901,17901
NYY,Yankees,20.0,78.3299,87.3834,18.5863,9.91064,2.88346,0.0126253,5.77961,11.8453,14.4547,7.91594,0.308307,26.3571,0.438169,0.538556,0.11434,1.34709,0.184569,0.0457356,0.237283,0.30887,0.495773,0.804643,0.344134,0.0905886,0.301626,0.300334,0.25849,2.09674,0.274048,,,12.3564,1.92875,0.0,-0.0791883,-0.0791883,0.31013,2.1062644347548485,-2.160493850708008,121.254,117.5,5.875,117.5,5.875,251.4600067138672,0.77777778,DH/OF,/players/giancarlo-stanton/4949/stats/batting,DH/OF,9.0,9.0,AL,Giancarlo Stanton,519317,4949,4949
SDP,Padres,26.0,93.6154,103.857,21.822,15.6154,3.60359,0.359153,2.24389,10.869,10.1894,7.45089,0.152299,19.6548,0.742586,0.787873,1.2353,2.09407,0.683294,0.249845,0.233103,0.292558,0.351177,0.643735,0.285335,0.0717419,0.189249,0.379088,0.118074,3.64121,0.270026,,,9.73032,-2.66314,0.0,-0.0949476,-0.0949476,0.300248,-2.418328069150448,2.0061728954315186,81.5036,85.5,3.288461538,85.5,3.288461538,735.3099975585938,0.03030303,C,/players/freddy-fermin/21840/stats/batting,C,29.0,29.0,NL,Freddy Fermin,666023,21840,21840
STL,Cardinals,34.0,135.721,147.485,32.9874,23.192,5.97738,0.400524,3.41753,16.6842,15.5114,8.37866,0.298881,26.1454,1.63191,0.990222,0.763468,2.98279,3.12461,0.945268,0.243053,0.293058,0.368538,0.661596,0.291077,0.0568101,0.177275,0.320464,0.125485,4.67705,0.275971,,,14.5051,-3.09466,0.98,0.0548113,0.0548113,0.299689,-2.8381673209369183,1.0009876564145088,83.782,127.3,3.744117647,127.3,3.744117647,999.0,0.0,OF,/players/nathan-church/31357/stats/batting,OF,28.0,28.0,NL,Nathan Church,701675,31357,31357
ATL,Braves,33.0,123.582,141.799,28.6036,16.7254,6.43391,0.601746,4.84252,17.8123,16.7602,15.2454,0.390961,32.1888,1.41042,1.03289,0.528309,1.93934,1.07444,0.359362,0.231455,0.320374,0.410809,0.731183,0.321157,0.107514,0.227003,0.473625,0.179355,4.09704,0.271297,,,17.407,0.485873,-0.16,-0.112638,-0.112638,0.299333,0.1226278766989708,-1.7783127129077911,101.372,158.4,4.8,158.4,4.8,656.0999755859375,0.02083333,OF,/players/mike-yastrzemski/14854/stats/batting,OF,16.0,16.0,NL,Mike Yastrzemski,573262,14854,14854
CHW,White Sox,52.0,199.731,221.189,47.6483,31.1389,10.4401,0.682763,5.38657,25.3618,22.554,17.5962,0.431791,57.7847,2.12366,1.29927,0.438485,4.41271,2.87311,1.18259,0.238562,0.305178,0.378577,0.683756,0.301796,0.0795531,0.261246,0.304514,0.140015,4.23895,0.306558,,,23.6776,-2.71733,0.0,-0.188722,-0.188722,0.298701,-2.6210308372974396,-2.321810722351074,90.6549,213.4,4.103846153,213.4,4.103846153,999.0,0.0,OF,/players/braden-montgomery/35423/stats/batting,OF,4.0,4.0,AL,Braden Montgomery,695731,35423,35423
CHW,White Sox,23.0,90.3196,99.7323,20.6452,12.7477,3.50972,0.4262,3.96163,12.1775,12.0352,7.61865,0.0606243,29.8526,1.06421,0.535098,0.194757,1.63446,1.35358,0.414997,0.228579,0.294643,0.408463,0.703106,0.307524,0.076391,0.299327,0.255209,0.179883,4.69892,0.292487,,,11.1397,-0.761613,0.26,-0.017033,-0.017033,0.297499,-0.6501321289688349,0.03033404052257538,94.6053,105.7,4.595652173,105.7,4.595652173,999.0,0.09302326,OF,/players/everson-pereira/23695/stats/batting,OF,4.0,4.0,AL,Everson Pereira,677592,23695,23695
CIN,Reds,30.0,113.048,129.366,28.7986,18.8379,4.65423,0.168398,5.13814,16.5302,16.5083,14.6123,0.334066,31.6278,0.801545,0.769993,0.133932,2.69459,0.34792,0.105062,0.254746,0.342116,0.435248,0.777364,0.340962,0.112953,0.244483,0.462007,0.180502,2.43566,0.30707,,,17.9599,2.52236,0.01,-0.157465,-0.157465,0.296746,1.4535019546747208,-2.730240335687995,110.296,158.9,5.296666666,158.9,5.296666666,999.0,0.20657277,1B,/players/nathaniel-lowe/19566/stats/batting,1B,18.0,18.0,NL,Nathaniel Lowe,663993,19566,19566
CIN,Reds,40.0,147.729,170.842,34.6114,23.6204,5.88602,0.647948,4.45697,20.7628,16.2858,16.6396,0.02748,32.4799,3.65259,1.17947,1.64142,3.07784,3.15741,0.907558,0.234289,0.324487,0.373414,0.697901,0.312345,0.0973971,0.190116,0.512303,0.139125,4.99865,0.269303,,,19.7507,-0.636307,-1.1,0.0176142,0.0176142,0.294786,-1.8222905062139034,-0.8232865631580353,91.0957,174.6,4.365,174.6,4.365,265.1499938964844,0.00873362,OF,/players/tj-friedl/19522/stats/batting,OF,18.0,18.0,NL,TJ Friedl,670770,19522,19522
BOS,Red Sox,27.0,91.8156,102.062,21.8261,15.0454,4.40404,0.338024,2.03868,11.3165,9.8131,7.51878,0.0688897,24.1831,1.31744,0.604769,0.786303,1.84135,1.84405,0.622162,0.237717,0.302818,0.359658,0.662476,0.294546,0.0736689,0.236946,0.31091,0.121941,4.64832,0.29891,,,10.325,-1.85426,-0.6,-0.0180906,-0.0180906,0.29415,-2.219363287091255,1.4833332300186157,81.671,89.6,3.318518518,89.6,3.318518518,999.0,0.03883495,C,/players/connor-wong/19896/stats/batting,C,3.0,3.0,AL,Connor Wong,657136,19896,19896
CLE,Guardians,36.0,140.591,155.846,31.2364,19.4317,6.4904,0.408653,4.90571,18.8833,17.3843,12.1736,0.105442,46.2763,1.72635,1.06794,0.287089,2.14552,4.77671,1.23784,0.222179,0.290156,0.378838,0.668994,0.294807,0.0781132,0.296936,0.263064,0.156659,5.49842,0.291021,,,15.799,-2.79846,0.0,0.262119,0.262119,0.293228,-2.0680628418922424,-0.596707820892334,87.2936,145.7,4.047222222,145.7,4.047222222,999.0,0.0,OF,/players/kahlil-watson/29905/stats/batting,OF,5.0,5.0,AL,Kahlil Watson,696135,29905,29905
LAA,Angels,44.0,171.277,186.563,39.033,25.3591,7.43241,0.722576,5.51887,20.5876,18.9792,12.2246,0.128997,49.713,1.12341,1.04937,0.888433,2.54608,3.2813,1.07515,0.227894,0.282112,0.376391,0.658503,0.288991,0.0655254,0.266468,0.245904,0.148497,4.87525,0.286214,,,18.0325,-4.2304,-0.34,0.00157774,0.00157774,0.288062,-4.192932242411189,0.3807976543903351,80.8933,171.7,3.902272727,171.7,3.902272727,999.0,0.0,3B/SS,/players/denzer-guzman/28816/stats/batting,3B/SS,1.0,1.0,AL,Denzer Guzman,694203,28816,28816
HOU,Astros,23.0,91.8294,102.172,21.9376,15.1158,3.88021,0.614376,2.32719,12.3769,9.68412,7.93264,0.0681756,21.9035,1.16481,0.664928,0.580634,1.74963,2.15399,0.64425,0.238895,0.305488,0.370558,0.676046,0.299585,0.0776397,0.214377,0.362164,0.131663,5.48906,0.287275,,,10.754,-1.43849,0.01,0.0329364,0.0329364,0.287296,-1.1726454757153988,0.3649382684379816,89.9725,95.3,4.14347826,95.3,4.14347826,738.1500244140625,0.0,OF,/players/jake-meyers/20308/stats/batting,OF,21.0,21.0,AL,Jake Meyers,676694,20308,20308
LAA,Angels,50.0,189.045,215.341,42.1854,24.4621,7.77404,0.227664,9.72165,25.3564,27.9204,21.3686,0.102931,60.7092,2.29044,1.51577,0.230465,3.43548,0.320783,0.0936939,0.223151,0.307369,0.420958,0.728327,0.319022,0.0992315,0.281921,0.351983,0.197807,2.16725,0.27024,,,26.0619,0.364765,-0.08,-0.234449,-0.234449,0.286286,0.1717405766248703,-5.028559759259224,101.603,232.4,4.648,232.4,4.648,634.8099975585938,0.67333333,DH/OF,/players/jorge-soler/14221/stats/batting,DH/OF,1.0,1.0,AL,Jorge Soler,624585,14221,14221
ARI,Diamondbacks,56.0,226.33,246.093,59.6412,40.396,11.2215,0.674769,7.34894,29.5712,32.007,14.7852,0.19878,38.1367,2.42775,2.23779,0.311763,4.57272,2.66248,0.784365,0.263515,0.312694,0.416467,0.729162,0.318133,0.0600795,0.154968,0.387689,0.152953,3.91905,0.285622,,,29.6063,0.239409,-0.16,-0.103427,-0.103427,0.279652,-0.45015616714954376,-4.793347984552383,98.8351,267.3,4.773214285,267.3,4.773214285,689.0700073242188,0.11931818,OF,/players/lourdes-gurriel-jr/19238/stats/batting,OF,15.0,15.0,NL,Lourdes Gurriel Jr.,666971,19238,19238
COL,Rockies,35.0,131.12,151.993,33.1324,22.2831,6.72857,0.3139,3.80688,19.4369,16.9405,18.4218,0.388606,40.1391,1.32913,0.801929,0.32017,3.04007,2.02152,0.663092,0.252687,0.348666,0.395892,0.744558,0.331494,0.121201,0.264084,0.458949,0.143204,3.95788,0.333335,,,19.9335,1.7958,-0.88,-0.096035,-0.096035,0.279494,-0.967109352350235,-1.216303288936615,95.2616,169.7,4.848571428,169.7,4.848571428,746.0499877929688,0.1292517,2B,/players/edouard-julien/27534/stats/batting,2B,19.0,19.0,NL,Edouard Julien,666397,27534,27534
DET,Tigers,18.0,62.6823,70.4952,13.1967,7.927,2.1489,0.502824,2.61799,8.42245,8.11453,6.23151,0.0347823,20.0577,0.686041,0.513262,0.312967,0.921737,0.342718,0.123392,0.210533,0.286883,0.386158,0.673041,0.295935,0.0883962,0.284526,0.310679,0.175624,4.37866,0.261075,,,7.21106,-1.20128,0.0,-0.0627521,-0.0627521,0.276503,-1.1726498007774353,1.3888888359069824,86.6201,70.5,3.916666666,70.5,3.916666666,999.0,0.01298701,C,/players/jake-rogers/19452/stats/batting,C,6.0,6.0,AL,Jake Rogers,668670,19452,19452
SEA,Mariners,27.0,106.674,119.781,25.0615,17.7412,4.90355,0.604444,1.81221,14.7685,8.93998,8.03341,0.0432027,26.6418,2.53371,0.770358,1.76997,1.92881,5.98065,1.46607,0.234936,0.301909,0.343201,0.64511,0.288717,0.0670674,0.22242,0.301535,0.108265,6.60293,0.294331,,,11.5509,-2.7428,0.32,0.435065,0.435065,0.276147,-1.185461550951004,-0.3608943223953247,88.5027,113.6,4.207407407,113.6,4.207407407,727.5399780273438,0.01351351,OF,/players/victor-robles/18363/stats/batting,OF,11.0,11.0,AL,Victor Robles,645302,18363,18363
MIA,Marlins,29.0,110.794,119.985,29.1547,20.339,6.0971,0.959961,1.75867,13.7699,11.8273,6.97302,0.326137,11.7922,0.450274,0.868383,0.899014,2.29202,2.91143,0.936838,0.263143,0.307157,0.383122,0.690279,0.302055,0.0581158,0.0982812,0.591322,0.11998,5.49519,0.279233,,,12.8693,-1.44872,0.06,0.0452467,0.0452467,0.272393,-1.740497849881649,0.528346236795187,87.6946,117.2,4.04137931,117.2,4.04137931,999.0,0.0,3B/OF,/players/javier-sanoja/28253/stats/batting,3B/OF,20.0,20.0,NL,Javier Sanoja,691594,28253,28253
WSN,Nationals,23.0,79.1536,87.2893,18.7546,13.6241,3.55057,0.258827,1.32115,9.04402,8.24049,6.47712,0.308226,17.0885,0.584013,0.545903,0.479775,1.69114,1.52015,0.475681,0.23694,0.297551,0.338409,0.635961,0.282733,0.0742029,0.195768,0.379035,0.10147,4.51467,0.284443,,,7.99376,-2.42266,0.6,-0.00352122,-0.00352122,0.271777,-2.52914597466588,2.374691367149353,76.0773,73.2,3.182608695,73.2,3.182608695,999.0,0.01492537,C,/players/drew-millas/25643/stats/batting,C,24.0,24.0,NL,Drew Millas,686452,25643,25643
CIN,Reds,38.0,149.251,161.955,37.9791,26.0443,7.80231,0.913892,3.21862,18.6676,16.4184,8.87492,0.183431,33.514,1.76168,1.13309,0.9343,2.58116,3.01758,0.894539,0.254465,0.301923,0.383684,0.685607,0.300867,0.0547988,0.206934,0.264812,0.129219,5.33173,0.305853,,,17.2148,-2.11163,0.0,0.0350101,0.0350101,0.271295,-3.2176038958132267,0.6290684342384338,83.3949,156.8,4.126315789,156.8,4.126315789,999.0,0.0,2B,/players/edwin-arroyo/29957/stats/batting,2B,18.0,18.0,NL,Edwin Arroyo,695490,29957,29957
STL,Cardinals,16.0,57.0573,62.3596,13.1247,8.88281,2.22843,0.129904,1.88359,6.55834,7.13778,3.71496,0.102211,15.8585,0.592949,0.431439,0.562903,1.14795,0.249197,0.0814731,0.230027,0.282097,0.372673,0.65477,0.287255,0.0595731,0.254308,0.234256,0.142646,3.05785,0.28282,,,5.93962,-1.50188,0.83,-0.0547564,-0.0547564,0.265355,-1.47136589884758,2.0645678639411926,81.2177,55.4,3.4625,55.4,3.4625,748.2899780273438,0.0,C,/players/pedro-pages/25782/stats/batting,C,28.0,28.0,NL,Pedro Pagés,686780,25782,25782
NYM,Mets,27.0,98.9581,108.416,22.9042,16.2326,4.28011,0.314965,2.07646,11.2378,10.5688,7.03351,0.125406,23.8231,1.12388,0.767935,0.523746,2.42041,0.43744,0.162862,0.231453,0.287918,0.34402,0.631938,0.280493,0.0648752,0.219737,0.29524,0.112567,3.37964,0.282117,,,9.73147,-3.20604,0.0,-0.111324,-0.111324,0.262233,-3.0194731056690216,2.0833332538604736,77.8218,84.2,3.118518518,84.2,3.118518518,999.0,0.01342282,C,/players/luis-torrens/15905/stats/batting,C,25.0,25.0,NL,Luis Torrens,620443,15905,15905
PIT,Pirates,37.0,143.293,158.125,32.6313,21.1027,7.33554,0.241306,3.95175,17.1236,16.7749,11.3434,0.144525,31.7844,1.61839,1.18288,0.686905,2.48352,1.99209,0.679826,0.227724,0.289594,0.365019,0.654613,0.289137,0.0717373,0.201008,0.356888,0.137295,3.78726,0.263744,,,15.3025,-3.56687,0.0,-0.0670762,-0.0670762,0.256193,-4.180778004229069,1.5676206350326538,78.4903,139.7,3.775675675,139.7,3.775675675,999.0,0.0,1B,/players/jacob-gonzalez/33225/stats/batting,1B,27.0,27.0,NL,Jacob Gonzalez,694378,33225,33225
CHW,White Sox,16.0,56.919,62.2093,12.1647,7.86181,2.28783,0.11758,1.89743,6.30734,6.64092,3.81779,0.0637458,15.7691,0.580484,0.484175,0.407867,1.01387,0.570458,0.184095,0.213719,0.268002,0.358052,0.626054,0.275142,0.0613701,0.253485,0.242106,0.144333,3.71698,0.258382,,,5.31381,-2.10976,1.05,-0.0282492,-0.0282492,0.247636,-2.0578438118100166,2.2845678329467773,72.2742,51.7,3.23125,51.7,3.23125,999.0,0.0,C,/players/drew-romo/27763/stats/batting,C,4.0,4.0,AL,Drew Romo,691011,27763,27763
TBR,Rays,32.0,125.241,136.882,31.5277,23.2332,6.13873,0.614351,1.54144,14.9083,12.3579,9.24953,0.202738,28.2055,1.10811,0.716277,0.56674,2.96916,2.80396,0.887274,0.251736,0.307269,0.347486,0.654755,0.2914,0.0675731,0.206057,0.327933,0.0957492,5.00645,0.311674,,,13.4981,-2.83629,-0.57,0.0121186,0.0121186,0.245373,-2.7496240278705955,0.2888298034667969,82.8538,129.0,4.03125,129.0,4.03125,999.0,0.00628931,2B/3B,/players/ben-williamson/33197/stats/batting,2B/3B,12.0,12.0,AL,Ben Williamson,810938,33197,33197
DET,Tigers,16.0,65.6358,71.5023,16.6322,11.2905,2.87877,0.518507,1.94443,8.82635,7.90165,4.43603,0.109545,15.2688,0.703375,0.521007,0.206089,1.14323,1.1824,0.400552,0.253401,0.305368,0.401934,0.707302,0.309132,0.0620404,0.213543,0.290528,0.148533,5.44261,0.300096,,,8.07976,-0.452756,0.0,-0.0179619,-0.0179619,0.244988,-0.3780325409024954,0.24691356718540192,95.7205,79.3,4.95625,79.3,4.95625,999.0,0.01785714,2B,/players/hao-yu-lee/30080/stats/batting,2B,6.0,6.0,AL,Hao-Yu  Lee,701678,30080,30080
ARI,Diamondbacks,41.0,161.143,180.536,38.552,24.1469,8.25234,0.419291,5.73354,20.9184,23.4269,15.8925,0.485432,34.9953,1.79103,1.38143,0.327443,3.11753,0.573249,0.182445,0.239241,0.312059,0.402397,0.714455,0.313437,0.0880295,0.193841,0.454132,0.163156,2.89253,0.269455,,,21.0314,-0.512362,0.28,-0.184676,-0.184676,0.241047,-1.1270336359739304,-2.36496040225029,95.6843,192.9,4.704878048,192.9,4.704878048,999.0,0.01324503,OF,/players/max-kepler/12144/stats/batting,OF,15.0,15.0,NL,Max Kepler,596146,12144,12144
TBR,Rays,21.0,81.3339,89.6132,17.6821,10.4237,3.47678,0.58403,3.19753,10.9996,10.607,6.72716,0.0800416,30.2774,0.751075,0.494135,0.306943,0.971333,2.07037,0.635266,0.217401,0.281731,0.39245,0.674181,0.294845,0.0750688,0.337867,0.222184,0.175049,5.94928,0.299557,,,9.0874,-1.60634,-0.29,0.0541429,0.0541429,0.236199,-1.503391120582819,0.6390123665332794,85.2295,87.4,4.161904761,87.4,4.161904761,724.5499877929688,0.04545455,SS,/players/carson-williams/30038/stats/batting,SS,12.0,12.0,AL,Carson Williams,700246,30038,30038
CLE,Guardians,17.0,63.4118,71.929,15.1113,8.91887,2.75484,0.157811,3.2798,9.15639,9.97024,6.83899,0.172184,18.7801,1.08286,0.490661,0.104613,1.13301,0.431366,0.125326,0.238304,0.320688,0.441892,0.76258,0.332226,0.0950797,0.261092,0.364162,0.203588,3.34689,0.282763,,,9.47598,0.89255,0.01,-0.0558792,-0.0558792,0.232484,1.0527995079755783,-1.322715988382697,113.099,81.9,4.817647058,81.9,4.817647058,999.0,0.54455446,DH,/players/david-fry/24934/stats/batting,DH,5.0,5.0,AL,David Fry,681807,24934,24934
TBR,Rays,33.0,116.597,128.019,26.1514,18.4928,4.83188,0.355913,2.47077,12.1008,12.0916,6.27493,0.0989215,20.3835,2.19107,0.87278,2.04217,2.76228,0.589323,0.199176,0.224289,0.274882,0.335408,0.610289,0.270741,0.0490156,0.159222,0.307844,0.111118,3.21514,0.250283,,,10.4779,-4.79883,0.0,-0.11005,-0.11005,0.230356,-4.83915638178587,2.5462963581085205,68.6069,87.8,2.66060606,87.8,2.66060606,999.0,0.03030303,C,/players/nick-fortes/21538/stats/batting,C,12.0,12.0,AL,Nick Fortes,663743,21538,21538
NYM,Mets,38.0,145.043,161.132,33.6094,22.8315,5.86389,0.194018,4.72,18.548,17.6786,13.3941,0.168352,42.4125,1.27986,0.903292,0.333717,3.17716,1.66237,0.583107,0.231719,0.300605,0.372449,0.673054,0.298077,0.0831252,0.263216,0.315806,0.14073,3.54942,0.29236,,,16.7624,-2.46578,-0.25,-0.11138,-0.11138,0.229898,-2.1344222128391266,-0.8364197611808777,89.6193,152.8,4.021052631,152.8,4.021052631,292.9200134277344,0.0242915,3B,/players/brett-baty/26123/stats/batting,3B,25.0,25.0,NL,Brett Baty,683146,26123,26123
LAA,Angels,17.0,58.7866,65.4955,13.2751,8.36484,2.4937,0.141726,2.27479,6.98191,7.68383,4.32886,0.0162193,17.2683,0.907722,0.403969,0.107718,1.18511,0.19378,0.0608757,0.225818,0.287327,0.389146,0.676473,0.297027,0.0660941,0.263657,0.250682,0.163328,2.85831,0.277452,,,6.75765,-1.05806,-0.15,-0.0599819,-0.0599819,0.229514,-1.1054467596113682,1.0358024537563324,86.4348,53.4,3.14117647,53.4,3.14117647,999.0,0.04,C,/players/travis-darnaud/7739/stats/batting,C,1.0,1.0,AL,Travis d'Arnaud,518595,7739,7739
CHC,Cubs,20.0,79.0649,87.8146,19.5283,12.927,3.23075,0.748432,2.62214,11.7208,9.72481,6.99013,0.111398,17.1196,0.874245,0.614767,0.270538,1.35128,2.68929,0.736196,0.246991,0.312902,0.406278,0.71918,0.31526,0.079601,0.194952,0.408311,0.159287,6.25086,0.282061,,,10.3598,-0.119316,0.27,0.120599,0.120599,0.229174,0.08397337049245834,-0.6765020191669464,99.6552,102.5,5.125,102.5,5.125,336.67999267578125,0.06043956,3B,/players/matt-shaw/33322/stats/batting,3B,17.0,17.0,NL,Matt Shaw,807713,33322,33322
SFG,Giants,16.0,56.4777,63.8052,12.3948,8.28519,2.42258,0.0797543,1.60727,6.97765,6.33134,5.64596,0.175542,18.8818,1.17354,0.352219,0.155716,1.09313,0.568242,0.20481,0.219463,0.301877,0.350557,0.652434,0.291656,0.0884875,0.295928,0.299017,0.131094,3.43233,0.296842,,,6.30514,-1.30886,0.2,-0.0520679,-0.0520679,0.228262,-1.2549397945404053,1.4345678836107254,84.4129,58.7,3.66875,58.7,3.66875,999.0,0.0,C,/players/drew-cavanaugh/33380/stats/batting,C,30.0,30.0,NL,Drew Cavanaugh,701852,33380,33380
SFG,Giants,29.0,104.12,112.656,24.0054,17.1994,4.02443,0.389048,2.39246,11.8258,10.773,6.2131,0.0764213,30.2001,1.20847,0.729783,0.384389,2.09316,1.27772,0.421341,0.230555,0.279919,0.345613,0.625532,0.276746,0.0551511,0.268074,0.205731,0.115058,4.26063,0.29911,,,9.76952,-3.67396,-0.11,-0.0520089,-0.0520089,0.228121,-3.5388286262750626,2.1276542097330093,74.4096,83.7,2.886206896,83.7,2.886206896,999.0,0.0,C,/players/daniel-susac/31441/stats/batting,C,30.0,30.0,NL,Daniel Susac,691740,31441,31441
SFG,Giants,13.0,47.279,51.8417,12.2379,9.14371,2.06911,0.19446,0.830567,5.90098,4.93423,3.70791,0.198327,7.66863,0.396029,0.369651,0.089058,1.10044,0.975547,0.308611,0.258843,0.315767,0.363535,0.679302,0.300462,0.0715236,0.147924,0.483516,0.104692,4.61883,0.291378,,,5.49341,-0.692968,0.39,-0.00349911,-0.00349911,0.22426,-0.6103500362951308,1.1396750807762146,90.3216,49.3,3.792307692,49.3,3.792307692,999.0,0.0,C/OF,/players/jesus-rodriguez/26991/stats/batting,C/OF,30.0,30.0,NL,Jesus Rodriguez,683679,26991,26991
MIA,Marlins,22.0,82.4108,92.8914,19.0611,12.5848,3.68346,0.481718,2.31112,12.9419,8.06698,7.22285,0.0816089,23.6006,2.03393,0.516856,0.608229,1.11994,7.65496,1.61712,0.231294,0.307188,0.371813,0.679,0.301832,0.0777558,0.254067,0.306045,0.140519,7.76029,0.293778,,,9.94649,-1.13844,0.23,0.742453,0.742453,0.222046,-0.6569099426269531,-0.17123456299304962,87.5446,91.4,4.154545454,91.4,4.154545454,748.530029296875,0.0,OF,/players/esteury-ruiz/21780/stats/batting,OF,20.0,20.0,NL,Esteury Ruiz,665923,21780,21780
STL,Cardinals,23.0,86.1251,97.0038,21.0163,14.5942,4.1288,0.290412,2.00295,11.4938,9.5381,8.12918,0.239996,12.967,1.32571,0.652679,0.771101,1.90433,2.28171,0.705513,0.244021,0.316641,0.368473,0.685114,0.304403,0.0838027,0.133675,0.626912,0.124452,4.96388,0.264781,,,10.5892,-0.98642,-0.25,0.034884,0.034884,0.22102,-0.8188874684274197,-0.15319866687059402,92.723,90.0,3.913043478,90.0,3.913043478,999.0,0.02272727,2B/3B/OF,/players/jose-fermin/21746/stats/batting,2B/3B/OF,28.0,28.0,NL,José Fermín,665877,21746,21746
PIT,Pirates,34.0,124.731,143.484,29.7139,18.4062,4.99658,0.0739848,6.23707,17.7708,19.4334,16.6584,0.313443,36.8349,0.910212,1.02638,0.157342,2.37431,0.162853,0.0532278,0.238223,0.329894,0.42948,0.759374,0.332935,0.1161,0.256719,0.452245,0.191257,1.78012,0.283928,,,18.9852,1.86301,0.0,-0.182409,-0.182409,0.220608,1.1844046413898468,-3.672839403152466,107.876,167.9,4.938235294,167.9,4.938235294,377.510009765625,1.0,DH/OF,/players/marcell-ozuna/10324/stats/batting,DH/OF,27.0,27.0,NL,Marcell Ozuna,542303,10324,10324
WSN,Nationals,42.0,155.963,176.518,36.3057,29.1746,5.05773,0.68131,1.39207,21.6068,9.89904,15.7359,0.171687,40.6742,0.810696,1.12671,2.88238,2.8531,13.8476,2.73984,0.232785,0.304386,0.300728,0.605113,0.275145,0.0891462,0.230424,0.386878,0.0679429,6.9897,0.303536,,,15.0783,-5.98605,0.48,1.38655,1.38655,0.219248,-4.80771803855896,1.2310287654399872,70.9864,144.4,3.438095238,144.4,3.438095238,583.0999755859375,0.00793651,2B/SS,/players/nasim-nunez/25979/stats/batting,2B/SS,24.0,24.0,NL,Nasim Nuñez,683083,25979,25979
