Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,UPURL,positionDB,teamid,playerTeamId,League,PlayerName,xMLBAMID,playerids,playerid
MIA,Marlins,0,0,1,1,0,0,,4.01533,18,4,3,2,1,3,2,0.0,0,5.29733,1.50321,5.73822,3.65671,1.56923,1.33311,0.1435,0.0914465,0.052053965628147125,,0.275162,0.29643,0.663926,5.15547,7.013437271118166,1.7466655012922834,7.07664680480957,1.7624075558061534,0.00836788,-0.0389702,0,999.0,/players/alexander-williams/sa3020314/stats/pitching,P,20.0,,NL,Alex Williams,677354,sa3020314,sa3020314
PIT,Pirates,0,0,1,1,0,0,,4.14355,17,4,3,3,1,2,2,0.0,0,5.43253,1.46547,5.13334,3.83033,1.34018,1.18417,0.135502,0.101108,0.034394845366477966,,0.278439,0.2995,0.629216,5.1287,5.962262344360356,1.438926484052527,5.717744827270508,1.3799148688578093,0.0083484,-0.0301962,0,999.0,/players/dominic-perachi/sa3020841/stats/pitching,P,27.0,,NL,Dominic Perachi,806270,sa3020841,sa3020841
ATL,Braves,0,0,1,1,0,0,,2.13657,10,2,1,1,0,2,1,0.0,0,4.65152,1.5711,8.54147,4.18623,2.04037,1.45716,0.193178,0.0946779,0.09850014746189117,,0.25184,0.287771,0.748721,4.90575,11.61063370704651,5.434234390861373,11.682860612869263,5.468039430747292,0.00827062,0.0349717,0,999.0,/players/kevin-kilpatrick/sa3019891/stats/batting,OF,16.0,,NL,Kevin Kilpatrick Jr.,687201,sa3019891,sa3019891
MIA,Marlins,0,0,1,1,0,0,,2.01664,9,2,1,1,0,1,1,0.0,0,5.13707,1.48589,5.29862,3.82525,1.38517,1.05939,0.136373,0.0984522,0.03792087733745575,,0.276109,0.300775,0.652843,4.91268,8.723126792907717,4.325577284392929,9.0831937789917,4.504125368450472,0.00825614,0.0281567,0,999.0,/players/jake-walkinshaw/sa3010317/stats/pitching,P,20.0,,NL,Jake Walkinshaw,688445,sa3010317,sa3010317
TBR,Rays,0,0,1,1,0,0,,4.30042,18,4,3,3,1,3,2,0.0,0,5.25756,1.41903,6.2977,4.42689,1.4226,1.34524,0.167231,0.117553,0.04967796057462692,,0.254614,0.27852,0.645567,5.30741,9.123085403442383,2.121442064136585,8.502084732055664,1.9770373054526698,0.00820122,-0.029911,0,999.0,/players/trevor-harrison/sa3023629/stats/pitching,P,12.0,,AL,Trevor Harrison,807314,sa3023629,sa3023629
ATL,Braves,0,0,1,1,0,0,,3.50009,14,4,2,2,1,2,1,0.0,0,5.18156,1.35491,5.71412,3.11622,1.83367,1.37053,0.153279,0.0835915,0.06968792527914047,,0.268974,0.289039,0.635962,5.02127,4.200700426101685,1.2001676650344972,5.500473260879517,1.5715212894199984,0.0081525,0.0209399,0,999.0,/players/riley-frey/sa3022909/stats/pitching,P,16.0,,NL,Riley Frey,811319,sa3022909,sa3022909
TBR,Rays,0,0,1,1,0,0,,2.56709,10,2,2,1,0,2,1,0.0,0,5.2383,1.29517,5.58522,3.27293,1.70649,1.43773,0.155471,0.0911058,0.06436499953269958,,0.259996,0.275388,0.615446,5.19719,14.796459197998047,5.763905627040465,13.835445404052734,5.38954627927608,0.00814214,-0.0386349,0,999.0,/players/hayden-snelsire/sa3023138/stats/pitching,P,12.0,,AL,Hayden Snelsire,814388,sa3023138,sa3023138
SEA,Mariners,0,0,1,1,0,0,,4.38112,19,4,3,2,1,3,2,0.0,0,4.84853,1.381,5.14029,3.2008,1.60594,1.2211,0.132698,0.0826292,0.05006832629442215,,0.262848,0.278536,0.66546,4.9661,9.720289516448974,2.2186767451668636,8.905601024627686,2.032722365073534,0.00813963,-0.0464413,0,999.0,/players/nico-tellache/sa3067257/stats/pitching,P,11.0,,AL,Nico Tellache,688548,sa3067257,sa3067257
MIA,Marlins,1,0,0,15,0,0,,15.0,60,13,8,7,2,14,6,,1,4.38351,1.32802,8.60552,4.01151,2.14521,1.08169,0.231989,0.108143,0.12384619563817978,,0.243264,0.298801,0.686395,4.2401,59.60000000000001,3.973333333333334,56.0,3.7333333333333334,0.00811807,-0.0120088,0,999.0,/players/joshua-white/31738/stats/pitching,P,20.0,20.0,NL,Josh White,687985,31738,31738
MIN,Twins,0,0,1,1,0,0,,2.9872,13,3,2,2,0,2,1,0.0,0,5.16874,1.42576,6.28218,3.6757,1.70911,1.40728,0.161714,0.0946188,0.06709526479244232,,0.263655,0.286589,0.661635,5.1451,15.30525016784668,5.123617709914305,15.935979843139648,5.33476210148319,0.00811229,-0.0141948,0,999.0,/players/trent-baker/sa3017504/stats/pitching,P,8.0,,AL,Trent Baker,694536,sa3017504,sa3017504
PHI,Phillies,0,0,1,1,0,0,,3.75027,16,4,2,2,1,3,2,0.0,0,5.32059,1.45745,6.11959,4.03935,1.51499,1.34586,0.158617,0.104698,0.05391877889633179,,0.266302,0.290425,0.650396,5.21699,5.052018356323247,1.3471069151362802,5.751363754272461,1.5335854580075607,0.00810411,0.0388377,0,999.0,/players/luke-gabrysh/sa3031808/stats/pitching,P,26.0,,NL,Luke Gabrysh,826939,sa3031808,sa3031808
NYM,Mets,0,0,1,1,0,0,,2.32142,10,2,1,1,0,2,1,0.0,0,4.88846,1.35119,6.05839,3.52055,1.72087,1.30045,0.160683,0.0933733,0.0673096776008606,,0.255975,0.278072,0.659711,4.98393,12.97848472595215,5.590760099285921,12.607084274291992,5.430771404931924,0.00809928,0.0428707,0,999.0,/players/dakota-hawkins/sa3023103/stats/pitching,P,25.0,,NL,Dakota Hawkins,809950,sa3023103,sa3023103
MIN,Twins,0,0,1,1,0,0,,2.76327,13,3,2,2,0,3,1,0.0,0,4.961,1.52337,8.94285,4.87041,1.83616,1.50601,0.215409,0.117315,0.09809418767690659,,0.244606,0.28547,0.714696,5.11521,15.648211383819579,5.6629287553185925,16.816359043121338,6.085669527925879,0.00807299,-0.0274172,0,999.0,/players/alejandro-hidalgo/sa3015151/stats/pitching,P,8.0,,AL,Alejandro Hidalgo,691576,sa3015151,sa3015151
ATH,Athletics,0,0,1,1,0,0,,5.19486,21,5,4,3,1,3,2,0.0,0,5.59431,1.40101,5.2995,3.31196,1.60011,1.43033,0.142574,0.0891024,0.05347112566232681,,0.278023,0.294523,0.61272,5.26688,13.141981506347658,2.5298035984673253,12.974311828613281,2.4975275407144357,0.00793865,-0.0658163,0,999.0,/players/nathaniel-taylor/sa3043592/stats/pitching,P,10.0,,AL,Zane Taylor,823990,sa3043592,sa3043592
,,0,0,1,1,0,0,,3.58539,15,3,2,2,1,3,2,0.0,0,5.09215,1.40564,7.09398,4.46597,1.58845,1.44197,0.185409,0.116723,0.06868606805801392,,0.24557,0.271956,0.666764,5.2853,6.431900787353521,1.7939184307934248,4.926959991455078,1.3741760995181347,0.00790123,0.0182341,0,999.0,/players/bailey-dees/sa3017946/stats/pitching,P,-1.0,,,Bailey Dees,676442,sa3017946,sa3017946
NYY,Yankees,0,0,1,1,0,0,,4.26029,18,4,3,2,1,3,2,0.0,0,5.18824,1.35488,6.60855,4.07622,1.62124,1.50413,0.177267,0.10934,0.06792698800563812,,0.247796,0.268333,0.647022,5.34604,8.826150608062749,2.071725004160849,8.301453113555908,1.9485649803564327,0.00785981,-0.0376457,0,999.0,/players/bryce-cunningham/sa3029687/stats/pitching,P,9.0,,AL,Bryce Cunningham,701480,sa3029687,sa3029687
MIL,Brewers,0,0,1,1,0,0,,4.50484,20,5,3,3,1,3,2,0.0,0,5.01181,1.46104,6.29536,4.1241,1.52648,1.3342,0.158338,0.103727,0.05461040884256363,,0.25663,0.279281,0.680352,5.19353,8.035811710357667,1.7838175705249304,9.524197101593018,2.114214561929806,0.00784318,-0.016366,0,999.0,/players/brett-wichrowski/sa3023366/stats/pitching,P,23.0,,NL,Brett Wichrowski,814489,sa3023366,sa3023366
MIN,Twins,0,0,1,1,0,0,,2.70261,12,3,2,2,0,2,1,0.0,0,5.11381,1.41384,7.0882,3.92348,1.80661,1.46487,0.182816,0.101192,0.08162306249141693,,0.255866,0.283863,0.668854,5.13428,13.199300003051757,4.88391193730173,14.513040542602539,5.370012950396805,0.00779283,-0.0309698,0,999.0,/players/kolten-smith/sa3042589/stats/pitching,P,8.0,,AL,Kolten Smith,701368,sa3042589,sa3042589
LAD,Dodgers,0,0,1,1,0,0,,2.57921,11,2,2,1,0,2,1,0.0,0,4.99589,1.49136,7.98828,5.21809,1.53088,1.33654,0.20161,0.131695,0.06991434097290039,,0.241988,0.279417,0.689601,5.19703,14.886177253723147,5.771596386912042,13.896065711975098,5.387715145973324,0.00776212,-0.0364436,0,999.0,/players/jerming-rosario/sa3008678/stats/pitching,P,22.0,,NL,Jerming Rosario,682645,sa3008678,sa3008678
STL,Cardinals,0,0,1,1,0,0,,4.28118,18,4,3,2,1,4,2,0.0,0,5.11312,1.50756,7.53359,5.18005,1.45435,1.18128,0.19388,0.133311,0.06056948006153107,,0.25278,0.294534,0.670073,5.05858,10.980759525299073,2.5648886486551508,10.405918598175049,2.4306171562901766,0.007754,-0.0332029,0,999.0,/players/braden-davis/sa3029886/stats/pitching,P,28.0,,NL,Braden Davis,801078,sa3029886,sa3029886
NYY,Yankees,2,1,0,29,0,5,,29.0,125,28,16,14,4,23,11,,1,4.39968,1.33113,7.15433,3.26954,2.18818,1.18422,0.186046,0.0850234,0.10102292150259018,,0.250612,0.284887,0.695078,4.45897,122.60000000000004,4.227586206896553,123.0,4.241379310344827,0.00775088,-0.0655464,0,999.0,/players/paul-blackburn/14739/stats/pitching,P,9.0,9.0,AL,Paul Blackburn,621112,14739,14739
MIA,Marlins,0,0,1,1,0,0,,2.32417,11,2,1,1,0,2,1,0.0,0,4.93853,1.56346,8.09248,5.09075,1.58964,1.25997,0.196061,0.123336,0.07272442430257797,,0.251736,0.293314,0.705051,5.024,12.998825311660767,5.59289983840188,12.620827913284302,5.430261943237648,0.00772713,0.0480229,0,999.0,/players/michael-perez/sa3019721/stats/pitching,P,20.0,,NL,Michael Perez,805872,sa3019721,sa3019721
ATL,Braves,0,0,1,1,0,0,,2.98481,13,3,2,2,0,2,1,0.0,0,4.97957,1.41707,7.51862,4.31501,1.74243,1.3381,0.195643,0.112282,0.08336175233125687,,0.250751,0.28635,0.672305,4.98939,15.287580728530884,5.121796668523283,15.924041032791138,5.3350299016877525,0.00769575,-0.0105327,0,999.0,/players/luis-vargas/sa3009592/stats/pitching,P,16.0,,NL,Luis Vargas,682855,sa3009592,sa3009592
SEA,Mariners,1,1,0,12,0,0,,12.0,54,11,5,5,1,13,6,,1,3.64455,1.32698,9.65773,4.24214,2.27662,1.00109,0.244279,0.107299,0.136979840695858,,0.221124,0.277228,0.755332,3.97603,52.90000000000001,4.408333333333334,52.0,4.333333333333333,0.00764729,0.0223585,0,999.0,/players/troy-taylor/31883/stats/pitching,P,11.0,11.0,AL,Troy Taylor,700187,31883,31883
SEA,Mariners,0,0,1,1,0,0,,2.38476,11,2,1,1,0,2,1,0.0,0,4.56021,1.43206,6.99961,3.87685,1.80549,1.23532,0.173286,0.0959772,0.07730844616889954,,0.249956,0.279543,0.708642,4.81083,13.44719858169556,5.638813947940864,12.92378282546997,5.419330012395033,0.00764274,0.0403865,0,999.0,/players/jacob-denner/sa3067451/stats/pitching,P,11.0,,AL,Jacob Denner,693527,sa3067451,sa3067451
WSN,Nationals,0,0,1,1,0,0,,2.74755,12,3,2,2,0,2,1,0.0,0,5.40157,1.4561,5.48625,2.79496,1.96291,1.4667,0.138793,0.0707078,0.06808506697416306,,0.28392,0.301202,0.651965,5.10643,13.53190360069275,4.925071877761338,14.737772703170776,5.363960017976273,0.00761438,-0.0256147,0,999.0,/players/griffin-shuman/sa3011187/stats/pitching,P,24.0,,NL,Seth Shuman,670234,sa3011187,sa3011187
CIN,Reds,0,0,1,1,0,0,,2.54068,12,2,2,1,0,2,2,0.0,0,5.08161,1.59255,8.58242,6.06346,1.41543,1.29599,0.209285,0.14786,0.06142573058605194,,0.240364,0.284336,0.701576,5.30134,11.601024436950684,4.566111869133796,10.703394889831543,4.212808852537165,0.00760972,-0.0291344,0,999.0,/players/anyer-laureano/sa3019123/stats/pitching,P,18.0,,NL,Anyer Laureano,703242,sa3019123,sa3019123
CHW,White Sox,0,0,0,7,0,0,,7.0,32,6,4,3,1,8,3,,0,4.03381,1.28312,9.71569,3.99708,2.4307,1.26303,0.254005,0.104499,0.14950623363256454,,0.223381,0.275492,0.730306,4.25355,30.900000000000013,4.414285714285716,29.0,4.142857142857143,0.00759482,-0.0125119,0,717.510009765625,/players/jordan-leasure/29950/stats/pitching,P,4.0,4.0,AL,Jordan Leasure,673929,29950,29950
MIA,Marlins,0,0,1,1,0,0,,2.91637,13,3,2,2,0,2,2,0.0,0,5.06962,1.57783,7.25698,4.69944,1.54422,1.27077,0.174771,0.113178,0.061593830585479736,,0.261569,0.2961,0.697453,5.09122,11.781117963790894,4.0396550854466815,12.581836462020874,4.314215323560547,0.00752533,-0.0130184,0,999.0,/players/peyton-fosher/sa3031567/stats/pitching,P,20.0,,NL,Peyton Fosher,833439,sa3031567,sa3031567
MIA,Marlins,0,0,1,1,0,0,,3.78775,17,4,3,2,1,2,2,0.0,0,5.45029,1.52049,5.18085,3.63275,1.42615,1.23984,0.131222,0.0920113,0.039210692048072815,,0.283937,0.304062,0.647061,5.13496,3.329339456558232,0.8789758323315177,3.9387428760528564,1.0398638657883703,0.00750592,-0.0518885,0,999.0,/players/manuel-genao/sa3024519/stats/pitching,P,20.0,,NL,Manuel Genao,808510,sa3024519,sa3024519
PIT,Pirates,0,0,1,1,0,0,,3.16569,13,3,2,2,0,2,1,0.0,0,5.39385,1.37673,4.81576,3.5778,1.34601,1.17732,0.133472,0.0991614,0.03431102633476257,,0.27467,0.292638,0.605019,5.09744,16.626080894470217,5.251966778963948,16.8284330368042,5.3158872383876545,0.00748505,0.00307384,0,999.0,/players/robinson-smith/sa3068778/stats/pitching,P,27.0,,NL,Robinson Smith,829723,sa3068778,sa3068778
ATH,Athletics,1,0,1,9,0,0,,13.0,57,13,8,7,2,11,7,,1,5.02507,1.54698,7.65207,5.09365,1.50228,1.1889,0.190261,0.126649,0.06361283361911774,,0.255011,0.296344,0.68805,4.98809,35.8,2.753846153846154,37.0,2.8461538461538463,0.0074753,-0.0565845,1,999.0,/players/braden-nett/sa3020336/stats/pitching,P,10.0,,AL,Braden Nett,804556,sa3020336,sa3020336
STL,Cardinals,0,0,1,1,0,0,,3.17417,13,3,2,2,1,2,1,0.0,0,5.16952,1.30433,6.46308,3.40855,1.89614,1.45179,0.17854,0.0941595,0.08437998592853546,,0.257286,0.281184,0.627698,5.06987,4.3888740062713625,1.382683036987502,3.8708608150482178,1.2194867248089019,0.00743382,-0.00420834,0,999.0,/players/payton-graham/sa3032565/stats/pitching,P,28.0,,NL,Payton Graham,804979,sa3032565,sa3032565
NYM,Mets,0,0,1,1,0,0,,2.00008,9,2,1,1,0,2,1,0.0,0,4.60374,1.5044,8.77671,5.10085,1.72064,1.31771,0.212168,0.123308,0.0888603925704956,,0.236024,0.277522,0.727787,4.95908,10.600599861145021,5.300085111983052,11.000405311584473,5.499979735242131,0.00742252,0.022248,0,999.0,/players/saul-garcia/sa3017106/stats/pitching,P,25.0,,NL,Saul Garcia,702903,sa3017106,sa3017106
SFG,Giants,0,0,1,1,0,0,,3.6839,16,4,2,2,1,3,2,0.0,0,5.03645,1.4087,6.67138,3.8675,1.72499,1.30679,0.174488,0.101153,0.07333467155694962,,0.259744,0.28925,0.661586,4.97781,4.560880279541012,1.2380566483002704,5.419513702392578,1.4711337633437678,0.00735676,0.0265659,0,999.0,/players/cody-delvecchio/sa3030108/stats/pitching,P,30.0,,NL,Cody Delvecchio,805149,sa3030108,sa3030108
COL,Rockies,0,0,1,1,0,0,,4.89805,20,5,4,3,1,2,2,0.0,0,6.30942,1.45934,4.50051,3.6337,1.23855,1.39689,0.124946,0.100881,0.024064943194389343,,0.297196,0.310844,0.55847,5.50372,8.94554052352905,1.8263488119633011,9.490230083465576,1.9375542922875284,0.00730314,-0.0378528,0,999.0,/players/yeremmy-cabeza/sa3024202/stats/pitching,P,19.0,,NL,Yeremmy Cabeza,807955,sa3024202,sa3024202
KCR,Royals,0,0,1,1,0,0,,2.84509,11,3,2,2,0,2,1,0.0,0,5.51376,1.34657,5.87515,3.51897,1.66956,1.36618,0.164809,0.098714,0.06609538197517395,,0.271156,0.295562,0.597359,5.11335,14.253661823272704,5.009916962550604,15.225447177886963,5.351482799624911,0.00730159,-0.0184858,0,999.0,/players/cameron-millar/sa3069267/stats/pitching,P,7.0,,AL,Cameron Millar,832698,sa3069267,sa3069267
SFG,Giants,0,0,1,1,0,0,,2.87783,12,3,2,2,0,2,1,0.0,0,4.97161,1.41189,6.92389,3.91964,1.76646,1.28552,0.180448,0.102152,0.07829581946134567,,0.258431,0.290845,0.667164,4.90931,14.495951032638551,5.037109518007499,15.389156103134155,5.3474838944106615,0.0072916,-0.0224432,0,999.0,/players/nicholas-zwack/sa3017867/stats/pitching,P,30.0,,NL,Nick Zwack,686873,sa3017867,sa3017867
BOS,Red Sox,0,0,1,1,0,0,,3.10991,15,3,2,2,0,3,2,0.0,0,5.14892,1.71005,7.55061,5.6246,1.34243,1.12438,0.175206,0.130514,0.04469148814678192,,0.264462,0.305868,0.706897,5.13742,15.213332319259646,4.891888649620087,15.549548864364624,5.0,0.00728689,-0.000541181,0,999.0,/players/marcus-phillips/sa3039870/stats/pitching,P,3.0,,AL,Marcus Phillips,815071,sa3039870,sa3039870
TBR,Rays,0,0,1,1,0,0,,2.20855,10,2,1,1,0,2,1,0.0,0,4.83337,1.47882,8.56805,5.06258,1.69243,1.47043,0.210747,0.124523,0.0862232968211174,,0.23503,0.270516,0.713755,5.2109,12.143280410766604,5.498301000848939,12.042757034301758,5.452785475988348,0.00727563,0.0373258,0,999.0,/players/yereny-teus/sa3020978/stats/pitching,P,12.0,,AL,Yereny Teus,806711,sa3020978,sa3020978
CHW,White Sox,0,0,1,1,0,0,,2.61382,11,2,2,1,0,2,2,0.0,0,5.16032,1.47139,7.58189,5.22085,1.45223,1.33883,0.196416,0.135251,0.06116485595703125,,0.243914,0.27884,0.669092,5.28875,12.142261505126953,4.645410006173407,11.069095611572266,4.234836112825946,0.00727183,-0.037066,0,999.0,/players/thomas-vail/sa3023413/stats/pitching,P,4.0,,AL,Tommy Vail,694761,sa3023413,sa3023413
KCR,Royals,1,1,0,21,0,0,,21.0,89,20,11,10,3,19,8,,1,4.40189,1.35335,8.19446,3.57816,2.29013,1.17866,0.212567,0.0928187,0.11974823474884033,,0.249092,0.295042,0.700125,4.32633,77.5,3.6904761904761907,77.0,3.6666666666666665,0.00710829,0.00160242,0,999.0,/players/nick-mears/25376/stats/pitching,P,7.0,7.0,AL,Nick Mears,683232,25376,25376
SDP,Padres,0,0,1,1,0,0,,3.87844,17,4,2,2,1,3,2,0.0,0,4.86262,1.4603,7.31912,4.85712,1.50689,1.28653,0.185658,0.123207,0.062451720237731934,,0.24314,0.274777,0.69053,5.14864,6.0004429340362595,1.5471286563041107,6.392191171646118,1.6481353538305472,0.00709633,0.0358694,0,999.0,/players/miguel-mendez/sa3015506/stats/pitching,P,29.0,,NL,Miguel Mendez,700280,sa3015506,sa3015506
LAD,Dodgers,0,0,1,1,0,0,,4.25737,19,5,3,3,1,3,1,0.0,0,5.32429,1.46533,5.43948,3.13154,1.737,1.57018,0.134292,0.0773127,0.056979283690452576,,0.272285,0.283596,0.670872,5.3849,9.204541492462159,2.1620250229801625,11.286852359771729,2.651132297300521,0.00705603,-0.0300293,0,999.0,/players/cole-irvin/19244/stats/pitching,P,22.0,22.0,NL,Cole Irvin,608344,19244,19244
MIL,Brewers,0,0,1,1,0,0,,3.83178,16,4,2,2,1,3,2,0.0,0,5.05775,1.3999,6.29093,4.13232,1.52237,1.33069,0.165455,0.108682,0.056772634387016296,,0.253213,0.276423,0.658983,5.18747,5.655176973342892,1.475861344194028,6.158903360366821,1.607321474648563,0.00704406,0.0392363,0,999.0,/players/bishop-letson/sa3023526/stats/pitching,P,23.0,,NL,Bishop Letson,811309,sa3023526,sa3023526
DET,Tigers,0,0,1,1,0,0,,2.4572,11,3,2,1,0,2,1,0.0,0,5.04483,1.52725,6.49339,4.20211,1.54527,1.27363,0.158971,0.102876,0.056095272302627563,,0.263871,0.29119,0.688438,5.09192,11.38325743675232,4.6326190631667385,13.285984754562378,5.406967784828421,0.0070403,-0.0461356,0,999.0,/players/cale-wetwiska/sa3069168/stats/pitching,P,6.0,,AL,Cale Wetwiska,835054,sa3069168,sa3069168
COL,Rockies,0,0,1,1,0,0,,2.67456,11,3,2,2,0,1,1,0.0,0,6.07304,1.49523,4.26881,3.2642,1.30776,1.35461,0.113683,0.0869294,0.02675371617078781,,0.300975,0.312939,0.590279,5.37116,10.991735696792603,4.109737791690843,12.372794389724731,4.626106567237596,0.0069988,-0.00717448,0,999.0,/players/fisher-jameson/sa3034551/stats/pitching,P,19.0,,NL,Fisher Jameson,701404,sa3034551,sa3034551
SDP,Padres,0,0,1,1,0,0,,3.22822,14,3,2,2,0,2,1,0.0,0,5.0765,1.43972,5.12199,3.47888,1.47231,1.21378,0.131206,0.0891156,0.042090363800525665,,0.269893,0.287132,0.65844,5.05618,17.08884377479553,5.2935774173762535,17.14111065864563,5.309768026856434,0.00698549,-0.00418027,0,999.0,/players/miguel-cienfuegos/sa3020816/stats/pitching,P,29.0,,NL,Miguel Cienfuegos,800550,sa3020816,sa3020816
WSN,Nationals,0,0,1,1,0,0,,3.35003,15,4,2,2,1,2,1,0.0,0,5.3126,1.4391,5.49102,3.32081,1.65352,1.40363,0.140936,0.0852342,0.055702030658721924,,0.273557,0.290597,0.650724,5.19377,3.0902233600616444,0.9224464230240523,4.750150918960571,1.4179427224096144,0.00695896,0.0107163,0,999.0,/players/aaron-shortridge/sa3006759/stats/pitching,P,24.0,,NL,Aaron Shortridge,663336,sa3006759,sa3006759
MIN,Twins,0,0,0,8,0,0,,8.0,36,7,4,4,1,9,4,,0,3.99649,1.3862,9.58181,4.59698,2.08437,0.997897,0.244069,0.117095,0.1269741654396057,,0.230485,0.291515,0.732102,4.10969,34.7,4.3375,33.0,4.125,0.00695111,0.00324758,0,999.0,/players/justin-lawrence/17639/stats/pitching,P,8.0,8.0,AL,Justin Lawrence,664875,17639,17639
STL,Cardinals,0,0,1,1,0,0,,2.20221,10,2,1,1,0,1,1,0.0,0,5.04255,1.4352,5.81928,3.37252,1.7255,1.27225,0.148572,0.0861042,0.06246832758188248,,0.269929,0.292639,0.665364,4.94942,10.096328926086429,4.584642000778632,10.011033058166504,4.545910000125586,0.00690915,0.0364355,0,999.0,/players/victor-santos/sa3003083/stats/pitching,P,28.0,,NL,Victor Santos,673257,sa3003083,sa3003083
ARI,Diamondbacks,2,2,0,33,0,7,,33.0,138,33,18,16,4,25,10,,1,4.49224,1.33124,6.84974,2.71799,2.52015,1.14784,0.179251,0.0711272,0.1081237718462944,,0.263999,0.299566,0.68195,4.28354,154.20000000000005,4.672727272727274,158.0,4.787878787878788,0.0068674,-0.049512,0,999.0,/players/taylor-clarke/17611/stats/pitching,P,15.0,15.0,NL,Taylor Clarke,664199,17611,17611
NYM,Mets,0,0,1,1,0,0,,3.44831,15,3,2,2,0,3,2,0.0,0,4.93901,1.46894,6.60043,4.88392,1.35146,1.1382,0.170604,0.126237,0.04436737298965454,,0.25018,0.281366,0.673088,5.10129,17.717500305175783,5.138022952495371,17.241554260253906,5.0,0.0068598,0.0101158,0,999.0,/players/nicolas-carreno/sa3022004/stats/pitching,P,25.0,,NL,Nicolas Carreno,807993,sa3022004,sa3022004
BAL,Orioles,0,0,1,1,0,0,,2.6112,11,3,2,1,0,2,1,0.0,0,5.16963,1.39573,6.37342,3.75872,1.69564,1.36175,0.168552,0.0994033,0.0691484585404396,,0.261866,0.287515,0.649004,5.08478,12.522850704193115,4.795829385097903,14.055980205535889,5.382966266897367,0.00684473,-0.0404002,0,999.0,/players/sayer-diederich/sa3068766/stats/pitching,P,2.0,,AL,Sayer Diederich,687040,sa3068766,sa3068766
ARI,Diamondbacks,0,0,1,1,0,0,,3.65243,15,4,2,2,0,2,1,0.0,0,5.26578,1.37236,5.22218,3.63492,1.43667,1.13872,0.144702,0.100721,0.043981775641441345,,0.272093,0.295154,0.613539,4.97105,17.6279700756073,4.826369801157291,19.262141942977905,5.273790446685394,0.0068168,0.0314492,0,999.0,/players/neiker-palacios/sa3068727/stats/pitching,P,15.0,,NL,Neiker Palacios,820982,sa3068727,sa3068727
LAD,Dodgers,0,0,1,1,0,0,,3.8402,17,4,2,2,1,3,2,0.0,0,5.16705,1.52257,6.51161,4.39629,1.48116,1.39236,0.159821,0.107902,0.051918402314186096,,0.259508,0.283071,0.685699,5.32593,5.717499017715456,1.488853494979226,6.201012849807739,1.614761913424226,0.00676462,0.0402718,0,999.0,/players/sterling-patick/sa3024981/stats/pitching,P,22.0,,NL,Sterling Patick,814507,sa3024981,sa3024981
NYY,Yankees,0,0,1,1,0,0,,3.8053,16,4,2,2,1,3,2,0.0,0,5.11701,1.4023,6.46471,3.8668,1.67185,1.53368,0.165763,0.0991493,0.06661365181207657,,0.252411,0.270594,0.67139,5.35335,5.459244680404668,1.4346411309500364,6.026516675949097,1.5837151851255709,0.00673506,0.0318074,0,999.0,/players/aubrey-hampton/sa3020682/stats/pitching,P,9.0,,AL,Chase Hampton,694633,sa3020682,sa3020682
WSN,Nationals,0,0,1,1,0,0,,2.78309,11,3,2,2,0,1,1,0.0,0,5.54509,1.35408,4.79553,3.94079,1.2169,1.07442,0.139711,0.11481,0.02490183711051941,,0.275152,0.29759,0.573858,5.07341,11.794898605346681,4.238051924999812,12.915472030639648,4.640687718749978,0.00667666,-0.0235075,0,999.0,/players/noah-millikan/sa3076425/stats/pitching,P,24.0,,NL,Noah Millikan,842247,sa3076425,sa3076425
ARI,Diamondbacks,0,0,1,1,0,0,,3.60937,16,4,2,2,1,3,2,0.0,0,4.95315,1.50424,7.54437,4.50187,1.67583,1.30429,0.18672,0.111419,0.07530071586370468,,0.255129,0.291006,0.694002,5.00464,4.0093520641326865,1.1108171101770716,5.046859502792358,1.398265305387751,0.0066728,0.0287532,0,999.0,/players/david-hagaman/sa3032946/stats/pitching,P,15.0,,NL,David Hagaman,701908,sa3032946,sa3032946
CLE,Guardians,0,0,1,1,0,0,,3.65066,15,3,2,2,1,3,2,0.0,0,5.12458,1.37466,7.13525,4.02138,1.77433,1.48883,0.188523,0.10625,0.08227288722991943,,0.25017,0.277181,0.658541,5.18959,6.914898395538331,1.8941491978898102,5.253309726715088,1.4390019687844542,0.00665764,0.0221289,0,999.0,/players/nelson-keljo/sa3035174/stats/pitching,P,5.0,,AL,Nelson Keljo,804940,sa3035174,sa3035174
STL,Cardinals,0,0,1,1,0,0,,3.27313,13,3,2,2,0,2,1,0.0,0,5.41147,1.28594,4.63216,3.08316,1.50241,1.23984,0.134545,0.0895525,0.04499202221632004,,0.274256,0.289029,0.575638,5.05365,17.4211368560791,5.322475716189576,17.365633010864258,5.305518277030945,0.0066387,0.00179002,0,999.0,/players/brian-holiday/sa3033970/stats/pitching,P,28.0,,NL,Brian Holiday,701509,sa3033970,sa3033970
