Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,InterSD,InterSK,IntraSD,Vol,Skew,Dim,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
NYY,Yankees,149.519,527.585,656.737,153.429,79.0334,25.3127,0.984616,48.098,110.659,116.043,117.393,10.08,161.659,6.46623,4.7754,0.51637,10.1877,8.95852,2.59429,0.290813,0.422554,0.616023,1.03858,0.433127,0.178753,0.246155,0.726178,0.32521,3.68233,0.326502,-0.981059,,141.622,64.0232,0.449625,-0.543592,-1.52465,7.94789,62.3127658367157,-6.857102245092392,182.243,1235.9,8.239333333,1235.9,8.239333333,2.67815,1.0985,1.54451,2.67815,-1.0985,2.94066,2.0,0.37086093,OF,/players/aaron-judge/15640/stats/batting,9,AL,Aaron Judge,592450,15640,15640
KCR,Royals,152.178,601.573,663.425,175.145,103.862,36.9046,6.31089,28.0668,100.343,92.1722,48.4258,5.75723,113.316,6.71632,6.02196,0.688749,6.20822,33.9859,9.31161,0.291145,0.347479,0.51344,0.860919,0.364378,0.0729935,0.170804,0.427352,0.222295,6.99439,0.315474,1.33892,,106.033,27.6444,4.82182,1.97223,3.31115,6.65933,30.767892599105835,11.867088317871094,135.016,987.1,6.494078947,987.1,6.494078947,3.2008,0.132888,0.728413,3.2008,-0.132888,4.02878,3.200000047683716,0.02531646,SS,/players/bobby-witt-jr/25764/stats/batting,7,AL,Bobby Witt Jr.,677951,25764,25764
LAD,Dodgers,149.424,564.385,666.171,159.838,80.123,27.5664,5.24986,46.8988,123.099,110.325,92.5422,10.0296,160.891,4.56388,3.7299,0.950628,7.411,24.3867,7.06927,0.283208,0.386254,0.599947,0.986201,0.411231,0.138917,0.241516,0.575185,0.316739,6.49998,0.313437,0.376472,,131.813,53.1001,0.0,0.878545,1.25502,6.4055,54.16670310497284,-14.105634689331055,167.202,1203.5,8.077181208,1203.5,8.077181208,3.49643,-0.616355,0.938896,3.49643,0.616355,3.74814,1.090000033378601,0.91860465,DH,/players/shohei-ohtani/19755/stats/batting,22,NL,Shohei Ohtani,660271,19755,19755
NYM,Mets,154.058,542.724,676.132,148.295,84.1407,24.661,0.997808,38.4957,108.756,99.0866,124.255,8.83011,121.209,3.63376,4.23638,1.28284,12.58,21.2643,5.39335,0.273242,0.409253,0.53515,0.944404,0.401748,0.183773,0.179268,1.02513,0.261908,4.59552,0.283532,-0.879623,,128.579,48.6886,-6.85085,0.702742,-0.176881,5.83452,48.320479065179825,-14.17723035812378,160.688,1131.1,7.344805194,1131.1,7.344805194,1.37384,-0.262327,0.675398,1.37384,0.262327,4.09947,4.659999847412109,0.01875,OF,/players/juan-soto/20123/stats/batting,25,NL,Juan Soto,665742,20123,20123
BAL,Orioles,152.693,580.481,658.362,156.614,93.4571,32.769,4.17367,26.2139,96.1535,84.1663,67.1138,3.4969,139.585,5.87865,4.41311,0.475396,9.25147,23.667,5.09411,0.2698,0.349006,0.476108,0.825114,0.354145,0.10194,0.212019,0.480808,0.206308,6.04851,0.311146,0.652501,,99.7542,21.9637,-0.390454,1.57152,2.22403,5.6066,25.46037220954895,6.678679496049881,129.945,912.7,5.965359477,912.7,5.965359477,1.847,0.769545,0.397191,1.847,-0.769545,4.47041,14.489999771118164,0.05228758,SS,/players/gunnar-henderson/26289/stats/batting,2,AL,Gunnar Henderson,683002,26289,26289
SEA,Mariners,151.495,599.402,659.355,162.448,102.074,27.9379,2.96356,29.4727,92.8051,91.2046,47.2103,3.91144,145.363,8.86695,3.39902,0.476427,10.5526,28.0225,6.47259,0.271017,0.331663,0.475026,0.806689,0.345262,0.0716008,0.220463,0.324775,0.204009,6.00045,0.310716,-0.183463,,95.1493,17.2415,4.77111,1.93561,1.75215,5.50785,24.221516489982605,6.918151617050171,128.913,883.5,5.850993377,883.5,5.850993377,3.15608,-1.15369,0.304077,3.15608,1.15369,4.59456,10.710000038146973,0.00625,OF,/players/julio-rodriguez/23697/stats/batting,11,AL,Julio Rodríguez,677594,23697,23697
SEA,Mariners,151.438,544.068,630.375,124.628,61.7961,22.6691,0.294554,39.868,85.4637,102.306,76.0258,8.7304,169.942,5.83586,3.93432,0.511395,5.79777,8.0578,2.28776,0.229067,0.327832,0.491648,0.81948,0.346708,0.120604,0.269588,0.447365,0.262582,3.29246,0.250626,-1.39723,,91.7077,17.224,2.74811,-0.216063,-1.6133,5.30732,20.60877799987793,9.568353176116943,129.91,854.3,5.657615894,854.3,5.657615894,2.78253,0.548011,1.78584,2.78253,-0.548011,2.61888,19.139999389648438,0.23899371,C,/players/cal-raleigh/21534/stats/batting,11,AL,Cal Raleigh,663728,21534,21534
NYM,Mets,152.387,593.676,669.4,153.871,95.0001,29.9782,1.3608,27.5316,99.3662,82.8483,58.4612,1.32309,123.091,11.2993,5.01956,0.943727,8.48926,25.1742,5.75681,0.259183,0.334549,0.453388,0.787937,0.340681,0.0873338,0.183883,0.474941,0.194205,5.5889,0.281961,-0.662727,,94.1092,15.0145,2.87211,1.59836,0.935634,4.89701,15.76076889038086,9.447137832641602,118.738,862.0,5.671052631,862.0,5.671052631,2.75937,1.30061,0.648559,2.75937,-1.30061,4.13525,17.0,0.0125,SS,/players/francisco-lindor/12916/stats/batting,25,NL,Francisco Lindor,596019,12916,12916
CLE,Guardians,152.233,580.715,655.369,158.48,94.1168,33.4906,2.9079,27.9651,93.3139,89.7618,64.3169,10.08,74.926,4.49479,5.60345,0.239404,6.84181,33.6895,8.09763,0.272906,0.346942,0.485062,0.832004,0.352393,0.0981384,0.114326,0.858406,0.212156,6.04451,0.269979,-0.305066,,98.3685,20.9316,0.228347,2.41273,2.10766,4.81979,24.105443239212036,0.446320116519928,128.479,926.0,6.092105263,926.0,6.092105263,1.96327,0.0831825,0.61745,1.96327,-0.0831825,4.17673,5.309999942779541,0.1625,3B,/players/jose-ramirez/13510/stats/batting,5,AL,José Ramírez,608070,13510,13510
ARI,Diamondbacks,149.036,564.003,647.902,145.075,76.927,28.4773,10.6745,28.9966,104.706,83.4716,68.3349,2.72206,137.035,8.49113,4.83587,2.23753,6.52214,34.5892,7.0807,0.257225,0.343679,0.499805,0.843484,0.359327,0.105471,0.211505,0.49867,0.24258,8.19585,0.288174,1.97766,,100.895,24.3407,2.9893,3.02111,4.99876,4.76251,28.612783908843994,-3.619981527328491,130.751,939.4,6.304697986,939.4,6.304697986,1.21035,-1.41306,1.0498,1.21035,1.41306,3.60027,8.229999542236328,0.02083333,OF,/players/corbin-carroll/25878/stats/batting,15,NL,Corbin Carroll,682998,25878,25878
ARI,Diamondbacks,143.123,542.489,623.278,149.252,88.0692,29.8965,2.45826,28.8277,89.7052,87.7419,68.3219,5.20208,101.27,6.87152,4.99973,0.596335,11.627,5.30717,1.64246,0.275124,0.360449,0.498716,0.859165,0.366618,0.109617,0.16248,0.67465,0.223592,4.10534,0.288516,-0.00614618,,100.75,27.1051,-0.0375918,-0.654645,-0.660792,4.75928,25.74527531862259,0.03522220253944397,135.746,892.3,6.239860139,892.3,6.239860139,3.04728,0.256884,0.889121,3.04728,-0.256884,3.81451,39.86000061035156,0.168,2B,/players/ketel-marte/13613/stats/batting,15,NL,Ketel Marte,606466,13613,13613
SDP,Padres,147.597,567.348,648.387,152.806,93.8371,28.0838,2.44182,28.4437,98.5287,79.3678,70.8873,3.45237,128.448,6.12196,3.00252,1.02731,10.5394,25.9693,5.84633,0.269334,0.355004,0.477846,0.83285,0.358489,0.109329,0.198104,0.551876,0.208511,5.89689,0.300786,0.375401,,100.529,23.9175,5.20206,1.6946,2.07,4.69894,25.80411171913147,-1.820969581604004,130.971,909.2,6.143243243,909.2,6.143243243,3.12784,-0.517367,0.527946,3.12784,0.517367,4.29607,14.3100004196167,0.01290323,SS/OF,/players/fernando-tatis-jr/19709/stats/batting,29,NL,Fernando Tatis Jr.,665487,19709,19709
ATL,Braves,142.413,529.512,625.349,147.671,92.9275,24.8784,2.04256,27.8225,105.101,76.9428,85.5,3.58485,133.492,6.97641,2.50752,0.85368,10.3073,24.2921,6.67294,0.278881,0.384546,0.491211,0.875757,0.378074,0.136724,0.213468,0.640487,0.21233,5.54802,0.323299,1.2581,,106.901,33.0115,-3.20528,0.925421,2.18352,4.60718,34.87412095069885,-10.649198532104492,144.107,947.9,6.675352112,947.9,6.675352112,3.85641,-0.0627596,0.71897,3.85641,0.0627596,4.04137,7.400000095367432,0.04210526,OF,/players/ronald-acuna-jr/18401/stats/batting,16,NL,Ronald Acuña Jr.,660670,18401,18401
LAD,Dodgers,144.292,531.947,624.787,142.855,83.2656,27.9066,2.20262,29.4806,94.4311,89.4709,85.1682,6.08245,93.3361,3.20796,3.60379,0.86049,8.13893,23.1427,4.60336,0.268552,0.370607,0.495555,0.866162,0.370593,0.136316,0.149389,0.912489,0.227003,5.36773,0.274692,-0.549248,,103.01,29.1871,-0.1767,1.65041,1.10116,4.54269,30.1114981174469,-6.856887340545654,139.286,927.7,6.442361111,927.7,6.442361111,2.12289,-0.199416,0.2689,2.12289,0.199416,4.64147,17.690000534057617,0.14179104,OF,/players/kyle-tucker/18345/stats/batting,22,NL,Kyle Tucker,663656,18345,18345
TOR,Blue Jays,154.138,581.618,668.297,171.296,109.839,32.1555,0.466405,28.8348,94.7856,95.8249,75.4781,8.03202,91.2139,6.45522,4.5121,0.233221,15.338,4.7698,2.05278,0.294517,0.37905,0.500138,0.879188,0.37569,0.112941,0.136487,0.827485,0.205621,2.97574,0.305658,-0.240932,,112.949,33.985,-0.915499,-1.09968,-1.34062,4.42714,33.27407646179199,-13.005038619041443,143.946,987.9,6.414935064,987.9,6.414935064,2.79047,0.281036,1.33691,2.79047,-0.281036,3.21746,18.56999969482422,0.15286624,1B,/players/vladimir-guerrero-jr/19611/stats/batting,14,AL,Vladimir Guerrero Jr.,665489,19611,19611
TEX,Rangers,124.815,465.517,533.857,126.997,75.9838,23.8933,0.364482,26.7557,70.9015,76.6154,60.0896,9.46439,98.9519,4.45935,3.59335,0.197737,9.98553,2.48276,0.55362,0.272809,0.35893,0.498127,0.857057,0.362991,0.112558,0.185353,0.607261,0.225318,2.65985,0.291907,-0.880299,,84.7238,21.6445,0.0814956,-0.595435,-1.47573,4.39974,21.176201224327087,3.452271766960621,136.0,761.6,6.0928,761.6,6.0928,3.38911,-0.123099,0.83287,3.38911,0.123099,3.88951,108.13999938964844,0.04901961,SS,/players/corey-seager/13624/stats/batting,13,AL,Corey Seager,608369,13624,13624
LAD,Dodgers,143.95,554.18,631.881,148.751,94.0831,30.2526,2.48482,21.9305,90.9316,81.2228,67.1924,1.9122,73.2506,4.28047,5.60947,0.61888,9.0892,9.39508,2.48781,0.268416,0.348863,0.450693,0.799555,0.345982,0.106337,0.115925,0.917295,0.182276,4.57735,0.272962,-0.359623,,91.5541,16.8925,-1.87886,-0.220106,-0.579729,4.32834,16.13402032852173,4.78548800945282,122.38,810.1,5.625694444,810.1,5.625694444,2.51392,0.955838,0.644916,2.51392,-0.955838,4.14011,62.970001220703125,0.0,OF,/players/mookie-betts/13611/stats/batting,22,NL,Mookie Betts,605141,13611,13611
LAD,Dodgers,125.068,431.944,504.6,112.99,70.2043,21.4008,1.23694,20.1481,69.6863,69.3162,58.4353,2.62641,98.4235,8.35784,5.67313,0.189397,7.11249,2.46624,1.06586,0.261585,0.356423,0.456793,0.813215,0.351503,0.115805,0.195052,0.593713,0.195208,3.41193,0.290999,-0.718773,,75.3738,15.7515,2.01462,-0.830315,-1.54909,4.31846,14.059651851654053,11.071051597595215,126.172,654.4,5.2352,654.4,5.2352,3.22699,0.433194,0.525393,3.22699,-0.433194,4.29948,111.30999755859375,0.00980392,C,/players/will-smith/19197/stats/batting,22,NL,Will Smith,669257,19197,19197
MIL,Brewers,145.536,530.414,608.477,141.044,93.3021,27.5188,0.883935,19.339,77.4779,77.6076,69.7327,3.27608,117.18,3.81955,4.14574,0.364996,14.1194,5.94764,2.03788,0.265913,0.352889,0.430508,0.783397,0.341078,0.114602,0.19258,0.595089,0.164595,3.29342,0.30576,-0.484731,,85.7404,13.8442,1.30166,-0.724912,-1.20964,4.29381,13.206154346466064,8.517300009727478,119.989,752.9,5.156849315,752.9,5.156849315,1.90384,-1.75358,0.570032,1.90384,1.75358,4.23996,53.88999938964844,0.14473684,C,/players/william-contreras/20503/stats/batting,23,NL,William Contreras,661388,20503,20503
PHI,Phillies,143.422,577.286,627.032,163.101,112.012,29.279,4.01431,17.7956,90.1457,70.8146,40.0173,0.538637,113.22,5.34425,3.44911,0.935218,10.4193,27.7927,5.11572,0.282531,0.332956,0.439635,0.772592,0.334536,0.0638202,0.180564,0.353449,0.157105,6.5711,0.323102,1.26601,,85.0241,10.9355,0.422296,2.42819,3.6942,4.23418,13.46104121208191,7.062190264463425,113.142,786.1,5.497202797,786.1,5.497202797,2.23749,1.40551,1.07357,2.23749,-1.40551,3.56857,27.059999465942383,0.00714286,SS,/players/trea-turner/16252/stats/batting,26,NL,Trea Turner,607208,16252,16252
TBR,Rays,148.055,578.842,630.246,157.176,93.5508,26.2247,0.686042,36.7146,83.9396,103.071,42.7464,1.89581,121.719,3.79698,4.65983,0.201042,15.1191,5.85802,1.60079,0.271535,0.323341,0.509494,0.832835,0.353834,0.0678249,0.19313,0.351188,0.237959,3.31021,0.283394,-0.129348,,95.3348,20.8663,-2.5709,-0.396289,-0.525636,4.15689,20.16243201494217,-0.8633087873458862,127.773,875.9,5.918243243,875.9,5.918243243,3.01431,0.0683534,1.18231,3.01431,-0.0683534,3.42359,14.859999656677246,0.03870968,3B,/players/junior-caminero/28163/stats/batting,12,AL,Junior Caminero,691406,28163,28163
LAA,Angels,149.734,574.33,642.625,144.343,85.4106,30.7621,1.23082,26.9393,87.5765,76.2937,44.9264,3.37224,157.29,16.8652,3.61749,2.88571,7.96531,27.2714,8.25576,0.251324,0.322216,0.449889,0.772105,0.33256,0.0699108,0.244762,0.285628,0.198565,5.61696,0.298192,0.507925,,86.108,10.1769,0.303897,1.12389,1.63182,4.13535,11.064637422561646,7.236048012971878,112.454,796.7,5.311333333,796.7,5.311333333,1.38977,-0.980121,0.774051,1.38977,0.980121,3.96793,32.86000061035156,0.0,SS,/players/zach-neto/31347/stats/batting,1,AL,Zach Neto,687263,31347,31347
CIN,Reds,147.701,568.665,636.627,146.909,88.7566,30.0474,5.44348,22.6616,91.6041,77.5097,60.7993,5.47561,170.432,3.42197,2.75046,0.990637,8.87082,40.3654,10.0944,0.25834,0.332156,0.449875,0.782031,0.335564,0.0955022,0.267711,0.356737,0.191535,7.28955,0.328417,1.15731,,86.8568,11.6344,-0.582744,2.96547,4.12279,4.02111,12.103617191314697,6.017842173576355,110.577,825.9,5.580405405,825.9,5.580405405,2.04992,-0.553926,1.32357,2.04992,0.553926,3.23525,10.34000015258789,0.02469136,SS,/players/elly-de-la-cruz/26668/stats/batting,18,NL,Elly De La Cruz,682829,26668,26668
ARI,Diamondbacks,152.209,553.258,653.065,145.118,100.771,27.8129,3.84676,12.6868,89.2053,65.4144,76.3785,1.0045,87.1493,7.68647,6.32148,9.42023,10.2821,20.7367,5.39614,0.262296,0.35607,0.395267,0.751336,0.331999,0.116954,0.133447,0.87641,0.13297,5.84269,0.288053,0.231875,,87.2093,10.0446,0.109047,0.723926,0.955801,4.00568,10.267990827560425,7.15577308088541,112.031,763.1,5.020394736,763.1,5.020394736,3.38843,-0.292013,0.966882,3.38843,0.292013,3.71082,85.19999694824219,0.0,SS,/players/geraldo-perdomo/22799/stats/batting,15,NL,Geraldo Perdomo,672695,22799,22799
HOU,Astros,128.864,468.982,552.078,136.303,79.4215,27.1804,1.06574,28.6356,77.5111,83.9095,69.2117,9.828,93.0697,6.89771,6.47188,0.514603,7.76309,3.30182,1.19934,0.290636,0.38511,0.536315,0.921425,0.387986,0.125366,0.168581,0.743654,0.245678,2.99365,0.304362,-0.706567,,98.8189,33.5866,-1.98764,-0.792667,-1.49923,3.87459,32.589126110076904,-13.720583200454712,152.388,880.1,6.82248062,880.1,6.82248062,4.61129,-0.0607347,1.10369,4.61129,0.0607347,3.52842,45.79999923706055,0.68085106,DH/OF,/players/yordan-alvarez/19556/stats/batting,21,AL,Yordan Alvarez,670541,19556,19556
HOU,Astros,146.812,579.735,634.442,158.349,109.476,29.1841,1.93518,17.7537,82.0517,69.0228,37.0767,1.28903,113.027,11.6206,3.74547,2.26362,12.0466,18.6008,4.47182,0.27314,0.327513,0.422028,0.749541,0.325756,0.0584399,0.178152,0.328033,0.148888,5.37624,0.310571,0.319015,,81.5067,6.54254,0.523759,0.853178,1.17219,3.83144,8.291312217712402,7.320610284805298,109.521,741.4,5.043537414,741.4,5.043537414,2.2525,0.689429,0.690256,2.2525,-0.689429,4.07966,94.91000366210938,0.01587302,SS,/players/jeremy-pena/21636/stats/batting,21,AL,Jeremy Peña,665161,21636,21636
SDP,Padres,143.828,558.655,609.996,150.302,93.1295,30.8278,4.10494,22.2394,77.523,81.2523,40.0384,1.74327,119.339,3.56853,5.13529,2.59822,7.31555,7.84248,2.53811,0.269042,0.319245,0.458346,0.777591,0.332937,0.0656372,0.19564,0.3355,0.189304,4.79021,0.303313,0.915007,,81.9222,9.84647,4.32933,-0.362085,0.552922,3.80841,10.226850152015686,6.351604461669922,113.418,739.3,5.134027777,739.3,5.134027777,1.64294,0.356475,0.550961,1.64294,-0.356475,4.26539,76.91000366210938,0.0,OF,/players/jackson-merrill/29490/stats/batting,29,NL,Jackson Merrill,701538,29490,29490
CHC,Cubs,148.014,561.76,618.688,138.054,81.744,28.3451,5.00775,22.9568,84.277,78.5009,34.5749,1.79832,149.424,8.29839,5.80354,8.25146,4.15229,33.5141,7.72367,0.245752,0.296389,0.436636,0.733025,0.313786,0.0558842,0.241517,0.231388,0.190884,7.33952,0.29125,0.217869,,73.4699,0.367128,9.05308,2.72903,2.94689,3.62343,3.139021188020706,11.337252140045166,100.263,707.9,4.783108108,707.9,4.783108108,2.76535,-0.14446,1.1632,2.76535,0.14446,3.44906,34.79999923706055,0.00636943,OF,/players/pete-crow-armstrong/27769/stats/batting,17,NL,Pete Crow-Armstrong,691718,27769,27769
TEX,Rangers,143.544,532.781,614.605,133.347,79.1811,27.6264,2.13589,24.4039,83.9646,74.4339,71.7251,2.83162,143.63,5.53979,4.0109,0.547757,7.32689,22.836,5.39783,0.250285,0.342985,0.447571,0.790556,0.342265,0.116701,0.233695,0.499375,0.197286,5.63926,0.295433,-0.0859726,,87.1962,14.5759,1.20466,1.34258,1.2566,3.57279,16.99237310886383,-3.2257150411605835,121.723,793.7,5.511805555,793.7,5.511805555,2.94716,-0.602773,0.605857,2.94716,0.602773,4.19219,51.77000045776367,0.0,OF,/players/wyatt-langford/33333/stats/batting,13,AL,Wyatt Langford,694671,33333,33333
ATH,Athletics,129.215,480.894,528.615,121.866,66.4952,24.7905,1.2505,29.33,69.8494,76.6143,39.1813,1.13279,119.761,3.77766,4.15358,0.608811,7.85197,5.59134,1.49443,0.253416,0.312165,0.493139,0.805304,0.342565,0.0741206,0.226556,0.327163,0.239723,3.82908,0.275441,-0.153194,,75.125,12.665,-2.57848,-0.208831,-0.362025,3.55814,12.153494447469711,4.733073949813843,120.032,690.6,5.353488372,690.6,5.353488372,2.22741,0.373535,0.700555,2.22741,-0.373535,4.06593,57.290000915527344,0.12903226,C,/players/shea-langeliers/25816/stats/batting,10,AL,Shea Langeliers,669127,25816,25816
PHI,Phillies,141.641,528.045,612.589,143.748,84.6132,32.0053,0.570523,26.5588,83.5032,85.1283,75.178,7.64611,130.427,4.72545,4.26214,0.378085,10.0321,9.5545,3.4329,0.272227,0.365318,0.485888,0.851206,0.363662,0.122722,0.212911,0.576401,0.213661,3.62663,0.312236,0.322991,,97.5519,25.1698,0.725088,-0.530541,-0.20755,3.46895,23.82054714858532,-10.29604285955429,133.095,881.3,6.206338028,881.3,6.206338028,1.85387,-2.81472,0.549439,1.85387,2.81472,4.26741,53.22999954223633,0.01515152,OF,/players/bryce-harper/11579/stats/batting,26,NL,Bryce Harper,547180,11579,11579
CHC,Cubs,149.591,567.007,646.351,143.645,92.3372,27.6986,1.16704,22.4427,80.6697,80.1214,66.0131,1.74619,89.9073,8.088,4.59994,0.642888,11.9595,2.24853,0.910088,0.25334,0.337222,0.42505,0.762272,0.332335,0.102132,0.1391,0.734235,0.17171,2.88428,0.263911,-0.587235,,86.4888,10.1176,1.07552,-1.01023,-1.59747,3.43735,8.337257742881775,3.3840266466140747,113.005,756.1,5.040666666,756.1,5.040666666,1.81206,0.600684,0.732064,1.81206,-0.600684,4.02391,121.02999877929688,0.00877193,3B,/players/alex-bregman/17678/stats/batting,17,NL,Alex Bregman,608324,17678,17678
SFG,Giants,147.252,537.438,619.348,127.661,74.1209,27.8289,2.0782,23.6327,81.8367,74.4355,70.9373,1.14694,152.984,6.85295,3.92942,0.190613,8.19375,8.84325,2.64381,0.237536,0.331823,0.428969,0.760792,0.33154,0.114535,0.247008,0.463692,0.191433,4.39948,0.285203,-0.217976,,82.4761,9.29534,1.16541,-0.309333,-0.527308,3.3755,8.592841148376465,3.437816619873047,112.459,740.7,5.03877551,740.7,5.03877551,1.95223,-0.964421,0.73492,1.95223,0.964421,4.02011,169.88999938964844,0.0,3B,/players/matt-chapman/16505/stats/batting,30,NL,Matt Chapman,656305,16505,16505
TOR,Blue Jays,123.181,428.858,485.22,114.613,79.388,19.5987,0.239255,15.3867,52.5064,63.2441,47.2721,1.74288,60.4412,3.60591,5.26605,0.218,12.2785,0.857432,0.15404,0.267251,0.341216,0.421701,0.762917,0.331921,0.097424,0.124564,0.782117,0.15445,1.73832,0.276938,-1.37963,,64.7647,7.43219,1.07323,-0.740063,-2.11969,3.31981,5.769672870635986,9.977619051933289,113.795,568.9,4.625203252,568.9,4.625203252,2.25474,0.528693,0.800136,2.25474,-0.528693,3.93315,157.4600067138672,0.056,C,/players/alejandro-kirk/22581/stats/batting,14,AL,Alejandro Kirk,672386,22581,22581
SFG,Giants,153.076,573.903,653.76,132.695,78.1198,26.5496,1.20795,26.8174,84.185,84.3659,70.2816,1.81417,166.593,3.75454,5.62651,0.193864,7.7862,11.3573,3.45586,0.231215,0.316312,0.42187,0.738182,0.320336,0.107504,0.254824,0.421875,0.190655,4.29761,0.274209,-0.0374466,,81.1113,3.86458,-0.414609,-0.13628,-0.173727,3.30513,3.5059302151203156,6.6722592413425446,104.762,743.1,4.856862745,743.1,4.856862745,2.83423,0.0786294,1.10796,2.83423,-0.0786294,3.52273,131.57000732421875,0.00628931,SS,/players/willy-adames/15986/stats/batting,30,NL,Willy Adames,642715,15986,15986
KCR,Royals,150.852,578.769,642.052,155.27,107.236,31.6456,4.15078,12.2374,83.1726,65.1525,53.3504,0.412929,95.2116,1.60854,5.25965,3.0646,11.2497,26.213,6.81415,0.268276,0.329003,0.400729,0.729732,0.31871,0.0830936,0.148293,0.560335,0.132453,6.13312,0.300123,0.472995,,78.8113,2.94792,3.22817,1.38405,1.85705,3.27475,4.623359680175781,5.6541430950164795,103.645,712.2,4.716556291,712.2,4.716556291,2.60589,-0.658505,1.12056,2.60589,0.658505,3.50593,81.51000213623047,0.03389831,3B,/players/maikel-garcia/22715/stats/batting,7,AL,Maikel Garcia,672580,22715,22715
ARI,Diamondbacks,111.849,391.156,439.424,107.677,75.7724,20.1277,1.17904,10.5977,52.8501,54.0367,41.3153,2.04107,76.0133,3.35451,3.36493,0.233702,9.57283,4.31881,1.67188,0.275279,0.346881,0.414044,0.760925,0.331925,0.0940215,0.172984,0.543528,0.138766,3.52152,0.315285,0.235321,,58.6536,6.73228,3.43875,-0.602546,-0.367225,3.24186,5.872229218482971,11.19388484954834,111.98,514.9,4.597321428,514.9,4.597321428,1.11589,0.65893,0.959916,1.11589,-0.65893,3.72011,174.50999450683594,0.09638554,C,/players/gabriel-moreno/22664/stats/batting,15,NL,Gabriel Moreno,672515,22664,22664
MIN,Twins,124.334,479.165,533.509,119.333,62.1861,25.3949,3.86192,27.8897,80.5374,74.1624,41.4626,2.5686,144.817,8.30211,4.01124,0.568096,4.01911,15.8005,2.38791,0.249043,0.317291,0.492775,0.810065,0.344095,0.0777167,0.271441,0.286311,0.243732,6.62936,0.29453,0.625608,,76.4833,13.4451,-1.70927,1.4601,2.08571,3.2174,15.177283763885498,-2.0930167138576508,120.82,717.7,5.787903225,717.7,5.787903225,3.58723,2.48739,0.487002,3.58723,-2.48739,4.35066,85.43000030517578,0.06349206,OF,/players/byron-buxton/14161/stats/batting,8,AL,Byron Buxton,621439,14161,14161
ATH,Athletics,143.15,516.782,579.365,135.654,69.7613,26.444,1.64609,37.8028,94.3937,95.4928,54.696,3.56789,177.443,3.61918,3.68252,0.584521,7.13776,3.08002,1.00015,0.262498,0.335135,0.53949,0.874624,0.369011,0.0944068,0.306271,0.308246,0.276992,3.84722,0.320593,0.0331967,,94.7774,26.321,-2.59468,-0.615541,-0.582345,3.20153,25.57479214668274,-13.891278743743896,138.199,868.5,6.073426573,868.5,6.073426573,3.24862,0.370967,1.30673,3.24862,-0.370967,3.2577,20.110000610351562,0.04273504,1B,/players/nick-kurtz/35110/stats/batting,10,AL,Nick Kurtz,701762,35110,35110
NYM,Mets,141.223,570.335,616.978,162.437,113.028,30.3755,1.58945,17.4433,75.7239,77.8984,38.8239,1.2018,100.66,3.64286,3.66493,0.510812,13.9451,5.55799,2.28835,0.284809,0.332383,0.435394,0.767778,0.332325,0.0629259,0.16315,0.385693,0.150586,3.54089,0.31804,0.269609,,82.5537,9.65298,0.836001,-0.844113,-0.574503,3.16139,8.903960645198822,1.1142191588878632,112.998,730.2,5.178723404,730.2,5.178723404,2.50449,-0.756204,1.09598,2.50449,0.756204,3.53869,109.86000061035156,0.05035971,SS,/players/bo-bichette/19612/stats/batting,25,NL,Bo Bichette,666182,19612,19612
BAL,Orioles,137.47,534.789,583.129,139.651,85.5298,27.534,3.09907,23.4878,79.7033,74.4922,37.1817,0.130802,131.044,7.65232,2.7682,0.737693,8.25459,5.74668,2.18478,0.261132,0.316771,0.455967,0.772738,0.332933,0.0637623,0.224725,0.283735,0.194835,4.76365,0.303277,0.195207,,78.3125,9.41132,-0.913922,-0.605125,-0.409918,3.15408,10.128631889820099,0.6289496421813965,115.334,704.3,5.140875912,704.3,5.140875912,2.81027,-1.03879,0.506558,2.81027,1.03879,4.32459,126.66000366210938,0.18823529,2B/3B,/players/jordan-westburg/27815/stats/batting,2,AL,Jordan Westburg,676059,27815,27815
CHC,Cubs,154.726,570.635,631.425,137.614,89.1287,24.658,1.96755,21.86,78.0663,75.2744,52.813,1.04827,159.698,3.19863,3.89361,0.884948,8.78451,15.7529,3.75706,0.24116,0.307079,0.406192,0.713272,0.310215,0.083641,0.252917,0.330706,0.165032,5.05099,0.294562,0.478689,,73.1516,-1.45609,2.37938,0.660745,1.13943,3.11209,-0.49526286125183105,9.542603731155396,97.8096,679.7,4.38516129,679.7,4.38516129,3.25057,-0.581493,0.597152,3.25057,0.581493,4.2038,147.7100067138672,0.0,SS,/players/dansby-swanson/18314/stats/batting,17,NL,Dansby Swanson,621020,18314,18314
