Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,InterSD,InterSK,IntraSD,Vol,Skew,Dim,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
KCR,Royals,99.2395,330.638,370.747,79.4683,49.8274,16.1842,2.49967,10.9571,43.1854,43.6751,35.3628,1.01702,92.4498,1.6879,2.44063,0.618031,4.89587,3.8692,1.09172,0.240349,0.314806,0.403835,0.718641,0.312866,0.0953825,0.249361,0.382508,0.163486,4.75738,0.298301,0.0258239,,43.7498,-0.0568153,-0.204034,-0.240063,-0.214239,1.48388,-0.37592288851737976,2.3316851556301117,99.631,388.4,3.923232323,388.4,3.923232323,1.47855,-1.67917,0.588446,1.47855,1.67917,4.2154,999.0,0.47368421,C/DH,/players/carter-jensen/29478/stats/batting,7,AL,Carter Jensen,695600,29478,29478
LAA,Angels,141.823,520.902,572.164,121.726,68.0692,21.8719,1.47797,30.3072,69.4406,83.7167,38.6544,0.968065,156.323,8.90289,3.22778,0.476658,7.67545,8.59789,3.27675,0.233684,0.296112,0.455893,0.752005,0.322446,0.0675582,0.273213,0.247273,0.222209,4.28527,0.270871,-0.169721,,71.9681,4.3625,-5.96446,-0.379245,-0.548967,1.47672,3.1510338187217712,-8.410579204559326,105.487,666.4,4.692957746,666.4,4.692957746,2.7792,-0.280754,1.05278,2.7792,0.280754,3.59629,126.80000305175781,0.00628931,OF,/players/jo-adell/20220/stats/batting,1,AL,Jo Adell,666176,20220,20220
NYM,Mets,124.02,453.584,509.263,112.149,69.5333,20.8359,0.302746,21.4774,61.6043,69.2105,46.6009,1.26499,104.141,3.44308,3.93365,1.70091,7.46061,5.23646,1.88358,0.247251,0.319554,0.436574,0.756128,0.326914,0.0915066,0.204494,0.447478,0.189322,3.06557,0.273191,-0.327474,,65.9035,5.73017,2.11576,-0.505125,-0.8326,1.45703,4.753520429134369,-7.748149394989014,109.281,585.4,4.720967741,585.4,4.720967741,3.28624,2.03341,0.387197,3.28624,-2.03341,4.48374,230.57000732421875,0.66666667,2B/SS,/players/jorge-polanco/13152/stats/batting,25,NL,Jorge Polanco,593871,13152,13152
LAD,Dodgers,118.25,434.217,474.765,105.41,69.4264,20.7125,2.02883,13.2419,59.5114,53.4058,30.3429,0.416908,83.576,4.82319,3.98657,1.39543,7.4992,9.84552,2.03662,0.242758,0.296968,0.391291,0.688259,0.299318,0.0639113,0.176036,0.363057,0.148534,5.47505,0.269981,0.164283,,50.802,-5.29517,0.996766,0.447341,0.611624,1.45467,-4.817835032939911,2.967598259449005,90.3241,466.9,3.956779661,466.9,3.956779661,1.98422,-0.336738,0.357166,1.98422,0.336738,4.52378,296.05999755859375,0.00952381,2B,/players/tommy-edman/19470/stats/batting,22,NL,Tommy Edman,669242,19470,19470
LAA,Angels,115.473,410.047,447.979,94.1321,59.9844,14.5954,0.92704,18.6253,47.2604,52.5811,30.067,0.20106,127.282,4.76455,2.07189,1.02884,6.89333,2.19366,1.18981,0.229564,0.288542,0.405948,0.694489,0.301539,0.067117,0.284126,0.236223,0.176383,2.83716,0.283635,-0.738186,,48.7435,-4.18865,-2.24464,-0.673134,-1.41132,1.44592,-6.118674635887146,4.832393407821655,91.0845,450.2,3.914782608,450.2,3.914782608,1.31772,0.760176,0.535682,1.31772,-0.760176,4.28576,239.08999633789062,0.08333333,C,/players/logan-ohoppe/24729/stats/batting,1,AL,Logan O'Hoppe,681351,24729,24729
SDP,Padres,143.622,503.569,585.626,118.394,77.2318,24.7522,2.32212,14.0882,64.8528,62.0302,62.9663,1.10596,116.446,11.6242,4.91352,2.55341,9.43863,4.19074,1.64663,0.23511,0.330979,0.377417,0.708396,0.313922,0.10752,0.198841,0.540733,0.142306,3.80995,0.27598,0.115551,,69.6083,0.412045,-2.76458,-0.831154,-0.715603,1.44503,-0.4692075848579407,-5.227237939834595,100.356,599.3,4.161805555,599.3,4.161805555,3.03796,0.875632,0.293451,3.03796,-0.875632,4.60873,407.0899963378906,0.01369863,1B/2B,/players/jake-cronenworth/18036/stats/batting,29,NL,Jake Cronenworth,630105,18036,18036
CHW,White Sox,134.85,466.152,547.833,101.086,56.95,15.7901,0.44267,27.9037,68.9167,74.5044,72.0672,3.64737,176.401,5.46103,3.46047,0.692291,6.25082,8.28444,3.17199,0.216853,0.326451,0.432205,0.758656,0.329037,0.131549,0.321997,0.408543,0.215352,3.54223,0.27584,-0.0706011,,71.8394,7.10866,-0.198711,-0.505798,-0.576399,1.44428,6.377302289009094,-10.802016243338585,110.739,647.0,4.792592592,647.0,4.792592592,4.44809,-1.69991,1.16923,4.44809,1.69991,3.44103,999.0,0.0,3B,/players/munetaka-murakami/sa3063258/stats/batting,4,AL,Munetaka Murakami,808959,sa3063258,sa3063258
PIT,Pirates,129.875,453.267,513.586,109.201,75.874,21.5991,2.25121,9.47675,57.0079,45.7326,51.1297,0.671025,116.971,4.18505,3.03714,1.96722,6.43601,13.7143,3.39659,0.24092,0.321559,0.361228,0.682788,0.30293,0.0995543,0.227753,0.437116,0.120308,5.17903,0.302326,-0.308082,,56.4622,-4.22203,-0.185618,0.490265,0.182183,1.43568,-5.163250848650932,2.108392134308815,91.2184,500.4,3.849230769,500.4,3.849230769,2.66943,-1.84831,0.747863,2.66943,1.84831,4.00285,403.0299987792969,0.00862069,3B,/players/jared-triolo/25807/stats/batting,27,NL,Jared Triolo,669707,25807,25807
SFG,Giants,130.812,439.638,486.228,97.2256,67.4676,18.9596,1.62479,9.17361,48.0857,49.3314,36.1356,0.211922,128.542,3.0264,4.74906,2.67889,7.36706,2.34722,0.500068,0.221149,0.282055,0.334265,0.61632,0.272193,0.0743181,0.264366,0.281119,0.113116,3.47962,0.287121,-0.321133,,41.3205,-16.1311,4.40798,-0.437876,-0.75901,1.4252,-17.027644336223602,14.501494884490967,71.6909,372.3,2.841984732,372.3,2.841984732,1.86666,0.229877,0.277821,1.86666,-0.229877,4.62957,453.739990234375,0.0,C,/players/patrick-bailey/27478/stats/batting,30,NL,Patrick Bailey,672275,27478,27478
CIN,Reds,111.176,386.2,435.943,90.9078,57.9191,17.6832,0.85511,14.4504,49.6453,53.3751,41.8844,1.01488,123.753,4.60061,3.05245,0.205443,7.34022,0.873497,0.53391,0.235391,0.315311,0.397857,0.713168,0.311983,0.0960777,0.283875,0.338451,0.162467,2.50887,0.304552,-0.163202,,51.1305,-0.379486,-0.937891,-0.726488,-0.889689,1.41518,-3.7710275650024414,3.0990177989006042,94.4234,453.2,4.082882882,453.2,4.082882882,2.09541,0.128967,0.292645,2.09541,-0.128967,4.60981,247.05999755859375,0.19767442,C,/players/tyler-stephenson/17988/stats/batting,18,NL,Tyler Stephenson,663886,17988,17988
STL,Cardinals,125.304,454.337,524.025,109.926,70.7882,21.7787,1.75112,15.6082,61.5223,54.7121,61.7555,2.14424,105.607,3.21257,3.59994,1.1204,8.47025,5.65486,2.37436,0.241949,0.334467,0.400654,0.73512,0.322307,0.117848,0.201531,0.584764,0.158705,3.76816,0.280107,0.427129,,65.854,3.93633,-2.11141,-0.723433,-0.296304,1.41297,3.4918057918548584,-7.416709661483765,106.116,588.4,4.7072,588.4,4.7072,2.77661,-1.91015,0.15644,2.77661,1.91015,4.79141,371.6600036621094,0.01388889,OF,/players/lars-nootbaar/21454/stats/batting,28,NL,Lars Nootbaar,663457,21454,21454
SDP,Padres,128.873,472.869,522.805,115.748,71.3729,22.1107,2.62001,19.6441,66.7343,66.4979,37.1371,0.668131,139.12,9.44378,3.12908,0.225343,8.82639,8.4449,2.95107,0.244777,0.31063,0.427244,0.737874,0.319736,0.0710344,0.266103,0.266943,0.182467,5.15182,0.302942,-0.550929,,64.6092,2.83583,0.297567,-0.293819,-0.844747,1.40874,1.843203067779541,-5.768192678689957,104.35,590.3,4.575968992,590.3,4.575968992,3.30878,1.33278,0.171314,3.30878,-1.33278,4.77158,230.33999633789062,0.06122449,OF,/players/ramon-laureano/17128/stats/batting,29,NL,Ramón Laureano,657656,17128,17128
SFG,Giants,136.139,517.686,570.524,137.881,94.3684,29.3389,5.7929,8.38113,66.9291,55.6446,43.2018,0.986884,63.7833,5.3468,3.64833,0.641474,8.77873,9.16431,2.96952,0.266342,0.327138,0.393964,0.721102,0.315187,0.0757231,0.111798,0.677322,0.127622,5.50219,0.28831,0.514072,,68.3994,0.987578,-1.79565,-0.320186,0.193886,1.3996,1.0200860649347305,-6.64946722984314,101.225,601.0,4.419117647,601.0,4.419117647,1.99408,-1.30764,0.873627,1.99408,1.30764,3.83516,286.7699890136719,0.01342282,OF,/players/jung-hoo-lee/33824/stats/batting,30,NL,Jung Hoo Lee,808982,33824,33824
SFG,Giants,122.307,434.941,478.814,105.453,70.9365,19.279,1.58486,13.6526,56.6049,50.9881,31.5639,0.247533,115.169,7.91779,3.76402,0.62646,6.12819,13.5132,4.68796,0.242453,0.303092,0.388236,0.691328,0.302196,0.0659211,0.240531,0.274065,0.145782,5.14971,0.296242,0.032529,,52.354,-4.2215,-0.386562,0.0555317,0.0880607,1.37479,-4.26887770742178,1.5008955299854279,92.3011,483.7,3.964754098,483.7,3.964754098,2.11725,0.492104,0.587914,2.11725,-0.492104,4.21611,339.6300048828125,0.0,OF,/players/harrison-bader/18030/stats/batting,30,NL,Harrison Bader,664056,18030,18030
TBR,Rays,112.464,400.984,450.794,101.788,71.8501,20.816,2.21892,6.90326,51.5786,43.43,45.271,0.233855,98.3949,1.71554,2.29201,0.531282,7.38436,3.0657,0.947812,0.253846,0.330418,0.368473,0.698891,0.30981,0.100425,0.21827,0.460095,0.114627,3.89678,0.31843,0.0913922,,52.0769,-1.18781,-1.88704,-0.557982,-0.466589,1.3687,-1.7819119691848755,-0.09724080562591553,97.5313,452.2,4.0375,452.2,4.0375,1.74509,-0.190673,0.726473,1.74509,0.190673,4.03137,510.0,0.43382353,2B,/players/gavin-lux/19955/stats/batting,12,AL,Gavin Lux,666158,19955,19955
DET,Tigers,116.072,434.106,473.528,109.717,63.9469,19.1484,3.28138,23.3404,60.7774,69.1509,29.9895,1.41852,112.987,6.31859,2.92514,0.188297,5.9067,2.32137,1.16643,0.252742,0.3085,0.47327,0.78177,0.333684,0.0633321,0.238608,0.265424,0.220527,4.17536,0.287249,-0.136756,,63.882,7.93101,-0.677186,-0.665886,-0.802641,1.3616,7.097660005092621,-10.087464094161987,114.156,579.4,4.994827586,579.4,4.994827586,1.31172,-1.12437,0.584931,1.31172,1.12437,4.22009,236.0,0.37301587,DH/OF,/players/kerry-carpenter/25961/stats/batting,6,AL,Kerry Carpenter,681481,25961,25961
WSN,Nationals,131.5,494.556,541.146,131.325,86.2389,26.5232,7.90806,10.6545,64.4956,58.7261,35.5608,0.424486,96.0612,5.79061,4.09025,1.14815,6.92306,13.9614,4.58943,0.265541,0.319772,0.415782,0.735554,0.318806,0.0657139,0.177514,0.370189,0.150242,6.52434,0.307887,0.503207,,66.4671,2.52651,-1.26236,0.073324,0.576531,1.35874,3.1402707695961,-7.864054799079895,103.997,604.5,4.614503816,604.5,4.614503816,2.07953,-0.212723,0.79116,2.07953,0.212723,3.94512,203.6300048828125,0.16483516,OF,/players/daylen-lile/29995/stats/batting,24,NL,Daylen Lile,695734,29995,29995
TEX,Rangers,90.2658,291.662,335.377,61.4366,36.6473,12.4206,0.18557,12.1831,36.6785,38.1284,36.1313,0.11993,78.2759,4.77378,2.10158,0.708263,4.05527,0.805668,0.18009,0.210643,0.3058,0.379814,0.685614,0.302953,0.107733,0.233397,0.461589,0.169171,2.11766,0.242264,-0.393711,,36.8768,-2.75063,-2.33503,-0.4238,-0.817512,1.3544,-2.935232400894165,4.629927158355713,94.6425,322.1,3.578888888,322.1,3.578888888,2.02541,-0.489894,0.588138,2.02541,0.489894,4.21582,443.9700012207031,0.02105263,C,/players/danny-jansen/16535/stats/batting,13,AL,Danny Jansen,643376,16535,16535
TOR,Blue Jays,83.6615,272.149,316.477,59.8638,33.6675,12.1542,0.955329,13.0867,38.2338,37.1716,38.5152,0.0,89.682,3.47242,2.18801,0.152298,3.22563,4.04498,1.01521,0.219967,0.321984,0.415908,0.737892,0.323219,0.1217,0.283376,0.429465,0.195941,4.12807,0.272644,-0.195018,,40.0058,2.6116,0.902752,-0.106198,-0.301216,1.34161,2.608566790819168,-0.3883209228515625,107.801,357.5,4.25595238,357.5,4.25595238,2.38913,-0.322241,0.712629,2.38913,0.322241,4.04983,591.7999877929688,0.01176471,2B/OF,/players/davis-schneider/23565/stats/batting,14,AL,Davis Schneider,676914,23565,23565
TOR,Blue Jays,111.635,410.71,454.034,98.1763,57.2789,23.3467,0.908405,16.6423,54.6872,56.8811,36.5464,1.88408,110.007,3.70135,2.60355,0.473201,6.18107,3.80948,1.23715,0.239041,0.305194,0.421872,0.727066,0.313852,0.0804926,0.242289,0.332217,0.182831,3.65583,0.284424,-0.0771548,,53.9415,0.293831,-0.388077,-0.376137,-0.453292,1.3337,0.2683296799659729,-2.85987389087677,101.348,497.8,4.444642857,497.8,4.444642857,2.50058,-1.94753,0.244705,2.50058,1.94753,4.67373,214.3699951171875,0.00671141,3B/OF,/players/addison-barger/24598/stats/batting,14,AL,Addison Barger,680718,24598,24598
STL,Cardinals,86.2715,308.271,348.41,75.9592,52.8339,14.9197,1.00885,7.19673,39.8312,34.1503,32.2343,0.830107,61.9543,5.15033,1.92626,0.82914,6.00384,8.02041,1.61251,0.246404,0.326093,0.371384,0.697477,0.308567,0.0925181,0.17782,0.520291,0.12498,4.90988,0.285267,-0.272366,,39.8978,-1.2696,1.00352,0.353618,0.0812519,1.328,-1.2868947312235832,2.4750170707702637,96.6776,353.2,4.106976744,353.2,4.106976744,2.5787,-0.792198,1.0012,2.5787,0.792198,3.66507,999.0,0.0,SS,/players/jonathan-wetherholt/sa3025154/stats/batting,28,NL,JJ Wetherholt,802139,sa3025154,sa3025154
KCR,Royals,122.796,447.102,516.737,109.13,72.3275,23.7245,1.48961,11.5888,61.8059,49.9851,52.4569,0.0,99.3473,12.3687,3.68749,1.12196,9.19906,5.42829,2.34174,0.244084,0.337376,0.381569,0.718945,0.319428,0.101516,0.192259,0.528015,0.137485,4.01178,0.287011,0.462167,,63.73,2.67361,-3.16851,-0.778763,-0.316596,1.27656,2.2108555734157562,-7.222371339797974,104.138,547.4,4.450406504,547.4,4.450406504,3.4909,-0.697662,0.340504,3.4909,0.697662,4.546,379.8299865722656,0.1875,2B,/players/jonathan-india/21523/stats/batting,7,AL,Jonathan India,663697,21523,21523
PIT,Pirates,100.79,386.941,421.907,99.7188,66.6432,22.2655,3.12521,7.68488,46.3813,43.1252,25.43,0.385619,85.946,5.05257,3.97057,0.512366,7.61781,2.29418,1.51115,0.257711,0.308978,0.390988,0.699966,0.304643,0.0602741,0.203709,0.295884,0.133278,4.18289,0.309586,0.252869,,46.9698,-2.88168,-0.537897,-0.798652,-0.545783,1.26188,-4.350332677364349,2.646980404853821,92.3916,417.3,4.131683168,417.3,4.131683168,1.91884,-0.629102,0.825215,1.91884,0.629102,3.89971,520.7999877929688,0.0,2B,/players/nick-gonzales/27490/stats/batting,27,NL,Nick Gonzales,693304,27490,27490
WSN,Nationals,124.401,470.084,504.716,124.774,84.2636,23.8789,1.81694,14.8145,58.5537,61.6042,27.6353,1.39326,79.6717,1.66787,5.03007,0.297851,8.54986,13.2944,4.60202,0.265429,0.305455,0.4185,0.723955,0.311439,0.0547542,0.157855,0.346864,0.153071,4.86529,0.288889,-0.145328,,58.974,-0.66208,0.0129367,0.0337401,-0.111588,1.25878,-0.7389476522803307,-3.7498058592900634,98.9512,552.7,4.457258064,552.7,4.457258064,2.07287,-1.52882,0.659807,2.07287,1.52882,4.12026,232.66000366210938,0.01503759,2B,/players/luis-garcia-jr/20391/stats/batting,24,NL,Luis García Jr.,671277,20391,20391
LAA,Angels,140.857,517.805,600.281,134.94,97.7274,23.3341,1.35636,12.5222,71.1267,56.7299,65.989,2.93324,84.3603,9.31883,4.25436,2.91396,12.0717,6.06517,1.6601,0.2606,0.351958,0.383452,0.73541,0.325424,0.10993,0.140535,0.782228,0.122852,3.67278,0.287922,-0.923215,,76.9559,6.0281,-1.33763,-0.589765,-1.51298,1.25584,3.82007098197937,-12.206206679344177,107.538,663.4,4.704964539,663.4,4.704964539,3.00399,0.0653264,0.606321,3.00399,-0.0653264,4.19157,308.3399963378906,0.0,1B,/players/nolan-schanuel/33189/stats/batting,1,AL,Nolan Schanuel,694384,33189,33189
TEX,Rangers,116.625,410.761,469.2,98.2422,67.6499,19.8842,1.74838,8.95965,53.9068,40.6116,43.6171,1.03891,89.4123,9.69338,2.68991,2.4386,6.60331,8.5953,2.45699,0.239171,0.32469,0.361529,0.686219,0.305024,0.0929606,0.190563,0.48782,0.122358,4.67465,0.283366,-0.106561,,52.3802,-3.05937,-2.16811,-0.0788036,-0.185365,1.25576,-2.3592918813228607,-1.5160210728645325,96.0689,465.3,3.976923076,465.3,3.976923076,1.36471,0.892433,0.640297,1.36471,-0.892433,4.14627,351.4599914550781,0.07284768,3B/SS,/players/josh-smith/26396/stats/batting,13,AL,Josh Smith,669701,26396,26396
WSN,Nationals,135.771,502.845,553.497,118.476,77.9113,21.2931,3.51252,15.7589,65.691,58.8179,38.8967,0.323221,123.012,8.54508,2.93572,0.274456,8.22752,24.4841,6.83033,0.235611,0.299911,0.385945,0.685856,0.300099,0.0702744,0.222246,0.316202,0.150334,6.28527,0.279875,-0.274758,,59.5775,-5.82247,2.74427,1.27427,0.999516,1.25413,-4.784882068634033,-1.3722269535064697,91.1824,561.9,4.131617647,561.9,4.131617647,2.66438,-0.747641,1.04837,2.66438,0.747641,3.60218,166.50999450683594,0.02247191,OF,/players/dylan-crews/33541/stats/batting,24,NL,Dylan Crews,686611,33541,33541
BOS,Red Sox,97.5881,341.636,370.561,90.0167,58.6614,17.9442,2.60065,10.8104,44.969,46.8849,21.0905,0.699074,92.3591,3.21811,3.8741,0.742447,6.77822,9.43562,3.49895,0.263487,0.309139,0.426166,0.735305,0.316424,0.0569149,0.249241,0.228353,0.162678,5.71242,0.326839,-0.190664,,44.7983,1.01369,-0.544152,-0.088883,-0.279548,1.23243,-1.0130025446414948,0.30467796325683594,98.3206,415.4,4.23877551,415.4,4.23877551,1.76487,0.326931,0.937969,1.76487,-0.326931,3.74938,406.79998779296875,0.04672897,1B/2B,/players/romy-gonzalez/21562/stats/batting,3,AL,Romy Gonzalez,663853,21562,21562
CIN,Reds,124.646,450.91,497.85,118.417,73.6719,25.0667,0.390963,19.2872,62.4482,66.1461,38.6618,0.478913,97.1238,4.64087,3.38698,0.250157,8.28588,7.07346,2.10777,0.262617,0.324999,0.448264,0.773263,0.334044,0.0776574,0.195086,0.398067,0.185647,3.79355,0.293381,0.0185097,,67.3086,8.48376,-0.54038,-0.217544,-0.199034,1.22161,5.427594497799873,-10.051238596439362,109.536,600.6,4.8048,600.6,4.8048,2.45049,-1.01262,0.415696,2.45049,1.01262,4.44574,215.1699981689453,0.0,1B/3B,/players/sal-stewart/31505/stats/batting,18,NL,Sal Stewart,701398,31505,31505
STL,Cardinals,139.599,527.072,576.278,140.927,95.4891,24.763,1.07177,19.6033,64.7518,73.7273,39.5758,0.712919,81.9924,3.62173,4.80933,1.19936,11.2754,5.79448,1.68879,0.267378,0.320173,0.430006,0.750179,0.324512,0.0686748,0.142279,0.482676,0.162628,3.52289,0.281962,-0.716407,,73.4522,5.36049,-0.832744,-0.443549,-1.15996,1.2213,4.037529468536377,-11.604274570941925,107.631,666.6,4.761428571,666.6,4.761428571,2.71027,0.407531,0.598231,2.71027,-0.407531,4.20236,172.13999938964844,0.14864865,DH/OF,/players/alec-burleson/27615/stats/batting,28,NL,Alec Burleson,676475,27615,27615
NYY,Yankees,93.0177,300.081,348.624,67.5688,46.3726,13.8219,0.963143,6.41124,44.1775,29.5357,37.5626,0.248692,87.7265,6.28091,2.27589,2.4235,2.8337,36.8806,8.17684,0.225168,0.321814,0.341743,0.663557,0.298164,0.107745,0.251636,0.428178,0.116575,6.94718,0.293717,-1.06105,,36.9778,-4.21486,0.16674,3.43362,2.37257,1.20516,-1.9409027099609375,1.9211889803409576,89.5315,363.4,3.907526881,363.4,3.907526881,4.0032,0.695946,2.26518,4.0032,-0.695946,1.97976,226.86000061035156,0.01282051,2B/SS,/players/jose-caballero/23401/stats/batting,9,AL,José Caballero,676609,23401,23401
SFG,Giants,147.111,557.12,617.091,140.668,92.2605,24.8045,1.87239,21.7305,73.9923,71.9534,45.9905,1.53099,150.235,9.33734,4.07137,0.571652,11.3371,6.15339,2.45557,0.252491,0.317907,0.420751,0.738658,0.320644,0.074528,0.243456,0.306125,0.16826,3.91883,0.305574,-0.174001,,76.7163,3.8023,-4.45561,-0.739145,-0.913147,1.20126,2.714606761932373,-11.858522891998291,104.974,694.1,4.721768707,694.1,4.721768707,3.11246,-0.747339,0.346684,3.11246,0.747339,4.53776,216.50999450683594,0.01910828,OF,/players/heliot-ramos/22515/stats/batting,30,NL,Heliot Ramos,671218,22515,22515
HOU,Astros,139.631,523.937,585.962,121.1,71.6601,22.2491,0.771471,26.4191,69.358,80.3965,47.7208,1.55476,149.655,8.56426,5.50485,0.234777,8.60425,3.07037,1.0293,0.231134,0.302846,0.427817,0.730662,0.315395,0.0814402,0.255401,0.318872,0.196683,2.91476,0.267938,-0.599529,,70.3492,1.11327,1.81207,-0.641831,-1.24136,1.18789,0.40443408489227295,-8.961922764778137,102.383,641.4,4.581428571,641.4,4.581428571,2.41758,0.786695,1.01466,2.41758,-0.786695,3.64712,189.94000244140625,0.01298701,1B,/players/christian-walker/13419/stats/batting,21,AL,Christian Walker,572233,13419,13419
BOS,Red Sox,127.368,447.041,488.916,108.615,68.2807,25.4454,2.04959,12.8395,57.2093,54.4449,35.0379,1.65454,118.402,2.50029,3.75528,0.58131,7.24483,6.45588,2.41199,0.242965,0.299289,0.395217,0.694507,0.300821,0.0716644,0.242172,0.295923,0.152253,4.59519,0.299716,0.156036,,52.9129,-4.8563,0.0455643,-0.384234,-0.228197,1.18706,-7.389676257967949,2.1642874106764793,87.5722,489.3,3.852755905,489.3,3.852755905,2.05989,0.606591,0.223071,2.05989,-0.606591,4.70257,367.8299865722656,0.0,3B,/players/marcelo-mayer/29668/stats/batting,3,AL,Marcelo Mayer,691785,29668,29668
CLE,Guardians,123.04,418.855,467.785,97.1954,66.0531,21.5474,1.67183,7.923,49.8548,44.7576,34.8674,0.419192,90.6882,7.04973,4.03636,2.97643,7.94582,10.8484,4.17462,0.23205,0.29929,0.348224,0.647514,0.286322,0.0745373,0.193867,0.384476,0.116174,4.83354,0.275294,0.0553557,,45.1194,-10.1531,-0.373333,-0.249909,-0.194553,1.18582,-9.586593732237816,5.0763837695121765,82.965,410.3,3.335772357,410.3,3.335772357,1.17577,-1.26496,0.67879,1.17577,1.26496,4.09495,408.8599853515625,0.0,SS,/players/brayan-rocchio/23690/stats/batting,5,AL,Brayan Rocchio,677587,23690,23690
SEA,Mariners,98.1515,330.914,376.139,76.8215,52.1956,16.2099,1.68544,6.73061,39.096,35.7868,35.6849,0.770984,66.5303,4.88183,2.65549,2.00295,6.09205,4.93166,1.85551,0.232149,0.313758,0.352339,0.666097,0.295698,0.0948715,0.176877,0.536371,0.12019,4.32781,0.26926,0.118097,,39.143,-5.30076,-0.587285,-0.380829,-0.262732,1.16642,-2.5811655521392822,1.03559011220932,94.7703,350.7,3.578571428,350.7,3.578571428,2.17364,-0.995119,0.738927,2.17364,0.995119,4.01476,524.0900268554688,0.0,2B,/players/cole-young/31680/stats/batting,11,AL,Cole Young,702284,31680,31680
HOU,Astros,110.382,397.891,440.688,97.2771,61.3956,18.1861,2.1523,15.5431,53.9123,51.157,37.0012,1.00902,105.613,2.867,2.21239,0.717259,7.70868,10.0324,2.44353,0.244482,0.311714,0.418198,0.729913,0.316611,0.0839622,0.239654,0.350348,0.173716,5.13907,0.293009,-0.257068,,53.3429,1.27218,-0.438521,0.343961,0.0868929,1.15328,1.75956891477108,-5.655244886875153,103.22,492.6,4.478181818,492.6,4.478181818,1.18122,0.257999,0.479182,1.18122,-0.257999,4.36109,338.2300109863281,0.02816901,OF,/players/jesus-sanchez/19913/stats/batting,21,AL,Jesús Sánchez,660821,19913,19913
TBR,Rays,112.31,397.903,447.931,89.7504,55.5589,18.4523,1.78617,13.953,52.8573,49.4444,40.4123,0.306536,100.32,3.64295,3.65358,2.31995,3.67892,18.7114,4.46962,0.225559,0.300274,0.38611,0.686384,0.300352,0.0902198,0.223963,0.402834,0.160551,5.91027,0.263842,-0.4008,,48.3067,-4.61985,-1.33995,1.2563,0.855499,1.15145,-3.8910524249076843,-0.014586329460144043,91.0344,458.1,4.090178571,458.1,4.090178571,1.77249,0.187226,0.965231,1.77249,-0.187226,3.71302,307.3999938964844,0.01515152,OF,/players/cedric-mullins/17929/stats/batting,12,AL,Cedric Mullins,656775,17929,17929
BAL,Orioles,109.468,381.558,421.339,91.5309,56.8723,18.3492,0.40377,15.9056,49.7881,54.8586,32.6699,1.76481,102.867,3.82834,2.65574,0.626819,8.51844,2.63192,0.973068,0.239887,0.304315,0.415151,0.719466,0.311107,0.0775381,0.244142,0.317595,0.175264,3.07773,0.284903,0.0911311,,49.1181,-0.666375,0.00875274,-0.476854,-0.385723,1.14081,-0.237617626786232,-3.113929589278996,100.298,449.7,4.125688073,449.7,4.125688073,2.09809,-0.202575,0.365295,2.09809,0.202575,4.51294,174.77000427246094,0.22580645,C,/players/samuel-basallo/28824/stats/batting,2,AL,Samuel Basallo,694212,28824,28824
,,111.228,402.182,465.955,96.8658,59.2973,17.1159,0.0830905,20.3695,56.1369,61.7108,57.1755,1.00053,114.741,2.77431,3.66998,0.152618,7.98881,0.210241,0.128535,0.24085,0.336657,0.435763,0.77242,0.336128,0.122706,0.246249,0.498301,0.194913,1.43915,0.282543,-0.621615,,63.7849,8.72871,0.0,-0.791215,-1.41283,1.11916,7.184083342552185,-12.015405654907227,115.61,558.5,5.031531531,558.5,5.031531531,2.11987,-1.47785,0.506226,2.11987,1.47785,4.32503,331.2900085449219,1.0,DH/OF,/players/marcell-ozuna/10324/stats/batting,-1,,Marcell Ozuna,542303,10324,10324
TBR,Rays,98.8568,342.065,379.203,73.3383,45.2272,13.6801,2.13882,12.2923,45.054,42.4812,30.2158,0.285016,128.791,3.23711,1.83588,1.84905,4.92311,10.4943,3.22752,0.214399,0.283001,0.374703,0.657704,0.287754,0.0796825,0.339635,0.234612,0.160304,6.05588,0.30099,-0.239761,,37.0162,-7.78947,1.24666,0.25959,0.019829,1.10296,-7.8769042659550905,5.823362112045288,82.3806,341.2,3.446464646,341.2,3.446464646,2.16735,-0.800626,0.751406,2.16735,0.800626,3.99813,445.30999755859375,0.0,SS,/players/carson-williams/30038/stats/batting,12,AL,Carson Williams,700246,30038,30038
DET,Tigers,119.771,415.619,464.575,93.5638,60.3128,16.8891,4.91228,11.4497,54.7223,43.9245,42.0269,0.736608,117.724,2.51696,3.22102,1.19104,3.42298,12.4022,2.89014,0.225119,0.298041,0.372039,0.67008,0.293625,0.090463,0.253401,0.356995,0.14692,6.48883,0.283478,0.344746,,47.5642,-7.3289,-0.672121,0.609518,0.954264,1.10102,-6.4047640562057495,1.1761986017227173,86.5602,441.0,3.675,441.0,3.675,2.83537,-0.630215,0.721825,2.83537,0.630215,4.03757,417.2300109863281,0.0,OF,/players/parker-meadows/23800/stats/batting,6,AL,Parker Meadows,678009,23800,23800
