Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ra_talent_sd,chance_ra_se,total_ra_se,q10,q20,q30,q40,q50,q60,q70,q80,q90,tt_q10,tt_q20,tt_q30,tt_q40,tt_q50,tt_q60,tt_q70,tt_q80,tt_q90,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
MIL,Brewers,0.0428,0.0585,0.0237,0.8887,0.0,0.0,,1.0,4.493,1.0569,0.6244,0.58807,0.175333,0.7211,0.4738,0.0241,0.0421,5.29263,1.5307,6.4899,4.2642,1.52195,1.578,0.160494,0.105453,0.05504116415977478,0.36096,0.265746,0.286161,0.705164,5.51997,6.800000000000001,6.800000000000001,7.0,7.0,-0.0126426,-0.0468817,0.0066,,,,,,,,,,,,,,,,,,,,,,999.0,23.0,NL,Stiven Cruz,691602.0,sa3015938,sa3015938
BOS,Red Sox,0.0425,0.0555,0.0,1.0,0.0,0.0,,1.0,4.645,1.0672,0.6411,0.59929,0.137444,0.7159,0.6434,0.0282,0.0521,5.39361,1.7106,6.4431,5.7906,1.11268,1.237,0.154123,0.138515,0.015608176589012146,0.428195,0.270211,0.300294,0.704463,5.57661,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0126694,-0.0441559,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,3.0,AL,Zach Fogell,808820.0,sa3023280,sa3023280
,,0.0417,0.0563,0.0,1.0,0.0,0.0,,1.0,4.655,1.0789,0.6635,0.62148,0.140556,0.7402,0.6524,0.0282,0.046,5.59332,1.7313,6.6618,5.8716,1.13458,1.265,0.159012,0.14015,0.018861442804336548,0.434828,0.272684,0.305069,0.695852,5.57716,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0126755,-0.0441559,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,-2.0,,Joey Stock,695960.0,sa3015309,sa3015309
NYY,Yankees,0.0436,0.0544,0.0,1.0,0.0,0.0,,1.0,4.579,1.0868,0.6309,0.58948,0.156556,0.6681,0.5405,0.0278,0.0437,5.30532,1.6273,6.0129,4.8645,1.23608,1.409,0.145905,0.118039,0.027866356074810028,0.428934,0.272054,0.293439,0.707609,5.58676,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.012678,-0.049937,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,9.0,AL,Ocean Gabonia,695589.0,sa3017391,sa3017391
PIT,Pirates,0.0419,0.0562,0.0,1.0,0.0,0.0,,1.0,4.64,1.0951,0.629,0.58566,0.125889,0.6364,0.618,0.0282,0.0498,5.27094,1.7131,5.7276,5.562,1.02977,1.133,0.137155,0.13319,0.003965526819229126,0.445696,0.275691,0.301943,0.705401,5.50229,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0127095,-0.0442872,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,27.0,NL,Yoldin De La Paz,692848.0,sa3015975,sa3015975
CHC,Cubs,0.0433,0.0548,0.0,1.0,0.0,0.0,,1.0,4.606,0.9933,0.6158,0.57477,0.136111,0.8286,0.6909,0.028,0.0405,5.17293,1.6842,7.4574,6.2181,1.19931,1.225,0.179896,0.15,0.029895782470703125,0.423951,0.256362,0.294578,0.715297,5.44158,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0127121,-0.0476476,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,17.0,NL,Jackson Kirkpatrick,814342.0,sa3067258,sa3067258
MIL,Brewers,0.0427,0.0554,0.0,1.0,0.0,0.0,,1.0,4.564,1.0413,0.6252,0.58562,0.154111,0.7387,0.5742,0.0277,0.0472,5.27058,1.6155,6.6483,5.1678,1.28649,1.387,0.161854,0.125811,0.036042943596839905,0.403814,0.264115,0.290902,0.707486,5.52538,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0127127,-0.0468911,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,23.0,NL,Daniel Corniel,802192.0,sa3019395,sa3019395
TBR,Rays,0.0409,0.0571,0.0,1.0,0.0,0.0,,1.0,4.568,1.1035,0.6535,0.61314,0.167111,0.6899,0.5228,0.0277,0.0461,5.51826,1.6263,6.2091,4.7052,1.31963,1.504,0.151029,0.114448,0.03658055514097214,0.415707,0.275937,0.298015,0.698678,5.63448,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0127708,-0.0475194,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,12.0,AL,Noah Beal,695063.0,sa3067027,sa3067027
,,0.043,0.0551,0.0,1.0,0.0,0.0,,1.0,4.613,1.0834,0.6227,0.57956,0.133667,0.6426,0.6085,0.028,0.0407,5.21604,1.6919,5.7834,5.4765,1.05604,1.203,0.139302,0.13191,0.0073921531438827515,0.445999,0.273324,0.297952,0.710542,5.5352,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0127716,-0.0470228,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Joe Kemlage,703240.0,sa3017825,sa3017825
,,0.0427,0.0613,0.044,0.793,0.0,0.0,,1.0,4.577,1.0706,0.6448,0.60566,0.157778,0.7326,0.5628,0.0219,0.0423,5.45094,1.6334,6.5934,5.0652,1.30171,1.42,0.160061,0.122963,0.037098534405231476,0.392985,0.269544,0.296224,0.699888,5.53635,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0127843,-0.0470228,0.0135,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Derek Casey,656297.0,sa3008259,sa3008259
,,0.0402,0.0605,0.0195,0.9085,0.0,0.0,,1.0,4.593,1.0748,0.6542,0.61388,0.160556,0.7223,0.5882,0.0253,0.0445,5.52492,1.663,6.5007,5.2938,1.22798,1.445,0.157261,0.128064,0.0291966050863266,0.410715,0.271394,0.297079,0.701421,5.67586,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0127932,-0.0465713,0.0057,,,,,,,,,,,,,,,,,,,,,,999.0,-2.0,,Glenn Albanese Jr.,676077.0,sa3017302,sa3017302
NYY,Yankees,0.0441,0.0566,0.02,0.906,0.0,0.0,,1.0,4.542,1.0739,0.6267,0.58732,0.168111,0.6833,0.5016,0.0249,0.0468,5.28588,1.5755,6.1497,4.5144,1.36224,1.513,0.15044,0.110436,0.04000440984964371,0.401088,0.268905,0.288267,0.707983,5.59918,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0128131,-0.049937,0.0061,,,,,,,,,,,,,,,,,,,,,,999.0,9.0,AL,Bryce Warrecker,695425.0,sa3023364,sa3023364
NYY,Yankees,0.0445,0.0596,0.0453,0.7873,0.0,0.0,,1.0,4.611,1.0119,0.6286,0.58937,0.158333,0.8209,0.6288,0.0218,0.054,5.30433,1.6407,7.3881,5.6592,1.3055,1.425,0.178031,0.13637,0.04166126251220703,0.394537,0.257599,0.289446,0.713232,5.60007,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0128227,-0.049937,0.0138,,,,,,,,,,,,,,,,,,,,,,999.0,9.0,AL,Justin Lange,694367.0,sa3014517,sa3014517
NYY,Yankees,0.0435,0.0545,0.0,1.0,0.0,0.0,,1.0,4.613,1.0595,0.6334,0.59198,0.152444,0.7274,0.6035,0.028,0.0449,5.32782,1.663,6.5466,5.4315,1.2053,1.372,0.157685,0.130826,0.026858866214752197,0.425557,0.26724,0.294045,0.710276,5.60731,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0129115,-0.0499466,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,9.0,AL,Brady Kirtner,802374.0,sa3035459,sa3035459
,,0.0431,0.0549,0.0,1.0,0.0,0.0,,1.0,4.61,1.0694,0.6183,0.57534,0.134222,0.6522,0.6066,0.028,0.0515,5.17806,1.676,5.8698,5.4594,1.07517,1.208,0.141475,0.131584,0.009891539812088013,0.442998,0.270604,0.29543,0.710777,5.54993,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.012935,-0.0470228,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Felix Ramires,678498.0,sa3005828,sa3005828
,,0.0422,0.0558,0.0,1.0,0.0,0.0,,1.0,4.585,1.1197,0.643,0.59996,0.144333,0.6035,0.5363,0.0278,0.0457,5.39964,1.656,5.4315,4.8267,1.1253,1.299,0.131625,0.116968,0.014656484127044678,0.448998,0.279715,0.299636,0.696731,5.55047,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0129411,-0.0470228,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,A.J. Labas,669332.0,sa3017638,sa3017638
,,0.0427,0.0671,0.0877,0.5877,0.0,0.0,,1.0,4.606,1.1154,0.6543,0.61063,0.146444,0.6217,0.5543,0.0161,0.058,5.49567,1.6697,5.5953,4.9887,1.12159,1.318,0.134976,0.120343,0.01463308185338974,0.456033,0.27929,0.3004,0.693258,5.63241,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0129608,-0.0492908,0.0265,,,,,,,,,,,,,,,,,,,,,,999.0,,,Luis Ramirez,687328.0,sa3020831,sa3020831
WSN,Nationals,0.0405,0.0576,0.0,1.0,0.0,0.0,,1.0,4.608,1.0521,0.6378,0.59622,0.142667,0.6983,0.6343,0.028,0.0437,5.36598,1.6864,6.2847,5.7087,1.1009,1.284,0.151541,0.137652,0.013888880610466003,0.426382,0.26771,0.294407,0.705336,5.6272,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.013025,-0.0455385,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,24.0,NL,Anthony Arguelles,690593.0,sa3023266,sa3023266
SEA,Mariners,0.0442,0.0539,0.0,1.0,0.0,0.0,,1.0,4.539,1.0337,0.5776,0.53588,0.133,0.7053,0.5617,0.0275,0.0422,4.82292,1.5954,6.3477,5.0553,1.25565,1.197,0.155387,0.12375,0.03163692355155945,0.434913,0.262687,0.290849,0.722254,5.26524,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0130555,-0.0554434,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,11.0,AL,Jacob Denner,693527.0,sa3067451,sa3067451
KCR,Royals,0.0427,0.0554,0.0,1.0,0.0,0.0,,1.0,4.671,1.0487,0.6396,0.59867,0.131556,0.7304,0.67,0.0283,0.0691,5.38803,1.7187,6.5736,6.03,1.09015,1.184,0.156369,0.143438,0.01293085515499115,0.410095,0.266716,0.29875,0.703216,5.60186,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.013091,-0.0449307,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,7.0,AL,Jacob Widener,683179.0,sa3023031,sa3023031
,,0.0424,0.0557,0.0,1.0,0.0,0.0,,1.0,4.615,1.0555,0.6393,0.59821,0.144667,0.7282,0.616,0.028,0.0526,5.38389,1.6715,6.5538,5.544,1.18214,1.302,0.15779,0.133478,0.024312034249305725,0.419992,0.267459,0.296347,0.702671,5.5652,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0131046,-0.0470228,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Natanael Garabitos,686460.0,sa3011099,sa3011099
TBR,Rays,0.0416,0.0564,0.0,1.0,0.0,0.0,,1.0,4.666,1.0634,0.6354,0.59136,0.136778,0.7197,0.6845,0.0283,0.0461,5.32224,1.7479,6.4773,6.1605,1.05142,1.231,0.154243,0.1467,0.007543936371803284,0.460313,0.270214,0.300957,0.714785,5.66565,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0131201,-0.047529,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,12.0,AL,Dalton Fowler,687096.0,sa3023125,sa3023125
,,0.0424,0.0557,0.0,1.0,0.0,0.0,,1.0,4.606,1.0923,0.6384,0.59488,0.138556,0.6374,0.5861,0.028,0.049,5.35392,1.6784,5.7366,5.2749,1.08753,1.247,0.138385,0.127247,0.011137649416923523,0.455,0.275076,0.298517,0.700609,5.56686,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.013123,-0.0470228,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Aaron Rund,810921.0,sa3023369,sa3023369
MIN,Twins,0.0417,0.0563,0.0,1.0,0.0,0.0,,1.0,4.634,1.0856,0.6558,0.61484,0.144889,0.7036,0.6064,0.0281,0.0519,5.53356,1.692,6.3324,5.4576,1.16029,1.304,0.151834,0.130859,0.020975396037101746,0.417307,0.273059,0.300815,0.695831,5.58639,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0131504,-0.0474253,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,8.0,AL,Nick Trabacchi,806713.0,sa3068327,sa3068327
PIT,Pirates,0.0413,0.0568,0.0,1.0,0.0,0.0,,1.0,4.649,1.1033,0.6452,0.60083,0.126111,0.6271,0.6153,0.0282,0.0592,5.40747,1.7186,5.6439,5.5377,1.01918,1.135,0.134889,0.132351,0.0025381743907928467,0.465228,0.277595,0.303353,0.696089,5.54388,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0131739,-0.0442872,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,27.0,NL,J.P. Massey,685364.0,sa3020803,sa3020803
,,0.0428,0.0552,0.0,1.0,0.0,0.0,,1.0,4.593,1.0549,0.6264,0.58707,0.15,0.7135,0.5916,0.0279,0.0462,5.28363,1.6465,6.4215,5.3244,1.20605,1.35,0.155345,0.128805,0.026540398597717285,0.390005,0.266712,0.292687,0.710129,5.57154,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0131749,-0.0470228,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Jenrry Gonzalez,678404.0,sa3006485,sa3006485
SFG,Giants,0.0425,0.0585,0.0219,0.8969,0.0,0.0,,1.0,4.596,1.077,0.6115,0.56688,0.120889,0.6878,0.5771,0.0249,0.0525,5.10192,1.6541,6.1902,5.1939,1.19182,1.088,0.149652,0.125566,0.024086177349090576,0.481823,0.271531,0.302786,0.702156,5.21989,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0131854,-0.0497969,0.0072,,,,,,,,,,,,,,,,,,,,,,999.0,30.0,NL,Austin Strickland,814088.0,sa3023380,sa3023380
,,0.0426,0.0653,0.0735,0.6545,0.0,0.0,,1.0,4.581,1.0442,0.6425,0.60399,0.159889,0.7648,0.5708,0.0178,0.059,5.43591,1.615,6.8832,5.1372,1.33987,1.439,0.16695,0.124602,0.04234883189201355,0.382996,0.264274,0.292188,0.699059,5.57349,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0131966,-0.0470228,0.021,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Leonardo Taveras,672405.0,sa3002934,sa3002934
,,0.043,0.055,0.0,1.0,0.0,0.0,,1.0,4.548,1.0824,0.6209,0.58122,0.154556,0.6293,0.5238,0.0276,0.0389,5.23098,1.6062,5.6637,4.7142,1.20141,1.391,0.138369,0.115172,0.023197002708911896,0.394999,0.271598,0.289821,0.70894,5.57386,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0132006,-0.0470228,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Samuel Perez,682840.0,sa3008176,sa3008176
,,0.0422,0.0558,0.0,1.0,0.0,0.0,,1.0,4.615,1.06,0.6425,0.60156,0.146444,0.7265,0.6173,0.028,0.0458,5.41404,1.6773,6.5385,5.5557,1.1769,1.318,0.157421,0.133759,0.02366197109222412,0.415987,0.268225,0.29671,0.702856,5.57521,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0132157,-0.0470228,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Connor Housley,687355.0,sa3024915,sa3024915
NYM,Mets,0.0437,0.0543,0.0,1.0,0.0,0.0,,1.0,4.598,1.0826,0.6239,0.58004,0.134778,0.6397,0.585,0.0279,0.0475,5.22036,1.6676,5.7573,5.265,1.0935,1.213,0.139126,0.127229,0.011896476149559021,0.462115,0.273005,0.297028,0.705722,5.50535,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0132373,-0.0496207,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,25.0,NL,Luis Moreno,672382.0,sa3002928,sa3002928
TOR,Blue Jays,0.0436,0.0581,0.0274,0.8714,0.0,0.0,,1.0,4.576,1.0579,0.6444,0.60622,0.167778,0.7485,0.5544,0.0241,0.0429,5.45598,1.6123,6.7365,4.9896,1.35011,1.51,0.163571,0.121154,0.04241694509983063,0.374145,0.265891,0.290659,0.702695,5.61115,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0132669,-0.049477,0.0079,,,,,,,,,,,,,,,,,,,,,,999.0,14.0,AL,Bo Bonds,687629.0,sa3022938,sa3022938
CHW,White Sox,1.556,1.7781,0.0,34.0,0.0,0.6116,,34.0,149.516,31.0399,17.6519,16.4624,4.71844,34.2241,17.8742,0.9297,1.3302,4.35768,1.43865,9.05932,4.73141,1.91472,1.249,0.228899,0.119547,0.10935215651988983,0.382595,0.238198,0.288078,0.738914,4.62057,124.50000000000003,3.6617647058823537,120.0,3.5294117647058822,-0.0132697,-0.0314112,0.0,0.640761,1.98574,2.08657,7.37,6.11,5.34,4.75,4.27,3.83,3.41,2.98,2.47,5.51,5.19,4.97,4.79,4.63,4.47,4.31,4.13,3.89,749.7000122070312,4.0,AL,Prelander Berroa,672860.0,22932,22932
,,0.0423,0.0558,0.0,1.0,0.0,0.0,,1.0,4.591,1.0734,0.6406,0.59986,0.150333,0.6889,0.5726,0.0279,0.0509,5.39874,1.646,6.2001,5.1534,1.20311,1.353,0.150054,0.124722,0.025332175195217133,0.415001,0.270548,0.295073,0.700367,5.58217,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0132928,-0.0470228,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Aidan Maldonado,682251.0,sa3020829,sa3020829
PHI,Phillies,0.0425,0.0555,0.0,1.0,0.0,0.0,,1.0,4.638,1.0558,0.6487,0.60609,0.145222,0.7215,0.6514,0.0281,0.0541,5.45481,1.7072,6.4935,5.8626,1.10761,1.307,0.155563,0.140448,0.015114262700080872,0.442937,0.268481,0.297014,0.703842,5.69653,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0133014,-0.0444536,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,26.0,NL,Ethan Chenault,694839.0,sa3023445,sa3023445
BOS,Red Sox,0.042,0.056,0.0,1.0,0.0,0.0,,1.0,4.675,1.0976,0.6542,0.61064,0.132556,0.6704,0.6577,0.0284,0.0487,5.49576,1.7553,6.0336,5.9193,1.01931,1.193,0.143401,0.140684,0.0027165859937667847,0.450508,0.276571,0.304849,0.701462,5.63676,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0133332,-0.0441559,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,3.0,AL,P.J. Labriola,686623.0,sa3068587,sa3068587
MIL,Brewers,0.0426,0.0612,0.0428,0.7988,0.0,0.0,,1.0,4.532,1.1047,0.6345,0.59345,0.160222,0.609,0.462,0.0217,0.0651,5.34105,1.5667,5.481,4.158,1.31818,1.442,0.134378,0.101942,0.03243601322174072,0.425141,0.275837,0.291895,0.694434,5.58133,6.800000000000001,6.800000000000001,7.0,7.0,-0.0133337,-0.0468911,0.0127,,,,,,,,,,,,,,,,,,,,,,999.0,23.0,NL,Patricio Aquino,699223.0,sa3016510,sa3016510
,,0.0422,0.0608,0.0374,0.8244,0.0,0.0,,1.0,4.569,1.1206,0.6506,0.60909,0.155556,0.6187,0.5158,0.0227,0.0399,5.48181,1.6364,5.5683,4.6422,1.1995,1.4,0.135413,0.112891,0.02252134680747986,0.424001,0.279222,0.297941,0.6949,5.58706,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0133471,-0.0470228,0.0111,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Brett Standlee,685402.0,sa3017388,sa3017388
KCR,Royals,0.042,0.0561,0.0,1.0,0.0,0.0,,1.0,4.664,1.0942,0.6592,0.61539,0.129556,0.6527,0.6591,0.0283,0.0448,5.53851,1.7533,5.8743,5.9319,0.99029,1.166,0.139944,0.141316,-0.0013722032308578491,0.45155,0.276306,0.303553,0.696027,5.62566,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0133553,-0.0449307,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,7.0,AL,Augusto Mendieta,800078.0,sa3021473,sa3021473
MIN,Twins,0.0413,0.0567,0.0,1.0,0.0,0.0,,1.0,4.604,1.1459,0.6665,0.6252,0.152667,0.6047,0.5215,0.0279,0.0446,5.6268,1.6674,5.4423,4.6935,1.15954,1.374,0.131342,0.113271,0.018071256577968597,0.420744,0.283786,0.302766,0.688535,5.6087,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0133974,-0.0474253,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,8.0,AL,Paulshawn Pasqualotto,695308.0,sa3023476,sa3023476
,,0.0421,0.056,0.0,1.0,0.0,0.0,,1.0,4.596,1.0742,0.6465,0.60652,0.154,0.7078,0.5829,0.0279,0.0409,5.45868,1.6571,6.3702,5.2461,1.21427,1.386,0.154003,0.126828,0.027175799012184143,0.401999,0.270429,0.295846,0.701075,5.59294,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0134122,-0.0470228,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Brannon Jordan,687561.0,sa3017814,sa3017814
,,0.0421,0.0579,0.0144,0.9324,0.0,0.0,,1.0,4.612,1.1054,0.6295,0.58712,0.138333,0.593,0.5624,0.026,0.0453,5.28408,1.6678,5.337,5.0616,1.05441,1.245,0.128578,0.121943,0.006634868681430817,0.426338,0.276053,0.295471,0.704346,5.57057,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0134127,-0.0483831,0.0046,,,,,,,,,,,,,,,,,,,,,,999.0,,,Cleiverth Perez,672558.0,sa3002985,sa3002985
,,0.041,0.057,0.0,1.0,0.0,0.0,,1.0,4.57,1.0591,0.6645,0.62777,0.190444,0.7626,0.5485,0.0277,0.047,5.64993,1.6076,6.8634,4.9365,1.39034,1.714,0.166871,0.120022,0.04684901237487793,0.358216,0.266474,0.287496,0.703293,5.87221,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0134136,-0.0417806,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,-2.0,,Carson Rudd,695297.0,sa3014812,sa3014812
,,0.0422,0.0558,0.0,1.0,0.0,0.0,,1.0,4.643,1.0545,0.6427,0.60069,0.139222,0.7311,0.6398,0.0282,0.0638,5.40621,1.6943,6.5799,5.7582,1.1427,1.253,0.157463,0.137799,0.019664019346237183,0.434008,0.26768,0.298226,0.701352,5.59363,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0134199,-0.0470228,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Gabriel Sosa,691669.0,sa3011682,sa3011682
SDP,Padres,0.0428,0.0553,0.0,1.0,0.0,0.0,,1.0,4.56,1.0768,0.6286,0.58796,0.152778,0.6718,0.5451,0.0277,0.0438,5.29164,1.6219,6.0462,4.9059,1.23243,1.375,0.147325,0.119539,0.02778509259223938,0.418186,0.271159,0.293665,0.705463,5.54435,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0134316,-0.0496816,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,29.0,NL,Tyler Morgan,809499.0,sa3022862,sa3022862
,,0.0419,0.0561,0.0,1.0,0.0,0.0,,1.0,4.613,1.0991,0.6511,0.60923,0.146667,0.6636,0.5816,0.028,0.0454,5.48307,1.6807,5.9724,5.2344,1.14099,1.32,0.143854,0.126078,0.01777586340904236,0.430998,0.27574,0.29991,0.69786,5.5956,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0134418,-0.0470228,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Luis Montas,691703.0,sa3015102,sa3015102
,,0.0439,0.0542,0.0,1.0,0.0,0.0,,1.0,4.63,1.0831,0.6371,0.59516,0.144,0.7106,0.6208,0.0281,0.0413,5.35644,1.7039,6.3954,5.5872,1.14465,1.296,0.153477,0.134082,0.019395247101783752,0.430985,0.272966,0.301641,0.710111,5.57224,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0134497,-0.0495869,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,,,Ryan Cabarcas,686572.0,sa3067309,sa3067309
,,0.043,0.055,0.0,1.0,0.0,0.0,,1.0,4.619,1.0557,0.6215,0.57933,0.137556,0.6777,0.6291,0.028,0.0472,5.21397,1.6848,6.0993,5.6619,1.07725,1.238,0.14672,0.136198,0.010521754622459412,0.429006,0.267761,0.293577,0.712561,5.59686,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0134557,-0.0470228,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Wilker Reyes,683497.0,sa3009477,sa3009477
,,0.0422,0.0559,0.0,1.0,0.0,0.0,,1.0,4.615,1.0594,0.6437,0.60283,0.147444,0.724,0.6235,0.028,0.0409,5.42547,1.6829,6.516,5.6115,1.16119,1.327,0.15688,0.135103,0.02177681028842926,0.414009,0.268162,0.296171,0.703837,5.59711,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0134586,-0.0470228,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Ronny Garcia,672774.0,sa3003030,sa3003030
WSN,Nationals,0.0403,0.0578,0.0,1.0,0.0,0.0,,1.0,4.6,1.0317,0.6425,0.604,0.155778,0.7555,0.6318,0.0279,0.041,5.436,1.6635,6.7995,5.6862,1.19579,1.402,0.164239,0.137348,0.026891306042671204,0.378335,0.262706,0.290433,0.706373,5.66765,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.013473,-0.0455385,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,24.0,NL,Robert Cranz,801128.0,sa3025521,sa3025521
SDP,Padres,0.0429,0.0552,0.0,1.0,0.0,0.0,,1.0,4.572,1.0993,0.6267,0.58318,0.141889,0.6046,0.5485,0.0277,0.0442,5.24862,1.6478,5.4414,4.9365,1.10228,1.277,0.13224,0.119969,0.012270353734493256,0.458184,0.276255,0.296154,0.704617,5.54859,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0134792,-0.0496816,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,29.0,NL,Nick Wissman,828470.0,sa3045483,sa3045483
COL,Rockies,0.0384,0.0596,0.0,1.0,0.0,0.0,,1.0,4.726,1.2006,0.7372,0.69269,0.155444,0.6207,0.6195,0.0287,0.0504,6.23421,1.8201,5.5863,5.5755,1.00194,1.399,0.131337,0.131083,0.00025391578674316406,0.464338,0.295999,0.318649,0.675766,5.92421,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0135197,-0.034411,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,19.0,NL,Jake Madden,802409.0,sa3020866,sa3020866
LAD,Dodgers,0.0443,0.0538,0.0,1.0,0.0,0.0,,1.0,4.623,1.0625,0.6479,0.60765,0.161556,0.7181,0.6274,0.0281,0.0446,5.46885,1.6899,6.4629,5.6466,1.14456,1.454,0.155332,0.135713,0.019619300961494446,0.405693,0.268919,0.293339,0.711884,5.81516,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.0135373,-0.0461378,0.0,,,,,,,,,,,,,,,,,,,,,,999.0,22.0,NL,Stone Hewlett,803108.0,sa3025562,sa3025562
