Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
TOR,Blue Jays,11.2039,10.6092,31.0,31.0,0.0,0.0,,181.939,767.881,172.893,96.21,90.16,27.5785,174.595,55.1498,0.625228,4.48076,4.45996,1.2534,8.63673,2.7281,3.16584,1.36423,0.227373,0.0718208,0.15555208176374435,,0.244112,0.287138,0.695933,4.16967,725.6000000000001,3.9868131868131877,719.0,3.9505494505494507,2.73744,1.73312,14.2767,116.8499984741211,14,AL,Kevin Gausman,592332,14107,14107
LAD,Dodgers,10.4645,7.54494,26.0,26.0,0.0,0.0,,147.628,612.606,122.304,68.55,64.3,20.035,167.464,52.5291,0.372832,4.14105,3.91999,1.18428,10.2093,3.20238,3.18803,1.22142,0.273364,0.0857469,0.1876167133450508,,0.219997,0.277575,0.724078,3.78228,695.0,4.695945945945946,643.0,4.344594594594595,2.7283,2.34094,10.8004,110.8499984741211,22,NL,Tyler Glasnow,607192,14374,14374
TBR,Rays,9.3572,10.985,31.0,31.0,0.0,0.0,,156.178,648.4,145.654,73.84,68.89,19.7705,134.0,40.8002,0.521851,5.48928,3.96989,1.19386,7.72194,2.35118,3.28429,1.13931,0.206662,0.0629244,0.1437375545501709,,0.241906,0.280777,0.709267,3.95399,658.8000000000001,4.223076923076923,650.0,4.166666666666667,2.69379,2.33324,9.53111,149.10000610351562,12,AL,Drew Rasmussen,656876,25385,25385
BAL,Orioles,10.4167,9.41255,29.0,29.0,0.0,0.0,,160.689,679.742,148.586,78.92,73.74,20.2201,148.764,55.0369,0.713654,5.74081,4.13009,1.26718,8.33207,3.08255,2.70298,1.1325,0.218853,0.0809674,0.13788576424121857,,0.240056,0.28527,0.711308,4.0541,673.0000000000001,4.180124223602485,660.0,4.099378881987578,2.63223,2.13517,11.5111,164.39999389648438,2,AL,Trevor Rogers,669432,22286,22286
PHI,Phillies,10.8229,10.8053,31.0,31.0,0.0,0.0,,178.591,750.739,169.492,92.68,86.52,27.9168,171.585,51.7058,0.464603,5.88734,4.36013,1.23857,8.64693,2.60569,3.31848,1.40685,0.228555,0.0688733,0.15968138724565506,,0.244526,0.286797,0.705699,4.21318,710.8000000000003,3.9709497206703928,701.0,3.916201117318436,2.60852,1.84674,13.6337,208.9499969482422,26,NL,Aaron Nola,605400,16149,16149
NYM,Mets,9.54348,9.24226,28.0,28.0,0.0,0.0,,148.596,623.353,131.71,67.64,63.24,17.179,143.334,51.0357,0.445045,7.51006,3.83025,1.22982,8.6813,3.09108,2.8085,1.04048,0.22994,0.0818729,0.1480674147605896,,0.233194,0.283286,0.725326,3.89085,659.3000000000002,4.424832214765102,633.0,4.248322147651007,2.60111,2.51129,9.80155,93.5999984741211,25,NL,Nolan McLean,690997,33703,33703
KCR,Royals,8.66491,9.09383,24.0,40.0,0.0,0.6688,,128.448,541.574,119.418,59.03,55.07,13.5013,125.788,41.2176,1.00124,4.47145,3.85861,1.25059,8.81367,2.88801,3.05182,0.946005,0.232265,0.076107,0.1561575084924698,,0.240818,0.297023,0.716877,3.6101,586.6,4.5828125,579.0,4.5234375,2.5422,1.94121,5.95684,216.8000030517578,7,AL,Kris Bubic,663460,21455,21455
,,11.5427,11.2967,32.0,32.0,0.0,0.0,,192.224,813.095,175.738,96.92,90.77,26.9978,183.104,66.5954,0.594832,7.28705,4.24989,1.26068,8.57299,3.11802,2.7495,1.26405,0.225194,0.0819036,0.14329000562429428,,0.237736,0.281113,0.710941,4.20894,775.1000000000003,4.036979166666668,753.0,3.921875,2.53948,2.26003,15.3336,225.0500030517578,-1,,Zac Gallen,668678,19291,19291
CLE,Guardians,10.3593,11.6508,31.0,31.0,0.0,0.0,,184.171,788.19,162.127,91.91,86.15,23.6072,184.566,80.0966,0.48479,7.82043,4.20995,1.31521,9.0193,3.91413,2.30429,1.15363,0.234164,0.101621,0.1325434446334839,,0.231519,0.281487,0.718607,4.2293,751.2,4.0826086956521745,714.0,3.880434782608696,2.52773,2.26383,14.4767,150.5,5,AL,Gavin Williams,668909,30122,30122
PIT,Pirates,9.29428,11.9224,31.0,31.0,0.0,0.0,,171.678,741.49,178.251,96.66,90.61,21.9612,144.892,52.2262,0.442627,9.13508,4.75011,1.3425,7.59578,2.73789,2.77432,1.15129,0.195407,0.0704342,0.12497255206108093,,0.262085,0.304496,0.669986,4.18242,646.3999999999999,3.7581395348837203,681.0,3.9593023255813953,2.51228,1.01895,12.7367,346.0,27,NL,Mitch Keller,656605,17594,17594
PHI,Phillies,7.93008,7.51459,21.0,34.0,0.0,0.0,,112.388,462.04,98.0096,48.47,45.29,13.3994,118.403,28.8708,0.608774,4.2431,3.62681,1.12895,9.48165,2.31196,4.10113,1.07302,0.256261,0.0624854,0.19377539679408073,,0.2285,0.284764,0.725208,3.46193,551.1000000000001,4.920535714285715,528.0,4.714285714285714,2.5089,2.08889,5.12421,999.0,26,NL,Andrew Painter,691725,sa3017880,sa3017880
NYM,Mets,9.71292,9.79513,28.0,28.0,0.0,0.0,,160.44,677.068,143.706,80.58,75.41,24.4655,166.406,54.6301,0.483939,6.93091,4.23018,1.2362,9.33469,3.06451,3.04606,1.37241,0.245775,0.0806863,0.1650886982679367,,0.233476,0.280807,0.717656,4.19424,660.4,4.1274999999999995,634.0,3.9625,2.47706,1.86636,12.0816,262.3500061035156,25,NL,Sean Manaea,640455,15873,15873
TBR,Rays,8.08903,8.49266,24.0,24.0,0.0,0.0,,134.616,561.374,125.212,64.18,59.68,18.8404,140.747,38.1022,0.514375,3.1282,3.99002,1.21318,9.40993,2.54739,3.69395,1.25961,0.25072,0.0678731,0.18284646421670914,,0.240725,0.29502,0.723936,3.78232,599.3,4.439259259259259,587.0,4.348148148148148,2.46807,2.02367,9.72642,246.6999969482422,12,AL,Shane McClanahan,663556,21483,21483
CIN,Reds,8.79935,10.2982,28.0,28.0,0.0,0.0,,152.992,644.035,143.059,76.33,71.06,21.643,151.166,41.9578,0.498205,11.4134,4.18022,1.20932,8.89256,2.46824,3.6028,1.27318,0.234717,0.0651484,0.16956820338964462,,0.242201,0.29057,0.70249,4.0446,632.8,4.1359477124183,622.0,4.065359477124183,2.44622,1.93373,10.7792,128.1999969482422,18,NL,Nick Lodolo,666157,26378,26378
PIT,Pirates,8.78493,10.1474,26.0,38.0,0.0,0.6588,,136.513,575.064,127.46,65.26,60.92,16.3503,128.38,41.643,0.745665,5.99928,4.01632,1.23873,8.46377,2.74543,3.08286,1.07794,0.223244,0.0724145,0.15082933008670807,,0.241667,0.290338,0.71022,3.8583,602.8000000000002,4.400000000000001,593.0,4.328467153284672,2.39751,1.93079,6.55617,153.85000610351562,27,NL,Bubba Chandler,696149,29868,29868
LAA,Angels,10.586,11.1372,31.0,31.0,0.0,0.0,,178.746,767.995,169.111,84.81,79.24,17.0137,150.652,74.0344,0.622998,9.79321,3.9898,1.36029,7.58543,3.72769,2.03489,0.856651,0.196162,0.0963996,0.09976284950971603,,0.247178,0.294477,0.721918,4.0938,726.1000000000003,4.056424581005588,724.0,4.044692737430168,2.38368,2.66864,13.393,340.79998779296875,1,AL,José Soriano,667755,22100,22100
ARI,Diamondbacks,10.0757,11.0791,31.0,31.0,0.0,0.0,,170.903,722.334,165.996,90.35,84.69,24.8666,144.759,50.0535,0.51856,4.74652,4.4599,1.26417,7.62323,2.63589,2.89209,1.30951,0.200405,0.0692941,0.1311105340719223,,0.248671,0.283445,0.693567,4.29455,651.3000000000001,3.808771929824562,655.0,3.8304093567251463,2.34906,1.64787,12.3952,224.4499969482422,15,NL,Merrill Kelly,518876,11156,11156
CHC,Cubs,9.32029,8.33455,26.0,26.0,0.0,0.0,,142.012,595.898,119.279,67.3,63.12,17.0998,146.781,55.4163,0.374615,7.07511,4.00023,1.23014,9.30226,3.51201,2.6487,1.0837,0.24632,0.0929964,0.15332337468862534,,0.223617,0.276514,0.71238,3.95344,640.3,4.509154929577464,597.0,4.204225352112676,2.33936,2.16185,9.89142,196.64999389648438,17,NL,Edward Cabrera,665795,21690,21690
