Name,Team,POS,ADP,IP,mW,mSV,mERA,mWHIP,mSO,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Luis Gil ","NYY","SP",359.30999755859375,137,0.0131165820106127,-2.6832634381672,-11.062787710355897,-12.667408493785725,0.0944834056236139,-26.305859654674602,10.823493985509053,-14.48236566916555,"Luis Gil","21052",661563
"Kendall Graveman ",,"RP",999,44,-7.54203223845465,-2.6832634381672,-3.084950536205479,-5.248496357830699,-8.62706175569937,-27.185804326357406,11.693156450571745,-14.492647875785662,"Kendall Graveman","15514",608665
"Eli Morgan ",,"RP",999,43,-7.54203223845465,-2.6832634381672,-4.349053237433903,-3.8110581588992187,-8.80149265892583,-27.186899731880807,11.693156450571745,-14.49374328130906,"Eli Morgan","20203",669212
"Chase Shugart ","PIT","RP",999,40,-7.54203223845465,-2.6832634381672,-3.6255560034071665,-4.11811577056841,-9.23756991699198,-27.206537367589412,11.693156450571745,-14.513380917017663,"Chase Shugart","21544",663767
"Joel Peguero ","SFG","RP",999,64,-6.28284076837711,-0.661338085461958,-4.897728537909055,-7.82081782183305,-7.58047633634061,-27.243201549921785,11.693156450571745,-14.550045099350037,"Joel Peguero","21951",666711
"Mike Vasil ","CHW","RP",722.9199829101562,72,-6.28284076837711,-1.47010822654406,-5.622839738590484,-7.0019975240485355,-6.88275272343477,-27.26053898099496,11.693156450571745,-14.567382530423211,"Mike Vasil","30105",678024
"Max Lazar ","PHI","RP",999,56,-6.28284076837711,-2.6832634381672,-5.075778404770025,-5.0467930685902935,-8.19098449763322,-27.27966017753785,11.693156450571745,-14.586503726966104,"Max Lazar","23426",676661
"Bryce Elder ","ATL","SP",657.6900024414062,63,-5.02364929829956,-2.6832634381672,-5.258670171595078,-5.870116044183384,-7.58047633634061,-26.41617528858584,10.823493985509053,-14.59268130307679,"Bryce Elder","27779",693821
"Kaleb Ort ","HOU","RP",999,52,-7.54203223845465,-2.6832634381672,-4.713222804429312,-4.942939638764369,-7.40604543311415,-27.287503552929685,11.693156450571745,-14.59434710235794,"Kaleb Ort","20061",672391
"Stephen Kolek ","KCR","SP",560,80,-5.02364929829956,-2.6832634381672,-4.54162880418711,-7.209704383700386,-6.969968175048,-26.42821409940227,10.823493985509053,-14.604720113893212,"Stephen Kolek","21487",663568
"Rafael Montero ",,"RP",999,58,-6.28284076837711,-2.6832634381672,-4.353895137397982,-6.895142309016891,-7.14439907827446,-27.359540731233647,11.693156450571745,-14.666384280661905,"Rafael Montero","12760",606160
"Dom Hamel ","TEX","SP",999,76,-5.02364929829956,-2.6832634381672,-6.888556406473598,-5.566060217719915,-6.35946001375539,-26.520989374415677,10.823493985509053,-14.697495388906624,"Dom Hamel","30153",687589
"Jordan Montgomery ",,"SP",744.9199829101562,91,-3.76445782822202,-2.6832634381672,-6.893398306437679,-7.110353631683045,-6.0978136589157,-26.549286863425653,10.823493985509053,-14.725792877916602,"Jordan Montgomery","16511",656756
"Keider Montero ","DET","SP",722.6199951171875,87,-3.76445782822202,-2.6832634381672,-7.434003773639363,-7.00650020185712,-5.66173640084956,-26.549961642735262,10.823493985509053,-14.726467657226209,"Keider Montero","22630",672456
"Shane Smith ","CHW","SP",273.6199951171875,168,1.27230805208816,-2.6832634381672,-13.421013079225238,-13.087324890898,1.31549972820883,-26.60379362799345,10.823493985509053,-14.780299642484403,"Shane Smith","31687",681343
"JP Sears ","SDP","SP",578.3800048828125,158,1.27230805208816,-2.6832634381672,-17.030429416085457,-7.951687318510473,-0.254378400829305,-26.647450521504283,10.823493985509053,-14.823956535995228,"JP Sears","23429",676664
"Zach McCambley ","PHI","RP",999,50,-7.54203223845465,-2.6832634381672,-3.6287839367165513,-5.6609082919286795,-8.01655359440676,-27.531541499673853,11.693156450571745,-14.838385049102104,"Zach McCambley","sa3014478",685112
"Jaden Hill ","COL","RP",749,58,-6.28284076837711,-1.87449329708511,-5.257056204940382,-6.895142309016891,-7.23161452988769,-27.541147109307182,11.693156450571745,-14.847990658735434,"Jaden Hill","30250",677955
"Luis Curvelo ","TEX","RP",999,51,-7.54203223845465,-2.6832634381672,-4.171003370572933,-5.0452921759874325,-8.10376904601999,-27.545360269202213,11.693156450571745,-14.852203818630466,"Luis Curvelo","24710",681168
"Jack Leiter ","TEX","SP",248.0800018310547,162,1.27230805208816,-2.6832634381672,-13.780340746256563,-13.188176535518215,1.57714608304852,-26.802326584805304,10.823493985509053,-14.978832599296249,"Jack Leiter","30146",683004
"Michael Kelly ","ATH","RP",999,60,-6.28284076837711,-1.47010822654406,-5.438334005110742,-7.203700813288945,-7.31882998150092,-27.71381379482177,11.693156450571745,-15.020657344250026,"Michael Kelly","12791",547184
"Austin Love ","STL","RP",999,38,-7.54203223845465,-2.6832634381672,-3.4442782032368084,-4.8360844237327205,-9.23756991699198,-27.74322822058336,11.693156450571745,-15.050071770011616,"Austin Love","sa3017609",676153
"Samy Natera Jr. ","LAA","RP",999,42,-7.54203223845465,-2.6832634381672,-3.8068338035775255,-5.453201432276827,-8.27819994924645,-27.76353086172266,11.693156450571745,-15.070374411150915,"Samy Natera Jr.","sa3020862",696519
"Grant Holman ","ATH","RP",999,42,-7.54203223845465,-2.6832634381672,-3.8068338035775255,-4.939937853558646,-8.80149265892583,-27.773559992683854,11.693156450571745,-15.080403542112109,"Grant Holman","30002",680880
"River Ryan ","LAD","SP",588.3099975585938,45,-6.28284076837711,-2.6832634381672,-4.530331037604262,-4.632880241889452,-8.80149265892583,-26.93080814496386,10.823493985509053,-15.107314159454805,"River Ryan","29514",689981
"Mitch Farris ","LAA","SP",739.77001953125,45,-7.54203223845465,-2.6832634381672,-3.6271699700618614,-4.632880241889452,-8.45263085247291,-26.93797674104608,10.823493985509053,-15.11448275553703,"Mitch Farris","33628",815083
"Slade Cecconi ","CLE","SP",392.5400085449219,157,0.0131165820106127,-2.6832634381672,-14.681887847144269,-9.080567013169897,-0.603240207282224,-27.03584192375298,10.823493985509053,-15.21234793824393,"Slade Cecconi","27500",677944
"Andry Lara ","WSN","RP",999,40,-7.54203223845465,-2.6832634381672,-3.6255560034071665,-4.631379349286592,-9.49921627183167,-27.981447301147284,11.693156450571745,-15.288290850575535,"Andry Lara","27967",691251
"Bailey Falter ","KCR","SP",999,74,-5.02364929829956,-2.6832634381672,-6.707278606303242,-5.770765292166045,-6.969968175048,-27.154924809984056,10.823493985509053,-15.331430824475003,"Bailey Falter","20070",663559
"Chris Roycroft ","STL","RP",999,52,-7.54203223845465,-2.6832634381672,-2.906900669344509,-6.482730374918913,-8.45263085247291,-28.067557573358187,11.693156450571745,-15.374401122786441,"Chris Roycroft","31261",688297
"Charlie Morton ",,"SP",999,86,-3.76445782822202,-2.6832634381672,-6.891784339782984,-9.161907053952907,-4.70236643310403,-27.20377909322914,10.823493985509053,-15.380285107720091,"Charlie Morton","4676",450203
"Travis Adams ","MIN","RP",999,65,-6.28284076837711,-2.6832634381672,-5.439947971765433,-6.1786745484554455,-7.49326088472738,-28.077987611492578,11.693156450571745,-15.384831160920829,"Travis Adams","30180",701519
"Brandon Young ","BAL","SP",734.3099975585938,89,-3.76445782822202,-2.6832634381672,-8.518442641352125,-6.801795127410991,-5.4873054976231,-27.25526453277544,10.823493985509053,-15.431770547266385,"Brandon Young","27819",687064
"Quinn Mathews ","STL","SP",552.9199829101562,46,-6.28284076837711,-2.6832634381672,-3.2662283363758378,-6.583582019539114,-8.62706175569937,-27.44297631815864,10.823493985509053,-15.619482332649586,"Quinn Mathews","sa3023407",687273
"Tim Hill ","NYY","RP",999,66,-6.28284076837711,-2.6832634381672,-3.2726842029946104,-7.6161127473869215,-8.53984630408614,-28.394747461011992,11.693156450571745,-15.701591010440243,"Tim Hill","16814",657612
"Aaron Civale ",,"SP",630.77001953125,140,0.0131165820106127,-2.6832634381672,-13.592607079467436,-9.794032988525624,-1.47539472341452,-27.532181647564173,10.823493985509053,-15.70868766205512,"Aaron Civale","19479",650644
"Victor Mederos ","LAA","RP",999,50,-7.54203223845465,-2.6832634381672,-4.531945004258953,-5.1476447132104965,-8.53984630408614,-28.44473169817745,11.693156450571745,-15.751575247605704,"Victor Mederos","31533",682989
"Steven Wilson ","TBR","RP",999,40,-7.54203223845465,-2.6832634381672,-5.43187813849197,-4.11811577056841,-8.7142772073126,-28.48956679299484,11.693156450571745,-15.79641034242309,"Steven Wilson","20353",621051
"Kyle Keller ",,"RP",999,40,-7.54203223845465,-2.6832634381672,-4.528717070949567,-5.144642928004774,-8.7142772073126,-28.6129328828888,11.693156450571745,-15.919776432317054,"Kyle Keller","18890",664918
"Juan Morillo ","ARI","RP",999,56,-6.28284076837711,-2.27887836762616,-4.172617337227624,-8.126374540899382,-7.75490723956707,-28.61561825369734,11.693156450571745,-15.922461803125593,"Juan Morillo","21924",666661
"Sam Bachman ","LAA","RP",999,52,-7.54203223845465,-2.6832634381672,-3.8100617368869103,-6.482730374918913,-8.10376904601999,-28.62185683444767,11.693156450571745,-15.92870038387592,"Sam Bachman","29754",696147
"Kai-Wei Teng ","SFG","SP",624.5399780273438,97,-3.76445782822202,-2.6832634381672,-7.437231706948751,-9.575819880653748,-4.35350462665111,-27.81427748064283,10.823493985509053,-15.99078349513378,"Kai-Wei Teng","24282",678906
"Seth Lugo ","KCR","SP",360.0799865722656,161,1.27230805208816,-2.6832634381672,-13.23812131240019,-13.290529072741274,0.00726795401038433,-27.93233781721013,10.823493985509053,-16.108843831701073,"Seth Lugo","12447",607625
"Carson Whisenhunt ","SFG","SP",652.22998046875,89,-3.76445782822202,-2.6832634381672,-6.712120506267324,-8.854849442283717,-5.92338275568924,-27.938073970629514,10.823493985509053,-16.11457998512046,"Carson Whisenhunt","31676",687931
"Tyler Wells ","BAL","SP",379.7699890136719,138,0.0131165820106127,-2.6832634381672,-16.120812481924286,-7.432420169380852,-1.73704107825421,-27.960420585715934,10.823493985509053,-16.136926600206884,"Tyler Wells","20000",669330
"Mason Barnett ","ATH","SP",999,51,-6.28284076837711,-2.6832634381672,-5.074164438115334,-5.5585557547056155,-8.36541540085968,-27.96423980022494,10.823493985509053,-16.14074581471589,"Mason Barnett","31741",686930
"Braden Nett ","ATH","RP",999,44,-7.54203223845465,-2.6832634381672,-3.988111603747881,-5.761759936548879,-8.88870811053906,-28.863875327457677,11.693156450571745,-16.170718876885932,"Braden Nett","sa3020336",804556
"Cody Laweryson ","LAA","RP",999,55,-7.54203223845465,-2.6832634381672,-5.4367200384560475,-5.149145605813355,-8.10376904601999,-28.914930366911243,11.693156450571745,-16.2217739163395,"Cody Laweryson","26429",689520
"Rhett Lowder ","CIN","SP",461.3800048828125,88,-3.76445782822202,-2.6832634381672,-7.976223207495742,-7.930674822070415,-5.74895185246278,-28.103571148418162,10.823493985509053,-16.280077162909112,"Rhett Lowder","33876",695076
"Griffin Canning ",,"SP",743.5399780273438,132,0.0131165820106127,-2.6832634381672,-11.061173743701207,-12.152644022464683,-2.26033378793359,-28.144298410256074,10.823493985509053,-16.32080442474702,"Griffin Canning","19867",656288
"Marc Church ","TEX","RP",999,42,-7.54203223845465,-2.6832634381672,-4.7099948711199255,-5.453201432276827,-8.62706175569937,-29.01555373571798,11.693156450571745,-16.322397285146234,"Marc Church","26353",687847
"Mason Black ","KCR","RP",999,46,-7.54203223845465,-2.6832634381672,-5.07255047146064,-5.04379128338457,-8.80149265892583,-29.143130090392894,11.693156450571745,-16.44997363982115,"Mason Black","30171",696131
"Brad Lord ","WSN","SP",614.3099975585938,152,0.0131165820106127,-2.6832634381672,-10.16446854277757,-13.698438329030665,-1.82425652986744,-28.35731025783227,10.823493985509053,-16.533816272323218,"Brad Lord","31972",695418
"Spencer Arrighetti ","HOU","SP",479.8500061035156,110,-2.50526635814448,-2.6832634381672,-10.873440076912077,-9.785027632908454,-2.69641104599974,-28.543408552131954,10.823493985509053,-16.7199145666229,"Spencer Arrighetti","29921",681293
"Chris Paddack ",,"SP",747.9199829101562,124,-1.24607488806693,-2.6832634381672,-13.045545745646978,-7.83882853306738,-3.7429964653585,-28.556709070306994,10.823493985509053,-16.733215084797944,"Chris Paddack","20099",663978
"Alexis Díaz ","TEX","RP",721.5399780273438,61,-6.28284076837711,-1.87449329708511,-6.883714506509522,-7.614611854784057,-6.79553727182154,-29.45119769857734,11.693156450571745,-16.758041248005593,"Alexis Diaz","21132",664747
"Brandan Bidois ","PIT","RP",999,42,-7.54203223845465,-2.6832634381672,-4.7099948711199255,-5.966465010995009,-8.7142772073126,-29.61603276604939,11.693156450571745,-16.922876315477644,"Brandan Bidois","sa3015277",684049
"Juan Burgos ","ARI","RP",999,47,-7.54203223845465,-2.6832634381672,-4.711608837774618,-5.967965903597868,-8.7142772073126,-29.61914762530694,11.693156450571745,-16.925991174735195,"Juan Burgos","27271",686228
"Juan Mejia ","COL","RP",726.6900024414062,66,-6.28284076837711,-1.47010822654406,-6.885328473164215,-8.642639904823286,-6.35946001375539,-29.640377386664056,11.693156450571745,-16.94722093609231,"Juan Mejia","23237",675848
"Richard Fitts ","STL","SP",555,118,-2.50526635814448,-2.6832634381672,-9.792229142508702,-9.479470913842123,-4.35350462665111,-28.81373447931361,10.823493985509053,-16.990240493804556,"Richard Fitts","30160",690916
"Jayden Murray ","HOU","RP",999,50,-7.54203223845465,-2.6832634381672,-5.4351060718013535,-5.6609082919286795,-8.36541540085968,-29.686725441211564,11.693156450571745,-16.993568990639822,"Jayden Murray","26482",681151
"Tanner McDougal ","CHW","SP",999,36,-7.54203223845465,-2.6832634381672,-4.166161470608854,-5.0407894981788495,-9.41200082021844,-28.844247465628,10.823493985509053,-17.020753480118948,"Tanner McDougal","sa3017471",701780
"Brennan Bernardino ","COL","RP",999,55,-6.28284076837711,-2.6832634381672,-5.4367200384560475,-7.715463499404262,-7.66769178795384,-29.78597953235846,11.693156450571745,-17.092823081786715,"Brennan Bernardino","16835",657514
"Ryan Weiss ","HOU","SP",999,118,-1.24607488806693,-2.6832634381672,-10.695390210051102,-11.532525228714848,-2.78362649761297,-28.940880262613057,10.823493985509053,-17.117386277104007,"Ryan Weiss","sa3007778",680802
"Paul Blackburn ",,"SP",999,88,-3.76445782822202,-2.6832634381672,-7.976223207495742,-8.443938400788596,-6.0978136589157,-28.96569653358927,10.823493985509053,-17.142202548080213,"Paul Blackburn","14739",621112
"Nate Pearson ","HOU","RP",738.3099975585938,67,-6.28284076837711,-2.6832634381672,-7.4275479070205925,-7.00049663144568,-6.44667546536862,-29.840824210379214,11.693156450571745,-17.147667759807465,"Nate Pearson","20160",663878
"Robby Ahlstrom ","TEX","RP",999,40,-7.54203223845465,-2.6832634381672,-4.528717070949567,-6.171170085441137,-9.06313901376552,-29.98832184677808,11.693156450571745,-17.295165396206336,"Robby Ahlstrom","sa3018193",695239
"Joel Hurtado ","LAA","RP",999,40,-7.54203223845465,-2.6832634381672,-4.528717070949567,-5.657906506722954,-9.5864317234449,-29.99835097773927,11.693156450571745,-17.305194527167526,"Joel Hurtado","sa3019774",805871
"Gunnar Hoglund ","ATH","SP",748.5399780273438,49,-7.54203223845465,-2.6832634381672,-5.796047705487377,-4.223470092997199,-8.88870811053906,-29.133521585645486,10.823493985509053,-17.310027600136436,"Gunnar Hoglund","31318",680684
"Zach Maxwell ","CIN","RP",999,58,-6.28284076837711,-2.6832634381672,-6.160217272482784,-7.921669466453253,-6.969968175048,-30.017959120528353,11.693156450571745,-17.324802669956608,"Zach Maxwell","31610",687209
"Hunter Strickland ",,"RP",999,40,-7.54203223845465,-2.6832634381672,-5.43187813849197,-5.144642928004774,-9.23756991699198,-30.03938666011058,11.693156450571745,-17.346230209538835,"Hunter Strickland","7836",519326
"Ryan Bergert ","KCR","SP",594.3800048828125,68,-5.02364929829956,-2.6832634381672,-7.06660627333457,-7.411407672940793,-7.05718362666123,-29.242110309403365,10.823493985509053,-17.418616323894316,"Ryan Bergert","29863",686701
"Orlando Ribalta ","WSN","RP",749.22998046875,48,-7.54203223845465,-2.6832634381672,-5.253828271630999,-6.378876945092988,-8.27819994924645,-30.136200842592295,11.693156450571745,-17.443044392020553,"Orlando Ribalta","26247",687377
"Mick Abel ","MIN","SP",418.8500061035156,111,-2.50526635814448,-2.6832634381672,-8.70617630814125,-12.248992989276301,-3.13248830406589,-29.27618739779512,10.823493985509053,-17.45269341228607,"Mick Abel","27756",690953
"Jack Kochanowicz ","LAA","SP",999,46,-7.54203223845465,-2.6832634381672,-4.169389403918239,-5.557054862102751,-9.32478536860521,-29.27652531124805,10.823493985509053,-17.453031325738998,"Jack Kochanowicz","27688",686799
"Hayden Birdsong ","SFG","SP",563.6900024414062,102,-3.76445782822202,-2.6832634381672,-8.342006741145845,-11.117111509411156,-3.39413465890558,-29.30097417585181,10.823493985509053,-17.477480190342757,"Hayden Birdsong","31635",806185
"Andrew Heaney ",,"SP",999,121,-1.24607488806693,-2.6832634381672,-13.225209579162645,-9.17241330217294,-3.04527285245266,-29.372234060022382,10.823493985509053,-17.54874007451333,"Andrew Heaney","15423",571760
"Simeon Woods Richardson ","MIN","SP",361.5400085449219,133,-1.24607488806693,-2.6832634381672,-12.506554245099986,-11.53702790652344,-1.47539472341452,-29.448315201272084,10.823493985509053,-17.62482121576303,"Simeon Woods Richardson","24494",680573
"Wikelman González ","CHW","RP",999,62,-6.28284076837711,-2.27887836762616,-6.522772872823499,-8.53878647499736,-6.70832182020831,-30.33160030403243,11.693156450571745,-17.638443853460686,"Wikelman Gonzalez","26641",682790
"Eduarniel Núñez ","ATH","RP",744.8499755859375,50,-7.54203223845465,-2.6832634381672,-4.531945004258953,-7.713962606801405,-7.92933814279353,-30.400541430475744,11.693156450571745,-17.707384979904,"Eduarniel Nunez","23162",674384
"Kyle Hart ","SDP","SP",999,89,-3.76445782822202,-2.6832634381672,-8.518442641352125,-8.854849442283717,-5.74895185246278,-29.569965202487854,10.823493985509053,-17.7464712169788,"Kyle Hart","19646",606996
"Carter Baumler ","TEX","RP",999,53,-7.54203223845465,-2.6832634381672,-5.255442238285689,-6.893641416414031,-8.10376904601999,-30.478148377341565,11.693156450571745,-17.78499192676982,"Carter Baumler","sa3014480",691945
"Andrew Alvarez ","WSN","SP",999,136,-1.24607488806693,-2.6832634381672,-7.811085073872314,-14.309551767163331,-3.56856556213204,-29.618540729401815,10.823493985509053,-17.795046743892765,"Andrew Alvarez","29914",674841
"Colin Rea ","CHC","SP",469.69000244140625,134,-1.24607488806693,-2.6832634381672,-13.048773678956364,-9.894884633145834,-2.78362649761297,-29.656623135949307,10.823493985509053,-17.833129150440257,"Colin Rea","12317",607067
"Dean Kremer ","BAL","SP",411.30999755859375,157,1.27230805208816,-2.6832634381672,-15.585048914686674,-12.160148485478986,-0.516024755668995,-29.6721775419137,10.823493985509053,-17.848683556404648,"Dean Kremer","19350",665152
"Chase Petty ","CIN","RP",744.5399780273438,48,-7.54203223845465,-2.6832634381672,-5.253828271630999,-6.378876945092988,-8.7142772073126,-30.572278100658444,11.693156450571745,-17.8791216500867,"Chase Petty","30170",695534
"Seth Johnson ","PHI","RP",999,57,-6.28284076837711,-2.6832634381672,-6.521158906168807,-7.510758424958134,-7.75490723956707,-30.752928777238324,11.693156450571745,-18.05977232666658,"Seth Johnson","26020",686751
"Matt Waldron ","SDP","SP",999,91,-3.76445782822202,-2.6832634381672,-10.506042576607284,-7.110353631683045,-5.92338275568924,-29.987500230368795,10.823493985509053,-18.164006244859742,"Matt Waldron","25550",663362
"Jeffrey Springs ","ATH","SP",424.9200134277344,175,2.5314995221657,-2.6832634381672,-18.119710183762294,-12.884120709054743,1.05385337336914,-30.1017414354494,10.823493985509053,-18.27824744994035,"Jeffrey Springs","17677",605488
"Anthony Kay ","CHW","SP",572.4600219726562,139,-1.24607488806693,-2.6832634381672,-8.534582307899052,-15.0290213129305,-2.69641104599974,-30.189352993063423,10.823493985509053,-18.365859007554374,"Anthony Kay","20387",641743
"Jimmy Herget ","COL","RP",750.77001953125,83,-5.02364929829956,-1.87449329708511,-10.684092443468257,-7.929173929467559,-5.66173640084956,-31.173145369170044,11.693156450571745,-18.479988918598295,"Jimmy Herget","17556",623474
"Luis Severino ","ATH","SP",427.7699890136719,182,2.5314995221657,-2.6832634381672,-16.49627981550254,-14.733970842084199,0.966637921755912,-30.41537665183233,10.823493985509053,-18.59188266632328,"Luis Severino","15890",622663
"Chayce McDermott ","BAL","RP",999,52,-6.28284076837711,-2.6832634381672,-6.519544939514113,-8.022521111073459,-7.8421226911803,-31.350292948312184,11.693156450571745,-18.65713649774044,"Chayce McDermott","29866",694646
"Lance McCullers Jr. ","HOU","SP",691.3099975585938,142,0.0131165820106127,-2.6832634381672,-11.06440167701059,-16.261754437415863,-0.516024755668995,-30.51232772625204,10.823493985509053,-18.688833740742986,"Lance McCullers Jr.","14120",621121
"Nick Martinez ",,"SP",566.9199829101562,155,1.27230805208816,-2.6832634381672,-15.403771114516314,-11.851589981206924,-1.9986874330939,-30.665003914896186,10.823493985509053,-18.841509929387136,"Nick Martinez","12730",607259
"Seth Halvorsen ","COL","RP",526.8499755859375,60,-6.28284076837711,-1.47010822654406,-7.244656140195544,-9.25675512816167,-7.31882998150092,-31.5731902447793,11.693156450571745,-18.880033794207556,"Seth Halvorsen","33294",678020
"RJ Petit ","COL","RP",999,52,-7.54203223845465,-2.6832634381672,-6.519544939514113,-6.995993953637095,-8.19098449763322,-31.93181906740628,11.693156450571745,-19.238662616834535,"RJ Petit","sa3017848",696275
"Luis Mey ","CIN","RP",999,44,-7.54203223845465,-2.6832634381672,-4.891272671290283,-8.328077830139788,-8.53984630408614,-31.984492482138066,11.693156450571745,-19.29133603156632,"Luis Mey","25620",682825
"Hurston Waldrep ","ATL","SP",247.14999389648438,146,1.27230805208816,-2.6832634381672,-10.523796209808904,-18.418662182114513,-0.777671110508684,-31.13108488851115,10.823493985509053,-19.307590903002094,"Hurston Waldrep","33527",694462
"Duncan Davitt ","CHW","SP",999,73,-6.28284076837711,-2.6832634381672,-7.971381307531666,-6.899644986825476,-7.31882998150092,-31.155960482402378,10.823493985509053,-19.332466496893325,"Duncan Davitt","sa3020394",701474
"Miles Mikolas ",,"SP",999,150,0.0131165820106127,-2.6832634381672,-16.30531821540402,-9.283771195013168,-2.95805740083943,-31.217293667413216,10.823493985509053,-19.39379968190416,"Miles Mikolas","9803",571945
"Mike Clevinger ",,"RP",999,64,-6.28284076837711,-2.6832634381672,-8.510372808078658,-6.794290664396687,-7.8421226911803,-32.112890370199956,11.693156450571745,-19.419733919628214,"Mike Clevinger","12808",605182
"Wade Miley ",,"SP",999,63,-6.28284076837711,-2.6832634381672,-6.161831239137479,-7.923170359056112,-8.27819994924645,-31.329305753984354,10.823493985509053,-19.505811768475304,"Wade Miley","8779",489119
"Kyle Leahy ","STL","SP",546.3800048828125,138,-1.24607488806693,-2.6832634381672,-10.701846076669877,-14.10484669271721,-2.69641104599974,-31.43244214162097,10.823493985509053,-19.608948156111914,"Kyle Leahy","24763",681517
"AJ Blubaugh ","HOU","SP",515.1500244140625,80,-5.02364929829956,-2.6832634381672,-9.057434141899117,-8.74949511985493,-6.01059820730248,-31.524440205523288,10.823493985509053,-19.700946220014234,"AJ Blubaugh","31764",805123
"Drew Thorpe ","CHW","SP",999,73,-5.02364929829956,-2.6832634381672,-8.874542375074068,-7.926172144261838,-7.14439907827446,-31.652026334077135,10.823493985509053,-19.828532348568086,"Drew Thorpe","31967",689672
"Brayan Bello ","BOS","SP",330.0799865722656,168,1.27230805208816,-2.6832634381672,-13.421013079225238,-17.193433520643453,0.181698857236844,-31.843703128710892,10.823493985509053,-20.02020914320184,"Brayan Bello","23920",678394
"Patrick Corbin ",,"SP",733,142,0.0131165820106127,-2.6832634381672,-13.773884879637793,-13.182172965106773,-2.26033378793359,-31.88653848883475,10.823493985509053,-20.063044503325695,"Patrick Corbin","9323",571578
"Jagger Haynes ","SDP","RP",999,49,-7.54203223845465,-2.6832634381672,-5.796047705487377,-8.329578722742651,-8.62706175569937,-32.977983860551255,11.693156450571745,-20.28482740997951,"Jagger Haynes","sa3020876",695247
"Luis Medina ","ATH","SP",999,112,-2.50526635814448,-2.6832634381672,-11.054717877082432,-12.659904030771422,-3.30691920729235,-32.210070911457876,10.823493985509053,-20.386576925948827,"Luis Medina","21649",665622
"Logan Allen ","CLE","SP",673,138,-1.24607488806693,-2.6832634381672,-11.60500714421228,-14.618110271435393,-2.26033378793359,-32.4127895298154,10.823493985509053,-20.589295544306346,"Logan Allen","27589",671106
"Cal Quantrill ",,"SP",999,85,-3.76445782822202,-2.6832634381672,-10.865370243638612,-8.750996012457792,-6.53389091698185,-32.59797843946748,10.823493985509053,-20.77448445395843,"Cal Quantrill","19312",615698
"Luis Peralta ","COL","RP",999,40,-7.54203223845465,-2.6832634381672,-6.33503920603437,-8.224224400313863,-8.88870811053906,-33.67326739350915,11.693156450571745,-20.980110942937404,"Luis Peralta","24203",678821
"Jacob Latz ","TEX","SP",493.0799865722656,134,-1.24607488806693,-2.6832634381672,-11.242451543871562,-16.567311156482194,-1.1265329169616,-32.8656339435495,10.823493985509053,-21.042139958040448,"Jacob Latz","21306",656641
"Sam Aldegheri ","LAA","RP",999,62,-6.28284076837711,-2.6832634381672,-8.329095007908302,-9.052050053715542,-7.8421226911803,-34.189371959348456,11.693156450571745,-21.496215508776714,"Sam Aldegheri","26443",691951
"Luis Morales ","ATH","SP",401.6199951171875,118,-1.24607488806693,-2.6832634381672,-13.404873412678306,-13.072315964869391,-3.30691920729235,-33.71344691107418,10.823493985509053,-21.88995292556513,"Luis Morales","32227",806960
"Austin Gomber ",,"SP",999,133,-1.24607488806693,-2.6832634381672,-15.216037447727192,-11.023764327805258,-3.7429964653585,-33.91213656712509,10.823493985509053,-22.088642581616035,"Austin Gomber","16561",596295
"Tomoyuki Sugano ",,"SP",733.3099975585938,143,0.0131165820106127,-2.6832634381672,-16.12242644857897,-11.540029691729153,-3.83021191697173,-34.16281491343645,10.823493985509053,-22.339320927927393,"Tomoyuki Sugano","35321",608372
"Lucas Giolito ",,"SP",383.0799865722656,165,1.27230805208816,-2.6832634381672,-18.116482250452904,-15.447436817439923,0.792207018529453,-34.18266743544242,10.823493985509053,-22.35917344993337,"Lucas Giolito","15474",608337
"Zach Agnos ","COL","RP",743,50,-7.54203223845465,-2.6832634381672,-8.144589274428558,-8.227226185519585,-8.53984630408614,-35.13695744065614,11.693156450571745,-22.443800990084394,"Zach Agnos","31552",688642
"Jake Irvin ","WSN","SP",696.8499755859375,155,0.0131165820106127,-2.6832634381672,-16.306932182058716,-13.90464429607965,-1.73704107825421,-34.61876441254917,10.823493985509053,-22.795270427040116,"Jake Irvin","21504",663623
"Adrian Houser ",,"SP",589.9199829101562,138,0.0131165820106127,-2.6832634381672,-12.50816821175468,-16.157901007589935,-3.30691920729235,-34.64313528279356,10.823493985509053,-22.819641297284505,"Adrian Houser","12718",605288
"Spencer Turnbull ",,"SP",999,81,-5.02364929829956,-2.6832634381672,-9.599653575755495,-10.700196897504595,-6.79553727182154,-34.8023004815484,10.823493985509053,-22.978806496039347,"Spencer Turnbull","16207",605513
"Andre Pallante ","STL","SP",729.5399780273438,157,1.27230805208816,-2.6832634381672,-10.166082509432263,-20.88562932368807,-2.43476469116005,-34.89743191035944,10.823493985509053,-23.07393792485038,"Andre Pallante","26108",669467
"Jason Alexander ","HOU","SP",735.8499755859375,127,-1.24607488806693,-2.6832634381672,-12.865881912131314,-14.204197444734541,-4.09185827181142,-35.09127595491142,10.823493985509053,-23.267781969402364,"Jason Alexander","19666",669920
"Martín Pérez ",,"SP",999,134,-1.24607488806693,-2.6832634381672,-12.145612611413965,-16.054047577764013,-3.04527285245266,-35.174271367864776,10.823493985509053,-23.350777382355723,"Martin Perez","6902",527048
