Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,UPURL,positionDB,teamid,playerTeamId,League,PlayerName,xMLBAMID,playerids,playerid
NYY,Yankees,1,1,0,24,0,6,,24.0,102,21,11,10,3,27,8,,1,3.69731,1.19641,9.79827,2.98132,3.28655,1.09698,0.260358,0.0792191,0.18113843351602554,,0.226853,0.285528,0.733484,3.61092,137.10000000000002,5.712500000000001,132.0,5.5,0.296325,0.195624,0,999.0,/players/brent-headrick/27702/stats/pitching,P,9,9.0,AL,Brent Headrick,687396,27702,27702
CIN,Reds,2,2,4,12,0,0,,30.0,128,30,17,15,4,24,11,,1,4.6495,1.37905,7.36737,3.3258,2.21522,1.22129,0.189128,0.0853765,0.10375113785266876,,0.25789,0.295186,0.689808,4.46843,106.80000000000001,3.5600000000000005,110.0,3.6666666666666665,0.294804,0.20822,1,552.219970703125,/players/rhett-lowder/33876/stats/pitching,P,18,18.0,NL,Rhett Lowder,695076,33876,33876
SEA,Mariners,1,1,0,25,2,5,,25.0,106,23,11,10,2,24,8,,2,3.43044,1.21774,8.42648,2.79424,3.01566,0.728404,0.224156,0.0743308,0.14982547610998154,,0.238418,0.296373,0.723923,3.39442,148.60000000000002,5.944000000000001,147.0,5.88,0.293451,0.219515,0,999.0,/players/jose-a-ferrer/24017/stats/pitching,P,11,11.0,AL,José A. Ferrer,678606,24017,24017
MIL,Brewers,2,2,0,26,1,6,,26.0,114,22,11,10,2,30,13,,1,3.55414,1.34493,10.2444,4.46141,2.29623,0.770046,0.264493,0.115186,0.1493072435259819,,0.226167,0.301723,0.74472,3.58234,157.60000000000002,6.061538461538462,151.0,5.8076923076923075,0.291766,0.342397,0,999.0,/players/aaron-ashby/23550/stats/pitching,P,23,23.0,NL,Aaron Ashby,676879,23550,23550
HOU,Astros,1,1,0,24,1,5,,24.0,99,20,11,10,3,27,8,,1,3.70841,1.17401,10.17,3.15482,3.22365,1.26655,0.271796,0.0843132,0.18748286366462708,,0.219136,0.274516,0.74861,3.86887,140.70000000000002,5.862500000000001,133.0,5.541666666666667,0.290822,0.261092,0,999.0,/players/steven-okert/13580/stats/pitching,P,21,21.0,AL,Steven Okert,595345,13580,13580
DET,Tigers,2,2,1,26,0,5,,29.0,122,25,13,12,4,33,11,,2,3.86184,1.24808,10.3238,3.30747,3.12135,1.12243,0.271271,0.0869082,0.18436285853385925,,0.231242,0.298025,0.728104,3.68884,147.40000000000003,5.082758620689656,140.0,4.827586206896552,0.288071,0.180036,0,999.0,/players/drew-anderson/15130/stats/pitching,P,6,6.0,AL,Drew Anderson,623454,15130,15130
TBR,Rays,2,2,4,11,0,0,,26.0,116,22,13,12,3,29,15,,1,4.14559,1.40378,9.95447,5.04938,1.97142,0.958985,0.253379,0.128526,0.12485329806804657,,0.224784,0.290237,0.72072,4.12167,108.3,4.165384615384616,101.0,3.8846153846153846,0.285542,0.196594,2,713.1400146484375,/players/joe-boyle/29608/stats/pitching,P,12,12.0,AL,Joe Boyle,671212,29608,29608
ARI,Diamondbacks,2,2,6,6,0,0,,32.0,137,33,17,16,4,26,10,,1,4.45687,1.34909,7.45777,2.93162,2.54391,1.25306,0.191964,0.0754603,0.11650406569242477,,0.258801,0.296056,0.705024,4.34024,120.80000000000003,3.775000000000001,127.0,3.96875,0.284877,0.337573,3,222.69000244140625,/players/zac-gallen/19291/stats/pitching,P,15,15.0,NL,Zac Gallen,668678,19291,19291
STL,Cardinals,2,3,6,21,0,0,,46.0,200,48,25,23,6,34,16,,2,4.49255,1.37999,6.67756,3.0712,2.17426,1.16548,0.171092,0.0786897,0.09240181744098663,,0.26287,0.2952,0.699333,4.45484,155.8,3.3869565217391306,166.0,3.608695652173913,0.28484,0.198857,2,999.0,/players/hunter-dobbins/30240/stats/pitching,P,28,28.0,NL,Hunter Dobbins,690928,30240,30240
TOR,Blue Jays,2,3,8,13,0,0,,43.0,184,42,24,23,8,40,13,,2,4.75469,1.29457,8.41487,2.78671,3.01964,1.73713,0.218492,0.072357,0.1461351364850998,,0.250783,0.282885,0.710546,4.79487,145.59999999999997,3.386046511627906,146.0,3.395348837209302,0.281264,0.257867,3,546.9299926757812,/players/max-scherzer/3137/stats/pitching,P,14,14.0,AL,Max Scherzer,453286,3137,3137
TEX,Rangers,2,2,4,12,0,0,,30.0,127,30,15,14,4,23,9,,1,4.14731,1.31313,7.10897,2.62791,2.70518,1.189,0.185235,0.0684743,0.11676102876663208,,0.259281,0.294736,0.722282,4.21556,110.80000000000001,3.693333333333334,114.0,3.8,0.280181,0.236418,2,999.0,/players/jordan-montgomery/16511/stats/pitching,P,13,13.0,AL,Jordan Montgomery,656756,16511,16511
COL,Rockies,2,3,5,18,0,0,,39.0,171,45,25,23,7,30,9,,1,5.26789,1.38728,6.82542,2.08508,3.27345,1.70627,0.174621,0.0533445,0.12127607315778732,,0.283033,0.308143,0.676255,4.82835,115.50000000000003,2.961538461538462,134.0,3.4358974358974357,0.279695,0.200627,1,999.0,/players/tanner-gordon/27669/stats/pitching,P,19,19.0,NL,Tanner Gordon,685299,27669,27669
WSN,Nationals,2,3,6,10,0,0,,37.0,159,37,21,19,6,31,13,,2,4.65531,1.35553,7.48455,3.12159,2.39767,1.40062,0.192956,0.0804766,0.1124798059463501,,0.257901,0.291755,0.700549,4.65625,120.8,3.264864864864865,124.0,3.3513513513513513,0.279496,0.290656,2,999.0,/players/jake-irvin/21504/stats/pitching,P,24,24.0,NL,Jake Irvin,663623,21504,21504
TEX,Rangers,1,1,0,25,1,5,,25.0,104,24,12,11,3,22,6,,1,3.9682,1.20885,7.79417,2.24669,3.46918,1.04798,0.207285,0.0597504,0.14753450825810432,,0.247714,0.291636,0.700143,3.79883,133.7,5.348,134.0,5.36,0.277279,0.180518,0,999.0,/players/jakob-junis/13619/stats/pitching,P,13,13.0,AL,Jakob Junis,596001,13619,13619
CLE,Guardians,2,2,4,16,0,0,,35.0,152,35,18,16,5,31,13,,1,4.23552,1.37976,7.90779,3.41091,2.31838,1.18921,0.202007,0.0871327,0.11487394571304321,,0.254487,0.297303,0.727774,4.3119,126.5,3.6142857142857143,130.0,3.7142857142857144,0.272087,0.212419,2,999.0,/players/logan-allen/27589/stats/pitching,P,5,5.0,AL,Logan Allen,671106,27589,27589
NYM,Mets,1,2,5,5,0,0,,26.0,111,26,14,13,3,21,9,,1,4.38296,1.33712,7.18378,3.01578,2.38207,1.14623,0.185659,0.0779401,0.10771849006414413,,0.256034,0.292717,0.698179,4.31629,99.9,3.8423076923076924,103.0,3.9615384615384617,0.270641,0.19038,2,999.0,/players/zachary-thornton/33891/stats/pitching,P,25,25.0,NL,Zach Thornton,804267,33891,33891
SFG,Giants,2,3,6,16,0,0,,45.0,194,47,24,22,5,32,15,,2,4.46604,1.40402,6.36274,3.08883,2.05992,1.09021,0.162124,0.0787042,0.08342002332210541,,0.267261,0.299156,0.70051,4.43537,162.3,3.606666666666667,173.0,3.8444444444444446,0.267339,0.187317,2,743.219970703125,/players/adrian-houser/12718/stats/pitching,P,30,30.0,NL,Adrian Houser,605288,12718,12718
NYM,Mets,2,1,0,24,1,6,,24.0,100,21,11,10,2,24,9,,2,3.79101,1.24858,9.00939,3.43487,2.62292,0.850358,0.236397,0.0901275,0.14626964926719666,,0.229754,0.288466,0.709847,3.71033,142.40000000000003,5.9333333333333345,138.0,5.75,0.26093,0.165126,0,999.0,/players/brooks-raley/10061/stats/pitching,P,25,25.0,NL,Brooks Raley,548384,10061,10061
DET,Tigers,2,2,3,23,0,2,,37.0,159,37,19,17,5,30,11,,2,4.2477,1.31257,7.29966,2.74793,2.65642,1.20155,0.189162,0.0712092,0.11795239895582199,,0.255652,0.291701,0.712577,4.25713,145.10000000000002,3.921621621621622,149.0,4.027027027027027,0.260522,0.230504,1,999.0,/players/keider-montero/22630/stats/pitching,P,6,6.0,AL,Keider Montero,672456,22630,22630
SDP,Padres,3,4,8,14,0,0,,49.0,209,49,28,26,9,42,15,,3,4.76733,1.31097,7.65058,2.84452,2.68958,1.6345,0.198443,0.0737822,0.12466106563806534,,0.254211,0.282196,0.701885,4.87095,154.50000000000003,3.1530612244897966,158.0,3.2244897959183674,0.259917,0.119096,3,999.0,/players/jp-sears/23429/stats/pitching,P,29,29.0,NL,JP Sears,676664,23429,23429
CHC,Cubs,1,1,0,19,9,2,,19.0,79,16,8,8,2,21,8,,1,3.67814,1.25162,10.1132,3.7382,2.70536,0.986608,0.266188,0.0983929,0.16779500246047974,,0.222722,0.288186,0.736313,3.67795,142.4,7.494736842105263,137.0,7.2105263157894735,0.255864,0.31002,0,91.05999755859375,/players/daniel-palencia/27914/stats/pitching,P,17,17.0,NL,Daniel Palencia,694037,27914,27914
TEX,Rangers,2,2,0,24,1,6,,24.0,102,22,12,11,3,25,9,,1,4.00691,1.26133,9.28858,3.21589,2.88833,1.15348,0.243829,0.0844187,0.15941070020198822,,0.235715,0.290041,0.72062,3.89488,132.5,5.520833333333333,130.0,5.416666666666667,0.255793,0.0856906,0,999.0,/players/peyton-gray/25310/stats/pitching,P,13,13.0,AL,Peyton Gray,682608,25310,25310
STL,Cardinals,1,1,0,26,11,2,,26.0,110,23,11,10,2,27,11,,3,3.62878,1.32095,9.29105,3.89999,2.38232,0.746782,0.24047,0.100939,0.13953091949224472,,0.236143,0.304385,0.730541,3.71686,183.0,7.038461538461538,179.0,6.884615384615385,0.254929,0.399469,0,264.0400085449219,/players/riley-obrien/20348/stats/pitching,P,28,28.0,NL,Riley O'Brien,676617,20348,20348
MIN,Twins,1,1,0,24,1,5,,24.0,104,24,11,10,3,22,7,,1,3.82033,1.26119,7.94882,2.50059,3.17878,0.977509,0.208713,0.0656583,0.1430549919605255,,0.25103,0.29901,0.721559,3.68897,123.30000000000001,5.1375,126.0,5.25,0.25345,0.272754,0,999.0,/players/andrew-morris/31891/stats/pitching,P,8,8.0,AL,Andrew Morris,702193,31891,31891
TOR,Blue Jays,2,1,0,28,0,6,,28.0,119,29,13,12,3,18,7,,1,3.79978,1.29395,5.80114,2.30771,2.51381,0.815501,0.151641,0.0603231,0.09131772443652153,,0.262194,0.293898,0.713698,3.86955,130.9,4.675,137.0,4.892857142857143,0.247949,0.251136,0,743.280029296875,/players/tyler-rogers/15541/stats/pitching,P,14,14.0,AL,Tyler Rogers,643511,15541,15541
PHI,Phillies,1,1,0,24,0,6,,24.0,102,22,11,10,3,24,8,,1,3.84845,1.25511,9.11261,2.93933,3.10023,1.10922,0.239792,0.0773465,0.1624453440308571,,0.240969,0.296326,0.729484,3.78496,128.5,5.354166666666667,126.0,5.25,0.246831,0.244869,0,999.0,/players/jonathan-bowlan/24607/stats/pitching,P,26,26.0,NL,Jonathan Bowlan,680742,24607,24607
WSN,Nationals,2,4,9,9,0,0,,49.0,215,57,31,29,9,31,12,,1,5.22783,1.40228,5.62215,2.1842,2.574,1.64421,0.143371,0.0556998,0.08767165243625641,,0.283627,0.297739,0.676362,5.0318,126.70000000000005,2.5857142857142867,151.0,3.0816326530612246,0.241923,0.0233779,3,999.0,/players/miles-mikolas/9803/stats/pitching,P,24,24.0,NL,Miles Mikolas,571945,9803,9803
ARI,Diamondbacks,1,1,0,24,0,6,,24.0,101,24,10,9,2,20,7,,1,3.53847,1.29349,7.41831,2.72313,2.72418,0.745299,0.194299,0.0713238,0.12297544628381729,,0.254257,0.30369,0.734367,3.56292,130.60000000000002,5.441666666666667,134.0,5.583333333333333,0.24043,0.353898,0,999.0,/players/jonathan-loaisiga/19753/stats/pitching,P,15,15.0,NL,Jonathan Loáisiga,642528,19753,19753
MIL,Brewers,2,2,2,25,0,4,,33.0,141,31,17,16,5,32,11,,1,4.19884,1.26275,8.69663,3.00553,2.89355,1.30887,0.228155,0.0788495,0.14930524677038193,,0.240205,0.284346,0.71701,4.16385,146.10000000000005,4.427272727272729,144.0,4.363636363636363,0.239958,0.136239,1,288.6499938964844,/players/chad-patrick/30113/stats/pitching,P,23,23.0,NL,Chad Patrick,694477,30113,30113
BOS,Red Sox,2,2,0,25,0,7,,25.0,107,23,12,11,3,26,8,,1,3.87205,1.25083,9.37966,3.00416,3.12222,1.10887,0.247398,0.0792378,0.1681600660085678,,0.238028,0.295406,0.727612,3.6975,141.3,5.652,139.0,5.56,0.238381,0.228906,0,999.0,/players/justin-slaten/25648/stats/pitching,P,3,3.0,AL,Justin Slaten,686580,25648,25648
KCR,Royals,2,3,7,11,0,0,,42.0,186,42,24,22,5,35,21,,2,4.78579,1.5116,7.47942,4.5535,1.64257,1.08439,0.186299,0.113419,0.07287950813770294,,0.25764,0.299874,0.69721,4.67694,141.10000000000002,3.35952380952381,146.0,3.4761904761904763,0.236148,0.280323,3,999.0,/players/luinder-avila/24452/stats/pitching,P,7,7.0,AL,Luinder Avila,679883,24452,24452
CLE,Guardians,1,1,0,24,0,7,,24.0,101,21,10,10,2,25,10,,2,3.65776,1.29688,9.3638,3.61956,2.587,0.829032,0.243568,0.094151,0.1494172364473343,,0.235588,0.301136,0.731569,3.63838,140.40000000000003,5.850000000000001,136.0,5.666666666666667,0.235893,0.314662,0,999.0,/players/colin-holderman/22361/stats/pitching,P,5,5.0,AL,Colin Holderman,670059,22361,22361
ATL,Braves,2,1,1,24,0,5,,27.0,113,24,12,11,3,28,9,,2,3.80783,1.2299,9.38461,2.92809,3.20503,1.08279,0.248312,0.0774757,0.17083588242530823,,0.237225,0.295938,0.727875,3.73749,143.5,5.314814814814815,139.0,5.148148148148148,0.234819,0.235905,0,600.4400024414062,/players/didier-fuentes/30661/stats/pitching,P,16,16.0,NL,Didier Fuentes,800311,30661,30661
MIA,Marlins,1,1,0,24,2,5,,24.0,104,22,11,11,3,25,10,,1,3.96805,1.31545,9.44584,3.62988,2.60225,1.17317,0.244411,0.0939232,0.15048819780349731,,0.237541,0.293902,0.741218,4.05849,130.5,5.4375,128.0,5.333333333333333,0.234623,0.274024,0,999.0,/players/michael-petersen/20827/stats/pitching,P,20,20.0,NL,Michael Petersen,656848,20827,20827
PHI,Phillies,1,2,4,10,0,0,,29.0,128,30,17,16,5,25,11,,1,4.9373,1.3812,7.55086,3.25624,2.31889,1.509,0.192859,0.0831687,0.10969043523073196,,0.257583,0.288634,0.689694,4.78006,89.10000000000002,3.072413793103449,94.0,3.2413793103448274,0.233558,0.0559862,1,999.0,/players/alan-rangel/19524/stats/pitching,P,26,26.0,NL,Alan Rangel,660604,19524,19524
HOU,Astros,1,1,0,23,0,6,,23.0,100,18,10,9,3,31,12,,1,3.56871,1.28271,11.785,4.62314,2.54914,1.02244,0.30721,0.120515,0.18669447302818298,,0.208481,0.289285,0.759006,3.67918,133.5,5.804347826086956,123.0,5.3478260869565215,0.232944,0.278044,0,181.6999969482422,/players/bryan-abreu/16609/stats/pitching,P,21,21.0,AL,Bryan Abreu,650556,16609,16609
BAL,Orioles,1,2,4,4,0,0,,24.0,104,25,13,12,3,20,9,,2,4.48399,1.39353,7.51842,3.2588,2.30711,1.18218,0.19145,0.0829827,0.10846765339374542,,0.262808,0.304294,0.706603,4.45335,82.70000000000002,3.445833333333334,88.0,3.6666666666666665,0.232801,0.202193,2,359.3599853515625,/players/chris-bassitt/12304/stats/pitching,P,2,2.0,AL,Chris Bassitt,605135,12304,12304
CHC,Cubs,2,2,5,9,0,0,,32.0,140,34,18,17,5,25,10,,2,4.65037,1.35914,6.92515,2.9049,2.38395,1.3559,0.177834,0.0745962,0.10323768109083176,,0.262163,0.292023,0.697583,4.64096,100.9,3.153125,109.0,3.40625,0.230522,0.205963,2,748.260009765625,/players/colin-rea/12317/stats/pitching,P,17,17.0,NL,Colin Rea,607067,12317,12317
ARI,Diamondbacks,1,1,3,9,0,0,,22.0,93,22,11,10,3,19,6,,1,4.18836,1.30668,7.66262,2.56378,2.9888,1.21217,0.199456,0.0667346,0.13272177428007126,,0.259118,0.299975,0.718914,4.12391,85.7,3.8954545454545455,88.0,4.0,0.2279,0.206311,1,999.0,/players/mitch-bratt/30003/stats/pitching,P,15,15.0,NL,Mitch Bratt,683352,30003,30003
CIN,Reds,1,1,0,26,11,1,,26.0,109,23,13,13,4,27,9,,1,4.38504,1.25057,9.52372,3.28417,2.89989,1.54087,0.250384,0.0863426,0.1640414446592331,,0.231563,0.275286,0.719759,4.41423,166.39999999999998,6.3999999999999995,161.0,6.1923076923076925,0.225235,0.232855,0,111.94000244140625,/players/emilio-pagan/14771/stats/pitching,P,18,18.0,NL,Emilio Pagán,641941,14771,14771
SFG,Giants,1,1,0,23,0,5,,23.0,96,20,9,9,2,23,10,,1,3.45724,1.30554,9.11408,3.94389,2.31094,0.622397,0.237663,0.102843,0.13482052832841873,,0.229943,0.296708,0.732845,3.44099,126.60000000000002,5.504347826086957,122.0,5.304347826086956,0.224494,0.235283,0,999.0,/players/sam-hentges/18548/stats/pitching,P,30,30.0,NL,Sam Hentges,656529,18548,18548
LAA,Angels,2,2,0,23,2,5,,23.0,99,19,11,10,3,28,11,,2,3.79629,1.26289,10.8506,4.08276,2.65765,1.0511,0.284375,0.107003,0.17737264931201935,,0.217671,0.289085,0.734567,3.77263,130.9,5.691304347826088,123.0,5.3478260869565215,0.220415,0.182642,0,269.42999267578125,/players/kirby-yates/9073/stats/pitching,P,1,1.0,AL,Kirby Yates,489446,9073,9073
MIA,Marlins,2,2,3,18,0,0,,30.0,132,31,16,15,4,26,11,,1,4.41491,1.37038,7.65576,3.20934,2.38546,1.20808,0.196184,0.0822414,0.11394217610359192,,0.257557,0.298023,0.710603,4.34326,108.20000000000002,3.6066666666666674,114.0,3.8,0.213882,0.210188,1,999.0,/players/ryan-gusto/26440/stats/pitching,P,20,20.0,NL,Ryan Gusto,687473,26440,26440
SDP,Padres,1,1,0,24,0,6,,24.0,105,22,12,11,2,23,11,,1,3.90946,1.3242,8.43413,3.92159,2.15069,0.845559,0.219021,0.101838,0.11718370765447617,,0.234394,0.28793,0.714381,3.91197,129.8,5.408333333333334,128.0,5.333333333333333,0.213576,0.0458282,0,999.0,/players/bradgley-rodriguez/29107/stats/pitching,P,29,29.0,NL,Bradgley Rodriguez,699134,29107,29107
HOU,Astros,2,2,3,14,0,0,,28.0,120,27,14,13,4,27,9,,1,4.21096,1.27977,8.57926,2.84171,3.01905,1.351,0.224926,0.0745022,0.1504237949848175,,0.248497,0.293189,0.726785,4.22106,111.80000000000005,3.9928571428571447,112.0,4.0,0.212841,0.163648,1,999.0,/players/hayden-wesneski/27581/stats/pitching,P,21,21.0,AL,Hayden Wesneski,669713,27581,27581
BAL,Orioles,1,1,0,24,3,4,,24.0,102,23,12,11,4,23,6,,1,4.07863,1.17237,8.58767,2.28006,3.76643,1.39505,0.229846,0.061025,0.16882135346531868,,0.237582,0.276913,0.716945,4.05634,124.60000000000004,5.191666666666668,124.0,5.166666666666667,0.211239,0.0979647,0,748.469970703125,/players/tyler-wells/20000/stats/pitching,P,2,2.0,AL,Tyler Wells,669330,20000,20000
ATH,Athletics,1,1,0,23,1,5,,23.0,100,21,11,10,3,25,9,,2,3.90391,1.30243,9.69987,3.53767,2.74188,0.993653,0.251794,0.0918327,0.1599615141749382,,0.23866,0.304699,0.725238,3.79023,120.70000000000002,5.247826086956523,118.0,5.130434782608695,0.210185,0.166231,0,727.989990234375,/players/mark-leiter-jr/15551/stats/pitching,P,10,10.0,AL,Mark Leiter Jr.,643410,15551,15551
SFG,Giants,1,1,0,24,3,4,,24.0,106,20,10,9,2,29,14,,1,3.42213,1.38932,10.5602,5.26951,2.00402,0.709757,0.270016,0.134737,0.13527898490428925,,0.216054,0.293716,0.761138,3.65394,145.00000000000003,6.041666666666668,138.0,5.75,0.209074,0.352268,0,999.0,/players/erik-miller/26252/stats/pitching,P,30,30.0,NL,Erik Miller,669062,26252,26252
NYM,Mets,2,2,4,15,0,0,,31.0,134,27,15,14,4,32,15,,1,4.17483,1.374,9.36826,4.35304,2.15212,1.22661,0.239512,0.111291,0.12822086364030838,,0.232887,0.284994,0.736254,4.35909,125.99999999999999,4.064516129032258,119.0,3.838709677419355,0.206255,0.142697,2,223.52000427246094,/players/kodai-senga/31838/stats/pitching,P,25,25.0,NL,Kodai Senga,673540,31838,31838
DET,Tigers,1,1,0,24,1,5,,24.0,100,22,11,10,3,20,6,,1,3.63704,1.17647,7.58688,2.32093,3.2689,1.01446,0.203572,0.0622753,0.14129628613591194,,0.238908,0.278922,0.722657,3.76776,127.50000000000001,5.312500000000001,125.0,5.208333333333333,0.205446,0.21443,0,999.0,/players/tyler-holton/26231/stats/pitching,P,6,6.0,AL,Tyler Holton,663947,26231,26231
BAL,Orioles,1,1,0,23,1,5,,23.0,99,22,10,9,2,21,8,,1,3.54556,1.28889,8.18754,3.03637,2.69649,0.798836,0.214817,0.0796654,0.13515126705169678,,0.246463,0.301432,0.737133,3.55736,128.40000000000003,5.582608695652175,129.0,5.608695652173913,0.203815,0.215259,0,999.0,/players/yennier-cano/25911/stats/pitching,P,2,2.0,AL,Yennier Cano,666974,25911,25911
BAL,Orioles,1,1,0,24,4,4,,24.0,101,24,11,10,3,23,7,,1,3.84893,1.24708,8.52837,2.43857,3.49728,1.19775,0.225422,0.0644563,0.16096531599760056,,0.249647,0.297964,0.738461,3.81606,136.3,5.679166666666667,139.0,5.791666666666667,0.202222,0.261057,0,745.8499755859375,/players/andrew-kittredge/12828/stats/pitching,P,2,2.0,AL,Andrew Kittredge,552640,12828,12828
ATL,Braves,2,2,4,11,0,0,,28.0,121,27,15,14,3,25,13,,1,4.4298,1.44935,8.06236,4.26139,1.89196,1.05006,0.203854,0.107748,0.09610632061958313,,0.251865,0.3002,0.710814,4.38497,108.10000000000004,3.860714285714287,109.0,3.892857142857143,0.201528,0.219375,2,999.0,/players/hurston-waldrep/33527/stats/pitching,P,16,16.0,NL,Hurston Waldrep,694462,33527,33527
HOU,Astros,2,2,5,12,0,0,,32.0,139,31,18,16,5,30,11,,1,4.56573,1.32927,8.29763,3.17356,2.61461,1.49583,0.214091,0.0818826,0.13220886886119843,,0.249551,0.286836,0.713428,4.59519,118.70000000000002,3.7093750000000005,119.0,3.71875,0.20095,0.16744,2,237.9499969482422,/players/mike-burrows/24728/stats/pitching,P,21,21.0,AL,Mike Burrows,681347,24728,24728
TBR,Rays,1,1,1,18,0,0,,24.0,100,22,12,11,3,24,8,,1,4.0731,1.26467,9.12376,2.92433,3.11995,1.07452,0.2394,0.076732,0.16266832500696182,,0.243386,0.300717,0.705358,3.74506,104.50000000000001,4.354166666666667,102.0,4.25,0.198066,0.171158,0,999.0,/players/michael-grove/23221/stats/pitching,P,12,12.0,AL,Michael Grove,675627,23221,23221
TBR,Rays,2,1,0,24,1,6,,24.0,102,24,11,10,3,21,6,,2,3.79971,1.20024,7.65124,2.16546,3.53332,0.993443,0.204032,0.0577452,0.14628705754876137,,0.249361,0.294077,0.707921,3.78985,125.30000000000001,5.220833333333334,128.0,5.333333333333333,0.196757,0.230756,0,999.0,/players/kevin-kelly/25679/stats/pitching,P,12,12.0,AL,Kevin Kelly,687330,25679,25679
LAD,Dodgers,1,1,0,21,0,5,,21.0,91,18,10,9,3,25,9,,1,3.91565,1.26914,10.5414,3.79238,2.77962,1.13806,0.27615,0.0993481,0.17680200189352036,,0.224776,0.291571,0.730286,3.81097,111.7,5.319047619047619,106.0,5.0476190476190474,0.193625,0.0920032,0,999.0,/players/brock-stewart/16727/stats/pitching,P,22,22.0,NL,Brock Stewart,592779,16727,16727
SEA,Mariners,1,1,0,24,0,6,,24.0,99,21,10,10,3,24,8,,1,3.62304,1.20966,9.14298,3.03328,3.01422,1.01609,0.242625,0.0804936,0.16213171929121017,,0.228944,0.283191,0.736209,3.66277,131.10000000000002,5.462500000000001,126.0,5.25,0.191937,0.248924,0,999.0,/players/eduard-bazardo/20997/stats/pitching,P,11,11.0,AL,Eduard Bazardo,660825,20997,20997
TEX,Rangers,2,2,3,18,0,0,,30.0,126,29,15,14,5,27,8,,1,4.17582,1.24215,8.12249,2.38513,3.40547,1.41,0.213476,0.0626863,0.1507897600531578,,0.248806,0.286064,0.730136,4.23293,112.1,3.7366666666666664,112.0,3.7333333333333334,0.190775,0.183544,1,999.0,/players/cody-bradford/27597/stats/pitching,P,13,13.0,AL,Cody Bradford,674003,27597,27597
CHW,White Sox,2,4,8,8,0,0,,44.0,198,49,28,26,7,32,18,,1,5.27507,1.50591,6.45774,3.6572,1.76576,1.48249,0.160695,0.0910063,0.06968912482261658,,0.272943,0.297125,0.684993,5.11645,119.10000000000002,2.7068181818181825,136.0,3.090909090909091,0.190725,0.0211385,3,999.0,/players/erick-fedde/17425/stats/pitching,P,4,4.0,AL,Erick Fedde,607200,17425,17425
CHW,White Sox,1,2,0,24,2,5,,24.0,106,20,12,11,3,28,13,,1,4.04712,1.34787,10.3911,4.60877,2.25464,1.13276,0.267561,0.118671,0.1488896906375885,,0.222367,0.286472,0.734809,4.09704,132.70000000000002,5.529166666666668,125.0,5.208333333333333,0.190671,0.109103,0,194.19000244140625,/players/seranthony-dominguez/19249/stats/pitching,P,4,4.0,AL,Seranthony Domínguez,622554,19249,19249
ARI,Diamondbacks,1,1,2,2,0,0,,11.0,47,11,5,5,1,11,4,,0,3.94259,1.30086,8.84244,2.98654,2.96076,0.951,0.230885,0.0779817,0.1529034748673439,,0.249537,0.30888,0.715381,3.62514,50.50000000000001,4.590909090909092,52.0,4.7272727272727275,0.188183,0.202849,1,738.0999755859375,/players/corbin-burnes/19361/stats/pitching,P,15,15.0,NL,Corbin Burnes,669203,19361,19361
ATL,Braves,1,2,3,11,0,0,,26.0,111,24,14,13,4,24,10,,1,4.48247,1.34725,8.42153,3.55349,2.36993,1.399,0.216815,0.0914857,0.1253291219472885,,0.245709,0.286163,0.72234,4.56833,95.79999999999998,3.684615384615384,93.0,3.576923076923077,0.187647,0.245495,1,999.0,/players/owen-murphy/31761/stats/pitching,P,16,16.0,NL,Owen Murphy,702566,31761,31761
COL,Rockies,1,2,0,23,3,4,,23.0,100,23,13,12,3,24,10,,1,4.88021,1.43915,9.47875,3.92058,2.41769,1.25759,0.238645,0.0987078,0.13993721455335617,,0.256285,0.31725,0.687996,4.30293,119.50000000000001,5.195652173913044,122.0,5.304347826086956,0.187103,0.105645,0,688.9600219726562,/players/jordan-romano/16122/stats/pitching,P,19,19.0,NL,Jordan Romano,605447,16122,16122
CIN,Reds,1,1,0,25,1,6,,25.0,107,24,13,12,3,24,10,,2,4.35046,1.36582,8.53801,3.7621,2.26948,0.984494,0.219726,0.0968178,0.1229083240032196,,0.247559,0.302617,0.692921,4.09162,126.69999999999999,5.068,127.0,5.08,0.185844,0.116234,0,999.0,/players/caleb-ferguson/19349/stats/pitching,P,18,18.0,NL,Caleb Ferguson,657571,19349,19349
ARI,Diamondbacks,1,1,4,4,0,0,,21.0,91,22,11,11,3,17,6,,1,4.48189,1.31363,7.26077,2.54735,2.85033,1.38317,0.188955,0.0662925,0.12266271561384201,,0.261049,0.293531,0.707479,4.44964,74.3,3.538095238095238,79.0,3.761904761904762,0.182809,0.237009,2,251.42999267578125,/players/ryne-nelson/26253/stats/pitching,P,15,15.0,NL,Ryne Nelson,669194,26253,26253
HOU,Astros,2,3,5,20,0,0,,40.0,172,36,22,21,6,38,19,,2,4.6954,1.38328,8.66023,4.27256,2.02694,1.43464,0.220707,0.108887,0.11182031780481339,,0.236508,0.275434,0.710723,4.803,141.6,3.54,135.0,3.375,0.181041,0.108182,2,470.2799987792969,/players/cristian-javier/17606/stats/pitching,P,21,21.0,AL,Cristian Javier,664299,17606,17606
