Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,UPURL,positionDB,teamid,playerTeamId,League,PlayerName,xMLBAMID,playerids,playerid
CIN,Reds,4,4,12,12,0,0,,67.0,275,53,30,28,9,80,22,,5,3.8014,1.12252,10.8042,2.97843,3.62749,1.24511,0.292108,0.080526,0.21158157289028168,,0.213463,0.275689,0.719375,3.702,326.29999999999995,4.870149253731342,297.0,4.432835820895522,1.54509,1.40716,6,444.32000732421875,/players/hunter-greene/22182/stats/pitching,P,18,18.0,NL,Hunter Greene,668881,22182,22182
MIN,Twins,4,4,12,12,0,0,,67.0,272,57,29,27,9,74,16,,3,3.61319,1.10213,10.057,2.15985,4.65636,1.18021,0.273367,0.0587083,0.21465855464339256,,0.227067,0.286863,0.728783,3.4426,327.9,4.894029850746269,309.0,4.611940298507463,1.49791,1.38399,7,78.52999877929688,/players/joe-ryan/21390/stats/pitching,P,8,8.0,AL,Joe Ryan,657746,21390,21390
TEX,Rangers,4,3,11,11,0,0,,64.0,259,53,27,25,9,74,15,,1,3.45402,1.06636,10.4759,2.10518,4.97623,1.25971,0.287306,0.0577357,0.229570671916008,,0.219116,0.27753,0.748074,3.34863,325.1,5.0796875,303.0,4.734375,1.48346,1.35322,6,50.0099983215332,/players/jacob-degrom/10954/stats/pitching,P,13,13.0,AL,Jacob deGrom,594798,10954,10954
BOS,Red Sox,4,3,12,12,0,0,,66.0,277,63,28,26,6,61,20,,2,3.5133,1.26006,8.41426,2.68378,3.13522,0.840268,0.221569,0.0706708,0.15089793503284454,,0.247111,0.30323,0.738649,3.4254,306.80000000000007,4.648484848484849,308.0,4.666666666666667,1.48163,1.54084,7,183.97999572753906,/players/ranger-suarez/17277/stats/pitching,P,3,3.0,AL,Ranger Suarez,624133,17277,17277
CIN,Reds,4,4,11,14,0,0,,61.0,252,52,28,26,8,71,20,,1,3.79696,1.19777,10.5611,2.98549,3.53748,1.2055,0.281713,0.0796367,0.20207633078098297,,0.226755,0.291454,0.734092,3.53303,296.8000000000001,4.865573770491805,280.0,4.590163934426229,1.44798,1.16415,6,109.72000122070312,/players/chase-burns/35333/stats/pitching,P,18,18.0,NL,Chase Burns,695505,35333,35333
PIT,Pirates,4,4,11,14,0,0,,67.0,280,63,29,27,7,67,19,,3,3.61122,1.2174,9.07224,2.53431,3.57977,1.00434,0.240896,0.0672938,0.173602394759655,,0.242716,0.301254,0.736083,3.52164,313.8999999999999,4.685074626865671,312.0,4.656716417910448,1.37313,1.34385,6,239.36000061035156,/players/braxton-ashcraft/23793/stats/pitching,P,27,27.0,NL,Braxton Ashcraft,677952,23793,23793
SEA,Mariners,4,3,12,12,0,0,,68.0,278,58,28,26,9,75,16,,2,3.45329,1.09275,9.85269,2.14373,4.59606,1.18388,0.269147,0.0585604,0.21058651059865952,,0.225302,0.281696,0.745361,3.44439,337.70000000000005,4.966176470588236,319.0,4.6911764705882355,1.32815,1.30938,7,37.150001525878906,/players/logan-gilbert/22250/stats/pitching,P,11,11.0,AL,Logan Gilbert,669302,22250,22250
HOU,Astros,4,3,12,12,0,0,,67.0,281,57,28,26,7,73,26,,3,3.51798,1.2406,9.84303,3.4844,2.82488,0.94081,0.259876,0.0919953,0.16788078099489212,,0.225978,0.290447,0.744591,3.56708,320.49999999999994,4.783582089552238,303.0,4.522388059701493,1.31553,1.47108,7,36.189998626708984,/players/hunter-brown/25880/stats/pitching,P,21,21.0,AL,Hunter Brown,686613,25880,25880
NYY,Yankees,4,3,10,10,0,0,,61.0,252,54,25,22,5,55,18,,2,3.34181,1.19926,8.22781,2.69609,3.05176,0.780652,0.219831,0.0720341,0.14779645949602127,,0.235411,0.288194,0.735011,3.41003,299.5000000000001,4.9098360655737725,290.0,4.754098360655738,1.30335,1.33608,6,50.04999923706055,/players/max-fried/13743/stats/pitching,P,9,9.0,AL,Max Fried,608331,13743,13743
TOR,Blue Jays,5,4,13,13,0,0,,74.0,310,70,35,32,10,73,22,,1,3.94031,1.24122,8.95861,2.65085,3.37952,1.21796,0.236096,0.0698607,0.16623516380786896,,0.242482,0.292548,0.730402,3.80463,319.6,4.31891891891892,317.0,4.283783783783784,1.30063,1.12935,7,112.94999694824219,/players/kevin-gausman/14107/stats/pitching,P,14,14.0,AL,Kevin Gausman,592332,14107,14107
TBR,Rays,4,3,12,12,0,0,,64.0,265,59,28,26,8,60,15,,2,3.60111,1.15242,8.46123,2.13783,3.95786,1.06031,0.228348,0.0576947,0.1706528216600418,,0.238156,0.286347,0.726338,3.57837,290.80000000000007,4.543750000000001,285.0,4.453125,1.28408,1.28881,7,132.36000061035156,/players/drew-rasmussen/25385/stats/pitching,P,12,12.0,AL,Drew Rasmussen,656876,25385,25385
NYY,Yankees,4,3,11,11,0,0,,63.0,261,55,27,25,8,68,20,,3,3.61383,1.18148,9.7534,2.81275,3.46757,1.07921,0.260743,0.0751949,0.1855485588312149,,0.228595,0.288353,0.735293,3.55659,291.80000000000007,4.631746031746033,278.0,4.412698412698413,1.27482,1.24978,6,116.62999725341797,/players/cameron-schlittler/32095/stats/pitching,P,9,9.0,AL,Cam Schlittler,693645,32095,32095
BOS,Red Sox,4,4,12,12,0,0,,66.0,279,64,31,28,8,66,19,,2,3.87573,1.25788,9.04495,2.52914,3.5763,1.0818,0.237806,0.0664951,0.1713113635778427,,0.249671,0.307334,0.725246,3.59337,292.60000000000014,4.433333333333335,295.0,4.46969696969697,1.26953,1.2282,6,138.08999633789062,/players/sonny-gray/12768/stats/pitching,P,3,3.0,AL,Sonny Gray,543243,12768,12768
LAA,Angels,3,4,11,11,0,0,,63.0,264,55,30,28,8,70,22,,3,3.99394,1.22922,9.95824,3.15239,3.15895,1.12021,0.263809,0.0835115,0.1802971512079239,,0.231365,0.293796,0.710434,3.691,289.80000000000007,4.600000000000001,276.0,4.380952380952381,1.22695,1.05381,6,350.4599914550781,/players/reid-detmers/27468/stats/pitching,P,1,1.0,AL,Reid Detmers,672282,27468,27468
SEA,Mariners,4,3,11,11,0,0,,62.0,252,54,26,24,8,62,13,,2,3.51643,1.08476,9.04876,1.94231,4.65875,1.14111,0.247725,0.0531741,0.19455064833164215,,0.228514,0.27792,0.729348,3.50571,299.0,4.82258064516129,285.0,4.596774193548387,1.2179,1.13924,6,34.77000045776367,/players/bryan-woo/30279/stats/pitching,P,11,11.0,AL,Bryan Woo,693433,30279,30279
DET,Tigers,5,4,12,12,0,0,,73.0,310,70,33,30,7,64,25,,4,3.74431,1.29125,7.81551,3.06488,2.55002,0.808026,0.205015,0.0803973,0.12461753934621811,,0.247565,0.298719,0.716991,3.71717,313.1,4.289041095890411,315.0,4.315068493150685,1.21174,1.31709,7,81.13999938964844,/players/framber-valdez/17295/stats/pitching,P,6,6.0,AL,Framber Valdez,664285,17295,17295
SEA,Mariners,4,4,11,11,0,0,,65.0,269,62,29,26,8,62,13,,2,3.65151,1.14619,8.51105,1.81886,4.67934,1.05965,0.229444,0.0490335,0.18041091039776802,,0.243089,0.293,0.718483,3.45295,300.40000000000003,4.621538461538462,300.0,4.615384615384615,1.20515,0.997885,6,64.58000183105469,/players/george-kirby/25436/stats/pitching,P,11,11.0,AL,George Kirby,669923,25436,25436
MIA,Marlins,4,5,12,12,0,0,,74.0,311,72,37,34,8,61,21,,3,4.15368,1.26788,7.42321,2.59267,2.86315,1.01505,0.194974,0.0680976,0.12687645852565765,,0.251328,0.29282,0.69087,3.91217,312.00000000000006,4.216216216216217,316.0,4.27027027027027,1.20472,1.01333,6,144.57000732421875,/players/sandy-alcantara/18684/stats/pitching,P,20,20.0,NL,Sandy Alcantara,645261,18684,18684
TBR,Rays,4,3,11,11,0,0,,59.0,246,53,25,23,7,60,19,,2,3.56424,1.20679,9.20014,2.83891,3.24073,1.03218,0.245133,0.0756413,0.169491708278656,,0.232951,0.288785,0.74269,3.57803,269.7,4.571186440677966,261.0,4.423728813559322,1.17437,1.27587,6,182.99000549316406,/players/shane-mcclanahan/21483/stats/pitching,P,12,12.0,AL,Shane McClanahan,663556,21483,21483
TEX,Rangers,4,4,12,12,0,0,,65.0,277,57,31,29,8,74,25,,3,3.96636,1.26206,10.1364,3.45679,2.93232,1.10044,0.265854,0.0906631,0.17519061267375946,,0.230732,0.295586,0.71981,3.73102,298.40000000000003,4.590769230769231,285.0,4.384615384615385,1.16516,0.988947,6,164.82000732421875,/players/mackenzie-gore/22201/stats/pitching,P,13,13.0,AL,MacKenzie Gore,669022,22201,22201
