Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
LAD,Dodgers,5.73415,4.6281,13.0,38.0,0.0,0.5595,,85.0492,368.89,89.2736,49.26,46.01,12.0625,64.4149,29.436,0.828734,2.95819,4.86883,1.39578,6.81645,3.11495,2.1883,1.27646,0.174618,0.0797963,0.09482182562351227,,0.265304,0.296945,0.682068,4.60681,286.0,3.364705882352941,305.0,3.588235294117647,0.587763,0.152867,3.58989,650.3499755859375,22,NL,Justin Wrobleski,680736,31204,31204
ATH,Athletics,5.88721,8.80488,22.0,22.0,0.0,0.0,,115.852,506.5,122.283,73.76,69.0,21.7453,90.3016,40.4909,0.417882,5.82668,5.36029,1.40502,7.01511,3.14555,2.23017,1.68929,0.178285,0.0799425,0.0983429029583931,,0.265728,0.28879,0.672664,5.21571,312.6000000000001,2.6948275862068973,336.0,2.896551724137931,0.58218,-0.12544,8.33126,748.5800170898438,10,AL,Aaron Civale,650644,19479,19479
MIL,Brewers,2.37731,1.67999,1.0,54.0,1.505,12.3187,,63.6476,273.58,52.8476,27.22,25.36,4.98794,71.1232,33.5666,1.34338,3.31742,3.586,1.3577,10.0571,4.74644,2.11887,0.705313,0.259972,0.122694,0.13727829605340958,,0.223272,0.298034,0.745227,3.65753,363.3,5.6765625,344.0,5.375,0.580259,0.71797,0.254023,999.0,23,NL,Aaron Ashby,676879,23550,23550
ATH,Athletics,4.82563,6.70374,17.0,17.0,0.0,0.0,,92.735,407.33,90.1447,57.19,53.58,16.3662,84.499,41.8328,0.296107,5.14618,5.19998,1.42317,8.20069,4.0599,2.01992,1.58835,0.207446,0.1027,0.10474615544080734,,0.250158,0.284326,0.685716,5.12682,284.4000000000001,3.058064516129033,284.0,3.053763440860215,0.577727,0.117058,6.92222,409.239990234375,10,AL,Jacob Lopez,682052,25098,25098
HOU,Astros,5.98404,7.18909,18.0,28.0,0.0,0.5038,,93.6044,410.76,86.0609,52.53,49.1,12.9389,87.4382,48.8071,0.474635,5.66451,4.72093,1.44083,8.40713,4.69277,1.79151,1.24407,0.212869,0.118821,0.09404799342155457,,0.241548,0.285732,0.705229,4.80968,325.1,3.4585106382978728,314.0,3.3404255319148937,0.570473,0.45803,4.82391,999.0,21,AL,Lance McCullers Jr.,621121,14120,14120
PHI,Phillies,2.29557,1.23618,0.0,53.0,23.651,1.6187,,39.9492,165.24,35.3868,16.06,14.87,3.487,41.5515,11.7833,1.19154,2.1567,3.35001,1.18075,9.36097,2.65462,3.52629,0.785572,0.251461,0.0713104,0.1801508143544197,,0.233885,0.300201,0.735667,3.23647,338.1,8.4525,331.0,8.275,0.546306,0.503847,0.0,41.84000015258789,26,NL,Jhoan Duran,661395,21029,21029
MIN,Twins,4.61976,7.30493,18.0,18.0,0.0,0.0,,92.556,405.15,96.1677,58.06,54.61,15.3341,65.8368,36.4677,0.273045,3.21267,5.31019,1.43303,6.40187,3.54606,1.80535,1.49107,0.1625,0.0900104,0.07248944044113159,,0.263135,0.284326,0.670837,5.15241,269.1,2.8935483870967746,285.0,3.064516129032258,0.530101,0.0210726,6.41501,664.0399780273438,8,AL,Simeon Woods Richardson,680573,24494,24494
BOS,Red Sox,2.13896,1.35783,0.0,55.0,2.512,11.0744,,38.7725,160.62,34.3739,16.87,15.68,4.03433,39.5445,10.9808,0.766397,1.63287,3.63969,1.16976,9.17919,2.54889,3.60125,0.936463,0.246199,0.0683649,0.17783404141664505,,0.232246,0.290532,0.717379,3.42396,251.00000000000003,6.435897435897437,243.0,6.230769230769231,0.51728,0.346553,0.0,624.97998046875,3,AL,Garrett Whitlock,676477,20191,20191
ATL,Braves,3.15284,3.53764,10.0,10.0,0.0,0.0,,53.53,234.75,55.0818,31.54,29.62,6.65651,43.2166,23.0678,0.199594,2.21521,4.98001,1.45992,7.26601,3.87838,1.87346,1.11916,0.184096,0.0982653,0.08583112061023712,,0.262962,0.303428,0.677165,4.55397,181.5,3.361111111111111,190.0,3.5185185185185186,0.514553,0.171015,3.84677,999.0,16,NL,Hurston Waldrep,694462,33527,33527
HOU,Astros,3.75651,4.3051,10.0,27.0,0.0,0.5038,,63.4375,273.9,61.532,35.14,32.84,9.24834,58.2099,24.6268,0.581637,3.02136,4.65908,1.35817,8.25836,3.49385,2.36368,1.31208,0.212523,0.0899117,0.12261088937520981,,0.249874,0.292425,0.696872,4.50267,230.30000000000007,3.655555555555557,234.0,3.7142857142857144,0.510968,0.260472,2.68228,999.0,21,AL,Peter Lambert,663567,17969,17969
LAD,Dodgers,5.4174,4.33537,13.0,28.0,0.0,0.5595,,75.1137,326.17,70.6807,42.51,39.8,11.3452,69.0312,32.7325,0.571342,4.22365,4.76877,1.37676,8.27121,3.92195,2.10895,1.35936,0.211642,0.100354,0.11128784716129303,,0.244389,0.284123,0.695798,4.73662,266.1,3.5480000000000005,263.0,3.506666666666667,0.504177,0.227367,3.54145,289.7200012207031,22,NL,Roki Sasaki,808963,35323,35323
SEA,Mariners,2.1259,1.25444,0.0,50.0,21.178,3.1454,,35.2011,146.14,27.5287,13.73,12.79,3.00125,42.4825,14.0375,0.979697,2.04195,3.27007,1.18082,10.8617,3.58902,3.02636,0.76734,0.290697,0.0960551,0.1946423053741455,,0.211661,0.290002,0.744991,3.20018,302.3,8.637142857142857,289.0,8.257142857142858,0.499481,0.440708,0.0,41.189998626708984,11,AL,Andrés Muñoz,662253,20373,20373
CLE,Guardians,4.28446,5.96416,14.0,20.0,0.0,0.5456,,72.2448,314.6,72.0375,41.72,38.75,11.0992,57.8178,30.3022,0.449538,2.7608,4.82733,1.41657,7.20274,3.77494,1.90804,1.38269,0.183782,0.0963199,0.08746221661567688,,0.255872,0.286607,0.698377,4.90471,231.30000000000007,3.212500000000001,238.0,3.3055555555555554,0.491873,0.228362,3.79431,999.0,5,AL,Logan Allen,671106,27589,27589
WSN,Nationals,4.9398,8.68902,20.0,20.0,0.0,0.0,,108.76,467.3,119.422,67.73,63.32,21.3384,68.1642,26.998,0.34635,3.62642,5.23979,1.34626,5.64066,2.23411,2.52479,1.76578,0.145868,0.0577744,0.08809380978345871,,0.273479,0.28252,0.675182,5.27696,281.9,2.5862385321100914,315.0,2.889908256880734,0.48737,0.0259747,8.10445,709.4099731445312,24,NL,Zack Littell,641793,15823,15823
MIL,Brewers,5.44106,7.07709,17.0,26.0,0.0,0.5004,,88.3332,382.17,84.499,50.36,47.14,14.0216,73.6171,37.0444,0.500912,4.37272,4.80295,1.37596,7.50061,3.77434,1.98726,1.42862,0.192629,0.0969319,0.09569723904132843,,0.247977,0.278441,0.698471,4.93852,289.6,3.290909090909091,287.0,3.2613636363636362,0.48584,0.394701,4.60342,528.2000122070312,23,NL,Brandon Sproat,687075,33850,33850
KCR,Royals,3.59117,4.48388,10.0,26.0,0.0,0.5267,,62.0744,270.87,67.6159,35.61,33.29,7.1389,40.7619,20.4792,0.579632,3.76626,4.82663,1.41918,5.90996,2.96922,1.99041,1.03505,0.150485,0.0756051,0.07487986981868744,,0.274165,0.304327,0.672018,4.48865,209.89999999999992,3.385483870967741,233.0,3.7580645161290325,0.481556,0.108061,2.72419,999.0,7,AL,Stephen Kolek,663568,21487,21487
CLE,Guardians,1.94489,1.37223,0.0,51.0,0.856,13.448,,37.2502,158.31,25.3665,15.14,14.11,3.55982,52.6808,21.8037,0.779498,2.13842,3.40911,1.26631,12.7282,5.26799,2.41613,0.860086,0.33277,0.137728,0.1950415074825287,,0.188784,0.279117,0.759253,3.47722,250.60000000000002,6.7729729729729735,224.0,6.054054054054054,0.480376,0.445279,0.0,999.0,5,AL,Erik Sabrowski,681870,24978,24978
ARI,Diamondbacks,1.8159,1.66332,5.0,5.0,0.0,0.0,,28.605,120.43,26.7009,14.1,13.22,3.41077,25.1656,9.5079,0.108293,1.12129,4.15941,1.26582,7.91787,2.99147,2.64681,1.07313,0.208965,0.0789496,0.13001523166894913,,0.243175,0.286738,0.703346,4.04044,124.50000000000001,4.293103448275863,123.0,4.241379310344827,0.472609,0.408433,2.1416,738.0999755859375,15,NL,Corbin Burnes,669203,19361,19361
BAL,Orioles,3.78334,4.18808,10.0,26.0,0.0,0.5256,,62.5879,270.25,61.724,35.49,33.1,10.0844,56.5917,23.8122,0.833687,2.09187,4.75971,1.36666,8.13777,3.42414,2.37659,1.45012,0.209405,0.0881118,0.12129334360361099,,0.252609,0.290649,0.70075,4.663,222.00000000000006,3.5238095238095246,225.0,3.5714285714285716,0.468754,0.267722,2.71954,999.0,2,AL,Cade Povich,700249,30055,30055
MIL,Brewers,2.27684,1.41052,0.0,57.0,15.305,5.4039,,43.7217,185.06,34.2036,17.49,16.32,3.28664,46.7373,21.561,1.14129,2.58199,3.35943,1.27544,9.62075,4.43827,2.16768,0.676546,0.252552,0.116508,0.13604412972927094,,0.212554,0.2788,0.748087,3.63101,314.30000000000007,7.143181818181819,295.0,6.704545454545454,0.465872,0.616478,0.0,167.27999877929688,23,NL,Abner Uribe,682842,25327,25327
WSN,Nationals,2.47641,2.9075,3.0,55.0,1.804,10.6878,,69.1038,296.87,68.3065,34.98,32.55,7.26209,52.7423,24.7067,1.39812,3.52435,4.23928,1.34599,6.8691,3.21777,2.13474,0.945807,0.177661,0.0832238,0.09443750232458115,,0.254269,0.29259,0.700492,4.20043,320.7,4.647826086956521,327.0,4.739130434782608,0.464322,0.26227,0.806081,999.0,24,NL,Brad Lord,695418,31972,31972
CIN,Reds,5.22945,7.94903,18.0,27.0,0.0,0.5252,,93.2337,407.17,100.4,57.35,53.71,14.8373,66.3435,32.9051,0.531761,3.7119,5.18471,1.42979,6.40424,3.17638,2.01621,1.43226,0.162938,0.0808141,0.08212394267320633,,0.270946,0.295683,0.674958,4.95903,268.70000000000005,2.8892473118279574,295.0,3.172043010752688,0.460024,0.0155586,5.03349,552.219970703125,18,NL,Rhett Lowder,695076,33876,33876
TEX,Rangers,2.74271,2.44956,3.0,53.0,13.805,5.6187,,63.5413,271.89,52.9834,30.98,28.91,7.22297,59.3963,30.8217,1.48988,2.76719,4.09482,1.31891,8.41291,4.36559,1.92709,1.02306,0.218457,0.113361,0.10509632527828217,,0.222338,0.266542,0.716827,4.3292,359.7,5.6203125,339.0,5.296875,0.442519,0.397599,0.796301,730.9299926757812,13,AL,Jacob Latz,656641,21306,21306
STL,Cardinals,2.35827,3.60914,9.0,9.0,0.0,0.0,,46.008,201.06,44.4245,26.04,24.38,6.16567,39.8518,21.4952,0.140808,1.92678,4.76917,1.43279,7.79573,4.20486,1.85398,1.20612,0.198208,0.10691,0.09129881858825684,,0.250085,0.290676,0.69613,4.67218,163.20000000000002,3.547826086956522,163.0,3.5434782608695654,0.441916,0.266264,3.0483,999.0,28,NL,Quinn Mathews,687273,sa3023407,sa3023407
LAD,Dodgers,2.22413,0.918008,0.0,49.0,6.749,9.0641,,32.6856,134.78,23.9898,13.72,12.75,4.23773,40.3428,13.0736,0.825125,1.43442,3.51072,1.13393,11.1084,3.59981,3.08583,1.16686,0.299324,0.0969994,0.20232421159744263,,0.199463,0.260955,0.749854,3.68366,241.60000000000005,7.321212121212123,222.0,6.7272727272727275,0.433949,0.33284,0.0,743.4199829101562,22,NL,Alex Vesia,681911,25007,25007
DET,Tigers,4.44747,6.00137,14.0,23.0,0.0,0.4809,,74.0946,322.49,76.7443,44.82,41.99,12.7049,58.5479,26.4898,0.446472,3.4606,5.10037,1.39327,7.1116,3.21762,2.2102,1.54321,0.181549,0.0821415,0.09940793365240097,,0.262338,0.289396,0.683627,4.99652,218.50000000000006,2.9527027027027035,232.0,3.135135135135135,0.431041,0.0282398,3.88233,999.0,6,AL,Keider Montero,672456,22630,22630
ATL,Braves,1.94551,1.19144,0.0,50.0,0.815,12.2069,,34.5204,142.29,29.8483,15.29,14.19,4.56793,39.2387,9.76569,0.700311,0.840476,3.69955,1.14755,10.2301,2.54607,4.01802,1.19093,0.275766,0.0686323,0.2071337103843689,,0.226667,0.287679,0.732234,3.50373,217.5,6.214285714285714,208.0,5.942857142857143,0.43057,0.337429,0.0,999.0,16,NL,Dylan Lee,669276,19996,19996
SFG,Giants,2.32656,2.73759,6.0,20.0,0.0,0.5505,,40.7423,174.93,39.5061,20.59,19.21,4.40153,33.0639,15.2597,0.545501,2.34907,4.2435,1.3442,7.30383,3.37088,2.16674,0.9723,0.189012,0.0872333,0.10177887976169586,,0.251117,0.29289,0.703153,4.21309,169.20000000000005,4.126829268292684,172.0,4.195121951219512,0.427966,0.322896,1.57304,748.5800170898438,30,NL,Trevor McDonald,686790,26448,26448
WSN,Nationals,4.77092,8.52304,18.0,26.0,0.0,0.5185,,92.3722,399.91,95.9357,55.59,51.76,16.2742,71.4129,31.4517,0.455284,3.91398,5.04308,1.37907,6.9579,3.0644,2.27056,1.58562,0.178572,0.0786469,0.09992555528879166,,0.263166,0.287735,0.686376,5.02786,275.4,2.993478260869565,293.0,3.1847826086956523,0.42717,0.0620763,4.95804,999.0,24,NL,Jake Irvin,663623,21504,21504
SEA,Mariners,2.14256,1.4002,0.0,52.0,3.344,12.2713,,36.6273,153.73,35.5983,16.03,14.85,2.65849,29.5056,10.3189,0.87579,1.65334,3.64892,1.25364,7.25009,2.53556,2.85937,0.653242,0.191932,0.0671238,0.12480783462524414,,0.251121,0.300564,0.708307,3.44818,230.30000000000004,6.224324324324326,233.0,6.297297297297297,0.420253,0.341998,0.0,999.0,11,AL,Jose A. Ferrer,678606,24017,24017
NYM,Mets,2.11925,1.18783,0.0,50.0,22.846,3.3007,,35.4499,149.59,27.3046,15.0,13.98,3.37166,44.5611,17.0939,0.692583,1.82015,3.54924,1.25243,11.3132,4.33978,2.60685,0.855995,0.297888,0.114271,0.18361692875623703,,0.208949,0.289243,0.740923,3.45817,311.90000000000003,8.911428571428573,296.0,8.457142857142857,0.419453,0.337429,0.0,59.470001220703125,25,NL,Devin Williams,642207,15816,15816
WSN,Nationals,4.12602,7.83834,18.0,18.0,0.0,0.0,,91.602,395.44,102.09,57.88,54.05,17.1749,58.3649,23.5962,0.295685,2.97311,5.31047,1.37209,5.73442,2.31835,2.47349,1.68745,0.147595,0.0596707,0.08792422711849213,,0.276763,0.289485,0.667111,5.16841,241.50000000000006,2.6250000000000004,274.0,2.9782608695652173,0.41747,-0.0376679,6.25237,999.0,24,NL,Miles Mikolas,571945,9803,9803
CIN,Reds,6.72623,9.83413,24.0,24.0,0.0,0.0,,136.296,600.49,148.093,88.4,82.99,24.6851,103.932,50.0796,0.409117,7.10559,5.48006,1.45398,6.86294,3.30689,2.07534,1.63002,0.173079,0.0833978,0.08968139439821243,,0.272578,0.297592,0.670926,5.22321,351.1000000000001,2.581617647058824,392.0,2.8823529411764706,0.41635,-0.252875,10.8455,388.25,18,NL,Brady Singer,663903,25377,25377
MIL,Brewers,1.93482,2.02011,4.0,22.0,0.0,0.5004,,37.2432,158.26,34.1215,18.61,17.34,4.9704,36.5919,13.1728,0.614159,1.88474,4.19029,1.26988,8.8426,3.18327,2.77784,1.20112,0.231214,0.0832351,0.1479784995317459,,0.238274,0.286806,0.711138,4.11798,156.9,4.2405405405405405,153.0,4.135135135135135,0.415539,0.22887,1.05708,748.5800170898438,23,NL,Robert Gasser,688107,29812,29812
TOR,Blue Jays,5.19347,5.87202,15.0,26.0,0.0,0.5138,,81.5235,349.07,78.2554,48.55,45.65,16.7733,71.6676,27.8389,0.481474,3.7211,5.03965,1.3014,7.91194,3.07335,2.57437,1.85173,0.20531,0.0797517,0.12555847316980362,,0.246466,0.2684,0.696564,5.21304,246.90000000000003,3.010975609756098,241.0,2.9390243902439024,0.414739,0.103699,4.14567,546.9299926757812,14,AL,Max Scherzer,453286,3137,3137
SDP,Padres,1.83797,1.32827,0.0,53.0,1.719,10.7673,,36.6017,152.2,32.6903,15.87,14.68,3.58949,34.5093,11.646,0.834162,1.05042,3.60967,1.21132,8.48549,2.86363,2.96319,0.88262,0.226736,0.0765176,0.15021885931491852,,0.234333,0.286977,0.72413,3.56501,223.8,6.048648648648649,218.0,5.891891891891892,0.407057,0.341979,0.0,735.8499755859375,29,NL,Adrian Morejon,670970,20039,20039
LAA,Angels,6.09055,8.80067,19.0,42.0,0.0,0.4902,,112.357,492.94,118.571,65.01,60.73,14.8044,73.7605,44.5772,1.42705,7.09459,4.86458,1.45205,5.90835,3.57072,1.65467,1.18586,0.149634,0.0904314,0.05920242518186569,,0.268705,0.294203,0.689066,4.91475,326.9000000000001,2.9187500000000006,357.0,3.1875,0.406336,0.253109,5.19367,999.0,1,AL,Jack Kochanowicz,686799,27688,27688
PIT,Pirates,2.40628,2.46997,4.0,37.0,0.0,0.5201,,53.0655,230.57,50.8501,27.46,25.63,5.36288,43.9701,23.1178,0.971507,2.8318,4.34689,1.3939,7.45741,3.92081,1.90201,0.909554,0.190702,0.100264,0.09043838083744049,,0.248509,0.292923,0.699789,4.25876,212.10000000000005,4.001886792452831,214.0,4.037735849056604,0.397937,0.270954,1.09527,999.0,27,NL,Hunter Barco,682995,33174,33174
ATH,Athletics,2.30734,3.10771,8.0,8.0,0.0,0.0,,43.416,189.42,44.8658,26.08,24.36,6.99946,39.8792,16.2809,0.173035,1.91408,5.04975,1.40839,8.26682,3.37498,2.44945,1.45097,0.210533,0.0859512,0.12458174675703049,,0.262028,0.304523,0.682929,4.65116,141.10000000000002,3.2813953488372096,150.0,3.488372093023256,0.397702,0.0870597,3.19138,999.0,10,AL,Gage Jump,695611,sa3034986,sa3034986
ATL,Braves,4.36503,5.03655,14.0,14.0,0.0,0.0,,75.558,329.97,77.0267,45.88,42.9,11.8782,58.535,30.4736,0.251934,3.69597,5.10998,1.42275,6.97233,3.62982,1.92085,1.41486,0.177395,0.0923525,0.08504247665405273,,0.260401,0.289051,0.678109,4.98611,230.59999999999997,3.034210526315789,240.0,3.1578947368421053,0.397683,0.14981,5.53288,999.0,16,NL,JR Ritchie,702275,31760,31760
TEX,Rangers,1.90314,1.90687,4.0,21.0,0.0,0.5072,,32.9347,136.85,30.7532,16.11,15.03,4.54923,27.0198,8.35083,0.497452,1.02631,4.10722,1.18732,7.38364,2.28201,3.23558,1.24316,0.197441,0.0610218,0.13641903921961784,,0.241253,0.273232,0.702427,4.14416,133.10000000000005,4.033333333333335,131.0,3.9696969696969697,0.396053,0.30566,1.031,999.0,13,AL,Cody Bradford,674003,27597,27597
BOS,Red Sox,2.45569,2.53221,6.0,19.0,0.0,0.5256,,40.7638,173.99,40.7883,21.1,19.63,4.8505,29.5913,13.4812,0.519916,1.48688,4.33399,1.33132,6.53328,2.97643,2.195,1.07091,0.170075,0.0774826,0.09259192645549774,,0.256495,0.288472,0.698617,4.33174,157.30000000000004,3.8365853658536597,162.0,3.951219512195122,0.390917,0.329401,1.58981,999.0,3,AL,Jake Bennett,687562,31959,31959
KCR,Royals,2.07176,1.40509,0.0,52.0,2.524,12.3666,,35.7175,148.65,30.2114,16.55,15.4,4.63462,38.2077,11.4044,0.586305,1.73767,3.88045,1.16514,9.62746,2.87365,3.35025,1.16782,0.257031,0.0767199,0.18031125515699387,,0.222949,0.276012,0.71357,3.78638,226.90000000000003,6.302777777777779,215.0,5.972222222222222,0.389962,0.185401,0.0,720.1400146484375,7,AL,Matt Strahm,621381,13799,13799
ATL,Braves,1.96744,1.24296,0.0,51.0,23.103,1.9153,,35.2126,146.25,31.5211,16.09,14.98,4.47671,37.3255,9.78164,0.838289,1.28235,3.82875,1.17295,9.54004,2.5001,3.81587,1.14421,0.255217,0.066883,0.18833380937576294,,0.233168,0.289605,0.719637,3.61049,290.6,8.302857142857144,287.0,8.2,0.388015,0.234459,0.0,100.62000274658203,16,NL,Raisel Iglesias,628452,17130,17130
TOR,Blue Jays,2.3172,1.27882,0.0,58.0,1.594,11.8209,,41.4103,169.99,39.5041,17.56,16.29,3.69285,26.5252,8.16013,0.74721,1.98324,3.54042,1.15102,5.76492,1.7735,3.25059,0.802594,0.15604,0.0480036,0.10803645476698875,,0.247138,0.276261,0.708431,3.74819,232.20000000000005,5.663414634146343,235.0,5.7317073170731705,0.386986,0.351113,0.0,743.280029296875,14,AL,Tyler Rogers,643511,15541,15541
HOU,Astros,2.4374,2.2225,3.0,43.0,0.0,5.2395,,56.5746,247.92,49.2119,29.09,27.18,6.73221,64.3415,29.2445,1.17029,4.77951,4.32385,1.38678,10.2356,4.65228,2.20012,1.07097,0.259525,0.11796,0.14156568050384521,,0.230074,0.29743,0.715131,4.21173,254.29999999999993,4.461403508771928,240.0,4.2105263157894735,0.377271,0.235616,0.808875,999.0,21,AL,Kai-Wei Teng,678906,24282,24282
TOR,Blue Jays,2.02191,1.21961,0.0,53.0,11.425,7.5464,,37.4761,157.98,33.4594,17.5,16.24,4.81024,43.0757,13.0006,0.954579,1.55208,3.90008,1.23972,10.3447,3.12214,3.31335,1.15519,0.272665,0.082293,0.190372496843338,,0.233285,0.299861,0.729,3.66987,254.5,6.878378378378378,248.0,6.702702702702703,0.368954,0.136425,0.0,999.0,14,AL,Louis Varland,686973,27691,27691
NYY,Yankees,2.11443,1.22909,0.0,52.0,25.842,1.2476,,35.7281,149.33,30.6926,16.33,15.2,4.24608,37.9256,12.3446,0.910648,1.51159,3.82892,1.20458,9.55356,3.10963,3.07225,1.0696,0.253972,0.0826664,0.17130538076162338,,0.226558,0.283451,0.720013,3.72057,304.6,8.461111111111112,296.0,8.222222222222221,0.367959,0.288186,0.0,64.05999755859375,9,AL,David Bednar,670280,19569,19569
PIT,Pirates,1.87478,1.23923,0.0,50.0,4.103,9.3583,,35.8175,153.99,31.5625,16.45,15.32,3.08468,38.4976,16.0252,0.677046,2.36516,3.84952,1.32862,9.67345,4.02672,2.40231,0.775099,0.250001,0.104067,0.14593397825956345,,0.232763,0.3029,0.719629,3.64541,224.3,6.230555555555556,219.0,6.083333333333333,0.362984,0.288212,0.0,728.4099731445312,27,NL,Gregory Soto,642397,19677,19677
BOS,Red Sox,1.94877,1.18058,0.0,49.0,23.958,1.504,,34.4225,145.48,24.8277,14.48,13.42,3.51582,44.805,18.779,0.630676,1.45451,3.50875,1.26681,11.7146,4.9099,2.38591,0.919235,0.30798,0.129083,0.17889711260795593,,0.198231,0.277045,0.752928,3.62308,295.40000000000003,8.688235294117648,276.0,8.117647058823529,0.360299,0.386754,0.0,64.55000305175781,3,AL,Aroldis Chapman,547973,10233,10233
BOS,Red Sox,2.15828,2.03026,4.0,26.0,0.0,0.5256,,40.825,178.02,38.3107,20.37,18.87,3.89448,35.485,19.8767,0.985894,1.77595,4.15995,1.42529,7.82278,4.38188,1.78526,0.858549,0.199332,0.111654,0.08767741173505783,,0.245004,0.294186,0.71712,4.228,163.40000000000003,3.9853658536585375,161.0,3.926829268292683,0.358109,0.340928,1.03659,999.0,3,AL,Patrick Sandoval,663776,19447,19447
MIN,Twins,1.54456,1.94304,4.0,15.0,0.0,0.5205,,28.7302,122.99,26.7614,15.21,14.19,3.90074,29.0714,11.0563,0.342895,1.26715,4.44515,1.3163,9.1069,3.46349,2.6294,1.22194,0.236372,0.0898958,0.146476611495018,,0.24182,0.294238,0.698703,4.16322,121.20000000000003,4.179310344827587,119.0,4.103448275862069,0.349384,0.202842,1.06173,999.0,8,AL,David Festa,701581,30056,30056
ATH,Athletics,1.88334,1.39927,0.0,52.0,12.267,7.1407,,35.3975,151.76,29.0163,16.01,14.95,3.24512,38.9984,17.2475,0.894258,2.30878,3.80112,1.30698,9.91555,4.38527,2.2611,0.82509,0.256974,0.11365,0.14332417398691177,,0.219482,0.286473,0.725152,3.78091,255.70000000000002,7.305714285714286,245.0,7.0,0.348053,0.234452,0.0,999.0,10,AL,Jack Perkins,678022,31468,31468
CHW,White Sox,4.93552,8.27335,18.0,24.0,0.0,0.4678,,91.0333,397.34,92.2529,56.77,53.25,15.5547,63.7175,37.1176,0.411638,3.17239,5.26456,1.42113,6.29943,3.66962,1.71664,1.53782,0.16036,0.0934151,0.06694506108760834,,0.258375,0.276113,0.674764,5.28431,245.39999999999998,2.6967032967032964,255.0,2.802197802197802,0.34673,-0.0732779,5.05025,999.0,4,AL,Erick Fedde,607200,17425,17425
ARI,Diamondbacks,1.91783,1.35046,0.0,51.0,1.792,12.595,,36.7058,157.17,31.9068,16.69,15.54,3.13729,36.738,16.7732,1.05168,1.90853,3.81029,1.32622,9.00788,4.11266,2.19028,0.769241,0.233747,0.10672,0.12702669203281403,,0.230394,0.291742,0.722321,3.77138,232.7,6.289189189189189,225.0,6.081081081081081,0.343949,0.239067,0.0,999.0,15,NL,Juan Morillo,666661,21924,21924
MIA,Marlins,1.12528,1.55617,4.0,4.0,0.0,0.0,,20.952,89.92,19.4835,10.88,10.17,2.48295,20.5579,8.62098,0.0668208,0.906138,4.36856,1.34137,8.8307,3.70317,2.38463,1.06656,0.228624,0.0958739,0.13275010883808136,,0.242354,0.296425,0.699376,4.07748,93.4,4.447619047619048,91.0,4.333333333333333,0.343459,0.20763,1.40347,999.0,20,NL,Thomas White,806258,sa3023268,sa3023268
MIN,Twins,1.50674,1.40261,1.0,37.0,0.0,0.5205,,40.4238,173.69,38.814,20.27,18.87,4.18418,37.2458,15.2664,1.19554,1.45211,4.20124,1.33784,8.29245,3.39893,2.43972,0.931572,0.214438,0.0878945,0.1265437752008438,,0.247268,0.299718,0.701133,3.87872,175.4,4.385,178.0,4.45,0.341751,0.140913,0.277077,999.0,8,AL,Kendry Rojas,696070,29423,29423
TBR,Rays,2.1401,1.43472,0.0,52.0,21.277,3.7221,,38.7217,163.16,31.7943,18.29,17.08,5.06765,43.8682,16.1235,0.679473,1.73716,3.96987,1.23749,10.1962,3.74755,2.72076,1.17786,0.268866,0.0988201,0.17004607617855072,,0.21882,0.277353,0.725761,3.95444,298.90000000000003,7.664102564102565,285.0,7.3076923076923075,0.340668,0.243668,0.0,999.0,12,AL,Bryan Baker,641329,19804,19804
HOU,Astros,1.75888,1.04178,0.0,43.0,21.17,2.6507,,29.8755,122.56,20.4792,12.33,11.49,4.38529,41.3032,12.699,0.511829,1.37238,3.46136,1.11055,12.4426,3.82558,3.25247,1.32107,0.337004,0.103615,0.23338891565799713,,0.188769,0.256273,0.771049,3.69133,277.8,9.26,255.0,8.5,0.339081,0.377744,0.0,124.38999938964844,21,AL,Josh Hader,623352,14212,14212
NYM,Mets,1.77413,1.05894,0.0,42.0,0.902,9.5779,,29.5833,123.28,25.675,13.45,12.46,3.26247,29.4254,10.0838,0.619827,0.990448,3.79065,1.20875,8.95196,3.06776,2.91807,0.992528,0.238687,0.0817963,0.1568910926580429,,0.228821,0.281855,0.715224,3.70249,187.5,6.25,181.0,6.033333333333333,0.330149,0.274513,0.0,999.0,25,NL,A.J. Minter,621345,18655,18655
PIT,Pirates,1.52877,0.987787,0.0,41.0,0.0,5.4089,,29.3209,126.98,26.0874,13.08,12.15,1.96118,31.8989,14.2465,1.03168,1.55099,3.72943,1.3756,9.79133,4.37294,2.23907,0.601981,0.251212,0.112195,0.13901741802692413,,0.234636,0.312021,0.725064,3.44515,158.40000000000003,5.4620689655172425,155.0,5.344827586206897,0.329528,0.220725,0.0,999.0,27,NL,Evan Sisk,681895,24995,24995
