Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
CHC,Cubs,147.22,560.146,637.231,140.968,90.3794,27.4795,0.813324,22.2961,75.7572,79.7734,62.9639,1.37265,89.3372,7.82311,5.38775,0.910262,12.0631,2.09356,0.859331,0.251663,0.332781,0.423038,0.755818,0.329331,0.0988086,0.140196,0.704789,0.171374,2.50161,0.26145,,,83.7147,8.42093,0.0,-0.988104,-0.988104,3.30345,8.81509929895401,2.271913528442383,112.98,734.4,4.995918367,734.4,4.995918367,121.02999877929688,0.01265823,3B,/players/alex-bregman/17678/stats/batting,17,NL,Alex Bregman,608324,17678,17678
MIN,Twins,124.404,475.465,529.751,118.821,61.181,28.2397,2.05544,27.3451,75.927,75.0969,41.7514,1.93978,145.878,8.61922,3.38532,0.529835,5.43215,14.3577,3.333,0.249905,0.3197,0.490482,0.810181,0.345289,0.0788133,0.275371,0.286207,0.240577,5.69683,0.299306,,,76.4583,13.8641,0.0,0.782995,0.782995,3.28886,14.296078860759735,-0.38396304845809937,121.643,709.0,5.717741935,709.0,5.717741935,85.43000030517578,0.14512472,OF,/players/byron-buxton/14161/stats/batting,8,AL,Byron Buxton,621439,14161,14161
BAL,Orioles,154.749,580.928,662.455,145.879,81.7936,26.5021,0.0,37.5829,89.1536,101.212,63.0945,4.09571,155.162,12.7692,5.07492,0.588716,11.6198,2.51377,1.03263,0.251113,0.335026,0.490817,0.825843,0.352623,0.0952434,0.234222,0.406637,0.239704,2.39796,0.275381,,,99.5558,21.2816,0.0,-0.933888,-0.933888,3.26352,21.628317892551422,-12.531378746032715,128.897,903.0,5.825806451,903.0,5.825806451,25.739999771118164,0.05988024,1B,/players/pete-alonso/19251/stats/batting,2,AL,Pete Alonso,624413,19251,19251
BAL,Orioles,137.373,527.874,577.38,137.298,84.2343,25.6345,4.45105,22.9785,76.8188,72.7088,37.6586,0.246333,132.951,7.38744,3.50139,0.958568,9.63063,7.3231,2.12857,0.260097,0.316339,0.456113,0.772452,0.332357,0.0652232,0.230265,0.283253,0.196017,5.23726,0.30449,,,77.2703,9.04838,0.0,-0.258906,-0.258906,3.20441,9.90559595823288,1.541784405708313,114.937,696.3,5.082481751,696.3,5.082481751,126.66000366210938,0.0625,2B/3B,/players/jordan-westburg/27815/stats/batting,2,AL,Jordan Westburg,676059,27815,27815
PHI,Phillies,151.793,556.998,667.249,128.501,64.5445,21.921,0.650769,41.3848,96.2489,108.046,99.2336,3.82916,185.634,7.22485,3.2441,0.548802,9.68386,5.69554,2.22384,0.230703,0.352422,0.495295,0.847717,0.363474,0.14872,0.278207,0.534567,0.264592,3.12607,0.261435,,,106.154,27.3139,0.0,-0.875221,-0.875221,3.19097,25.195049166679382,-16.20616912841797,132.966,944.1,6.21118421,944.1,6.21118421,25.510000228881836,0.32962669,DH/OF,/players/kyle-schwarber/16478/stats/batting,26,NL,Kyle Schwarber,656941,16478,16478
SDP,Padres,137.166,504.998,567.108,133.313,92.0204,24.7313,1.75285,14.8082,71.2784,61.4545,44.4522,1.38327,101.546,4.94033,5.3748,0.887585,11.4667,16.0171,5.32134,0.263987,0.326396,0.407871,0.734267,0.319599,0.0783839,0.17906,0.437753,0.143885,5.07506,0.300759,,,70.0213,3.01309,0.0,0.0998131,0.0998131,3.15833,5.651305355131626,6.350277900695801,108.259,628.1,4.584671532,628.1,4.584671532,222.60000610351562,0.02349398,SS,/players/xander-bogaerts/12161/stats/batting,29,NL,Xander Bogaerts,593428,12161,12161
ARI,Diamondbacks,151.476,549.354,645.336,139.778,99.8368,25.2681,3.61595,11.0571,80.0637,54.9356,71.0506,1.1961,88.1827,6.93391,5.4427,12.5552,12.5271,17.9029,5.619,0.254441,0.344136,0.373983,0.718119,0.318721,0.110099,0.136646,0.80572,0.119543,5.51136,0.282557,,,79.22,2.96859,0.0,0.113472,0.113472,3.15548,2.358291409909725,7.012777805328369,102.935,685.1,4.537086092,685.1,4.537086092,85.19999694824219,0.0,SS,/players/geraldo-perdomo/22799/stats/batting,15,NL,Geraldo Perdomo,672695,22799,22799
NYY,Yankees,120.447,401.185,448.136,86.8981,50.6284,17.1839,1.34965,17.7362,50.0879,53.0936,37.7224,0.75471,112.142,4.86118,3.53534,0.832166,5.96495,3.2866,1.12499,0.216604,0.289471,0.398793,0.688264,0.299039,0.0841761,0.25024,0.336381,0.182189,3.6817,0.251642,,,47.8511,-5.09965,11.28,-0.413758,-0.413758,3.12963,-4.814110726118088,19.978949546813965,91.6688,442.3,3.685833333,442.3,3.685833333,224.57000732421875,0.01181102,C,/players/austin-wells/27562/stats/batting,9,AL,Austin Wells,669224,27562,27562
CHC,Cubs,154.38,563.259,628.183,138.154,87.6851,26.9378,1.54307,21.9885,78.8467,76.3289,50.6433,0.94551,162.474,3.66406,4.45561,1.10209,10.1864,14.9049,4.40401,0.245277,0.309413,0.415695,0.725109,0.314541,0.0806186,0.258641,0.311701,0.170418,4.97696,0.303106,,,74.9826,0.757932,0.0,0.246313,0.246313,3.11172,2.3668893426656723,7.147222518920898,102.848,688.6,4.471428571,688.6,4.471428571,147.7100067138672,0.0,SS,/players/dansby-swanson/18314/stats/batting,17,NL,Dansby Swanson,621020,18314,18314
ARI,Diamondbacks,112.297,390.531,436.897,107.3,75.2203,20.1019,1.65581,10.3219,52.4614,51.5747,38.1831,1.81646,74.5009,3.90825,3.62001,0.654988,9.95994,3.84124,1.46597,0.274754,0.34245,0.413998,0.756448,0.329548,0.087396,0.170523,0.512518,0.139244,3.74197,0.313512,,,57.4731,5.85035,3.26,-0.594552,-0.594552,3.10366,4.7658045291900635,11.033645868301392,110.352,502.4,4.485714285,502.4,4.485714285,174.50999450683594,0.03278689,C,/players/gabriel-moreno/22664/stats/batting,15,NL,Gabriel Moreno,672515,22664,22664
