Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
LAD,Dodgers,8,6,24,24,0,0,,133.0,546,110,59,54,17,155,49,,3,3.67833,1.19698,10.4993,3.32011,3.16233,1.12629,0.283428,0.0896261,0.19380147010087967,,0.222142,0.288565,0.736195,3.59378,643.1,4.8353383458646615,598.0,4.496240601503759,2.62748,2.51569,13,119.68000030517578,22.0,NL,Tyler Glasnow,607192,14374,14374
KCR,Royals,10,8,24,34,0,1,,145.0,614,137,65,60,15,140,49,,5,3.72959,1.2819,8.70667,3.05373,2.85116,0.939209,0.228126,0.0800117,0.1481141448020935,,0.243573,0.299574,0.734828,3.66939,654.3,4.512413793103448,652.0,4.496551724137931,2.59005,2.61671,12,221.82000732421875,7.0,AL,Kris Bubic,663460,21455,21455
CLE,Guardians,11,11,31,31,0,0,,182.0,764,170,85,79,24,170,54,,8,3.90091,1.2334,8.41486,2.68322,3.13611,1.21035,0.22251,0.0709508,0.15155868977308273,,0.242318,0.286999,0.731455,4.04047,763.5999999999999,4.195604395604395,752.0,4.131868131868132,2.54126,2.57854,17,170.2899932861328,5.0,AL,Tanner Bibee,676440,30134,30134
DET,Tigers,11,10,29,29,0,0,,160.0,684,145,77,72,21,176,58,,7,4.01849,1.26953,9.86471,3.26683,3.01966,1.19482,0.256726,0.0850181,0.17170777916908264,,0.234808,0.293996,0.72725,3.89478,705.7,4.4106250000000005,684.0,4.275,2.48217,2.11347,15,210.85000610351562,6.0,AL,Jack Flaherty,656427,17479,17479
,,13,11,32,32,0,0,,191.0,808,181,92,85,25,179,62,,7,4.01824,1.27154,8.42386,2.92317,2.88176,1.18585,0.221423,0.0768361,0.14458699524402618,,0.244786,0.291077,0.726267,4.05458,786.3000000000001,4.116753926701571,781.0,4.0890052356020945,2.43582,2.70502,17,225.24000549316406,-1.0,,Zac Gallen,668678,19291,19291
CHC,Cubs,11,9,29,29,0,0,,167.0,698,156,78,72,22,149,49,,7,3.88743,1.22551,8.00578,2.61538,3.06103,1.16409,0.212786,0.0695143,0.143271304666996,,0.242983,0.284776,0.727018,4.03578,689.5999999999998,4.129341317365268,679.0,4.065868263473054,2.42006,2.59813,16,227.47000122070312,17.0,NL,Matthew Boyd,571510,15440,15440
CIN,Reds,9,9,28,28,0,0,,151.0,640,140,75,70,21,154,42,,16,4.13245,1.20144,9.16788,2.47639,3.70211,1.24694,0.240864,0.0650611,0.1758025884628296,,0.240756,0.292817,0.701512,4.04425,629.1000000000001,4.166225165562915,616.0,4.079470198675497,2.36149,2.35144,14,127.81999969482422,18.0,NL,Nick Lodolo,666157,26378,26378
BAL,Orioles,10,9,29,29,0,0,,163.0,695,161,80,74,20,140,53,,5,4.0783,1.31035,7.7225,2.91545,2.64882,1.10352,0.20158,0.0761018,0.12547778338193893,,0.252958,0.295938,0.719265,4.08446,647.6,3.9730061349693253,661.0,4.0552147239263805,2.35108,1.91024,15,172.2100067138672,2.0,AL,Trevor Rogers,669432,22286,22286
PIT,Pirates,10,11,31,31,0,0,,175.0,751,174,88,82,22,152,53,,11,4.19346,1.29684,7.80241,2.71686,2.87185,1.10871,0.2025,0.0705122,0.13198793679475784,,0.253988,0.297814,0.705953,4.09406,684.0000000000001,3.9085714285714293,701.0,4.005714285714285,2.34038,2.38301,16,350.1199951171875,27.0,NL,Mitch Keller,656605,17594,17594
CIN,Reds,10,12,31,31,0,0,,169.0,726,165,89,82,25,160,54,,10,4.37675,1.29686,8.52793,2.88788,2.95301,1.31294,0.220915,0.0748099,0.146104633808136,,0.249782,0.294999,0.707954,4.28206,642.1000000000001,3.7994082840236696,648.0,3.834319526627219,2.33369,2.1329,15,322.7900085449219,18.0,NL,Brady Singer,663903,25377,25377
