Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
MIL,Brewers,152,531,610,143,94,29,1,20,80,77,71,4,116,4,4,0,,6,2,0.270014,0.357683,0.439783,0.797466,0.346375,0.11667,0.189735,0.614911,0.169769,3.57736,0.309344,-0.513625,,88.5785,16.5023,-0.068014,-0.69985,-1.21348,4.49472,15.861830472946167,7.481986157596111,123.618,778.4,5.121052631,778.4,5.121052631,52.310001373291016,0.14473684,C,/players/william-contreras/20503/stats/batting,23,NL,William Contreras,661388,20503,20503
PHI,Phillies,149,591,644,167,114,30,4,19,92,73,42,1,118,6,4,2,,28,5,0.28246,0.334363,0.441854,0.776217,0.335941,0.0657175,0.183243,0.358635,0.159394,6.50645,0.323287,1.41708,,88.0599,11.9663,0.198051,2.55126,3.96834,4.42588,14.734384536743164,7.098051533102989,114.105,815.8,5.475167785,815.8,5.475167785,28.850000381469727,0.00714286,SS,/players/trea-turner/16252/stats/batting,26,NL,Trea Turner,607208,16252,16252
TEX,Rangers,149,558,644,144,87,29,2,25,90,80,75,3,145,6,4,1,,22,6,0.257429,0.348999,0.453263,0.802262,0.346979,0.116811,0.225714,0.51752,0.195834,5.26423,0.302315,0.53987,,93.8314,17.7379,4.82442,0.926023,1.46589,4.37989,20.41907560825348,0.22441911697387695,124.97,846.9,5.683892617,846.9,5.683892617,41.77000045776367,0.0,OF,/players/wyatt-langford/33333/stats/batting,13,AL,Wyatt Langford,694671,33333,33333
HOU,Astros,130,475,560,140,81,28,1,30,83,85,71,11,97,7,6,1,,3,1,0.294383,0.390643,0.544649,0.935292,0.39339,0.126975,0.172496,0.736104,0.250266,3.32729,0.311281,-0.755013,,102.694,36.5256,-0.0978913,-0.848092,-1.6031,4.37977,35.43139910697937,-11.897890515625477,156.111,914.8,7.036923076,914.8,7.036923076,36.0,0.68085106,DH/OF,/players/yordan-alvarez/19556/stats/batting,21,AL,Yordan Alvarez,670541,19556,19556
SFG,Giants,156,583,672,141,81,31,2,27,89,84,77,1,165,8,4,0,,9,3,0.241522,0.335811,0.438607,0.774418,0.336838,0.114301,0.246029,0.464583,0.197085,4.29242,0.288869,-0.0757015,,92.378,12.976,3.38719,-0.471802,-0.547504,4.34928,14.36497300863266,5.787185430526733,118.723,825.4,5.291025641,825.4,5.291025641,169.8800048828125,0.0,3B,/players/matt-chapman/16505/stats/batting,30,NL,Matt Chapman,656305,16505,16505
NYM,Mets,152,608,658,177,122,34,1,19,81,86,42,1,107,4,4,1,,6,3,0.290797,0.338448,0.447223,0.785671,0.339616,0.0635865,0.162705,0.390807,0.156426,3.39311,0.324164,0.267116,,91.9373,14.1895,4.18454,-1.21081,-0.943695,4.3305,15.84983092546463,4.5845441818237305,121.534,807.1,5.309868421,807.1,5.309868421,101.95999908447266,0.05035971,SS,/players/bo-bichette/19612/stats/batting,25,NL,Bo Bichette,666182,19612,19612
SDP,Padres,146,577,630,155,97,29,5,24,82,84,42,2,121,4,5,3,,7,3,0.269639,0.32075,0.46208,0.78283,0.335067,0.0664068,0.191307,0.347122,0.192441,4.87831,0.301309,1.039,,85.6987,11.2593,4.79609,-0.707434,0.331564,4.31934,14.410781145095825,6.846086263656616,118.856,772.1,5.288356164,772.1,5.288356164,69.37999725341797,0.0,OF,/players/jackson-merrill/29490/stats/batting,29,NL,Jackson Merrill,701538,29490,29490
LAA,Angels,154,595,665,152,88,34,1,28,94,85,46,4,159,18,4,3,,28,9,0.254982,0.325111,0.458771,0.783882,0.336651,0.0689783,0.239101,0.28849,0.203789,5.66367,0.299781,0.47352,,91.3148,12.7399,-1.38573,0.959129,1.43265,4.30021,13.402607798576355,5.739274501800537,115.272,843.7,5.478571428,843.7,5.478571428,27.420000076293945,0.0,SS,/players/zach-neto/31347/stats/batting,1,AL,Zach Neto,687263,31347,31347
TEX,Rangers,130,489,560,131,80,25,0,26,76,77,62,10,102,5,4,0,,3,0,0.268273,0.35389,0.47854,0.83243,0.35344,0.110795,0.181879,0.609169,0.210267,2.54961,0.288921,-0.858256,,84.5302,18.3619,0.60528,-0.581778,-1.44003,4.23146,17.978635549545288,4.105280101299286,129.421,768.2,5.909230769,768.2,5.909230769,100.30999755859375,0.04901961,SS,/players/corey-seager/13624/stats/batting,13,AL,Corey Seager,608369,13624,13624
BAL,Orioles,143,501,573,127,80,27,1,19,69,68,65,2,90,3,5,1,,1,0,0.254702,0.34041,0.426659,0.76707,0.333825,0.112506,0.157053,0.71636,0.171957,2.52552,0.274254,-0.368371,,77.4209,9.66929,2.77298,-0.824027,-1.1924,4.02613,9.585319757461548,8.672984838485718,115.948,678.7,4.746153846,678.7,4.746153846,156.5,0.1978022,C/DH,/players/adley-rutschman/26288/stats/batting,2,AL,Adley Rutschman,668939,26288,26288
SFG,Giants,157,596,679,141,85,28,1,27,85,87,72,2,166,4,6,0,,12,4,0.236403,0.320973,0.422277,0.74325,0.322751,0.106658,0.243871,0.437354,0.185874,4.19538,0.279229,0.0864758,,85.5745,5.3454,2.0957,-0.186318,-0.0998424,4.0069,7.202172473073006,9.370695114135742,109.074,773.9,4.929299363,773.9,4.929299363,136.1199951171875,0.00628931,SS,/players/willy-adames/15986/stats/batting,30,NL,Willy Adames,642715,15986,15986
