Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ra_talent_sd,chance_ra_se,total_ra_se,q10,q20,q30,q40,q50,q60,q70,q80,q90,tt_q10,tt_q20,tt_q30,tt_q40,tt_q50,tt_q60,tt_q70,tt_q80,tt_q90,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
BOS,Red Sox,1.9248,1.999,0.0,40.0,0.0,0.6699,,40.0,173.16,37.3194,20.0866,18.6667,4.97778,39.956,17.7891,1.0507,1.6383,4.20001,1.37771,8.9901,4.00255,2.24609,1.12,0.230746,0.102732,0.128013975918293,0.412038,0.242755,0.297261,0.727507,4.21217,162.3,4.0575,159.0,3.975,0.10242,0.149877,0.0,0.652324,1.80801,1.92209,7.01,5.86,5.15,4.61,4.16,3.75,3.36,2.95,2.47,5.38,5.05,4.82,4.64,4.47,4.31,4.15,3.96,3.72,999.0,3.0,AL,Luis Perales,691384.0,sa3014677,sa3014677
SEA,Mariners,3.2334,3.7438,6.48,32.48,0.0,0.6491,,62.0912,267.779,62.6108,31.7454,29.3462,8.4996,49.3786,20.6641,0.9915,2.9292,4.25368,1.34117,7.15733,2.99522,2.38958,1.232,0.184401,0.0771685,0.10723207890987396,0.436908,0.256407,0.29044,0.72195,4.46411,226.59999999999997,3.654838709677419,236.0,3.806451612903226,0.10174,0.053076,2.6411,0.549462,2.0512,2.12405,7.33063,6.03944,5.25013,4.66338,4.17501,3.73501,3.32082,2.89338,2.38595,5.32013,5.04851,4.8627,4.71107,4.56526,4.42944,4.29363,4.13201,3.92619,999.0,11.0,AL,Logan Evans,688138.0,33699,33699
SEA,Mariners,1.6535,1.6185,1.62,23.62,0.0,0.6491,,31.1866,131.372,30.9827,14.0503,12.8115,3.58646,23.5707,7.9822,0.5526,1.5703,3.6972,1.24941,6.80216,2.30355,2.95291,1.035,0.17942,0.0607603,0.11865922808647156,0.477284,0.254333,0.28941,0.733994,4.03745,121.6,3.92258064516129,125.0,4.032258064516129,0.101464,0.176974,0.7666,0.483076,2.7212,2.76535,7.36441,5.61457,4.61907,3.90659,3.35062,2.86938,2.43698,2.01341,1.53868,4.68969,4.44674,4.2838,4.15085,4.0279,3.90496,3.78201,3.64201,3.45612,999.0,11.0,AL,Jhonathan Díaz,646242.0,20298,20298
TBR,Rays,1.5384,1.7343,1.62,23.62,0.0,0.6579,,31.1484,133.125,31.8715,16.1172,14.9937,4.73456,26.7543,8.9719,0.6641,1.0581,4.33227,1.31125,7.73037,2.59234,2.98201,1.368,0.200971,0.0673946,0.13357670605182648,0.416709,0.258918,0.296235,0.722671,4.3593,112.69999999999997,3.6354838709677413,118.0,3.806451612903226,0.101405,0.100059,0.6382,0.593652,2.87497,2.93783,8.24146,6.38776,5.32091,4.54986,3.93524,3.40825,2.92007,2.4407,1.90014,5.43266,5.13972,4.93384,4.77091,4.61797,4.47503,4.3221,4.14916,3.92329,999.0,12.0,AL,Jesse Scholtens,669947.0,19205,19205
TEX,Rangers,1.3665,1.38,0.0,28.0,0.0,0.6554,,28.0,119.76,26.5505,13.5852,12.591,3.56533,26.6649,10.4406,0.7267,1.0784,4.0471,1.32111,8.57086,3.35591,2.55396,1.146,0.222653,0.0871794,0.13547343015670776,0.419197,0.245291,0.294641,0.731443,4.12001,112.80000000000005,4.02857142857143,113.0,4.035714285714286,0.101399,0.0214933,0.0,0.639296,2.13222,2.226,7.2,5.83,5.01,4.39,3.89,3.44,3.02,2.6,2.1,5.21,4.88,4.66,4.48,4.32,4.16,4.0,3.82,3.58,999.0,13.0,AL,Peyton Gray,682608.0,sa3008046,sa3008046
CLE,Guardians,2.1776,2.6136,3.24,29.24,0.0,0.6996,,44.468,188.709,46.2412,23.0692,21.4706,6.81349,33.7309,10.6228,0.735,1.7639,4.34549,1.27876,6.82689,2.14998,3.17533,1.379,0.178746,0.056292,0.12245361879467964,0.4058,0.262254,0.290384,0.714099,4.4456,152.9,3.475,162.0,3.6818181818181817,0.100231,0.0835712,1.3138,0.533007,2.33385,2.39461,7.68679,6.20771,5.32245,4.67005,4.13052,3.6486,3.2005,2.7424,2.2181,5.34578,5.08197,4.89816,4.75054,4.61672,4.48291,4.3491,4.19148,3.98767,999.0,5.0,AL,Austin Peterson,804926.0,sa3020868,sa3020868
SEA,Mariners,3.0088,3.3041,3.24,45.24,0.0,0.6491,,59.6927,256.195,59.659,29.6007,27.3554,8.27075,49.0883,17.5974,0.9265,2.9667,4.12443,1.29424,7.40115,2.6532,2.78952,1.247,0.191605,0.0686875,0.12291768938302994,0.42793,0.253188,0.288258,0.725603,4.32516,228.60000000000002,3.8100000000000005,235.0,3.9166666666666665,0.0999813,-0.00346773,1.2487,0.491316,2.04537,2.10559,7.15315,5.86975,5.09415,4.51413,4.03485,3.60039,3.19593,2.77332,2.28776,5.10748,4.86451,4.69859,4.55859,4.43562,4.31266,4.18969,4.04673,3.8508,743.0,11.0,AL,Emerson Hancock,676106.0,27470,27470
LAD,Dodgers,2.56,2.3434,0.0,50.0,0.0,5.1751,,50.0,217.77,43.5571,24.3709,22.5263,5.98889,53.8892,26.9671,1.2659,2.3301,4.05473,1.41048,9.70006,4.85408,1.99833,1.078,0.247459,0.123833,0.12362629175186157,0.436946,0.231105,0.292144,0.742734,4.29451,222.79999999999998,4.4559999999999995,213.0,4.26,0.0990457,0.259137,0.0,0.579138,1.59853,1.70021,6.61,5.6,4.98,4.5,4.09,3.72,3.36,2.99,2.53,5.15,4.86,4.66,4.5,4.35,4.21,4.06,3.89,3.67,999.0,22.0,NL,Will Klein,694361.0,27787,27787
,,3.0107,3.1695,0.0,63.0,0.0,0.0,,63.0,275.832,60.9389,31.8284,29.3334,7.252,57.8003,29.196,1.4506,2.6066,4.19048,1.43071,8.25719,4.17086,1.97973,1.036,0.209549,0.105847,0.10370190441608429,0.463,0.24972,0.299965,0.728994,4.31106,241.50000000000003,3.833333333333334,244.0,3.873015873015873,0.0980164,0.0897393,0.0,0.585478,1.44394,1.55812,6.59,5.69,5.12,4.68,4.3,3.95,3.61,3.25,2.81,5.31,5.02,4.82,4.66,4.51,4.37,4.22,4.05,3.83,999.0,-1.0,,Tommy Kahnle,592454.0,11384,11384
TBR,Rays,0.5941,0.5829,0.0,12.0,0.0,0.6579,,12.0,51.064,11.6854,5.6144,5.14091,1.31067,11.1038,4.1107,0.3015,0.5809,3.85568,1.31634,8.32785,3.08302,2.70119,0.983,0.217449,0.0805009,0.13694775104522705,0.504839,0.25199,0.305517,0.729287,3.87729,56.30000000000001,4.691666666666667,58.0,4.833333333333333,0.0977006,0.0212204,0.0,0.586276,3.20969,3.2628,8.02,5.93,4.77,3.96,3.33,2.8,2.32,1.87,1.38,4.98,4.69,4.48,4.32,4.17,4.03,3.88,3.71,3.49,999.0,12.0,AL,Manuel Rodríguez,655889.0,20794,20794
LAA,Angels,2.1526,2.7854,3.24,31.24,0.0,0.6455,,45.5796,199.974,50.0653,24.7519,22.7532,5.66706,30.5234,15.9421,1.8407,2.9,4.49276,1.44818,6.02705,3.14788,1.91464,1.119,0.152637,0.0797209,0.07291597872972488,0.51611,0.276402,0.306318,0.710401,4.65229,145.60000000000002,3.165217391304348,161.0,3.5,0.0967365,0.0749802,1.1119,0.514859,2.45264,2.50665,8.07625,6.52883,5.59855,4.91298,4.34899,3.84656,3.37414,2.89942,2.34471,5.56155,5.3077,5.13384,4.98998,4.85613,4.73227,4.59841,4.4507,4.24684,999.0,1.0,AL,Jack Kochanowicz,686799.0,27688,27688
CLE,Guardians,1.1395,1.2149,0.0,24.0,0.0,0.6996,,24.0,103.093,21.8404,11.7568,10.9743,3.12,24.3109,10.1504,0.7188,0.8628,4.11536,1.33295,9.11659,3.8064,2.39507,1.17,0.235815,0.0984587,0.13735655695199966,0.362867,0.23719,0.28957,0.732511,4.17588,102.50000000000001,4.270833333333334,100.0,4.166666666666667,0.0961936,0.0147604,0.0,0.561792,2.22109,2.29103,7.32,5.9,5.06,4.43,3.91,3.46,3.03,2.59,2.09,5.15,4.87,4.67,4.52,4.37,4.23,4.09,3.93,3.72,999.0,5.0,AL,Carlos Hernández,672578.0,22713,22713
TBR,Rays,1.1731,1.3196,1.62,15.62,0.0,0.6579,,23.234,99.907,24.3366,11.8968,10.9819,3.18048,18.3142,7.0236,0.3936,1.0352,4.25397,1.34975,7.09425,2.72069,2.60752,1.232,0.183312,0.0703014,0.11301109194755554,0.462862,0.264965,0.300712,0.723344,4.37875,86.9,3.7782608695652176,92.0,4.0,0.0940494,0.084851,0.6696,0.533355,3.36577,3.40812,8.63577,6.45526,5.23602,4.37654,3.7009,3.13718,2.62141,2.12564,1.59385,5.30603,5.04808,4.8641,4.71615,4.57615,4.4482,4.3082,4.15026,3.95231,999.0,12.0,AL,Joe Rock,697812.0,30016,30016
CHW,White Sox,1.6564,2.0153,1.62,27.62,0.0,0.6075,,35.234,150.259,37.0521,18.0923,16.7967,5.37123,24.7833,9.284,0.7055,1.1107,4.29047,1.3151,6.33052,2.37146,2.66946,1.372,0.164937,0.0617867,0.10315056145191193,0.411747,0.264915,0.28877,0.727626,4.59519,125.3,3.58,134.0,3.8285714285714287,0.0938886,0.119782,0.6621,0.567236,2.67457,2.73694,7.98491,6.27401,5.27725,4.55552,3.97262,3.46545,2.99876,2.52993,2.00158,5.36773,5.08249,4.88987,4.72987,4.58463,4.44462,4.302,4.13676,3.92152,999.0,4.0,AL,Shane Murphy,690294.0,sa3020389,sa3020389
,,2.0363,2.1821,0.0,43.0,0.0,0.0,,43.0,186.228,41.7459,22.1184,20.5612,5.58044,38.2436,17.3397,1.1699,2.1491,4.30351,1.37408,8.00447,3.62924,2.20555,1.168,0.205359,0.0931101,0.1122489646077156,0.413,0.250366,0.294231,0.720988,4.40316,154.2,3.5860465116279068,156.0,3.627906976744186,0.0932981,0.0451096,0.0,0.627111,1.75966,1.86806,7.06,5.95,5.26,4.74,4.29,3.89,3.5,3.1,2.61,5.45,5.14,4.92,4.75,4.59,4.43,4.27,4.1,3.86,999.0,-1.0,,Lou Trivino,642152.0,15043,15043
DET,Tigers,1.388,1.3584,0.0,28.0,0.0,0.61,,28.0,120.638,27.4492,12.7861,11.608,2.53244,23.212,11.0003,0.7272,1.382,3.73114,1.3732,7.461,3.53581,2.11012,0.814,0.19241,0.0911844,0.10122597962617874,0.519455,0.253559,0.30198,0.735255,3.97959,114.10000000000001,4.075,115.0,4.107142857142857,0.092361,0.135775,0.0,0.5877,2.08011,2.16154,6.85,5.51,4.71,4.12,3.64,3.21,2.81,2.4,1.93,4.88,4.59,4.38,4.22,4.07,3.92,3.78,3.61,3.39,999.0,6.0,AL,Drew Sommers,805427.0,32026,32026
SDP,Padres,1.4499,1.9089,4.86,4.86,0.0,0.0,,27.702,121.447,29.3198,15.8492,14.7518,4.25072,19.4085,9.9069,0.1112,1.6428,4.79266,1.41602,6.30556,3.21862,1.95909,1.381,0.15981,0.0815739,0.07823659479618073,0.429066,0.266793,0.290696,0.70254,4.97946,84.6,3.0214285714285714,90.0,3.2142857142857144,0.0911614,0.105805,1.9422,0.610862,2.27683,2.35736,8.19,6.76,5.89,5.23,4.68,4.19,3.72,3.24,2.68,5.95,5.65,5.44,5.27,5.11,4.96,4.81,4.63,4.39,999.0,29.0,NL,Sean Boyle,682044.0,sa3007618,sa3007618
SFG,Giants,2.4674,2.6338,0.0,52.0,0.0,4.6271,,52.0,224.138,51.8028,25.4639,23.5044,6.48267,46.1874,17.2124,1.6192,2.3008,4.06807,1.32722,7.99397,2.97907,2.68338,1.122,0.206067,0.0767938,0.12927304208278656,0.440999,0.25316,0.298248,0.726588,4.10513,230.8,4.438461538461539,237.0,4.5576923076923075,0.0911437,0.119587,0.0,0.574606,1.57038,1.6722,6.59,5.61,4.99,4.52,4.12,3.76,3.4,3.03,2.58,5.16,4.87,4.68,4.52,4.37,4.23,4.08,3.92,3.7,999.0,30.0,NL,JT Brubaker,664141.0,17578,17578
ATL,Braves,1.3977,1.3485,0.0,28.0,0.0,0.6641,,28.0,119.352,26.4394,14.01,13.1388,3.96978,27.3039,9.5028,0.8553,1.5796,4.22318,1.28365,8.77625,3.05447,2.87325,1.276,0.228768,0.07962,0.1491478905081749,0.351508,0.2442,0.291829,0.721822,4.21537,112.40000000000006,4.014285714285717,110.0,3.9285714285714284,0.0901558,0.0868038,0.0,0.520725,2.08445,2.14851,7.26,5.95,5.15,4.56,4.06,3.62,3.2,2.77,2.27,5.18,4.93,4.75,4.6,4.47,4.34,4.21,4.06,3.86,999.0,16.0,NL,Osvaldo Bido,674370.0,23150,23150
MIN,Twins,2.3778,2.5272,0.0,50.0,0.0,4.3391,,50.0,214.592,48.6223,25.0653,23.3245,6.60556,44.8479,17.0622,1.3021,2.818,4.19841,1.31369,8.07262,3.0712,2.62849,1.189,0.208991,0.07951,0.12948152422904968,0.401207,0.249714,0.293294,0.71973,4.25148,202.49999999999997,4.05,205.0,4.1,0.0895282,0.0957919,0.0,0.570782,1.616,1.71384,6.75,5.74,5.11,4.63,4.22,3.84,3.48,3.1,2.63,5.26,4.98,4.78,4.62,4.48,4.33,4.19,4.03,3.81,999.0,8.0,AL,John Klein,804619.0,sa3020405,sa3020405
,,1.3594,1.3872,0.0,28.0,0.0,0.0,,28.0,120.069,27.6281,13.7075,12.6484,3.33822,24.5334,10.0046,0.5767,1.068,4.06555,1.34403,7.88574,3.21576,2.45221,1.073,0.204328,0.0833238,0.12100375443696976,0.45,0.253477,0.299414,0.725904,4.11899,114.50000000000004,4.089285714285716,118.0,4.214285714285714,0.087686,0.0628147,0.0,0.594056,2.13974,2.22067,7.24,5.87,5.05,4.44,3.93,3.49,3.07,2.64,2.14,5.19,4.89,4.68,4.52,4.37,4.22,4.07,3.9,3.68,999.0,-1.0,,Derek Law,571882.0,13133,13133
COL,Rockies,2.6667,3.2203,0.0,60.0,2.867,10.911,,60.0,264.901,62.3974,34.059,31.6907,7.93333,53.5131,27.5648,1.5796,2.4824,4.7536,1.49937,8.02697,4.13472,1.94136,1.19,0.202012,0.104057,0.09795469790697098,0.462341,0.265686,0.314082,0.708932,4.57262,261.40000000000003,4.356666666666667,273.0,4.55,0.0871915,0.193941,0.0,0.66965,1.54293,1.68198,7.32,6.36,5.74,5.26,4.85,4.47,4.1,3.7,3.22,5.99,5.65,5.42,5.24,5.07,4.9,4.73,4.54,4.29,516.9000244140625,19.0,NL,Seth Halvorsen,678020.0,33294,33294
BAL,Orioles,1.0137,1.2233,3.24,3.24,0.0,0.0,,18.468,80.576,19.5074,10.6124,9.91301,3.00618,14.5748,6.6566,0.0738,0.6316,4.8309,1.41672,7.10273,3.24396,2.18953,1.465,0.180883,0.0826127,0.09826995432376862,0.410945,0.266175,0.296215,0.708329,4.85678,50.30000000000001,2.794444444444445,57.0,3.1666666666666665,0.086859,-0.00340003,1.2812,0.635918,2.79265,2.86414,8.78,6.99,5.93,5.16,4.52,3.97,3.45,2.93,2.33,6.01,5.69,5.47,5.29,5.13,4.98,4.81,4.63,4.39,999.0,2.0,AL,Nestor German,815148.0,sa3023517,sa3023517
TBR,Rays,0.512,0.6063,1.62,1.62,0.0,0.0,,9.234,39.836,8.9683,4.9201,4.59208,1.42922,8.7646,3.4179,0.0365,0.4825,4.47571,1.34137,8.54249,3.33129,2.56432,1.393,0.220017,0.0857993,0.1342177912592888,0.40008,0.249566,0.292873,0.718911,4.5161,39.90000000000001,4.4333333333333345,41.0,4.555555555555555,0.0858428,0.0555888,0.7039,0.618474,3.84656,3.89597,9.27,6.78,5.41,4.46,3.72,3.11,2.56,2.04,1.49,5.61,5.3,5.09,4.91,4.76,4.6,4.45,4.27,4.03,999.0,12.0,AL,Ty Johnson,694494.0,sa3023410,sa3023410
LAD,Dodgers,1.7264,1.6081,0.0,34.0,0.0,0.7763,,34.0,146.678,30.6069,16.8679,15.6719,4.54089,34.8729,15.7707,0.8516,1.5959,4.14845,1.36405,9.23106,4.1746,2.21125,1.202,0.237751,0.107519,0.13023219257593155,0.414054,0.236691,0.289952,0.737367,4.35236,129.50000000000003,3.8088235294117654,125.0,3.676470588235294,0.085254,0.104649,0.0,0.6257,1.95194,2.04977,7.11,5.86,5.1,4.53,4.06,3.63,3.23,2.81,2.32,5.29,4.97,4.76,4.58,4.42,4.27,4.11,3.93,3.7,703.0,22.0,NL,Edgardo Henriquez,683618.0,26944,26944
MIL,Brewers,2.7127,2.7805,0.0,56.0,0.0,9.7756,,56.0,239.829,52.0631,27.579,25.6407,7.54756,54.8886,22.0897,1.6951,2.3654,4.12083,1.32416,8.82138,3.55013,2.48481,1.213,0.228866,0.092106,0.13675951957702637,0.406399,0.241734,0.29107,0.732451,4.23703,258.8000000000001,4.621428571428574,254.0,4.535714285714286,0.0813877,0.137139,0.0,0.567219,1.51658,1.61918,6.55,5.61,5.01,4.55,4.16,3.81,3.46,3.09,2.64,5.18,4.89,4.7,4.54,4.4,4.26,4.11,3.95,3.73,999.0,23.0,NL,Grant Anderson,681982.0,20546,20546
ATH,Athletics,3.2469,3.2268,0.0,66.0,10.161,11.3286,,66.0,283.627,61.3091,32.7155,30.4593,8.50667,63.4984,28.977,1.6266,2.6735,4.15354,1.36797,8.65887,3.95141,2.19134,1.16,0.22388,0.102166,0.12171408534049988,0.39261,0.243313,0.293393,0.734537,4.32516,343.10000000000014,5.198484848484851,337.0,5.106060606060606,0.0812164,0.229345,0.0,0.520881,1.40052,1.49425,6.42,5.57,5.02,4.59,4.23,3.89,3.57,3.21,2.79,5.14,4.89,4.71,4.56,4.43,4.3,4.17,4.02,3.82,626.5999755859375,10.0,AL,Hogan Harris,663687.0,21520,21520
TEX,Rangers,1.0766,1.0813,0.0,22.0,0.0,0.6554,,22.0,93.458,20.9344,10.6152,9.86915,2.96267,20.6923,6.9456,0.5671,1.1917,4.03738,1.26727,8.46503,2.84138,2.9792,1.212,0.221407,0.0743179,0.1470896154642105,0.39988,0.245361,0.291438,0.727482,4.11432,93.30000000000001,4.240909090909091,93.0,4.2272727272727275,0.0811019,0.016906,0.0,0.593785,2.40019,2.47255,7.44,5.89,4.98,4.32,3.77,3.3,2.86,2.42,1.91,5.12,4.82,4.62,4.45,4.3,4.16,4.01,3.84,3.61,999.0,13.0,AL,Winston Santos,692437.0,sa3015952,sa3015952
BAL,Orioles,1.8799,1.8473,0.0,38.0,0.0,0.671,,38.0,165.146,37.2546,19.0996,17.6564,4.81333,34.0794,15.9205,1.0127,1.6032,4.18177,1.39934,8.07144,3.77064,2.1406,1.14,0.206359,0.0964026,0.10995664447546005,0.440012,0.252364,0.298367,0.73381,4.3716,141.5,3.723684210526316,143.0,3.763157894736842,0.0810523,0.0280808,0.0,0.594304,1.85561,1.94845,7.05,5.88,5.16,4.61,4.15,3.74,3.35,2.94,2.45,5.3,5.01,4.8,4.64,4.48,4.34,4.19,4.02,3.79,999.0,2.0,AL,Grant Wolfram,664991.0,21623,21623
MIL,Brewers,1.9708,1.9527,0.0,40.0,0.0,0.6348,,40.0,172.34,36.1867,19.0341,17.5552,4.56444,40.2482,18.0753,1.0311,2.0234,3.94992,1.35655,9.05585,4.06694,2.2267,1.027,0.23354,0.104882,0.12865789234638214,0.445485,0.237693,0.294356,0.73588,4.11357,164.9,4.1225000000000005,159.0,3.975,0.0808559,0.200617,0.0,0.613308,1.76986,1.87311,6.71,5.58,4.88,4.36,3.92,3.53,3.15,2.76,2.29,5.09,4.78,4.57,4.39,4.24,4.09,3.93,3.76,3.53,999.0,23.0,NL,Craig Yoho,684974.0,33248,33248
NYM,Mets,0.5422,0.5746,1.62,1.62,0.0,0.0,,9.234,39.836,9.2971,4.7835,4.4194,1.22504,7.4971,3.3085,0.0365,0.362,4.30741,1.36513,7.30711,3.22466,2.26601,1.194,0.188199,0.083053,0.10514609515666962,0.449145,0.257071,0.294135,0.718247,4.42849,35.90000000000001,3.9888888888888903,37.0,4.111111111111111,0.0807612,0.0467466,0.7339,0.577228,3.8073,3.85081,9.06,6.6,5.25,4.32,3.59,2.99,2.46,1.96,1.43,5.42,5.13,4.94,4.77,4.63,4.48,4.34,4.17,3.95,999.0,25.0,NL,Jack Wenninger,811307.0,sa3023282,sa3023282
TOR,Blue Jays,2.665,2.533,0.0,53.0,0.0,4.6475,,53.0,229.338,48.6801,25.2079,23.3606,6.88411,53.6729,22.3017,1.6063,2.3005,3.96689,1.33928,9.11427,3.78708,2.40667,1.169,0.234034,0.0972438,0.13679023832082748,0.394158,0.23777,0.28989,0.746183,4.19088,234.70000000000002,4.428301886792453,230.0,4.339622641509434,0.0802706,0.18008,0.0,0.56899,1.53754,1.63944,6.42,5.46,4.85,4.39,4.0,3.64,3.29,2.93,2.49,5.03,4.74,4.55,4.39,4.24,4.1,3.96,3.8,3.58,999.0,14.0,AL,Mason Fluharty,689254.0,31553,31553
HOU,Astros,2.9239,2.9615,0.0,60.0,0.0,12.3681,,60.0,257.4,56.6192,30.4677,28.4949,8.79333,58.6381,22.9645,1.6618,2.6533,4.27424,1.3264,8.79572,3.44467,2.55342,1.319,0.227809,0.0892172,0.13859207183122635,0.372415,0.244278,0.290999,0.730099,4.36665,273.1,4.551666666666667,271.0,4.516666666666667,0.0801449,0.0902603,0.0,0.564295,1.48249,1.58626,6.65,5.73,5.15,4.7,4.32,3.96,3.62,3.25,2.8,5.31,5.03,4.84,4.68,4.54,4.4,4.25,4.09,3.87,999.0,21.0,AL,Enyel De Los Santos,660853.0,18403,18403
COL,Rockies,1.196,1.3548,0.0,26.0,0.0,0.6106,,26.0,114.286,26.1538,13.8325,12.8261,3.24422,24.6486,11.7992,0.6935,1.2727,4.43981,1.45973,8.53221,4.08434,2.08901,1.123,0.215675,0.103243,0.11243195831775665,0.458329,0.258401,0.312455,0.721931,4.3695,102.9,3.957692307692308,106.0,4.076923076923077,0.0796622,0.150064,0.0,0.650702,2.29114,2.38175,7.83,6.37,5.49,4.83,4.29,3.81,3.35,2.89,2.35,5.64,5.32,5.09,4.91,4.74,4.58,4.42,4.23,3.99,999.0,19.0,NL,Welinton Herrera,700327.0,sa3016061,sa3016061
CLE,Guardians,2.6191,2.8747,0.0,56.0,0.0,10.7738,,56.0,240.343,52.7294,28.2528,26.4013,8.10133,54.1681,21.3627,1.5512,2.1431,4.24307,1.32307,8.70559,3.43329,2.53564,1.302,0.225378,0.0888842,0.13649408519268036,0.370557,0.243175,0.288728,0.730504,4.34047,261.2000000000001,4.664285714285716,259.0,4.625,0.079128,0.0332447,0.0,0.585535,1.53072,1.63889,6.69,5.73,5.13,4.67,4.27,3.91,3.55,3.18,2.73,5.31,5.02,4.82,4.65,4.5,4.36,4.21,4.04,3.82,999.0,5.0,AL,Connor Brogdon,641401.0,21205,21205
STL,Cardinals,2.4004,2.5044,0.0,50.0,0.0,4.5455,,50.0,216.169,50.65,24.6174,22.6569,5.88333,38.6377,17.9351,1.3085,2.305,4.07824,1.3717,6.95479,3.22832,2.15431,1.059,0.178738,0.082968,0.09577042609453201,0.450685,0.258512,0.295669,0.728564,4.3337,201.6,4.032,210.0,4.2,0.0780361,0.0759461,0.0,0.608369,1.60485,1.71629,6.67,5.66,5.03,4.54,4.13,3.76,3.4,3.02,2.56,5.23,4.92,4.72,4.54,4.39,4.24,4.09,3.91,3.68,999.0,28.0,NL,Nick Raquet,675919.0,20333,20333
NYY,Yankees,3.5995,3.8104,3.24,56.24,0.0,10.1114,,71.0212,306.822,72.186,36.9314,34.4289,11.0004,56.7688,21.0451,1.5048,4.255,4.36292,1.31272,7.1939,2.66689,2.69748,1.394,0.185022,0.0685906,0.1164313554763794,0.387268,0.256413,0.286245,0.723363,4.61875,281.9,3.9704225352112674,291.0,4.098591549295775,0.0775056,0.0175775,1.2081,0.539466,1.88878,1.96805,7.2154,6.04225,5.31807,4.76941,4.30851,3.89284,3.49716,3.08164,2.59611,5.38762,5.12255,4.94001,4.78747,4.64747,4.51493,4.37986,4.21732,4.01225,731.2999877929688,9.0,AL,Ryan Yarbrough,642232.0,16502,16502
ATL,Braves,2.0611,1.8615,0.0,40.0,0.0,0.6641,,40.0,172.265,36.0363,18.7191,17.3271,4.72889,42.5454,17.8016,1.041,1.9795,3.89859,1.34595,9.57271,4.00536,2.38998,1.064,0.246976,0.103338,0.1436379924416542,0.412597,0.236329,0.297572,0.743767,4.02834,170.9,4.2725,165.0,4.125,0.0763295,0.225508,0.0,0.599213,1.71579,1.81741,6.57,5.48,4.8,4.29,3.87,3.48,3.11,2.73,2.28,5.0,4.7,4.49,4.32,4.17,4.02,3.87,3.7,3.48,999.0,16.0,NL,Hayden Harris,802686.0,31913,31913
MIL,Brewers,1.0673,1.0907,0.0,22.0,0.0,0.6348,,22.0,94.502,21.9686,10.8013,9.98411,2.86978,18.3892,7.2771,0.625,0.9317,4.08441,1.32935,7.52285,2.977,2.527,1.174,0.194591,0.0770047,0.11758587509393692,0.429112,0.254581,0.293673,0.731108,4.27855,84.7,3.85,87.0,3.9545454545454546,0.0762868,0.0538806,0.0,0.56143,2.4167,2.48105,7.54,5.99,5.07,4.4,3.85,3.37,2.93,2.48,1.97,5.15,4.88,4.68,4.53,4.38,4.24,4.1,3.94,3.73,999.0,23.0,NL,Sammy Peralta,671111.0,25589,25589
TOR,Blue Jays,1.9515,2.0705,0.0,41.0,0.0,0.0,,41.0,177.489,37.655,20.8782,19.4769,5.52589,40.3474,18.6012,1.1176,2.0621,4.27542,1.3721,8.85675,4.08319,2.16908,1.213,0.227323,0.104802,0.12252139300107956,0.386,0.240107,0.289576,0.729143,4.43103,147.8,3.604878048780488,144.0,3.5121951219512195,0.0759171,0.0405668,0.0,0.603353,1.79526,1.89393,7.05,5.92,5.22,4.68,4.24,3.83,3.44,3.03,2.55,5.37,5.07,4.87,4.7,4.54,4.4,4.24,4.07,3.84,999.0,14.0,AL,Nick Sandlin,680704.0,20517,20517
LAD,Dodgers,1.6673,1.8935,3.24,17.24,0.0,0.7763,,31.6057,137.276,31.4386,18.0312,16.9787,5.74521,28.2139,12.0941,0.3794,1.0713,4.83483,1.37737,8.03415,3.4439,2.33286,1.636,0.205527,0.0881006,0.11742620170116425,0.353631,0.253311,0.285002,0.718567,4.96253,103.4,3.23125,103.0,3.21875,0.0757519,0.0623237,1.0144,0.532022,2.9974,3.04447,8.90892,7.00248,5.88476,5.07033,4.41476,3.84805,3.31577,2.79234,2.19778,5.8302,5.56906,5.39349,5.24234,5.10677,4.9712,4.83563,4.68006,4.47335,999.0,22.0,NL,Landon Knack,689017.0,27487,27487
WSN,Nationals,0.9397,1.0223,0.0,20.0,0.0,0.6681,,20.0,84.495,20.1212,9.7312,9.06393,2.86444,17.2579,4.8299,0.5025,0.6886,4.07877,1.24756,7.76606,2.17345,3.57314,1.289,0.204248,0.057162,0.14708562195301056,0.385347,0.254775,0.293212,0.726803,4.09901,79.1,3.9549999999999996,81.0,4.05,0.0754913,0.0702102,0.0,0.509901,2.52577,2.57673,7.59,5.97,5.02,4.33,3.77,3.29,2.84,2.39,1.88,5.05,4.8,4.62,4.48,4.35,4.22,4.09,3.94,3.75,999.0,24.0,NL,Trevor Williams,592866.0,16977,16977
