Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ra_talent_sd,chance_ra_se,total_ra_se,q10,q20,q30,q40,q50,q60,q70,q80,q90,tt_q10,tt_q20,tt_q30,tt_q40,tt_q50,tt_q60,tt_q70,tt_q80,tt_q90,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
,,0.0367,0.085,0.1732,0.1862,0.0,0.0,,1.0,4.783,1.1798,0.7386,0.69339,0.157556,0.4787,0.6873,0.0047,0.0458,6.24051,1.8671,4.3083,6.1857,0.696494,1.418,0.100084,0.143696,-0.04361279308795929,0.437019,0.291316,0.299458,0.685384,6.42526,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0416,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Kaleb Sophy,815225.0,sa3067472,sa3067472
LAD,Dodgers,0.0417,0.08,0.1754,0.1754,0.0,0.0,,1.0,4.706,1.1004,0.739,0.69936,0.197,0.6997,0.6623,0.0043,0.0476,6.29424,1.7627,6.2973,5.9607,1.05647,1.773,0.148683,0.140735,0.007947295904159546,0.373487,0.275368,0.291476,0.688479,6.42644,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0411,,,,,,,,,,,,,,,,,,,,,,999.0,22.0,NL,Hyun-Seok Jang,815794.0,sa3023601,sa3023601
TBR,Rays,0.0355,0.0865,0.1754,0.1754,0.0,0.0,,1.0,4.655,1.2021,0.7483,0.70648,0.202778,0.5047,0.5153,0.0043,0.0428,6.35832,1.7174,4.5423,4.6377,0.97943,1.825,0.108421,0.110698,-0.0022771134972572327,0.402084,0.293417,0.294836,0.676032,6.43615,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0399,,,,,,,,,,,,,,,,,,,,,,999.0,12.0,AL,Ryan Andrade,822876.0,sa3026078,sa3026078
HOU,Astros,0.038,0.0802,0.1481,0.3041,0.0,0.0,,1.0,4.755,1.0953,0.7434,0.70162,0.177,0.6667,0.7094,0.0082,0.0688,6.31458,1.8047,6.0003,6.3846,0.939808,1.593,0.14021,0.14919,-0.008980020880699158,0.397534,0.275422,0.293096,0.681675,6.43734,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0331,,,,,,,,,,,,,,,,,,,,,,999.0,21.0,AL,Joan Ogando,808010.0,sa3022325,sa3022325
CIN,Reds,0.0353,0.0811,0.133,0.375,0.0,0.0,,1.0,4.697,1.1765,0.7506,0.70876,0.197667,0.5758,0.5758,0.0102,0.054,6.37884,1.7523,5.1822,5.1822,1.0,1.779,0.122589,0.122589,0.0,0.409103,0.289265,0.297181,0.678858,6.4426,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0286,,,,,,,,,,,,,,,,,,,,,,999.0,18.0,NL,JeanPierre Ortiz,701370.0,sa3024922,sa3024922
LAD,Dodgers,0.0415,0.08,0.1739,0.1829,0.0,0.0,,1.0,4.666,1.1663,0.7412,0.69971,0.199333,0.5566,0.5644,0.0045,0.0458,6.29739,1.7307,5.0094,5.0796,0.98618,1.794,0.119288,0.12096,-0.0016716793179512024,0.401705,0.287564,0.293032,0.681646,6.44387,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0406,,,,,,,,,,,,,,,,,,,,,,999.0,22.0,NL,Tyler Gough,702640.0,sa3020865,sa3020865
TOR,Blue Jays,0.0377,0.079,0.137,0.356,0.0,0.0,,1.0,4.743,1.2074,0.7545,0.71046,0.179333,0.4724,0.5934,0.0098,0.0477,6.39414,1.8008,4.2516,5.3406,0.79609,1.614,0.0995994,0.125111,-0.025511272251605988,0.424173,0.294351,0.297976,0.675148,6.44497,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0307,,,,,,,,,,,,,,,,,,,,,,999.0,14.0,AL,Sann Omosako,808020.0,sa3022315,sa3022315
CIN,Reds,0.0344,0.0876,0.1754,0.1754,0.0,0.0,,1.0,4.671,1.1716,0.7561,0.71669,0.213556,0.6235,0.5471,0.0043,0.0468,6.45021,1.7187,5.6115,4.9239,1.13965,1.922,0.133483,0.117127,0.016356229782104492,0.37479,0.287361,0.295689,0.67802,6.44606,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0381,,,,,,,,,,,,,,,,,,,,,,999.0,18.0,NL,Ty Floyd,692226.0,sa3031488,sa3031488
LAD,Dodgers,0.0414,0.0778,0.1561,0.2661,0.0,0.0,,1.0,4.676,1.165,0.7403,0.69841,0.195333,0.5515,0.5797,0.0069,0.0452,6.28569,1.7447,4.9635,5.2173,0.951354,1.758,0.117943,0.123973,-0.00603078305721283,0.408083,0.287576,0.293459,0.682693,6.44617,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0363,,,,,,,,,,,,,,,,,,,,,,999.0,22.0,NL,Jesus Tillero,808313.0,sa3021010,sa3021010
WSN,Nationals,0.0331,0.0866,0.1579,0.2579,0.0,0.0,,1.0,4.7,1.1675,0.7457,0.70436,0.184889,0.5148,0.6013,0.0068,0.0457,6.33924,1.7688,4.6332,5.4117,0.856145,1.664,0.109532,0.127936,-0.018404245376586914,0.38936,0.288058,0.293027,0.67757,6.45009,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0359,,,,,,,,,,,,,,,,,,,,,,999.0,24.0,NL,Camilo Sanchez,800229.0,sa3018834,sa3018834
COL,Rockies,0.0297,0.0921,0.1718,0.1928,0.0,0.0,,1.0,4.756,1.2414,0.8032,0.76003,0.192222,0.5568,0.5926,0.0049,0.0522,6.84027,1.834,5.0112,5.3334,0.939588,1.73,0.117073,0.1246,-0.0075273290276527405,0.421078,0.301956,0.312053,0.658705,6.45483,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0298,,,,,,,,,,,,,,,,,,,,,,999.0,19.0,NL,Marcos Herrera,800154.0,sa3019261,sa3019261
WSN,Nationals,0.034,0.0791,0.1095,0.4855,0.0,0.0,,1.0,4.767,1.1493,0.7462,0.70289,0.166444,0.5421,0.6866,0.0136,0.0616,6.32601,1.8359,4.8789,6.1794,0.789543,1.498,0.113719,0.144032,-0.030312560498714447,0.418386,0.285981,0.296912,0.67984,6.45931,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0243,,,,,,,,,,,,,,,,,,,,,,999.0,24.0,NL,Victor Farias,693756.0,sa3020957,sa3020957
BOS,Red Sox,0.033,0.0881,0.1675,0.2125,0.0,0.0,,1.0,4.786,1.2084,0.7843,0.74025,0.172667,0.5184,0.6619,0.0055,0.0452,6.66225,1.8703,4.6656,5.9571,0.7832,1.554,0.108316,0.138299,-0.0299832820892334,0.426181,0.296256,0.305721,0.666844,6.4643,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0324,,,,,,,,,,,,,,,,,,,,,,999.0,3.0,AL,Alex Bouchard,827635.0,sa3027439,sa3027439
COL,Rockies,0.0306,0.0839,0.1184,0.4434,0.0,0.0,,1.0,4.811,1.2771,0.8121,0.76602,0.174444,0.4927,0.6309,0.0125,0.0538,6.89418,1.908,4.4343,5.6781,0.780948,1.57,0.102411,0.131137,-0.028725840151309967,0.463332,0.309502,0.318764,0.658682,6.47161,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0184,,,,,,,,,,,,,,,,,,,,,,999.0,19.0,NL,Ismael Luciano,692593.0,sa3016227,sa3016227
,,0.0351,0.0867,0.1728,0.1878,0.0,0.0,,1.0,4.704,1.1711,0.7562,0.71674,0.197,0.553,0.5737,0.0046,0.0536,6.45066,1.7448,4.977,5.1633,0.963918,1.773,0.11756,0.12196,-0.004400521516799927,0.361985,0.287267,0.292813,0.672975,6.47204,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0375,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Dheygler Gimenez,684080.0,sa3011879,sa3011879
WSN,Nationals,0.0337,0.0882,0.1739,0.1829,0.0,0.0,,1.0,4.65,1.1736,0.7374,0.69693,0.194778,0.4674,0.5267,0.0045,0.0559,6.27237,1.7003,4.2066,4.7403,0.887412,1.753,0.100516,0.113269,-0.01275268942117691,0.377333,0.288538,0.287447,0.674483,6.48025,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0411,,,,,,,,,,,,,,,,,,,,,,999.0,24.0,NL,Bryan Polanco,702877.0,sa3016915,sa3016915
MIA,Marlins,0.0366,0.0838,0.1632,0.2332,0.0,0.0,,1.0,4.839,1.1377,0.7417,0.6966,0.151778,0.5632,0.7788,0.0062,0.055,6.2694,1.9165,5.0688,7.0092,0.723164,1.366,0.116388,0.160942,-0.04455465078353882,0.434,0.284056,0.299652,0.689432,6.48325,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0388,,,,,,,,,,,,,,,,,,,,,,999.0,20.0,NL,Elier Morillo,808497.0,sa3022138,sa3022138
,,0.0371,0.0806,0.1442,0.3222,0.0,0.0,,1.0,4.836,1.1154,0.735,0.69051,0.152556,0.5908,0.7949,0.0089,0.0546,6.21459,1.9103,5.3172,7.1541,0.743238,1.373,0.122167,0.164371,-0.04220430552959442,0.423989,0.279794,0.296886,0.692689,6.48526,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0345,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Develson Aria,684846.0,sa3008726,sa3008726
SFG,Giants,0.033,0.084,0.137,0.356,0.0,0.0,,1.0,4.829,1.1944,0.7695,0.72432,0.161889,0.4907,0.6895,0.01,0.0539,6.51888,1.8839,4.4163,6.2055,0.711675,1.457,0.101615,0.142783,-0.041167937219142914,0.433949,0.292344,0.30076,0.672437,6.48849,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.029,,,,,,,,,,,,,,,,,,,,,,999.0,30.0,NL,Alexander Fuentes,815218.0,sa3024072,sa3024072
NYY,Yankees,0.0388,0.0824,0.1704,0.1994,0.0,0.0,,1.0,4.704,1.1903,0.7411,0.69852,0.194333,0.4951,0.5632,0.005,0.0435,6.28668,1.7535,4.4559,5.0688,0.879084,1.749,0.105251,0.119728,-0.014477036893367767,0.409358,0.290508,0.292255,0.683392,6.49137,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.04,,,,,,,,,,,,,,,,,,,,,,999.0,9.0,AL,Edinzo Marquez,805128.0,sa3019300,sa3019300
WSN,Nationals,0.0322,0.0896,0.1728,0.1878,0.0,0.0,,1.0,4.73,1.1872,0.7539,0.71014,0.176111,0.4658,0.6266,0.0047,0.0436,6.39126,1.8138,4.1922,5.6394,0.743377,1.585,0.0984778,0.132474,-0.03399577736854553,0.42037,0.292428,0.295823,0.676283,6.50358,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0387,,,,,,,,,,,,,,,,,,,,,,999.0,24.0,NL,Jose Feliz,808243.0,sa3024069,sa3024069
HOU,Astros,0.0365,0.0814,0.1461,0.3131,0.0,0.0,,1.0,4.734,1.1778,0.7662,0.72366,0.187111,0.5468,0.6326,0.0085,0.0446,6.51294,1.8104,4.9212,5.6934,0.864369,1.684,0.115505,0.133629,-0.018124215304851532,0.406148,0.290327,0.298141,0.674354,6.50558,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0305,,,,,,,,,,,,,,,,,,,,,,999.0,21.0,AL,Juan Soto,699041.0,sa3016025,sa3016025
PHI,Phillies,0.0372,0.0838,0.1682,0.2092,0.0,0.0,,1.0,4.705,1.1718,0.7419,0.70109,0.190889,0.5125,0.5934,0.0053,0.0456,6.30981,1.7652,4.6125,5.3406,0.863667,1.718,0.108927,0.126121,-0.0171944722533226,0.378964,0.288195,0.291711,0.683131,6.50869,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.039,,,,,,,,,,,,,,,,,,,,,,999.0,26.0,NL,Angel Liranzo,808158.0,sa3022217,sa3022217
COL,Rockies,0.0367,0.0823,0.1535,0.2785,0.0,0.0,,1.0,4.85,1.1461,0.7417,0.69546,0.147111,0.5311,0.7954,0.0077,0.0484,6.25914,1.9415,4.7799,7.1586,0.667714,1.324,0.109505,0.164,-0.05449485033750534,0.448992,0.286082,0.300178,0.69131,6.51678,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0367,,,,,,,,,,,,,,,,,,,,,,999.0,19.0,NL,Luichi Casilla,800436.0,sa3018332,sa3018332
,,0.0355,0.0865,0.1754,0.1754,0.0,0.0,,1.0,4.739,1.1431,0.754,0.71196,0.182778,0.5607,0.6574,0.0043,0.0552,6.40764,1.8005,5.0463,5.9166,0.852905,1.645,0.118316,0.138721,-0.020405150949954987,0.39527,0.283901,0.292521,0.677517,6.52765,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0389,,,,,,,,,,,,,,,,,,,,,,999.0,-2.0,,Will Frisch,687137.0,sa3024514,sa3024514
SEA,Mariners,0.0352,0.0859,0.1688,0.2068,0.0,0.0,,1.0,4.757,1.1596,0.7415,0.69746,0.175222,0.4933,0.651,0.0053,0.0513,6.27714,1.8106,4.4397,5.859,0.757757,1.577,0.1037,0.136851,-0.033151157200336456,0.418934,0.285989,0.290705,0.683005,6.53333,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0399,,,,,,,,,,,,,,,,,,,,,,999.0,11.0,AL,Francisco Pazos,802387.0,sa3022380,sa3022380
DET,Tigers,0.0356,0.0865,0.1754,0.1754,0.0,0.0,,1.0,4.801,1.205,0.7505,0.70433,0.157889,0.4203,0.686,0.0044,0.0432,6.33897,1.891,3.7827,6.174,0.612682,1.421,0.0875443,0.142887,-0.05534262955188751,0.445993,0.295938,0.299722,0.682952,6.53469,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0403,,,,,,,,,,,,,,,,,,,,,,999.0,6.0,AL,Carlos Rodriguez,823864.0,sa3024277,sa3024277
CHC,Cubs,0.0363,0.0783,0.1205,0.4335,0.0,0.0,,1.0,4.774,1.1273,0.7507,0.70762,0.172444,0.5777,0.725,0.0121,0.0474,6.36858,1.8523,5.1993,6.525,0.796828,1.552,0.12101,0.151864,-0.03085462749004364,0.407304,0.281712,0.29367,0.683851,6.53871,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0262,,,,,,,,,,,,,,,,,,,,,,999.0,17.0,NL,Edwardo Melendez,823898.0,sa3024281,sa3024281
PHI,Phillies,0.036,0.085,0.1679,0.2109,0.0,0.0,,1.0,4.715,1.1629,0.7554,0.71346,0.193,0.5448,0.6197,0.0053,0.0438,6.42114,1.7826,4.9032,5.5773,0.879135,1.737,0.115546,0.131432,-0.015885472297668457,0.397957,0.287029,0.292694,0.679185,6.54504,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0368,,,,,,,,,,,,,,,,,,,,,,999.0,26.0,NL,Ryan Degges,813869.0,sa3030027,sa3030027
COL,Rockies,0.0358,0.0858,0.1723,0.1903,0.0,0.0,,1.0,4.828,1.1784,0.7483,0.70173,0.152,0.4641,0.7417,0.0048,0.0471,6.31557,1.9201,4.1769,6.6753,0.625725,1.368,0.0961268,0.153625,-0.05749792605638504,0.451003,0.291741,0.299845,0.686347,6.54934,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.04,,,,,,,,,,,,,,,,,,,,,,999.0,19.0,NL,Jhon Medina,808042.0,sa3022121,sa3022121
TBR,Rays,0.034,0.0868,0.166,0.22,0.0,0.0,,1.0,4.69,1.2067,0.7661,0.72504,0.208,0.5215,0.5421,0.0056,0.0428,6.52536,1.7488,4.6935,4.8789,0.962,1.872,0.111194,0.115586,-0.0043923258781433105,0.389054,0.293951,0.295859,0.67419,6.55084,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0344,,,,,,,,,,,,,,,,,,,,,,999.0,12.0,AL,Jayden Voelker,827603.0,sa3067208,sa3067208
CHC,Cubs,0.0354,0.0849,0.1625,0.2365,0.0,0.0,,1.0,4.799,1.1288,0.7556,0.71142,0.166444,0.5781,0.7449,0.0063,0.0582,6.40278,1.8737,5.2029,6.7041,0.776077,1.498,0.120463,0.15522,-0.034757234156131744,0.425943,0.28249,0.295986,0.681487,6.55201,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0358,,,,,,,,,,,,,,,,,,,,,,999.0,17.0,NL,JP Wheat,702516.0,sa3024884,sa3024884
TOR,Blue Jays,0.0358,0.0859,0.1735,0.1845,0.0,0.0,,1.0,4.803,1.1743,0.7695,0.72575,0.177,0.5464,0.6782,0.0047,0.0586,6.53175,1.8525,4.9176,6.1038,0.805662,1.593,0.113762,0.141203,-0.027441181242465973,0.417159,0.288795,0.298343,0.674892,6.55374,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0361,,,,,,,,,,,,,,,,,,,,,,999.0,14.0,AL,Landen Maroudis,805793.0,sa3023351,sa3023351
,,0.0319,0.09,0.1737,0.1837,0.0,0.0,,1.0,4.717,1.1711,0.7595,0.71788,0.193889,0.5424,0.5972,0.0046,0.0653,6.46092,1.7683,4.8816,5.3748,0.908238,1.745,0.114988,0.126606,-0.011617541313171387,0.396795,0.28884,0.294499,0.673946,6.55839,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0375,,,,,,,,,,,,,,,,,,,,,,999.0,-2.0,,Riley Bauman,809496.0,sa3023102,sa3023102
MIA,Marlins,0.031,0.0882,0.1535,0.2785,0.0,0.0,,1.0,4.84,1.1438,0.7695,0.72524,0.162778,0.5766,0.7581,0.0076,0.0658,6.52716,1.9019,5.1894,6.8229,0.760586,1.465,0.119132,0.156632,-0.037499986588954926,0.423211,0.284804,0.299391,0.676459,6.56975,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0315,,,,,,,,,,,,,,,,,,,,,,999.0,20.0,NL,Jhoniel Serrano,698934.0,sa3016710,sa3016710
MIN,Twins,0.0331,0.0842,0.1398,0.3428,0.0,0.0,,1.0,4.836,1.1319,0.7729,0.73095,0.171778,0.6249,0.7704,0.0095,0.0468,6.57855,1.9023,5.6241,6.9336,0.811137,1.546,0.129218,0.159305,-0.030086860060691833,0.388137,0.281651,0.297978,0.67962,6.57005,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0271,,,,,,,,,,,,,,,,,,,,,,999.0,8.0,AL,Dylan Questad,805812.0,sa3023570,sa3023570
CLE,Guardians,0.0337,0.08,0.1139,0.4649,0.0,0.0,,1.0,4.798,1.1332,0.7621,0.72019,0.178444,0.6024,0.7196,0.0131,0.0544,6.48171,1.8528,5.4216,6.4764,0.837132,1.606,0.125552,0.149979,-0.024426862597465515,0.391722,0.28161,0.294391,0.680421,6.57211,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0232,,,,,,,,,,,,,,,,,,,,,,999.0,5.0,AL,Keegan Zinn,815111.0,sa3023088,sa3023088
TOR,Blue Jays,0.0337,0.0884,0.1754,0.1754,0.0,0.0,,1.0,4.798,1.1862,0.7703,0.72539,0.170333,0.4953,0.6903,0.0044,0.0492,6.52851,1.8765,4.4577,6.2127,0.717514,1.533,0.103231,0.143872,-0.040641941130161285,0.431999,0.292275,0.299413,0.675322,6.57737,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0366,,,,,,,,,,,,,,,,,,,,,,999.0,14.0,AL,Angel Rivero,821022.0,sa3024548,sa3024548
BAL,Orioles,0.0364,0.0846,0.1681,0.2101,0.0,0.0,,1.0,4.812,1.1715,0.7754,0.73105,0.176778,0.5756,0.7123,0.0054,0.0545,6.57945,1.8838,5.1804,6.4107,0.808087,1.591,0.119618,0.148026,-0.028408147394657135,0.427979,0.289602,0.302088,0.677377,6.58245,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0339,,,,,,,,,,,,,,,,,,,,,,999.0,2.0,AL,Keeler Morfe,808323.0,sa3022239,sa3022239
,,0.0347,0.0834,0.1461,0.3131,0.0,0.0,,1.0,4.762,1.1692,0.7617,0.7191,0.181111,0.5115,0.6532,0.0084,0.0529,6.4719,1.8224,4.6035,5.8788,0.783068,1.63,0.107413,0.137169,-0.029756389558315277,0.400006,0.288271,0.293786,0.676103,6.58488,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0302,,,,,,,,,,,,,,,,,,,,,,999.0,-1.0,,Andre Sanchez,700062.0,sa3018297,sa3018297
CHC,Cubs,0.0347,0.0863,0.1677,0.2117,0.0,0.0,,1.0,4.761,1.1721,0.763,0.71892,0.176444,0.497,0.6684,0.0055,0.0492,6.47028,1.8405,4.473,6.0156,0.743567,1.588,0.10439,0.140391,-0.03600083291530609,0.421344,0.28988,0.295451,0.676194,6.58771,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0359,,,,,,,,,,,,,,,,,,,,,,999.0,17.0,NL,Ronny Lopez,807832.0,sa3021754,sa3021754
TEX,Rangers,0.0333,0.0888,0.1754,0.1754,0.0,0.0,,1.0,4.792,1.181,0.7751,0.73167,0.178333,0.5215,0.6851,0.0044,0.0447,6.58503,1.8661,4.6935,6.1659,0.761203,1.605,0.108827,0.142967,-0.03414025157690048,0.410002,0.290729,0.298203,0.674943,6.59987,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0355,,,,,,,,,,,,,,,,,,,,,,999.0,13.0,AL,Anthony Astudillo,828713.0,sa3025166,sa3025166
ARI,Diamondbacks,0.0351,0.0869,0.1754,0.1754,0.0,0.0,,1.0,4.826,1.1573,0.7555,0.71133,0.164,0.5173,0.7382,0.0044,0.0543,6.40197,1.8955,4.6557,6.6438,0.700759,1.476,0.10719,0.152963,-0.04577290266752243,0.415009,0.286922,0.296313,0.684315,6.61004,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0391,,,,,,,,,,,,,,,,,,,,,,999.0,15.0,NL,Naimer Rosario,815946.0,sa3024213,sa3024213
CIN,Reds,0.0335,0.0817,0.1254,0.4104,0.0,0.0,,1.0,4.77,1.1727,0.7757,0.73341,0.196333,0.5947,0.6565,0.0114,0.0545,6.60069,1.8292,5.3523,5.9085,0.905864,1.767,0.124675,0.137631,-0.012955978512763977,0.406511,0.288914,0.298769,0.677783,6.63107,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0241,,,,,,,,,,,,,,,,,,,,,,999.0,18.0,NL,Reynardo Cruz,699106.0,sa3016032,sa3016032
MIA,Marlins,0.033,0.0892,0.1754,0.1754,0.0,0.0,,1.0,4.836,1.1673,0.7784,0.73367,0.168556,0.5386,0.7482,0.0044,0.0492,6.60303,1.9155,4.8474,6.7338,0.719861,1.517,0.111373,0.154715,-0.04334159940481186,0.427002,0.289036,0.299793,0.677038,6.64136,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0352,,,,,,,,,,,,,,,,,,,,,,999.0,20.0,NL,Jose Paulino,821067.0,sa3024557,sa3024557
WSN,Nationals,0.0344,0.0877,0.1754,0.1754,0.0,0.0,,1.0,4.805,1.1848,0.7628,0.71922,0.171778,0.4728,0.6946,0.0044,0.0453,6.47298,1.8794,4.2552,6.2514,0.68068,1.546,0.0983975,0.144558,-0.0461602583527565,0.405995,0.291457,0.29616,0.681306,6.64235,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0377,,,,,,,,,,,,,,,,,,,,,,999.0,24.0,NL,Juan Reyes,808219.0,sa3025021,sa3025021
COL,Rockies,0.0349,0.0795,0.1196,0.4376,0.0,0.0,,1.0,4.804,1.1849,0.7722,0.72819,0.174556,0.4884,0.6956,0.0124,0.0448,6.55371,1.8805,4.3956,6.2604,0.702128,1.571,0.101665,0.144796,-0.04313071817159653,0.418003,0.291589,0.297104,0.677394,6.64876,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0249,,,,,,,,,,,,,,,,,,,,,,999.0,19.0,NL,Reiver Camacho,821096.0,sa3023839,sa3023839
SFG,Giants,0.0327,0.0895,0.1754,0.1754,0.0,0.0,,1.0,4.808,1.2064,0.7816,0.73651,0.173778,0.4608,0.6802,0.0044,0.048,6.62859,1.8866,4.1472,6.1218,0.677448,1.564,0.0958403,0.141473,-0.04563227295875549,0.431998,0.295701,0.299726,0.672423,6.65725,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0347,,,,,,,,,,,,,,,,,,,,,,999.0,30.0,NL,Alberto Laroche,823929.0,sa3025448,sa3025448
NYY,Yankees,0.0369,0.085,0.1754,0.1754,0.0,0.0,,1.0,4.735,1.1795,0.7615,0.72074,0.206889,0.5324,0.5941,0.0043,0.0445,6.48666,1.7736,4.7916,5.3469,0.896145,1.862,0.112439,0.12547,-0.013030625879764557,0.378022,0.287936,0.289717,0.682029,6.67569,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0374,,,,,,,,,,,,,,,,,,,,,,999.0,9.0,AL,Danny Flatt,814343.0,sa3023618,sa3023618
NYY,Yankees,0.037,0.0842,0.1695,0.2035,0.0,0.0,,1.0,4.824,1.1502,0.7615,0.7172,0.178889,0.5636,0.7334,0.0053,0.0476,6.4548,1.8836,5.0724,6.6006,0.768476,1.61,0.116833,0.152032,-0.03519900143146515,0.424575,0.284492,0.294291,0.687075,6.67649,3.8000000000000003,3.8000000000000003,4.0,4.0,-0.000381896,-0.00121267,0.0366,,,,,,,,,,,,,,,,,,,,,,999.0,9.0,AL,Greysen Carter,701706.0,sa3028529,sa3028529
NYM,Mets,0.0345,0.0865,0.1679,0.2109,0.0,0.0,,1.0,4.805,1.1691,0.7633,0.72091,0.177111,0.4992,0.7018,0.0055,0.046,6.48819,1.8709,4.4928,6.3162,0.711314,1.594,0.103892,0.146056,-0.042164407670497894,0.388016,0.288154,0.293411,0.682463,6.68258,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0358,,,,,,,,,,,,,,,,,,,,,,999.0,25.0,NL,Osiris Calvo,808208.0,sa3021004,sa3021004
CIN,Reds,0.0331,0.0866,0.1579,0.2579,0.0,0.0,,1.0,4.809,1.2032,0.7818,0.7372,0.175444,0.4623,0.684,0.007,0.0468,6.6348,1.8872,4.1607,6.156,0.675877,1.579,0.0961322,0.142233,-0.04610106348991394,0.425994,0.295032,0.298727,0.673377,6.68371,1.8000000000000003,1.8000000000000003,2.0,2.0,-0.000381896,-0.00121267,0.0312,,,,,,,,,,,,,,,,,,,,,,999.0,18.0,NL,Dony Aguilera,823865.0,sa3024470,sa3024470
